chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.d,parameters.dbkey,parameters.dz,parameters.five,parameters.genome.values,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.report.__current_case__,parameters.report.max,parameters.report.report_select,parameters.report.scale,parameters.report.zero_regions,parameters.split,parameters.strand,parameters.three,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-04 08:41:30.624272,slurm_normal,1491295451.0,0,1.0,85583535,gtf,main_w3_handler1,3053517,15480169,False,,720247627,bam,9608805.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002084}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:44:13.814460,103308.0,154.0
,,2017-02-25 14:15:01.762703,slurm_normal,1488032274.0,0,1.0,2812,tabular,main_w3_handler1,2986846,15142633,False,,4197855284,bam,9295543.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 28515556}]",,"[{'src': 'hda', 'id': 28515512}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36219150.0,1488032105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 14:17:57.922721,99686.0,169.0
,,2017-02-25 13:00:34.152820,slurm_normal,1488027762.0,0,1.0,2812,tabular,main_w4_handler0,2986846,15142269,False,,317027427,bam,9295190.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 28515556}]",,"[{'src': 'hda', 'id': 28498836}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36219150.0,1488027637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 13:02:44.817056,99686.0,125.0
,,2017-04-04 08:41:28.226471,slurm_normal,1491295454.0,0,1.0,85583535,gtf,main_w4_handler0,3053517,15480164,False,,760017614,bam,9608803.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002080}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295293.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:45:09.637162,103308.0,161.0
,,2017-04-04 08:41:31.657301,slurm_normal,1491295799.0,0,1.0,85583535,gtf,main_w4_handler0,3053517,15480172,False,,594621990,bam,9608854.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002087}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:50:03.489151,103308.0,98.0
,,2017-02-25 14:13:43.425900,slurm_normal,1488032205.0,0,1.0,2812,tabular,main_w3_handler1,2986846,15142618,False,,4502562683,bam,9295527.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 28515556}]",,"[{'src': 'hda', 'id': 28515517}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36219150.0,1488032025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 14:16:47.010748,99686.0,180.0
,,2017-02-25 13:50:28.106104,slurm_normal,1488030812.0,0,1.0,2812,tabular,main_w4_handler0,2986846,15142542,False,,4502562683,bam,9295461.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 28515556}]",,"[{'src': 'hda', 'id': 28515517}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36219150.0,1488030629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 13:53:34.776180,99686.0,183.0
,,2017-04-04 08:41:32.116529,slurm_normal,1491295940.0,0,1.0,85583535,gtf,main_w4_handler1,3053517,15480173,False,,605668739,bam,9608840.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002088}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295552.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:52:22.066546,103308.0,388.0
,,2017-02-25 14:17:23.539568,slurm_normal,1488032300.0,0,1.0,1270,tabular,main_w4_handler0,2980610,15142653,False,,577992098,bam,9295559.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 28516161}]",,"[{'src': 'hda', 'id': 28253957}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36051628.0,1488032247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 14:18:27.193054,78967.0,53.0
,,2017-02-25 13:46:57.817559,slurm_normal,1488030595.0,0,1.0,2812,tabular,main_w4_handler1,2986846,15142534,False,,4197855284,bam,9295452.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 28515556}]",,"[{'src': 'hda', 'id': 28515512}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36219150.0,1488030421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 13:49:56.620036,99686.0,174.0
,,2017-02-25 14:20:26.340489,slurm_normal,1488032617.0,0,1.0,2812,tabular,main_w3_handler1,2986846,15142664,False,,4197855284,bam,9295568.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 28515556}]",,"[{'src': 'hda', 'id': 28515512}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36219150.0,1488032430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-25 14:23:40.195731,99686.0,187.0
,,2017-04-04 08:41:31.334013,slurm_normal,1491295801.0,0,1.0,85583535,gtf,main_w3_handler1,3053517,15480171,False,,621222936,bam,9608841.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002086}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:50:05.254544,103308.0,226.0
,,2017-04-04 08:41:28.959734,slurm_normal,1491295567.0,0,1.0,85583535,gtf,main_w3_handler0,3053517,15480165,False,,701340340,bam,9608802.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002081}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:46:09.596801,103308.0,273.0
,,2017-04-04 08:41:29.944037,slurm_normal,1491295695.0,0,1.0,85583535,gtf,main_w4_handler0,3053517,15480168,False,,797665046,bam,9608822.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002083}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:48:18.201859,103308.0,294.0
,,2017-04-04 08:41:32.887464,slurm_normal,1491295904.0,0,1.0,85583535,gtf,main_w4_handler0,3053517,15480174,False,,605154585,bam,9608867.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002089}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:51:49.406419,103308.0,97.0
,,2017-04-04 08:41:31.038287,slurm_normal,1491295928.0,0,1.0,85583535,gtf,main_w3_handler1,3053517,15480170,False,,652703551,bam,9608821.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""false""","""mm10""","""false""","""false""","[{'src': 'hda', 'id': 29057435}]",,"[{'src': 'hda', 'id': 29002085}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,37092007.0,1491295404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-04-04 08:52:10.567868,103308.0,524.0
,,2017-02-27 14:22:49.721692,slurm_normal,1488205397.0,0,1.0,1270,tabular,main_w4_handler1,2980610,15154473,False,,1590980,bed,9306314.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""false""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 28516161}]",,"[{'src': 'hda', 'id': 28532977}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36301621.0,1488205385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-27 14:23:20.058027,78967.0,12.0
,,2017-02-28 02:43:57.176538,slurm_normal,1488249867.0,0,1.0,1310181242,sam,main_w3_handler1,3008765,15161313,False,,91182768,bam,9312854.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""","[{'src': 'hda', 'id': 28493530}]",,"[{'src': 'hda', 'id': 28493555}]",,0,,bg,1.0,false,"""false""","""""","""false""",32.0,,36320338.0,1488249839.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 02:44:29.182900,100746.0,28.0
,,2017-02-28 02:51:43.898601,slurm_normal,1488250700.0,0,1.0,302236,bedgraph,main_w4_handler1,3008765,15161398,False,,91182768,bam,9312888.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""false""","""hg38""","""false""","""false""","[{'src': 'hda', 'id': 28543499}]",,"[{'src': 'hda', 'id': 28493555}]",,1,0,hist,,,"""false""","""""","""false""",32.0,,36320338.0,1488250306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 02:58:21.442258,100746.0,394.0
,,2017-02-28 16:12:41.519214,slurm_normal,1488299669.0,0,1.0,49306571,bed,main_w3_handler0,3013728,15168491,False,,499737700,bam,9319665.roundup,slurm,,132112168.0,corral-repl,,"""b763480efdd011e69041005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554244}]",,"[{'src': 'hda', 'id': 28555559}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:34:33.417368,31286.0,58.0
,,2017-02-28 16:05:32.805058,slurm_normal,1488299304.0,0,1.0,49306571,bed,main_w3_handler1,3013702,15168352,False,,474609901,bam,9319564.roundup,slurm,,132112168.0,corral-repl,,"""b7fa68cafdcf11e68e50005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554244}]",,"[{'src': 'hda', 'id': 28555156}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:28:29.126523,31286.0,50.0
,,2017-02-28 15:21:35.544743,slurm_normal,1488295328.0,0,1.0,517,bed,main_w4_handler0,3013565,15167560,False,,154143897,bam,9318689.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554080}]",,"[{'src': 'hda', 'id': 28553248}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,36319439.0,1488295300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 15:22:10.014923,31286.0,28.0
,,2017-02-28 16:08:27.214888,slurm_normal,1488299482.0,0,1.0,49306571,bed,main_w3_handler0,3013712,15168410,False,,480029768,bam,9319613.roundup,slurm,,132112168.0,corral-repl,,"""1e79408afdd011e69984005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554244}]",,"[{'src': 'hda', 'id': 28555329}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:31:23.992279,31286.0,51.0
,,2017-02-28 16:07:32.630776,slurm_normal,1488299420.0,0,1.0,1538792,tabular,main_w3_handler1,3013707,15168396,False,,245757302,bam,9319595.roundup,slurm,,132112168.0,corral-repl,,"""fff0a6bcfdcf11e6b8b2005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554979}]",,"[{'src': 'hda', 'id': 28555245}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299379.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:30:26.196454,31286.0,41.0
,,2017-02-28 16:12:42.224909,slurm_normal,1488299784.0,0,1.0,1538792,tabular,main_w3_handler1,3013728,15168492,False,,499737700,bam,9319686.roundup,slurm,,132112168.0,corral-repl,,"""b763480efdd011e69041005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554979}]",,"[{'src': 'hda', 'id': 28555559}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299676.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:36:27.741399,31286.0,108.0
,,2017-02-28 16:10:09.107953,slurm_normal,1488299628.0,0,1.0,49306571,bed,main_w3_handler1,3013721,15168454,False,,485390992,bam,9319654.roundup,slurm,,132112168.0,corral-repl,,"""5d7ded44fdd011e696a5005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554244}]",,"[{'src': 'hda', 'id': 28555453}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299567.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:33:50.232427,31286.0,61.0
,,2017-02-28 16:06:25.066895,slurm_normal,1488299410.0,0,1.0,49306571,bed,main_w3_handler1,3013704,15168366,False,,493896432,bam,9319590.roundup,slurm,,132112168.0,corral-repl,,"""d71ea798fdcf11e6887b005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554244}]",,"[{'src': 'hda', 'id': 28555201}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:30:15.700839,31286.0,52.0
,,2017-02-28 16:09:18.511233,slurm_normal,1488300103.0,0,1.0,1538792,tabular,main_w3_handler0,3013718,15168434,False,,511371639,bam,9319718.roundup,slurm,,132112168.0,corral-repl,,"""3c9998f8fdd011e6b8b2005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554979}]",,"[{'src': 'hda', 'id': 28555392}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299761.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:41:48.720539,31286.0,342.0
,,2017-02-28 16:06:25.664990,slurm_normal,1488299312.0,0,1.0,1538792,tabular,main_w3_handler0,3013704,15168367,False,,493896432,bam,9319563.roundup,slurm,,132112168.0,corral-repl,,"""d71ea798fdcf11e6887b005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554979}]",,"[{'src': 'hda', 'id': 28555201}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:28:34.616633,31286.0,62.0
,,2017-02-28 16:05:33.714901,slurm_normal,1488299369.0,0,1.0,1538792,tabular,main_w3_handler1,3013702,15168353,False,,474609901,bam,9319572.roundup,slurm,,132112168.0,corral-repl,,"""b7fa68cafdcf11e68e50005056a51846""","""/galaxy-repl/localdata/chrom/sacCer3.len""","""false""","""sacCer3""","""false""","""false""","[{'src': 'hda', 'id': 28554979}]",,"[{'src': 'hda', 'id': 28555156}]",,0,,bg,1.0,true,"""false""","""""","""false""",32.0,,,1488299311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_genomecoveragebed/2.24.0,2.24.0,,2017-02-28 16:29:30.929903,31286.0,58.0
