chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.action.__current_case__,parameters.action.action_select,parameters.action.number,parameters.action.step_size,parameters.action.step_size.__current_case__,parameters.action.step_size.step_size,parameters.action.step_size.step_size_select,parameters.action.windowsize,parameters.chromInfo,parameters.dbkey,parameters.sourcename,parameters.type.__current_case__,parameters.type.genome.values,parameters.type.input.values,parameters.type.type_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-15 07:03:20.490468,slurm_normal,1479193416.0,0,1.0,,,main_w3_handler1,2764972,14341959,False,,89.0,bed,8548308.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,5000,yes,20000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a779fc62f2a3b8a'}]",bed,32.0,,34239994.0,1479193411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-11-15 07:03:38.727515,87308.0,5.0
,,2016-12-02 15:52:45.881703,slurm_normal,1480694031.0,0,1.0,,,main_w3_handler1,2758181,14474236,False,,693189.0,bed,8667334.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,2000,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",0,,"[{'src': 'hda', 'id': 25724375}]",bed,32.0,,33688736.0,1480693972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-02 15:53:54.909773,86683.0,59.0
,,2016-12-02 15:36:13.750494,slurm_normal,1480693014.0,0,1.0,,,main_w4_handler0,2758181,14474129,False,,693189.0,bed,8667224.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,10000,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",0,,"[{'src': 'hda', 'id': 25724375}]",bed,32.0,,33688736.0,1480693001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-02 15:37:02.334946,86683.0,13.0
,,2016-12-02 16:34:25.963854,slurm_normal,1480696489.0,0,1.0,,,main_w4_handler0,2758181,14474452,False,,29323247.0,bed,8667550.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,2000,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",0,,"[{'src': 'hda', 'id': 25724366}]",bed,32.0,,33688736.0,1480696468.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-02 16:35:02.205377,86683.0,21.0
,,2016-12-09 22:29:11.045224,slurm_normal,1481322577.0,0,1.0,,,main_w4_handler1,2923627,14535517,False,,86498.0,bed,8718936.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 27570266}]",bed,32.0,,34733939.0,1481322558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-09 22:29:39.453763,95161.0,19.0
,,2016-12-15 15:37:19.633035,slurm_normal,1481816267.0,0,1.0,1971.0,gg,main_w4_handler1,2804823,14585014,False,,,,8764083.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",1,"[{'src': 'hda', 'id': 26815078}]",,genome,32.0,,34868346.0,1481816242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-15 15:37:49.435402,89184.0,25.0
,,2016-12-20 16:20:37.171221,slurm_normal,1482250867.0,0,1.0,,,main_w4_handler1,2935543,14616837,False,,43368.0,bed,8793287.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1000,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",0,,"[{'src': 'hda', 'id': 27696892}]",bed,32.0,,34971097.0,1482250854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-20 16:21:09.326680,,13.0
,,2016-12-20 15:51:11.239811,slurm_normal,1482249088.0,0,1.0,25342927.0,tabular,main_w3_handler1,2843977,14616700,False,,,,8793152.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,10000,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",1,"[{'src': 'hda', 'id': 27696690}]",,genome,32.0,,33494174.0,1482249077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-20 15:51:30.739898,70409.0,11.0
,,2016-12-20 16:16:17.482548,slurm_normal,1482250597.0,0,1.0,,,main_w3_handler1,2843977,14616795,False,,43368.0,bed,8793260.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,10000,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",0,,"[{'src': 'hda', 'id': 27696843}]",bed,32.0,,33494174.0,1482250591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-20 16:16:39.334847,70409.0,6.0
,,2017-01-23 17:41:55.334917,slurm_normal,1485193332.0,0,1.0,,,main_w3_handler0,2965571,14849501,False,,153565.0,bed,9009531.roundup,slurm,,132112168.0,corral-repl,,,1,number,4,100,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i srcwinnum""",0,,"[{'src': 'hda', 'id': 28051431}]",bed,32.0,,35540593.0,1485193321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-23 17:42:15.091923,,11.0
,,2017-01-23 21:15:21.485377,slurm_normal,1485206133.0,0,1.0,,,main_w4_handler0,2962556,14851219,False,,1839206.0,bed,9011337.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,100,yes,638,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i winnum""",0,,"[{'src': 'hda', 'id': 28016802}]",bed,32.0,,35541974.0,1485206124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-23 21:15:35.137704,70484.0,9.0
,,2017-01-23 21:35:55.665653,slurm_normal,1485207381.0,0,1.0,,,main_w3_handler1,2962556,14851458,False,,1839206.0,bed,9011585.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,100,yes,639,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28016802}]",bed,32.0,,35541974.0,1485207360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-23 21:36:24.289700,70484.0,21.0
,,2017-01-24 10:52:51.923106,slurm_normal,1485255180.0,0,1.0,,,main_w3_handler1,2804823,14855943,False,,151143.0,bed,9015929.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28061219}]",bed,32.0,,35559822.0,1485255176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 10:53:02.763472,89184.0,4.0
,,2017-01-24 08:59:34.672554,slurm_normal,1485248388.0,0,1.0,,,main_w3_handler1,2957848,14855097,False,,153565.0,bed,9015147.roundup,slurm,,132111800.0,corral-repl,,,0,windowsize,,,1.0,,no,4,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485248382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 08:59:53.130040,,6.0
,,2017-01-24 09:02:52.300952,slurm_normal,1485248579.0,0,1.0,,,main_w3_handler1,2957848,14855111,False,,153565.0,bed,9015167.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,100,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485248575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 09:03:00.615762,,4.0
,,2017-01-24 09:26:10.193033,slurm_normal,1485249978.0,0,1.0,,,main_w3_handler1,2957848,14855227,False,,153565.0,bed,9015287.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,300,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485249974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 09:26:20.671771,,4.0
,,2016-12-25 23:32:47.475288,slurm_normal,1482708786.0,0,1.0,,,main_w3_handler0,2938087,14646011,False,,61379432.0,bed,8820556.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 27733774}]",bed,32.0,,35051193.0,1482708770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-25 23:33:08.884478,97329.0,16.0
,,2016-12-25 23:31:31.909181,slurm_normal,1482708714.0,0,1.0,,,main_w3_handler1,2938087,14646010,False,,61379432.0,bed,8820555.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,100,yes,500,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-i srcwinnum""",0,,"[{'src': 'hda', 'id': 27733774}]",bed,32.0,,35051193.0,1482708695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-25 23:31:56.708277,97329.0,19.0
,,2016-12-26 04:21:06.946286,slurm_normal,1482726142.0,0,1.0,119146728.0,tabular,main_w4_handler0,2938087,14646276,False,,,,8820763.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",1,"[{'src': 'hda', 'id': 27742938}]",,genome,32.0,,35051193.0,1482726136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-26 04:22:24.003054,97329.0,6.0
,,2016-12-26 04:19:48.371756,slurm_normal,1482726012.0,0,1.0,,,main_w3_handler0,2938087,14646272,False,,61379432.0,bed,8820758.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-i winnum""",0,,"[{'src': 'hda', 'id': 27733774}]",bed,32.0,,35051193.0,1482725991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-26 04:20:13.158654,97329.0,21.0
,,2016-12-27 05:19:31.269303,slurm_normal,1482815982.0,0,1.0,,,main_w3_handler0,2938087,14649669,False,,82.0,bed,8823581.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,100,yes,1000,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 27748154}]",bed,32.0,,35051193.0,1482815975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2016-12-27 05:19:44.520648,97329.0,7.0
,,2017-01-24 08:57:18.117253,slurm_normal,1485248275.0,0,1.0,,,main_w4_handler1,2957848,14855089,False,,153565.0,bed,9015127.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,4,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485248243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 08:58:09.514948,,32.0
,,2017-01-24 09:16:07.774083,slurm_normal,1485249376.0,0,1.0,,,main_w4_handler0,2957848,14855160,False,,153565.0,bed,9015227.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,200,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485249371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 09:16:19.026671,,5.0
,,2017-01-24 09:25:37.934700,slurm_normal,1485249944.0,0,1.0,,,main_w4_handler1,2957848,14855225,False,,153565.0,bed,9015285.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,300,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485249941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 09:25:45.467931,,3.0
,,2017-01-24 10:04:44.315680,slurm_normal,1485252292.0,0,1.0,,,main_w4_handler0,2957848,14855518,False,,153565.0,bed,9015540.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,150,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485252288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-24 10:04:57.924747,,4.0
,,2017-01-02 14:37:50.390872,slurm_normal,1483367888.0,0,1.0,6348800.0,tabular,main_w3_handler0,2898419,14675469,False,,,,8846005.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,302,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",1,"[{'src': 'hda', 'id': 27790371}]",,genome,32.0,,33756292.0,1483367883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-02 14:38:09.682071,75878.0,5.0
,,2017-01-02 14:40:09.272664,slurm_normal,1483368155.0,0,1.0,,,main_w3_handler1,2898419,14675486,False,,751602893.0,bed,8846041.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,302,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 27790388}]",bed,32.0,,33756292.0,1483368079.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-02 14:42:39.425248,75878.0,76.0
,,2017-01-03 19:48:00.302625,slurm_normal,1483472920.0,0,1.0,119668263.0,tabular,main_w3_handler1,2870024,14682935,False,,,,8853016.roundup,slurm,,132111800.0,corral-repl,,,0,windowsize,,,1.0,,no,20,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""""",1,"[{'src': 'hda', 'id': 27800164}]",,genome,32.0,,33921054.0,1483472887.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-03 19:48:43.505947,93092.0,33.0
,,2017-01-26 10:06:26.755862,slurm_normal,1485425196.0,0,1.0,,,main_w3_handler1,2957848,14875824,False,,153565.0,bed,9035433.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,50,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485425191.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-26 10:06:40.546742,,5.0
,,2017-01-26 10:26:09.228645,slurm_normal,1485426376.0,0,1.0,,,main_w4_handler0,2957848,14876038,False,,227136.0,bed,9035679.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,50,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28091198}]",bed,32.0,,35416254.0,1485426372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-26 10:26:17.388194,,4.0
,,2017-01-26 10:26:54.995627,slurm_normal,1485426422.0,0,1.0,,,main_w4_handler1,2957848,14876044,False,,153565.0,bed,9035684.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,50,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485426418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-26 10:27:05.927668,,4.0
,,2017-01-26 10:37:14.542265,slurm_normal,1485427040.0,0,1.0,,,main_w4_handler1,2957848,14876108,False,,153565.0,bed,9035765.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,25,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1485427036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-26 10:37:22.670031,,4.0
,,2017-01-28 17:17:16.079616,slurm_normal,1485623844.0,0,1.0,,,main_w3_handler0,2808912,14897878,False,,29954.0,bed,9056744.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,100,yes,500,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28127013}]",bed,32.0,,35648699.0,1485623838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-28 17:17:25.455218,89381.0,6.0
,,2017-01-30 21:21:05.874876,slurm_normal,1485811271.0,0,1.0,,,main_w4_handler0,2835388,14908917,False,,0.0,bed,9064993.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""""",0,,"[{'src': 'hda', 'id': 28144203}]",bed,32.0,,35441622.0,1485811268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-01-30 21:21:12.653552,29303.0,3.0
,,2017-02-03 11:21:14.501722,slurm_normal,1486120882.0,0,1.0,,,main_w3_handler0,2957848,14942336,False,,153565.0,bed,9099044.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,200,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28059928}]",bed,32.0,,35416254.0,1486120879.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-03 11:21:24.161030,,3.0
,,2017-03-29 13:35:48.066327,slurm_normal,1490794688.0,0,1.0,476499114.0,interval,main_w4_handler1,2843977,15424159,False,,,,9556386.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",1,"[{'src': 'hda', 'id': 27888691}]",,genome,32.0,,36952779.0,1490794551.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-29 13:38:09.703952,70409.0,137.0
,,2017-02-07 09:54:26.511667,slurm_normal,1486461304.0,0,1.0,,,main_w3_handler0,2944975,14969310,False,,543.0,bed,9127014.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i src""",0,,"[{'src': 'hda', 'id': 28199428}]",bed,32.0,,35859556.0,1486461270.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-07 09:55:06.428839,19110.0,34.0
,,2017-02-22 18:10:56.303563,slurm_normal,1487787177.0,0,1.0,,,main_w4_handler0,3006237,15110326,False,,530.0,bed,9265134.roundup,slurm,,132112168.0,corral-repl,,"""3e810b88f92a11e6a2ed005056a51846""",0,windowsize,,,0.0,25,yes,50,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","""""",0,,"[{'src': 'hda', 'id': 28466995}]",bed,32.0,,,1487787061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 18:13:00.393828,31286.0,116.0
,,2017-03-29 13:34:22.269073,slurm_normal,1490794654.0,0,1.0,,,main_w3_handler0,2843977,15424153,False,,38713052.0,bed,9556462.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""""",0,,"[{'src': 'hda', 'id': 28969418}]",bed,32.0,,36952779.0,1490794639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-03-29 13:37:38.730780,70409.0,15.0
14.0,len,2017-02-10 08:35:51.535150,slurm_normal,1486715804.0,0,1.0,,,main_w4_handler0,2989791,15002672,False,,1188329.0,bed,9158525.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/main/files/018/787/dataset_18787779.dat""","""?""","""-i winnum""",0,,"[{'src': 'hda', 'id': 28293308}]",bed,32.0,,35928984.0,1486715753.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-10 08:36:45.134095,72262.0,51.0
,,2017-02-22 19:17:28.557690,slurm_normal,1487791058.0,0,1.0,,,main_w4_handler0,3006404,15111027,False,,530.0,bed,9265776.roundup,slurm,,132112168.0,corral-repl,,"""8ac75eeef93311e680ab005056a52a46""",0,windowsize,,,0.0,25,yes,50,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","""""",0,,"[{'src': 'hda', 'id': 28466995}]",bed,32.0,,,1487791051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 19:17:41.178596,31286.0,7.0
,,2017-02-22 20:50:24.334221,slurm_normal,1487796635.0,0,1.0,,,main_w3_handler1,3004450,15111962,False,,530.0,bed,9266697.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,25,yes,50,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","""""",0,,"[{'src': 'hda', 'id': 28466995}]",bed,32.0,,36228762.0,1487796629.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 20:50:37.707151,31286.0,6.0
,,2017-02-22 18:16:09.394296,slurm_normal,1487787382.0,0,1.0,,,main_w4_handler0,3006252,15110375,False,,530.0,bed,9265175.roundup,slurm,,132112168.0,corral-repl,,"""fa71120cf92a11e68316005056a52a46""",0,windowsize,,,0.0,25,yes,50,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","""""",0,,"[{'src': 'hda', 'id': 28466995}]",bed,32.0,,,1487787375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 18:16:27.575809,31286.0,7.0
,,2017-02-22 20:15:15.472287,slurm_normal,1487794528.0,0,1.0,,,main_w4_handler0,3006487,15111667,False,,530.0,bed,9266377.roundup,slurm,,132112168.0,corral-repl,,"""9cf7fe54f93b11e680c5005056a51846""",0,windowsize,,,0.0,25,yes,50,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","""""",0,,"[{'src': 'hda', 'id': 28466995}]",bed,32.0,,,1487794520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 20:15:32.806281,31286.0,8.0
,,2017-02-22 20:33:27.061896,slurm_normal,1487795617.0,0,1.0,,,main_w4_handler0,3006514,15111831,False,,530.0,bed,9266569.roundup,slurm,,132112168.0,corral-repl,,"""28fa4d10f93e11e6baaa005056a52a46""",0,windowsize,,,0.0,25,yes,50,"""/galaxy-repl/localdata/chrom/sacCer2.len""","""sacCer2""","""""",0,,"[{'src': 'hda', 'id': 28466995}]",bed,32.0,,,1487795610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 20:33:42.488859,31286.0,7.0
,,2017-02-22 21:57:45.451132,slurm_normal,1487800676.0,0,1.0,,,main_w4_handler1,2978161,15112636,False,,30191881.0,bed,9267266.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,500000,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""""",0,,"[{'src': 'hda', 'id': 28468374}]",bed,32.0,,35747855.0,1487800669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-22 21:57:59.257462,99272.0,7.0
,,2017-02-24 12:08:17.990119,slurm_normal,1487938108.0,0,1.0,,,main_w4_handler1,2998472,15128610,False,,36491.0,bed,9282341.roundup,slurm,,132112168.0,corral-repl,,,1,number,1,100,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,"[{'src': 'hda', 'id': 28495382}]",bed,32.0,,36092942.0,1487938102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.24.0,2.24.0,,2017-02-24 12:08:31.075631,100306.0,6.0
