chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fastq_input1,fastq_input11,fastq_input11_filetype,fastq_input12,fastq_input12_filetype,fastq_input1_filetype,fastq_input2,fastq_input2_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.analysis_type.__current_case__,parameters.analysis_type.algorithmic_options.D,parameters.analysis_type.algorithmic_options.P,parameters.analysis_type.algorithmic_options.S,parameters.analysis_type.algorithmic_options.W,parameters.analysis_type.algorithmic_options.__current_case__,parameters.analysis_type.algorithmic_options.algorithmic_options_selector,parameters.analysis_type.algorithmic_options.c,parameters.analysis_type.algorithmic_options.d,parameters.analysis_type.algorithmic_options.e,parameters.analysis_type.algorithmic_options.k,parameters.analysis_type.algorithmic_options.m,parameters.analysis_type.algorithmic_options.r,parameters.analysis_type.algorithmic_options.w,parameters.analysis_type.algorithmic_options.y,parameters.analysis_type.analysis_type_selector,parameters.analysis_type.io_options.C,parameters.analysis_type.io_options.M,parameters.analysis_type.io_options.T,parameters.analysis_type.io_options.V,parameters.analysis_type.io_options.Y,parameters.analysis_type.io_options.__current_case__,parameters.analysis_type.io_options.a,parameters.analysis_type.io_options.h,parameters.analysis_type.io_options.io_options_selector,parameters.analysis_type.scoring_options.A,parameters.analysis_type.scoring_options.B,parameters.analysis_type.scoring_options.E,parameters.analysis_type.scoring_options.L,parameters.analysis_type.scoring_options.O,parameters.analysis_type.scoring_options.U,parameters.analysis_type.scoring_options.__current_case__,parameters.analysis_type.scoring_options.scoring_options_selector,parameters.chromInfo,parameters.dbkey,parameters.fastq_input.__current_case__,parameters.fastq_input.fastq_input1,parameters.fastq_input.fastq_input1.values,parameters.fastq_input.fastq_input2,parameters.fastq_input.fastq_input2.values,parameters.fastq_input.fastq_input_selector,parameters.fastq_input.iset_stats,parameters.fastq_input1|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.rg.CN,parameters.rg.DS,parameters.rg.DT,parameters.rg.FO,parameters.rg.KS,parameters.rg.PG,parameters.rg.PI,parameters.rg.PL,parameters.rg.PU,parameters.rg.__current_case__,parameters.rg.read_group_id_conditional.ID,parameters.rg.read_group_id_conditional.__current_case__,parameters.rg.read_group_id_conditional.do_auto_name,parameters.rg.read_group_lb_conditional.LB,parameters.rg.read_group_lb_conditional.__current_case__,parameters.rg.read_group_lb_conditional.do_auto_name,parameters.rg.read_group_sm_conditional.SM,parameters.rg.read_group_sm_conditional.__current_case__,parameters.rg.read_group_sm_conditional.do_auto_name,parameters.rg.rg_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-04-03 10:14:27.344151,jetstream_iu_multi,1491216523.0,0,69415268.0,,,,,fastqsanger,70176720.0,fastqsanger,,10.0,main_w4_handler2,3056804,15469932,False,,15469932,pulsar_jetstream_iu,,30717280.0,corral-repl,,0,no,,"""4852c930185611e78c91005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 29039530}]",,"[{'src': 'hda', 'id': 29039533}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,13B112,1.0,false,13B112,1.0,false,13B112,1.0,false,set,10.0,,,,,1491216484.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-04-03 10:49:04.582159,87422,39.0
,,2017-02-22 09:53:06.005087,slurm_multi_dynamic_walltime,1487758414.0,0,317510142.0,,,,,fastqsanger,317510142.0,fastqsanger,,6.0,main_w3_handler2,2952988,15104078,False,,9259255,slurm,,132112168.0,corral-repl,,0,no,,"""b2484612f8e411e6981a005056a51846""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 28457553}]",,"[{'src': 'hda', 'id': 28457556}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,SABATINO,1.0,false,SABATINO,1.0,false,SABATINO,1.0,false,set,32.0,,,,,1487758204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-02-22 10:13:35.801132,58017,210.0
,,2017-02-22 10:17:51.156717,jetstream_tacc_multi,1487759107.0,0,152477397.0,,,,,fastqsanger,152477397.0,fastqsanger,,10.0,main_w3_handler2,3005308,15105154,False,,15105154,pulsar_jetstream_tacc,,30717412.0,corral-repl,,0,no,,"""2473cdd0f8e811e6b579005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 28458670}]",,"[{'src': 'hda', 'id': 28458673}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,PD5464,1.0,false,PD5464,1.0,false,PD5464,1.0,false,set,10.0,,,,,1487758959.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-02-22 10:25:12.889684,58017,148.0
,,2017-02-22 10:29:18.612465,jetstream_tacc_multi,1487759733.0,0,172476106.0,,,,,fastqsanger,172476106.0,fastqsanger,,10.0,main_w4_handler2,3005317,15105238,False,,15105238,pulsar_jetstream_tacc,,30717412.0,corral-repl,,0,no,,"""c0231d5cf8e911e68522005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 28458787}]",,"[{'src': 'hda', 'id': 28458790}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,LEVANTO,1.0,false,LEVANTO,1.0,false,LEVANTO,1.0,false,set,10.0,,,,,1487759636.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-02-22 10:35:49.710732,58017,97.0
,,2017-02-27 14:57:43.208766,jetstream_tacc_multi,1488207872.0,0,37751037.0,,,,,fastqsanger,37751037.0,fastqsanger,,10.0,main_w3_handler2,3012096,15154909,False,,15154909,pulsar_jetstream_tacc,,30717412.0,corral-repl,,0,no,,"""12214bf8fcfd11e6a707005056a51846""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 28533569}]",,"[{'src': 'hda', 'id': 28533574}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,EDS13-83,1.0,false,EDS13-83,1.0,false,EDS13-83,1.0,false,set,10.0,,,,,1488207701.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-02-27 15:04:38.839157,56382,171.0
,,2017-02-28 11:13:37.796615,jetstream_tacc_multi,1488280791.0,0,95236991.0,,,,,fastqsanger,55550015.0,fastqsanger,,10.0,main_w3_handler2,3013318,15164889,False,,15164889,pulsar_jetstream_tacc,,30717412.0,corral-repl,,0,no,,"""e3ad8d86fda611e68ff0005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 28550290}]",,"[{'src': 'hda', 'id': 28550293}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,16B853,1.0,false,16B853,1.0,false,16B853,1.0,false,set,10.0,,,,,1488280678.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-02-28 11:20:05.298503,87422,113.0
,,2017-03-01 15:36:57.350495,jetstream_iu_multi,1488382719.0,0,24143463.0,,,,,fastq,24144275.0,fastq,,10.0,main_w4_handler2,3015257,15179721,False,,15179721,pulsar_jetstream_iu,,30717280.0,corral-repl,,0,no,,"""e191e6a2fe9411e68a7e005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,"[{'src': 'hda', 'id': 28572710}]",,"[{'src': 'hda', 'id': 28572738}]",paired,,,0,hg19,,,,cached,,,,,,,,,,3,,,,,,,,,,do_not_set,10.0,,,,,1488382689.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-03-01 15:38:59.604152,36743,30.0
,,2017-03-01 15:36:51.044923,jetstream_iu_multi,1488382759.0,0,32247479.0,,,,,fastq,32246969.0,fastq,,10.0,main_w3_handler2,3015257,15179714,False,,15179714,pulsar_jetstream_iu,,30717280.0,corral-repl,,0,no,,"""e191e6a2fe9411e68a7e005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,"[{'src': 'hda', 'id': 28572401}]",,"[{'src': 'hda', 'id': 28572782}]",paired,,,0,hg19,,,,cached,,,,,,,,,,3,,,,,,,,,,do_not_set,10.0,,,,,1488382690.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-03-01 15:39:27.921296,36743,69.0
,,2017-03-01 15:36:54.067802,jetstream_iu_multi,1488382781.0,0,25389640.0,,,,,fastq,25390880.0,fastq,,10.0,main_w3_handler2,3015257,15179717,False,,15179717,pulsar_jetstream_iu,,30717280.0,corral-repl,,0,no,,"""e191e6a2fe9411e68a7e005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,"[{'src': 'hda', 'id': 28572651}]",,"[{'src': 'hda', 'id': 28572681}]",paired,,,0,hg19,,,,cached,,,,,,,,,,3,,,,,,,,,,do_not_set,10.0,,,,,1488382763.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-03-01 15:39:58.210695,36743,18.0
,,2017-03-02 13:40:27.365827,jetstream_tacc_multi,1488462452.0,0,48061535.0,,,,,fastqsanger,48061535.0,fastqsanger,,10.0,main_w4_handler2,3016565,15188738,False,,15188738,pulsar_jetstream_tacc,,30717412.0,corral-repl,,0,no,,"""c7779712ff4d11e6a7ea005056a52a46""",0,,,,,,,,,,,,,,,illumina,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,"[{'src': 'hda', 'id': 28586918}]",,"[{'src': 'hda', 'id': 28586921}]",paired,,,0,hg19,,,,cached,,,,,,,,ILLUMINA,,1,EDS13-112,1.0,false,EDS13-112,1.0,false,EDS13-112,1.0,false,set,10.0,,,,,1488462328.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/bwa/bwa_mem/0.4.2,0.4.2,,2017-03-02 13:47:42.861414,56382,124.0
