chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam|__identifier__,parameters.iterations,parameters.reference_source.__current_case__,parameters.reference_source.input_bam,parameters.reference_source.input_bam.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-03-19 08:32:20.498309,rodeo_normal,1426753954.0,0,,1.0,main_w1_handler1,2181275,8985689,False,,11023541,bam,3236046.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"""555""",0,18910332.0,,hg_g1k_v37,,,,cached,32.0,,,,21897159.0,1426753948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-19 08:32:35.887992,39548.0,6.0
,,2015-03-16 16:20:34.842869,rodeo_normal,1426523092.0,0,,1.0,main_w2_handler1,2127908,8959030,False,,706786318,bam,3185312.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""5""",0,18788413.0,,hg38,,,,cached,32.0,,,,21448783.0,1426522856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-16 16:24:57.893974,56369.0,236.0
,,2015-03-18 10:24:44.815405,rodeo_normal,1426674331.0,0,,1.0,main_w2_handler0,2181275,8975835,False,,10203060,bam,3218036.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""30""",0,18896410.0,,hg19,,,,cached,32.0,,,,21875647.0,1426674297.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-18 10:25:35.508219,39548.0,34.0
,,2015-03-18 15:06:44.396890,rodeo_normal,1426691224.0,0,,1.0,main_w1_handler1,2241012,8978415,False,,16569749,bam,3222634.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"""5""",0,18900456.0,,hg19,,,,cached,32.0,,,,21854212.0,1426691215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-18 15:07:11.157498,60962.0,9.0
,,2017-02-24 12:35:56.589135,slurm_normal,1487939895.0,0,,1.0,main_w4_handler0,3009037,15129134,False,,39529610,bam,9282597.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,,"[{'src': 'hda', 'id': 28496151}]",,,,"[{'src': 'hda', 'id': 28496086}]",history,32.0,5473.0,fasta,,36257377.0,1487939858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2017-02-24 12:38:17.226761,100826.0,37.0
,,2015-03-19 03:12:27.021682,rodeo_normal,1426735044.0,0,,1.0,main_w2_handler0,2215747,8984440,False,,769245304,bam,3233679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"""5""",0,18909472.0,,sacCer3,,,,cached,32.0,,,,21395016.0,1426734763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-19 03:17:27.101684,60022.0,281.0
,,2015-03-22 18:18:45.536098,rodeo_normal,1427048469.0,0,,1.0,main_w2_handler1,2245318,9007345,False,,300029645,bam,3277261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",,"""5""",0,18950968.0,,mm9,,,,cached,32.0,,,,21323430.0,1427048338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-22 18:21:12.499949,,131.0
,,2015-03-24 08:45:40.117553,rodeo_normal,1427186760.0,0,,1.0,main_w1_handler1,2198266,9021761,False,,36769490,bam,3304877.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""5""",0,18971852.0,,hg19,,,,cached,32.0,,,,21075310.0,1427186747.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-24 08:46:02.465582,,13.0
,,2015-03-24 09:20:32.676176,rodeo_normal,1427188856.0,0,,1.0,main_w1_handler1,2198266,9021893,False,,33191970,bam,3305087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"""2""",0,18971834.0,,hg19,,,,cached,32.0,,,,21075310.0,1427188844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-24 09:20:58.582708,,12.0
,,2015-03-20 18:58:11.443550,rodeo_normal,1426878633.0,0,,1.0,main_w1_handler0,2242551,8998867,False,,108823067,bam,3261379.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/salmTyph_TY2.len""","""salmTyph_TY2""",,"""5""",1,18936573.0,,18935784,,,,history,32.0,4860518.0,fasta,,21906008.0,1426878580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-20 19:10:34.933657,61131.0,53.0
,,2015-03-24 16:29:08.446267,rodeo_normal,1427214633.0,0,,1.0,main_w2_handler0,2241429,9025274,False,,110226815,bam,3310256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,18973987.0,,hg19,,,,cached,32.0,,,,21876901.0,1427214566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-24 16:30:46.262542,,67.0
,,2015-03-27 10:25:53.084683,rodeo_normal,1427452169.0,0,,1.0,main_w1_handler1,2218637,9058329,False,,459117073,bam,3343582.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,18668078.0,,hg19,,,,cached,32.0,,,,22062759.0,1427451965.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-27 10:29:31.785735,59675.0,204.0
,,2015-03-27 10:20:02.234704,rodeo_normal,1427451804.0,0,,1.0,main_w1_handler0,2218637,9058300,False,,359554321,bam,3343517.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,18668049.0,,hg19,,,,cached,32.0,,,,22062759.0,1427451611.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-27 10:23:30.585166,59675.0,193.0
,,2015-03-27 10:25:10.558701,rodeo_normal,1427452148.0,0,,1.0,main_w2_handler1,2218637,9058322,False,,518070250,bam,3343569.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,18668052.0,,hg19,,,,cached,32.0,,,,22062759.0,1427451926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-27 10:29:14.201710,59675.0,222.0
,,2015-03-27 10:26:14.930449,rodeo_normal,1427452148.0,0,,1.0,main_w2_handler1,2218637,9058331,False,,301404681,bam,3343588.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,18668081.0,,hg19,,,,cached,32.0,,,,22062759.0,1427451987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-27 10:29:14.519455,59675.0,161.0
,,2015-03-28 22:24:08.392913,rodeo_normal,1427581474.0,0,,1.0,main_w2_handler0,2252691,9074800,False,,12916927,bam,3361168.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19046966.0,,hg19,,,,cached,32.0,,,,22005816.0,1427581464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-28 22:24:36.835425,2965.0,10.0
3407.0,len,2015-03-29 13:16:23.867446,rodeo_normal,1427635232.0,0,,1.0,main_w1_handler0,2244419,9076655,False,,551081279,bam,3363014.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/796/dataset_10796144.dat""","""?""",,"""5""",1,19049681.0,,18962327,,,,history,32.0,230256682.0,fasta,,22008300.0,1427634999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-29 13:20:35.238395,46444.0,233.0
40.0,len,2015-03-30 08:36:58.371637,rodeo_normal,1427704662.0,0,,1.0,main_w2_handler0,2253676,9081807,False,,30656223,bam,3368029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/010/841/dataset_10841851.dat""","""?""",,"""5""",1,19057682.0,,19057219,,,,history,32.0,4592895.0,fasta,,22110624.0,1427704633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-03-30 08:37:45.080390,61652.0,29.0
,,2015-04-01 14:51:42.687131,rodeo_normal,1427899924.0,0,,1.0,main_w2_handler0,2251892,9115032,False,,5151489,bam,3400731.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,19057812.0,,19056611,,,,history,32.0,2692.0,fasta,,22073410.0,1427899917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-01 14:52:07.187247,49083.0,7.0
,,2015-04-02 08:17:03.487814,slurm_normal,1427964553.0,0,,1.0,main_w1_handler0,2257809,9122423,False,,46185656,bam,3407441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19119239.0,,hg19,,,,cached,32.0,,,,22214496.0,1427964538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-02 08:49:16.844810,,15.0
,,2015-04-06 15:59:31.829029,slurm_normal,1428336153.0,0,,1.0,main_w2_handler0,2261001,9150396,False,,13490444,bam,3433212.roundup,slurm,,132112168.0,corral-repl,,"""e6a32ae0dc7511e4b78b005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19160676.0,,hg19,,,,cached,32.0,,,,22005816.0,1428336142.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-06 16:02:37.039238,2965.0,11.0
,,2015-04-06 15:58:55.366630,slurm_normal,1428336103.0,0,,1.0,main_w2_handler1,2261000,9150387,False,,13487214,bam,3433204.roundup,slurm,,132112168.0,corral-repl,,"""d21020a6dc7511e496e5005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19160662.0,,hg19,,,,cached,32.0,,,,22005816.0,1428336091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-06 16:01:48.072005,2965.0,12.0
,,2015-04-06 15:40:41.892368,slurm_normal,1428335037.0,0,,1.0,main_w2_handler0,2260984,9150301,False,,13487777,bam,3433124.roundup,slurm,,132112168.0,corral-repl,,"""460542aadc7311e49ef2005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19160488.0,,hg19,,,,cached,32.0,,,,22005816.0,1428335021.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-06 15:43:59.806553,2965.0,16.0
,,2017-04-10 05:25:35.932921,slurm_normal,1491802135.0,0,,1.0,main_w4_handler1,3042301,15538046,False,,447365965,bam,9663539.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,,"[{'src': 'hda', 'id': 29081194}]",,,,"[{'src': 'hda', 'id': 29057644}]",history,32.0,7088169.0,fasta,,37118453.0,1491801938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2017-04-10 05:28:56.407209,101624.0,197.0
,,2015-04-05 12:28:02.436114,slurm_normal,1428236908.0,0,,1.0,main_w2_handler0,2255536,9144139,False,,13507844,bam,3426954.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19151258.0,,hg19,,,,cached,32.0,,,,22005816.0,1428236896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-05 12:28:30.709672,2965.0,12.0
,,2015-04-05 12:28:02.755801,slurm_normal,1428236904.0,0,,1.0,main_w2_handler0,2255536,9144140,False,,12911846,bam,3426955.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19151260.0,,hg19,,,,cached,32.0,,,,22005816.0,1428236896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-05 12:28:29.038692,2965.0,8.0
,,2015-04-05 18:45:55.926841,slurm_normal,1428259582.0,0,,1.0,main_w2_handler0,2255536,9145511,False,,13490450,bam,3428529.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19153700.0,,hg19,,,,cached,32.0,,,,22005816.0,1428259573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-05 18:46:24.236458,2965.0,9.0
,,2015-04-05 18:45:54.888327,slurm_normal,1428259583.0,0,,1.0,main_w1_handler0,2255536,9145510,False,,13487221,bam,3428528.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19153698.0,,hg19,,,,cached,32.0,,,,22005816.0,1428259570.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-05 18:46:26.166267,2965.0,13.0
,,2015-04-05 18:45:53.466674,slurm_normal,1428259571.0,0,,1.0,main_w1_handler0,2255536,9145509,False,,13487781,bam,3428527.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19153696.0,,hg19,,,,cached,32.0,,,,22005816.0,1428259563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-05 18:46:14.193452,2965.0,8.0
,,2015-04-06 12:24:28.579075,slurm_normal,1428323454.0,0,,1.0,main_w1_handler1,2260845,9149133,False,,350361,bam,3432088.roundup,slurm,,132112168.0,corral-repl,,"""dd697524dc5711e48ee4005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19158759.0,,hg19,,,,cached,32.0,,,,22005816.0,1428323450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-06 12:30:55.807381,2965.0,4.0
,,2015-04-08 13:57:17.605053,slurm_normal,1428502192.0,0,,1.0,main_w2_handler0,2248643,9171548,False,,1459812313,bam,3451405.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19052069.0,,hg19,,,,cached,32.0,,,,22322849.0,1428501451.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-08 14:09:57.994052,26979.0,741.0
,,2015-04-10 07:25:53.015344,slurm_normal,1428650806.0,0,,1.0,main_w1_handler1,2264666,9190586,False,,94927929,bam,3472456.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"""5""",0,19205369.0,,hg19,,,,cached,32.0,,,,22344589.0,1428650774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-10 07:26:48.140510,,32.0
,,2016-01-28 06:45:57.611584,slurm_normal,1453963569.0,0,,1.0,main_w1_handler0,2534247,11620607,False,,1630161,bam,5885039.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,23065219.0,,23065039,,,,history,32.0,81767.0,fasta,,26785955.0,1453963565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2016-01-28 06:46:10.995683,75119.0,4.0
,,2015-04-14 23:30:11.875994,slurm_normal,1429056355.0,0,,1.0,main_w2_handler1,2264647,9232849,False,,7440378451,bam,3514037.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,19256457.0,,19205080,,,,history,32.0,165555.0,fasta,,22331468.0,1429054229.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-15 00:05:57.919810,62057.0,2126.0
,,2015-04-15 09:23:04.487251,slurm_normal,1429089809.0,0,,1.0,main_w2_handler0,2270813,9235142,False,,11264378,bam,3516399.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/arabidopsis.len""","""arabidopsis""",,"""5""",0,19293958.0,,Araly1,,,,cached,32.0,,,,22488648.0,1429089803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-15 09:23:33.818213,,6.0
,,2015-04-15 07:07:24.683258,slurm_normal,1429083873.0,0,,1.0,main_w1_handler0,2264475,9234577,False,,1494833792,bam,3515940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,"""5""",0,19293352.0,,eschColi_K12,,,,cached,32.0,,,,21467510.0,1429083143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-15 07:44:37.475613,42165.0,730.0
,,2015-06-21 21:29:22.573611,slurm_normal,1434922390.0,0,,1.0,main_w1_handler2,2146214,9703059,False,,585760456,bam,4011323.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",,"""5""",1,20085821.0,,18627414,,,,history,32.0,3996720.0,fasta,,22511469.0,1434922179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-21 21:33:14.061397,57365.0,211.0
,,2015-04-24 01:16:51.242775,slurm_normal,1429838458.0,0,,1.0,main_w1_handler0,2146214,9316844,False,,605205679,bam,3646969.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/synePCC6.len""","""synePCC6""",,"""5""",1,18740050.0,,18627414,,,,history,32.0,3996720.0,fasta,,22511469.0,1429838246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-24 01:21:00.525998,57365.0,212.0
,,2017-04-10 05:49:00.117689,slurm_normal,1491803553.0,0,,1.0,main_w4_handler0,3042301,15538116,False,,447378910,bam,9663604.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,,"[{'src': 'hda', 'id': 29097583}]",,,,"[{'src': 'hda', 'id': 28892194}]",history,32.0,7088120.0,fasta,,37118453.0,1491803342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2017-04-10 05:52:35.340091,101624.0,211.0
,,2015-04-24 15:24:59.732213,slurm_normal,1429889151.0,0,,1.0,main_w2_handler1,2280336,9324184,False,,38271232,bam,3659349.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,"""5""",0,19444503.0,,eschColi_K12,,,,cached,32.0,,,,22669968.0,1429889129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-24 15:25:55.050810,62728.0,22.0
,,2015-04-27 07:17:58.338168,slurm_normal,1430152364.0,0,,1.0,main_w1_handler1,2275264,9334980,False,,774129840,bam,3674985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"""5""",1,19385529.0,,19368301,,,,history,32.0,3409480.0,fasta,,22587475.0,1430151977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-04-27 16:33:02.636183,62531.0,387.0
,,2015-09-16 02:40:14.993971,slurm_normal,1442371310.0,0,,1.0,main_w1_handler2,2440287,10329286,False,,10204870,bam,4613028.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""100""",0,21125228.0,,hg19,,,,cached,32.0,,,,25100297.0,1442371300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-09-16 02:41:52.996858,68980.0,10.0
,,2015-09-16 02:40:13.389377,slurm_normal,1442371244.0,0,,1.0,main_w1_handler2,2440287,10329285,False,,10185823,bam,4613023.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""100""",0,21125187.0,,hg19,,,,cached,32.0,,,,25100297.0,1442371236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-09-16 02:40:46.006148,68980.0,8.0
,,2015-09-16 02:40:12.448913,slurm_normal,1442371246.0,0,,1.0,main_w1_handler2,2440287,10329284,False,,13466116,bam,4613022.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""100""",0,21125184.0,,hg19,,,,cached,32.0,,,,25100297.0,1442371236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-09-16 02:40:48.798041,68980.0,10.0
,,2015-05-04 08:47:03.692231,slurm_normal,1430729570.0,0,,1.0,main_w1_handler1,1356988,9386267,False,,820490714,bam,3719813.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,19547289.0,,hg19,,,,cached,32.0,,,,22854559.0,1430729245.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-05-04 08:52:55.846622,29483.0,325.0
,,2015-06-23 15:31:49.215247,slurm_normal,1435074331.0,0,,1.0,main_w2_handler1,2342916,9717515,False,,2823367815,bam,4023608,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",1,20067078.0,,20106753,,,,history,32.0,3139918355.0,fasta,,23643011.0,1435073550.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-23 15:45:58.182739,64873.0,781.0
,,2015-06-23 20:29:46.701012,slurm_normal,1435093430.0,0,,1.0,main_w2_handler0,2345261,9719816,False,,4735786491,bam,4025963,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"""5""",0,20062227.0,,hg_g1k_v37,,,,cached,32.0,,,,23689696.0,1435091431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-23 21:03:56.855484,64915.0,1999.0
,,2015-06-28 06:20:36.466579,slurm_normal,1435472465.0,0,,1.0,main_w2_handler1,2357896,9753115,False,,4027,bam,4056631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",0,20165922.0,,hg19,,,,cached,32.0,,,,23608399.0,1435472459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-28 06:21:06.436030,24881.0,6.0
,,2015-06-25 11:44:25.819170,slurm_normal,1435233635.0,0,,1.0,main_w2_handler0,2355311,9730731,False,,3331194556,bam,4037348,slurm,,132112168.0,corral-repl,,"""8749367c1b2f11e5b142005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"""5""",1,20129872.0,,20106753,,,,history,32.0,3139918355.0,fasta,,23643011.0,1435232739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-25 12:00:37.225739,64873.0,896.0
,,2015-06-26 10:28:45.862641,slurm_normal,1435320057.0,0,,1.0,main_w1_handler2,2356252,9738902,False,,74808238,bam,4045038,slurm,,132112168.0,corral-repl,,"""16d8039a1bee11e5a6f5005056a52a46""","""/galaxy-repl/localdata/chrom/64.len""","""64""",,"""5""",1,20144572.0,,20143804,,,,history,32.0,2653990.0,fasta,,23845363.0,1435320025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-26 12:02:06.648664,64518.0,32.0
,,2015-06-26 10:26:51.033806,slurm_normal,1435320099.0,0,,1.0,main_w1_handler1,2356333,9738874,False,,66050651,bam,4045047,slurm,,132112168.0,corral-repl,,"""d2164afa1bed11e58390005056a52a46""","""/galaxy-repl/localdata/chrom/64.len""","""64""",,"""5""",1,20144532.0,,20144507,,,,history,32.0,2653990.0,fasta,,23845363.0,1435320069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-26 12:01:54.467277,64518.0,30.0
,,2015-06-26 10:28:48.508005,slurm_normal,1435320119.0,0,,1.0,main_w2_handler0,2356252,9738905,False,,74879520,bam,4045051,slurm,,132112168.0,corral-repl,,"""16d8039a1bee11e5a6f5005056a52a46""","""/galaxy-repl/localdata/chrom/64.len""","""64""",,"""5""",1,20144574.0,,20143804,,,,history,32.0,2653990.0,fasta,,23845363.0,1435320086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/freebayes/bamleftalign/0.4,0.4,,2015-06-26 12:04:33.140805,64518.0,33.0
