chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv_options.__current_case__,parameters.adv_options.adv_options_input,parameters.adv_options.adv_options_selector,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.isect_union,parameters.loci,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.vcf_input1,parameters.vcf_input1.values,parameters.vcf_input2.values,parameters.window_size,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input1,vcf_input1_filetype,vcf_input2,vcf_input2_filetype,runtime
,,2017-12-18 13:20:59.728167,slurm_normal,1513603295.0,0,,1.0,main_w3_handler0,3369279,17837291,False,,11911280,slurm,,132112168.0,corral-repl,,"""47f65f1ce3f611e78143005056ba55fb""",0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""-i""","""false""",0,hg19,,cached,,"[{'src': 'hda', 'id': 32983126}]","[{'src': 'hda', 'id': 32983124}]","""30""",32.0,,,,,1513603271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-18 13:21:37.330969,77382.0,39323609,vcf,62199337,vcf,24.0
,,2017-07-26 16:25:50.407709,slurm_normal,1501087664.0,0,,1.0,main_w4_handler0,3202773,16425839,False,,10492687.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","""-i""","""false""",0,mm10,,cached,,"[{'src': 'hda', 'id': 30625786}]","[{'src': 'hda', 'id': 30625470}]","""5""",32.0,,,,38384116.0,1501087642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-07-26 16:47:48.382976,31580.0,137109,vcf,120287,vcf,22.0
,,2017-08-19 09:54:04.795332,slurm_normal,1503164067.0,0,,1.0,main_w4_handler0,3226653,16613933,False,,10686470.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""true""","""-i""","""true""",0,mm10,,cached,,"[{'src': 'hda', 'id': 30922235}]","[{'src': 'hda', 'id': 30922278}]","""5""",32.0,,,,39962710.0,1503164061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-08-19 17:34:28.316940,18481.0,7734355,vcf,647560,vcf,6.0
,,2017-10-22 19:20:51.581535,slurm_normal,1508700682.0,0,,1.0,main_w4_handler0,3122106,17169121,False,,11229030,slurm,,132112168.0,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""","""false""","""-u""","""false""",0,mm10,,cached,,"[{'src': 'hda', 'id': 31801358}]","[{'src': 'hda', 'id': 31797533}]","""30""",32.0,,,,41440524.0,1508700642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-22 19:31:26.327334,47785.0,20059146,vcf,20484725,vcf,40.0
,,2017-10-05 15:46:30.123299,slurm_normal,1507218438.0,0,,1.0,main_w3_handler0,3275791,17032401,False,,11088841.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/ce10.len""","""ce10""","""true""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 31562876}]",history,,"[{'src': 'hda', 'id': 31563029}]","[{'src': 'hda', 'id': 31562874}]","""30""",32.0,102291840.0,fasta,,41064819.0,1507218415.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-10-05 15:47:27.551801,97492.0,120158587,vcf,284730,vcf,23.0
,,2017-04-02 13:54:03.190879,slurm_normal,1491141264.0,0,,1.0,main_w4_handler1,3049999,15461966,False,,9592272.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","""-i""","""false""",0,hg_g1k_v37,,cached,,"[{'src': 'hda', 'id': 29026354}]","[{'src': 'hda', 'id': 29026139}]","""30""",32.0,,,,36904746.0,1491141247.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-02 13:54:29.744313,58799.0,8036060,vcf,17103672,vcf,17.0
,,2017-02-01 18:52:12.057671,slurm_normal,1485975648.0,0,,1.0,main_w4_handler1,2977809,14926584,False,,9082595.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,,"[{'src': 'hda', 'id': 28166649}]","[{'src': 'hda', 'id': 28170245}]","""30""",32.0,,,,35200721.0,1485975614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-01 19:00:50.820819,12159.0,18180164,vcf,258654,vcf,34.0
,,2017-06-21 12:02:00.367323,slurm_normal,1498046539.0,0,,1.0,main_w4_handler0,3142193,16152839,False,,10231525.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""-i""","""false""",0,hg38,,cached,,"[{'src': 'hda', 'id': 30110089}]","[{'src': 'hda', 'id': 30110087}]","""30""",32.0,,,,38736211.0,1498046532.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-21 12:02:20.941738,107044.0,684414,vcf,523896,vcf,7.0
,,2018-02-13 03:10:10.427766,slurm_normal,1518491444.0,0,7680.0,1.0,main_w4_handler1,3427080,18358567,False,,12443507,slurm,,132112168.0,corral-repl,,"""652eeca6106b11e895e3005056ba2773""",0,,no,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","""-i""","""false""",1,,"[{'src': 'hda', 'id': 33820465}]",history,,"[{'src': 'hda', 'id': 33820464}]","[{'src': 'hda', 'id': 33820448}]","""30""",32.0,102291840.0,fasta,,,1518491421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-13 03:10:46.522897,120989.0,123979309,vcf,496420,vcf,23.0
,,2016-10-17 18:03:36.203937,slurm_normal,1476727475.0,0,,1.0,main_w1_handler0,752400,14101007,False,,8316019.roundup,slurm,,132112168.0,corral-repl,,,0,,no,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""-i""","""false""",0,hg19,,cached,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529f5daf7b6a16919'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b51f6423c03e3a0c20'}]","""30""",32.0,,,,33569562.0,1476727431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfvcfintersect/vcfvcfintersect/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-17 18:04:37.949933,17435.0,8427279,vcf,20999750,vcf,44.0
