create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.align,parameters.calc,parameters.chromInfo,parameters.countends,parameters.cutoff,parameters.dbkey,parameters.fasta.values,parameters.output,parameters.scoring.__current_case__,parameters.scoring.gapextend,parameters.scoring.gapopen,parameters.scoring.match,parameters.scoring.mismatch,parameters.scoring.setby,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-19 14:33:27.023166,slurm_normal,1513694055.0,0,104880,fasta,,1.0,main_w3_handler0,3370622,17849905,False,,11922913,slurm,,132112168.0,corral-repl,,"""blast""","""eachgap""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""0.0""","""?""","[{'src': 'hda', 'id': 33005005}]","""""",0,,,,,default,32.0,,42757760,1513694017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2017-12-19 14:34:17.725517,,38.0
2017-12-19 14:36:55.673909,slurm_normal,1513694314.0,0,104880,fasta,,1.0,main_w4_handler0,3370622,17849925,False,,11922935,slurm,,132112168.0,corral-repl,,"""needleman""","""eachgap""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""0.0""","""?""","[{'src': 'hda', 'id': 33005005}]","""""",0,,,,,default,32.0,,42757760,1513694228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2017-12-19 14:38:37.388322,,86.0
2017-12-19 15:05:10.875579,slurm_normal,1513695926.0,0,2088,fasta,,1.0,main_w4_handler1,3370622,17850182,False,,11923222,slurm,,132112168.0,corral-repl,,"""needleman""","""eachgap""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""0.1""","""?""","[{'src': 'hda', 'id': 33005513}]","""""",0,,,,,default,32.0,,42757760,1513695922.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2017-12-19 15:05:28.207916,,4.0
2017-12-07 02:44:02.178169,slurm_normal,1512614684.0,0,51625,fasta,,1.0,main_w3_handler0,3356250,17727908,False,,11794112,slurm,,132112168.0,corral-repl,,"""needleman""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.0""","""?""","[{'src': 'hda', 'id': 32782535}]","""""",0,,,,,default,32.0,,42504321,1512614653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2017-12-07 02:44:45.923473,,31.0
2017-12-09 03:35:45.921931,slurm_normal,1512790561.0,0,3806,fasta,,1.0,main_w4_handler0,3356250,17753473,False,,11820883,slurm,,132112168.0,corral-repl,,"""needleman""","""eachgap""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.1""","""?""","[{'src': 'hda', 'id': 32827622}]","""""",1,-6,-5,1,-1,user,32.0,,42504321,1512790557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2017-12-09 03:36:03.171874,,4.0
2018-02-07 15:18:31.605915,slurm_normal,1518016782.0,0,110151,fasta,7680.0,1.0,main_w4_handler0,3420624,18296544,False,,12378174,slurm,,132112168.0,corral-repl,,"""needleman""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.0""","""?""","[{'src': 'hda', 'id': 33727004}]","""""",0,,,,,default,32.0,,43717175,1518016721.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2018-02-07 15:19:43.345363,121430.0,61.0
2018-02-07 15:31:26.800284,slurm_normal,1518017614.0,0,110151,fasta,7680.0,1.0,main_w4_handler1,3420624,18296810,False,,12378523,slurm,,132112168.0,corral-repl,,"""needleman""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.0""","""?""","[{'src': 'hda', 'id': 33727004}]","""square""",0,,,,,default,32.0,,43717175,1518017494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2018-02-07 15:33:36.443210,121430.0,120.0
2018-02-08 06:23:54.110901,slurm_normal,1518071132.0,0,122491,fasta,7680.0,1.0,main_w4_handler1,3421528,18307330,False,,12391054,slurm,,132112168.0,corral-repl,,"""needleman""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.0""","""?""","[{'src': 'hda', 'id': 33743032}]","""""",0,,,,,default,32.0,,43717175,1518071042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2018-02-08 06:25:34.277118,121430.0,90.0
2018-02-21 03:50:07.180938,slurm_normal,1519185104.0,0,138841,fasta,7680.0,1.0,main_w3_handler0,3423210,18455805,False,,12550690,slurm,,132112168.0,corral-repl,,"""needleman""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.0""","""?""","[{'src': 'hda', 'id': 33971362}]","""""",0,,,,,default,32.0,,44047126,1519185015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2018-02-21 03:51:47.371463,121677.0,89.0
2018-02-22 21:06:45.121240,slurm_normal,1519333618.0,0,4587,fasta,7680.0,1.0,main_w3_handler0,3424021,18489193,False,,12584449,slurm,,132112168.0,corral-repl,,"""needleman""","""""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""true""","""0.0""","""?""","[{'src': 'hda', 'id': 34022095}]","""""",0,,,,,default,32.0,,44068400,1519333614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_pairwise_seqs/mothur_pairwise_seqs/1.36.1.0,1.36.1.0,,2018-02-22 21:06:59.472358,121455.0,4.0
