bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.advancedOpt.__current_case__,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.exonID,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.maxFragmentLength,parameters.advancedOpt.metagene,parameters.advancedOpt.minFragmentLength,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file.values,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
795359273,795359273,,,,,,,bam,819019355,bam,1175964486.0,bam,,,,,,,,,,,,,bam,,,,,,,2016-10-12 21:32:26.310724,slurm_multi,1476308955.0,0,6.0,main_w3_handler2,2852589,14067366,False,,8284568,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5971f32d97766873b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5118552845fc96a5e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53e32004e3a36eca9'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,33479290,1476308710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-12 21:49:17.277034,87393,245.0
2223018852,2223018852,2118615999.0,bam,2516897032.0,bam,2668443903.0,bam,bam,1858151121,bam,1625502523.0,bam,1718946137.0,bam,1475717568.0,bam,1652363513.0,bam,1520332842.0,bam,1520386669.0,bam,2108129000.0,bam,bam,,,,,,,2016-10-12 21:55:32.512527,slurm_multi,1476313816.0,0,6.0,main_w3_handler2,2771636,14067547,False,,8284714,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509d55ade64db5704'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51e41dc698558ed53'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cdc9b3c21503efa0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fb56c4ba1b5ae8f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e3a0a17c51329a4a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56834f06fa7536111'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d49904830c3e8472'}, {'src': 'hda', 'id': 'bbd44e69cb8906b590bff8ce5d09508b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c9cfd2d16efd76a8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59e2cd57267c3b04f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5888eebe45752413b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a49789537a4414c7'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""false""","""""",32.0,,,,31578981,1476310825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-12 23:10:19.213064,73080,2991.0
1406541204,1406541204,,,,,,,bam,669182557,bam,976499383.0,bam,348982407.0,bam,561275413.0,bam,703994713.0,bam,335566372.0,bam,463342966.0,bam,,,bam,,,,,,,2016-10-13 03:49:40.572522,slurm_multi,1476330901.0,0,6.0,main_w4_handler2,2852900,14069596,False,,8286674,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a09885f4de3c66e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5d30f08378b6c4c2c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5561a07b633760ea9'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52dc978d2b5ae895a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58333f4b06f6bea14'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a043d5bf44332f2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b584204d05eb3c758e'}, {'src': 'hda', 'id': 'bbd44e69cb8906b535b3d63334ce6985'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,,BED-file,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecec37ffcba9b6b2'}]","""false""","""""",32.0,646869.0,bed,,32088976,1476330840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-13 03:55:01.730456,67966,61.0
1406541204,1406541204,,,,,,,bam,669182557,bam,976499383.0,bam,292393332.0,bam,474430493.0,bam,619896446.0,bam,287254287.0,bam,398387139.0,bam,,,bam,,,,,,,2016-10-13 05:10:57.548344,slurm_multi,1476335809.0,0,6.0,main_w3_handler2,2852919,14069793,False,,8286824,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5906c2035596aed2a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5af8d2092b4ffbeb6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f63d2c6fcafa4ad0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5f251b1b248365f85'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59c36679a76881323'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ae3f6947a13ddb03'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50ffebb7a49d50d72'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c7c05c02330630b5'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,,BED-file,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f19e17dade226e67'}]","""false""","""""",32.0,646869.0,bed,,32088976,1476335686.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-13 05:16:51.192958,67966,123.0
1406541204,1406541204,,,,,,,bam,669182557,bam,976499383.0,bam,463342966.0,bam,335566372.0,bam,703994713.0,bam,561275413.0,bam,348982407.0,bam,,,bam,,,,,,,2016-10-13 03:42:38.064462,slurm_multi,1476330529.0,0,6.0,main_w4_handler2,2851340,14069583,False,,8286659,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520e4cf1c8c6e2340'}, {'src': 'hda', 'id': 'bbd44e69cb8906b561c2761bd1b43f45'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e615ec120a2aeb59'}, {'src': 'hda', 'id': 'bbd44e69cb8906b562aa21115d6e1ca3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5dfff00f37bd32d4a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5784408647eed8630'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a1e9787d88b3729c'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5340252921591c200'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,,BED-file,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5783e4f035457d512'}]","""false""","""""",32.0,646869.0,bed,,32088976,1476330417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-13 03:48:51.553709,67966,112.0
2603103651,2603103651,,,,,,,bam,743844725,bam,343061700.0,bam,694535039.0,bam,687101188.0,bam,521060828.0,bam,,,,,,,bam,,,,,,,2016-10-13 14:29:14.620713,slurm_multi,1476370913.0,0,6.0,main_w3_handler2,2852558,14073730,False,,8290732,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526ca1d6db729d3e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e9a744681d104edf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b589d6818da6367a31'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5272c62ef43e9ae79'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5603e8f5c48b15534'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5775bf4db07a2449c'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,"""false""","""""",32.0,,,,33515094,1476370182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-13 15:01:57.511335,6835,731.0
2603103651,2603103651,,,,,,,bam,743844725,bam,343061700.0,bam,,,,,,,,,,,,,bam,,,,,,,2016-10-13 15:08:30.036578,slurm_multi,1476372151.0,0,6.0,main_w4_handler2,2852558,14074043,False,,8290921,slurm,,132112168.0,corral-repl,,0,no,0.0,,,,,,,,,,,,,,no,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526ca1d6db729d3e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e9a744681d104edf'}, {'src': 'hda', 'id': 'bbd44e69cb8906b589d6818da6367a31'}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0,10000,0,bins,,"""false""","""""",32.0,,,,33515094,1476371732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-13 15:22:33.319888,6835,419.0
292393332,292393332,,,,,,,bam,287254287,bam,328647254.0,bam,363811639.0,bam,331671955.0,bam,469245785.0,bam,436787689.0,bam,463262176.0,bam,,,bam,,,,,,,2016-10-13 22:23:46.120043,slurm_multi,1476398251.0,0,6.0,main_w3_handler2,2852919,14077377,False,,8294168,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f251b1b248365f85'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50ffebb7a49d50d72'}, {'src': 'hda', 'id': 'bbd44e69cb8906b503c7008887e9f4dc'}, {'src': 'hda', 'id': 'bbd44e69cb8906b50990d9b5fefcfbec'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c1d0cf8e208c4095'}, {'src': 'hda', 'id': 'bbd44e69cb8906b544625b294cd6400f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b597bbb503519374eb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52bdf737949e46393'}]","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,,BED-file,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f19e17dade226e67'}]","""false""","""""",32.0,646869.0,bed,,32088976,1476398093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-13 22:37:33.921070,67966,158.0
2223018852,2223018852,,,,,,,bam,1858151121,bam,1625502523.0,bam,1718946137.0,bam,1475717568.0,bam,1652363513.0,bam,,,,,,,bam,,,,,,,2016-10-14 05:57:11.524905,slurm_multi,1476426181.0,0,6.0,main_w3_handler2,2771636,14079461,False,,8296067,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509d55ade64db5704'}, {'src': 'hda', 'id': 'bbd44e69cb8906b51e41dc698558ed53'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cdc9b3c21503efa0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fb56c4ba1b5ae8f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5e3a0a17c51329a4a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b56834f06fa7536111'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,"""true""","""""",32.0,,,,31578981,1476424951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-14 06:23:03.330788,73080,1230.0
1520332842,1520332842,,,,,,,bam,1520386669,bam,2108129000.0,bam,2118615999.0,bam,2516897032.0,bam,2668443903.0,bam,,,,,,,bam,,,,,,,2016-10-14 07:25:33.210486,slurm_multi,1476445639.0,0,6.0,main_w4_handler2,2771636,14079878,False,,8297730,slurm,,132112168.0,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d49904830c3e8472'}, {'src': 'hda', 'id': 'bbd44e69cb8906b590bff8ce5d09508b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c9cfd2d16efd76a8'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59e2cd57267c3b04f'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5888eebe45752413b'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a49789537a4414c7'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,1000,0,bins,,"""true""","""""",32.0,,,,31578981,1476444658.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.3.5.0,2.3.5.0,,2016-10-14 11:47:22.075592,73080,981.0
