create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.frame,parameters.input1,parameters.input1.values,parameters.word,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-02-19 21:23:11.840028,slurm_normal,1487539417.0,0.0,,1.0,main_w4_handler0,2979425,15080855,False,,7112500,fasta,9236201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",,"[{'src': 'hda', 'id': 28419800}]","""1""",32.0,,35696643.0,1487539398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-19 21:23:39.995642,52630.0,19.0
2017-02-19 21:23:12.323084,slurm_normal,1487539468.0,0.0,,1.0,main_w3_handler0,2979425,15080856,False,,1057956926,fasta,9236205.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",,"[{'src': 'hda', 'id': 28419801}]","""1""",32.0,,35696643.0,1487539410.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-19 21:24:30.178452,52630.0,58.0
2017-04-24 09:14:09.598999,slurm_normal,1493025333.0,0.0,,1.0,main_w3_handler0,3066879,15659384,False,,315521270,fasta,9775636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""",,"[{'src': 'hda', 'id': 29332475}]","""5""",32.0,,37450917.0,1493025259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-04-24 09:15:36.310271,79460.0,74.0
2017-04-24 09:14:35.414977,slurm_normal,1493025331.0,0.0,,1.0,main_w4_handler1,3066879,15659387,False,,176984375,fasta,9775639.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""",,"[{'src': 'hda', 'id': 29332477}]","""5""",32.0,,37450917.0,1493025286.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-04-24 09:15:35.349340,79460.0,45.0
2014-10-08 08:08:40.975731,roundup_single,1412755735.0,0.0,,1.0,main_w2_handler1,1926809,7945980,False,,636,fasta,1923685,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",17160738,,"""2""",32.0,,17457440.0,1412755733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-10-08 08:08:56.798451,7843.0,2.0
2014-10-08 08:30:51.360001,roundup_single,1412757064.0,0.0,,1.0,main_w1_handler0,1926809,7946126,False,,636,fasta,1923829,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",17160738,,"""3""",32.0,,17457440.0,1412757061.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-10-08 08:31:05.307450,7843.0,3.0
2014-10-14 21:51:34.128142,rodeo_normal,1413323521.0,0.0,,1.0,main_w1_handler0,2085755,7983146,False,,101246688,fasta,23507.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",17230620,,"""6""",2.0,,17612366.0,1413323510.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-10-14 21:52:06.694676,,11.0
2014-10-14 21:51:15.862317,rodeo_normal,1413323500.0,0.0,,1.0,main_w2_handler1,2085755,7983143,False,,101246688,fasta,23503.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",17230620,,"""8""",2.0,,17612366.0,1413323488.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-10-14 21:51:44.259329,,12.0
2015-01-23 15:03:43.412888,rodeo_normal,1422025448.0,0.0,,1.0,main_w2_handler1,2182778,8594250,False,,3108,fasta,2545801.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",18279674,,"""2""",32.0,,20620560.0,1422025444.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2015-01-23 15:04:10.114164,,4.0
2014-11-13 14:26:10.471100,rodeo_normal,1415888782.0,0.0,,1.0,main_w2_handler1,2117315,8159020,False,,1882,fasta,2002550.roundup,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""1""",17527149,,"""2""",32.0,,18060956.0,1415888780.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-11-13 14:26:24.782240,13758.0,2.0
2014-11-13 14:27:47.283188,rodeo_normal,1415888877.0,0.0,,1.0,main_w1_handler1,2117315,8159045,False,,888,fasta,199064.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""1""",17527326,,"""3""",2.0,,18060956.0,1415888873.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-11-13 14:27:59.921381,13758.0,4.0
2014-11-13 14:28:30.713227,rodeo_normal,1415888919.0,0.0,,1.0,main_w2_handler1,2117315,8159050,False,,1882,fasta,199092.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",17527149,,"""3""",2.0,,18060956.0,1415888916.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-11-13 14:28:42.703347,13758.0,3.0
2014-11-13 15:12:02.984023,rodeo_normal,1415891533.0,0.0,,1.0,main_w1_handler0,2117315,8159335,False,,1882,fasta,2003027.roundup,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",17527149,,"""2""",32.0,,18060956.0,1415891531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-11-13 15:12:15.780269,13758.0,2.0
2014-11-21 15:15:53.615012,rodeo_normal,1416582967.0,0.0,,1.0,main_w2_handler1,2102365,8220040,False,,9330544,fasta,283507.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/braFlo1.len""","""braFlo1""","""0""",17634257,,"""2""",2.0,,18032166.0,1416582964.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-11-21 15:16:12.199109,55144.0,3.0
2015-01-30 16:52:45.134422,rodeo_normal,1422636778.0,0.0,,1.0,main_w2_handler0,2189866,8639445,False,,1190,fasta,2597738.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",18353360,,"""2""",32.0,,20778663.0,1422636776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2015-01-30 16:53:00.916028,,2.0
2014-12-01 11:45:06.489282,rodeo_normal,1417434320.0,0.0,,1.0,main_w1_handler0,2133810,8279827,False,,1515,fasta,368986.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",17727003,,"""2""",2.0,,19834875.0,1417434318.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-12-01 11:45:28.491559,,2.0
2014-12-05 22:47:48.253679,rodeo_normal,1417819681.0,0.0,,1.0,main_w2_handler0,2139961,8339489,False,,16985,fasta,447965.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""0""",17820832,,"""3""",1.0,,19930915.0,1417819677.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-12-05 22:48:05.323263,,4.0
2015-02-02 16:40:46.554561,rodeo_normal,1422895278.0,0.0,,1.0,main_w2_handler0,2182774,8651672,False,,1936,fasta,2621166.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",18384894,,"""2""",32.0,,20620515.0,1422895276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2015-02-02 16:41:21.670565,,2.0
2014-12-23 14:25:54.745933,rodeo_normal,1419344785.0,0.0,,1.0,main_w1_handler1,2130914,8460696,False,,162598835,fasta,628437.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",18054136,,"""2""",2.0,,17683940.0,1419344765.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2014-12-23 14:26:28.317604,24818.0,20.0
2015-02-06 16:17:15.645766,rodeo_normal,1423239458.0,0.0,,1.0,main_w2_handler1,2184901,8677068,False,,3732217,fasta,2667987.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""0""",18381861,,"""2""",32.0,,20657605.0,1423239454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2015-02-06 16:17:41.422782,58790.0,4.0
2017-10-26 11:13:24.019830,slurm_normal,1509016424.0,0.0,,1.0,main_w3_handler1,3300634,17225462,False,,59455081,fasta,11286859,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""",,"[{'src': 'hda', 'id': 31896740}]","""1""",32.0,,41536960.0,1509016418.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-10-26 11:13:45.866816,,6.0
2017-02-24 20:31:32.594324,slurm_normal,1487968301.0,0.0,,1.0,main_w4_handler1,2968639,15136705,False,,356710,fasta,9290029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505940}]","""5""",32.0,,35594090.0,1487968295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 20:31:43.022480,,6.0
2017-02-23 15:47:55.818126,slurm_normal,1487865210.0,0.0,,1.0,main_w3_handler1,2968639,15119661,False,,29197,fasta,9273917.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28480146}]","""4""",32.0,,35594090.0,1487865194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 15:53:36.497646,,16.0
2017-02-23 15:50:05.682156,slurm_normal,1487865334.0,0.0,,1.0,main_w3_handler0,2968639,15119721,False,,29152,fasta,9273942.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28480164}]","""5""",32.0,,35594090.0,1487865287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 15:55:39.968869,,47.0
2017-02-23 15:48:07.483217,slurm_normal,1487865240.0,0.0,,1.0,main_w4_handler0,2968639,15119671,False,,29197,fasta,9273927.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28480146}]","""5""",32.0,,35594090.0,1487865235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 15:54:05.097402,,5.0
2017-02-23 15:49:56.466307,slurm_normal,1487865406.0,0.0,,1.0,main_w4_handler0,2968639,15119718,False,,29152,fasta,9273959.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28480164}]","""4""",32.0,,35594090.0,1487865343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 15:56:48.931219,,63.0
2017-02-23 16:33:05.223447,slurm_normal,1487867700.0,0.0,,1.0,main_w4_handler0,2968639,15120328,False,,24111,fasta,9274514.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28482309}]","""6""",32.0,,35594090.0,1487867685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:35:01.424627,,15.0
2017-02-23 16:34:32.694734,slurm_normal,1487867716.0,0.0,,1.0,main_w4_handler0,2968639,15120340,False,,240390,fasta,9274517.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28482327}]","""4""",32.0,,35594090.0,1487867703.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:35:20.065558,,13.0
2017-02-23 16:34:45.499677,slurm_normal,1487867786.0,0.0,,1.0,main_w4_handler0,2968639,15120344,False,,240390,fasta,9274534.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28482327}]","""6""",32.0,,35594090.0,1487867781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:36:30.992780,,5.0
2017-02-23 16:48:10.641340,slurm_normal,1487868503.0,0.0,,1.0,main_w3_handler0,2968639,15120462,False,,291130,fasta,9274621.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28480256}]","""5""",32.0,,35594090.0,1487868497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:48:25.871924,,6.0
2017-02-23 16:48:36.389195,slurm_normal,1487868524.0,0.0,,1.0,main_w4_handler1,2968639,15120467,False,,290660,fasta,9274626.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28481452}]","""4""",32.0,,35594090.0,1487868519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:48:47.291001,,5.0
2017-02-23 16:48:47.387018,slurm_normal,1487868536.0,0.0,,1.0,main_w3_handler0,2968639,15120469,False,,290660,fasta,9274627.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28481452}]","""5""",32.0,,35594090.0,1487868531.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:48:57.366453,,5.0
2017-02-23 16:48:55.984454,slurm_normal,1487868547.0,0.0,,1.0,main_w3_handler0,2968639,15120471,False,,290660,fasta,9274631.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28481452}]","""6""",32.0,,35594090.0,1487868542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-23 16:49:10.104166,,5.0
2017-04-04 13:47:57.968465,slurm_normal,1491318227.0,0.0,,1.0,main_w4_handler0,3058967,15482128,False,,108164,fasta,9610826.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 29062381}]","""6""",32.0,,37100126.0,1491318129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-04-04 15:06:01.062557,4471.0,98.0
2017-02-24 20:33:46.572226,slurm_normal,1487968451.0,0.0,,1.0,main_w4_handler0,2968639,15136744,False,,390150,fasta,9290075.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505943}]","""6""",32.0,,35594090.0,1487968442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 20:34:18.399103,,9.0
2017-02-24 19:53:14.185362,slurm_normal,1487966004.0,0.0,,1.0,main_w4_handler1,2968639,15136245,False,,39063,fasta,9289611.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505702}]","""4""",32.0,,35594090.0,1487965999.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 19:53:27.845612,,5.0
2017-02-24 19:50:52.116226,slurm_normal,1487965890.0,0.0,,1.0,main_w3_handler1,2968639,15136222,False,,35782,fasta,9289594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505701}]","""4""",32.0,,35594090.0,1487965885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 19:51:31.721380,,5.0
2017-02-24 20:02:39.717465,slurm_normal,1487966570.0,0.0,,1.0,main_w3_handler0,2968639,15136360,False,,357400,fasta,9289691.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505939}]","""4""",32.0,,35594090.0,1487966563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 20:02:53.530870,,7.0
2017-02-24 19:53:58.576367,slurm_normal,1487966073.0,0.0,,1.0,main_w4_handler0,2968639,15136251,False,,39063,fasta,9289618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505702}]","""6""",32.0,,35594090.0,1487966058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 19:54:37.545426,,15.0
2017-02-24 20:06:47.563385,slurm_normal,1487966821.0,0.0,,1.0,main_w4_handler0,2968639,15136417,False,,357400,fasta,9289732.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505939}]","""5""",32.0,,35594090.0,1487966812.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 20:07:06.075061,,9.0
2017-02-24 19:59:33.116266,slurm_normal,1487966382.0,0.0,,1.0,main_w3_handler1,2968639,15136299,False,,39125,fasta,9289658.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505708}]","""5""",32.0,,35594090.0,1487966377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 19:59:47.759108,,5.0
2017-02-24 20:26:23.557962,slurm_normal,1487967997.0,0.0,,1.0,main_w3_handler1,3000546,15136588,False,,36855163,fasta,9289936.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 28491537}]","""2""",32.0,,36133593.0,1487967988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 20:26:41.348656,,9.0
2017-02-24 20:33:39.853996,slurm_normal,1487968451.0,0.0,,1.0,main_w3_handler1,2968639,15136731,False,,390150,fasta,9290073.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""",,"[{'src': 'hda', 'id': 28505943}]","""5""",32.0,,35594090.0,1487968442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: compseq14/5.0.0,5.0.0,,2017-02-24 20:34:15.289748,,9.0
