GCbiasFrequenciesFile,GCbiasFrequenciesFile_filetype,bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.GCbiasFrequenciesFile,parameters.GCbiasFrequenciesFile.values,parameters.bamInput,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.region,parameters.source.__current_case__,parameters.source.input1,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
22575,tabular,5457874500,bam,2016-03-19 18:08:23.282243,slurm_normal,1458419041.0,0,1.0,main_w2_handler0,2312125,12194599,False,,,,6407799.roundup,slurm,,132112168.0,corral-repl,,23928141,,23927128,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,29077575,1458412569.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 20:24:05.364003,29072,6472.0
22575,tabular,6619337593,bam,2016-03-19 18:08:22.346252,slurm_normal,1458421619.0,0,1.0,main_w1_handler2,2312125,12194598,False,,,,6407872.roundup,slurm,,132112168.0,corral-repl,,23928138,,23910676,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,29077575,1458413387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 21:07:03.800462,29072,8232.0
22575,tabular,8490197409,bam,2016-03-19 18:08:21.217427,slurm_normal,1458424885.0,0,1.0,main_w1_handler2,2312125,12194597,False,,,,6407796.roundup,slurm,,132112168.0,corral-repl,,23928106,,23906286,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,29077575,1458412558.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-03-19 22:01:28.951607,29072,12327.0
22575,tabular,584657531,bam,2016-04-11 07:42:25.805827,slurm_normal,1460363050.0,0,1.0,main_w2_handler0,2620822,12415073,False,,816241703.0,twobit,6615783.roundup,slurm,,132112168.0,corral-repl,,24250187,,24243660,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24250179.0,,history,32.0,,29464816,1460361578.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 08:24:15.235902,50962,1472.0
22575,tabular,465810853,bam,2016-04-11 07:42:58.843483,slurm_normal,1460362447.0,0,1.0,main_w1_handler0,2620822,12415074,False,,816241703.0,twobit,6615739.roundup,slurm,,132112168.0,corral-repl,,24250182,,24243658,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24250179.0,,history,32.0,,29464816,1460361367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 08:14:11.888904,50962,1080.0
22575,tabular,595869443,bam,2016-04-11 06:55:34.875711,slurm_normal,1460361344.0,0,1.0,main_w1_handler2,2612028,12414883,False,,816241703.0,twobit,6615539.roundup,slurm,,132112168.0,corral-repl,,24250120,,24247674,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24249948.0,,history,32.0,,29464816,1460359855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 07:55:49.892137,50962,1489.0
22575,tabular,508024352,bam,2016-04-11 06:34:14.885604,slurm_normal,1460361566.0,0,1.0,main_w1_handler0,2612028,12414692,False,,816241703.0,twobit,6615590.roundup,slurm,,132112168.0,corral-repl,,24249949,,24247675,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24249948.0,,history,32.0,,29464816,1460360311.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 07:59:31.866348,50962,1255.0
22575,tabular,514823423,bam,2016-04-11 06:55:03.098049,slurm_normal,1460361807.0,0,1.0,main_w1_handler0,2612028,12414879,False,,816241703.0,twobit,6615603.roundup,slurm,,132112168.0,corral-repl,,24250118,,24247673,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24249948.0,,history,32.0,,29464816,1460360535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 08:03:31.419360,50962,1272.0
22575,tabular,566107938,bam,2016-04-11 07:41:52.634191,slurm_normal,1460363263.0,0,1.0,main_w2_handler1,2620822,12415065,False,,816241703.0,twobit,6615830.roundup,slurm,,132112168.0,corral-repl,,24250185,,24243659,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24250179.0,,history,32.0,,29464816,1460361834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 08:27:46.423069,50962,1429.0
15075,tabular,465810853,bam,2016-04-11 15:03:52.449761,slurm_normal,1460388439.0,0,1.0,main_w2_handler1,2620822,12418573,False,,816241703.0,twobit,6619624.roundup,slurm,,132112168.0,corral-repl,,24253896,,24243658,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",2,2451960000,"""""",1,24250179.0,,history,32.0,,29537270,1460387075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.2.2.0,2.2.2.0,,2016-04-11 15:27:24.805555,50962,1364.0
