create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.__index__,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-10 04:30:15.978048,slurm_normal,1484022631.0,127,1.0,main_w4_handler1,2951324,14721609,False,,6365212,xls,8890417.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27862665}]",32.0,,35283307,1484022620.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2017-01-10 04:30:34.829206,79443.0,11.0
2017-01-10 04:39:29.979082,slurm_normal,1484023179.0,127,1.0,main_w3_handler0,2951324,14721624,False,,6365212,xls,8890438.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27862665}]",32.0,,35283307,1484023173.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2017-01-10 04:39:41.950977,79443.0,6.0
2016-10-19 08:22:05.806199,slurm_normal,1476865338.0,127,1.0,main_w4_handler0,2859291,14114966,False,,5482528228,fastq,8329641.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57f21c26b7ef49c90'}]",32.0,,33779754,1476865329.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2016-10-19 08:22:21.090510,80458.0,9.0
2016-09-28 17:20:43.121569,slurm_normal,1475083289.0,127,1.0,main_w4_handler1,2836260,13967481,False,,80003480,fasta,8186700.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58c0b2ca7561b398f'}]",32.0,,33296041,1475083258.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2016-09-28 17:21:34.205404,58891.0,31.0
2016-11-15 07:23:07.682906,slurm_normal,1479194598.0,127,1.0,main_w3_handler0,2894754,14342065,False,,560713000,fastq,8548398.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b568174eae8997a585'}]",32.0,,34260454,1479194594.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2016-11-15 07:23:18.995188,94862.0,4.0
2017-05-30 16:17:27.382000,slurm_normal,1496161078.0,127,1.0,main_w4_handler1,3108848,15970590,False,,15988556,sdf,10067214.roundup,slurm,,132112168.0,corral-repl,,,0,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29819587}]",32.0,,37934571,1496161070.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-05-30 16:18:05.505120,,8.0
2017-01-17 17:29:24.745673,slurm_normal,1484674175.0,127,1.0,main_w4_handler0,2957218,14790914,False,,566446376,sdf,8953275.roundup,slurm,,132112168.0,corral-repl,,,0,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27963171}]",32.0,,35430560,1484674171.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2017-01-17 17:29:40.482091,98242.0,4.0
2016-12-12 08:14:49.740017,slurm_normal,1481530497.0,127,1.0,main_w4_handler1,2921455,14546509,False,,5967750,sdf,8728694.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27588748}]",32.0,,34694648,1481530493.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2016-12-12 08:14:59.200489,96461.0,4.0
2017-05-02 07:44:11.936341,slurm_normal,1493711064.0,127,1.0,main_w4_handler0,3094148,15722325,False,,7303057,sdf,9833319.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29429008}]",32.0,,37698757,1493711060.0,ok,1023996.0,CONVERTER_sdf_to_smiles,1.0.1,,2017-05-02 07:44:28.184069,,4.0
2017-10-06 13:37:03.637563,slurm_normal,1507297031.0,127,1.0,main_w4_handler1,3273976,17039917,False,,12994972925,fastq,11097093.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31579394}]",32.0,,41049408,1507297027.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-10-06 13:37:14.827310,88578.0,4.0
2017-10-06 13:37:02.447015,slurm_normal,1507297038.0,127,1.0,main_w3_handler0,3273976,17039916,False,,12994972925,fastq,11097095.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31579394}]",32.0,,41049408,1507297035.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-10-06 13:37:26.290334,88578.0,3.0
2017-09-07 14:37:47.646856,slurm_normal,1504795087.0,127,1.0,main_w4_handler1,3243839,16763042,False,,19668130,sdf,10829870.roundup,slurm,,132112168.0,corral-repl,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31143838}]",32.0,,40297589,1504795081.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-09-07 14:38:08.518865,,6.0
2017-09-21 18:18:50.415026,slurm_normal,1506017982.0,127,1.0,main_w4_handler1,3260996,16891740,False,,3072195,fasta,10960051.roundup,slurm,,132112168.0,corral-repl,,0,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31354711}]",32.0,,40691503,1506017963.0,ok,1023996.0,CONVERTER_sdf_to_smiles,2.4.1,,2017-09-21 18:19:54.356793,111990.0,19.0
