chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adapters,parameters.assume_sorted,parameters.bisulphite,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.maxinsert,parameters.metric_accumulation_level,parameters.ref_file|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-06-20 17:25:53.588692,slurm_normal,1497980607.0,0,,1.0,main_w3_handler0,3161299,16145493,False,,1655304782,bam,10224507.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30096005}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30072633}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38704378.0,1497980408.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 17:48:10.267949,107747.0,199.0
,,2017-06-20 17:04:19.337915,slurm_normal,1497978278.0,0,,1.0,main_w4_handler0,3165312,16145308,False,,17193128,bam,10224336.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30098068}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30098078}]",history,"""LENIENT""",32.0,451.0,fasta,,37780938.0,1497978271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 17:04:41.190726,45757.0,7.0
,,2017-06-20 17:15:47.679192,slurm_normal,1497978973.0,0,,1.0,main_w4_handler0,3165312,16145413,False,,32124026,bam,10224388.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30098042}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30098078}]",history,"""LENIENT""",32.0,451.0,fasta,,37780938.0,1497978964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 17:16:16.145966,45757.0,9.0
,,2017-06-20 17:51:31.362002,slurm_normal,1497981270.0,0,,1.0,main_w3_handler1,3158923,16145678,False,,1489086366,bam,10224636.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30096995}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30072616}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38704378.0,1497981110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 17:55:05.732431,107747.0,160.0
,,2017-06-20 18:47:08.689604,slurm_normal,1497984614.0,0,,1.0,main_w4_handler1,3158909,16146407,False,,1652794743,bam,10225341.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30096010}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30072632}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38704378.0,1497984445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 18:50:18.341539,107747.0,169.0
,,2017-06-20 18:38:27.783040,slurm_normal,1497984102.0,0,,1.0,main_w4_handler0,3158913,16146284,False,,1981746226,bam,10225207.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30097022}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30072612}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38704378.0,1497983926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 18:41:47.438049,107747.0,176.0
,,2017-06-20 19:01:21.685408,slurm_normal,1497985485.0,0,,1.0,main_w4_handler1,3164990,16146535,False,,1962012299,bam,10225453.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30096850}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30096845}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38704378.0,1497985309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-20 19:04:48.441860,107747.0,176.0
,,2017-05-31 16:09:27.779732,reserved,1496247018.0,0,,1.0,main_w3_handler0,3134638,15980216,False,,24737733,bam,10075833.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","[{'src': 'hda', 'id': 29834905}]",,"""100000""","[""ALL_READS""]",,0,hg38,,cached,"""LENIENT""",32.0,,,,38168481.0,1496246984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-05-31 16:10:20.460912,621.0,34.0
,,2017-06-21 01:29:31.821237,slurm_normal,1498008739.0,0,,1.0,main_w4_handler0,3158921,16149396,False,,1984590289,bam,10228369.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30097002}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30072614}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38744105.0,1498008589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-21 01:32:22.225058,107747.0,150.0
,,2017-06-21 01:31:28.273378,slurm_normal,1498008883.0,0,,1.0,main_w4_handler0,3158914,16149402,False,,2022949834,bam,10228379.roundup,slurm,,132112168.0,corral-repl,,,[],"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30097008}]",,"""100000""","[""ALL_READS""]",,1,,"[{'src': 'hda', 'id': 30072613}]",history,"""LENIENT""",32.0,60497880.0,fasta,,38744105.0,1498008700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CASM/2.7.1.1,2.7.1.1,,2017-06-21 01:34:45.656848,107747.0,183.0
