chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage_max,parameters.coverage_min,parameters.coverage_step,parameters.dbkey,parameters.filter_by_flags.__current_case__,parameters.filter_by_flags.exclude_flags,parameters.filter_by_flags.filter_flags,parameters.filter_by_flags.require_flags,parameters.gc_depth,parameters.input_file,parameters.input_file.values,parameters.input_file|__identifier__,parameters.insert_size,parameters.most_inserts,parameters.read_length,parameters.remove_dups,parameters.split_output.__current_case__,parameters.split_output.generate_tables,parameters.split_output.split_output_selector,parameters.trim_quality,parameters.use_reference.__current_case__,parameters.use_reference.reference_source.__current_case__,parameters.use_reference.reference_source.ref_file,parameters.use_reference.reference_source.ref_file.__class__,parameters.use_reference.reference_source.ref_file.value,parameters.use_reference.reference_source.ref_file.values,parameters.use_reference.reference_source.reference_source_selector,parameters.use_reference.use_ref_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,use_reference|ref_file,use_reference|ref_file_filetype,user_id,runtime
,,2017-04-03 09:39:49.627156,slurm_normal,1491212397.0,0,1.0,main_w4_handler1,3052253,15469676,False,,20181946,bam,9599286.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 28988439}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,37067529.0,1491212393.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-03 09:39:58.328592,,,102716.0,4.0
,,2017-04-03 09:40:14.036115,slurm_normal,1491212421.0,0,1.0,main_w4_handler1,3052253,15469677,False,,18860928,bam,9599287.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 28988442}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,37067529.0,1491212417.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-03 09:40:23.202620,,,102716.0,4.0
,,2017-04-03 11:22:15.510812,slurm_normal,1491218624.0,0,1.0,main_w3_handler0,3056076,15470328,False,,1229381807,bam,9599943.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 29032026}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,37068569.0,1491218540.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-03 11:23:48.223161,,,103420.0,84.0
,,2017-04-03 11:21:57.243679,slurm_normal,1491218535.0,0,1.0,main_w3_handler0,3056076,15470326,False,,20294608,bam,9599941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 29031857}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,37068569.0,1491218520.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-03 11:22:17.037949,,,103420.0,15.0
,,2017-04-03 11:22:06.557316,slurm_normal,1491218608.0,0,1.0,main_w4_handler0,3056076,15470327,False,,1396870002,bam,9599942.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 29032024}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,37068569.0,1491218529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-03 11:23:31.465239,,,103420.0,79.0
,,2017-04-03 11:21:47.388600,slurm_normal,1491218611.0,0,1.0,main_w4_handler1,3056076,15470325,False,,1502014942,bam,9599940.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 29031854}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,37068569.0,1491218511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-03 11:23:36.129699,,,103420.0,100.0
,,2017-02-19 21:27:04.745106,slurm_normal,1487539652.0,0,1.0,main_w3_handler1,2969589,15080870,False,,1305307960,sam,9236212.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 28419808}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,36159142.0,1487539627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-02-19 21:27:33.983043,,,98872.0,25.0
,,2017-04-07 08:52:43.642068,slurm_normal,1491558059.0,0,1.0,main_w4_handler1,3063432,15516371,False,,2434363813,sam,9643835.roundup,slurm,,132112168.0,corral-repl,,"""8dfaadc41b6f11e7bc24005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 29112917}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,,1491558013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-04-07 09:41:03.698598,,,81806.0,46.0
,,2017-02-20 09:02:59.080039,slurm_normal,1487581386.0,0,1.0,main_w4_handler1,2829233,15084185,False,,492701,bam,9239329.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/bosTau2.len""","""1000""","""1""","""1""","""bosTau2""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 27867051}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,36165187.0,1487581382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-02-20 09:03:08.510670,,,29506.0,4.0
,,2017-02-20 13:24:44.663537,slurm_normal,1487597135.0,0,1.0,main_w3_handler0,2575797,15086262,False,,44986596,bam,9241391.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1000""","""1""","""1""","""?""",1.0,,nofilter,,"""20000.0""",,"[{'src': 'hda', 'id': 27968241}]",,"""8000""","""0.99""","""0""","""false""",0.0,,no,"""0""",1,,,,,,,no,32.0,,,,36172483.0,1487597090.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_stats/samtools_stats/2.0,2.0,,2017-02-20 13:25:39.027389,,,74111.0,45.0
