aligned_bams_0|aligned_bam,aligned_bams_0|aligned_bam_filetype,aligned_bams_1|aligned_bam,aligned_bams_1|aligned_bam_filetype,aligned_bams_2|aligned_bam,aligned_bams_2|aligned_bam_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.add_mate_cigar,parameters.aligned_or_read1_and_read2.__current_case__,parameters.aligned_or_read1_and_read2.aligned_bams,parameters.aligned_or_read1_and_read2.aligned_or_read1_and_read2_selector,parameters.aligned_reads_only,parameters.aligner_proper_pair_flags,parameters.attributes_to_remove,parameters.attributes_to_retain,parameters.chromInfo,parameters.clip_adapters,parameters.clip_overlapping_reads,parameters.dbkey,parameters.include_secondary_alignments,parameters.is_bisulfite_sequence,parameters.max_insertions_or_deletions,parameters.primary_alignment_strategy,parameters.read1_trim,parameters.read2_trim,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.unmapped_bam,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,unmapped_bam,unmapped_bam_filetype,update_time,user_id,runtime
131,bam,131,bam,133.0,bam,2015-07-22 09:01:58.756251,slurm_normal_16gb,1437556143.0,0,1.0,main_w1_handler0,2383633,9938880,False,,4224639.roundup,slurm,,132112168.0,corral-repl,,"""True""",0,"[{'__index__': 0, 'aligned_bam': 20472154}, {'__index__': 1, 'aligned_bam': 20472176}, {'__index__': 2, 'aligned_bam': 20472185}]",paired_one_file,"""False""","""False""",[],[],"""/galaxy-repl/localdata/chrom/hg38.len""","""True""","""True""","""hg38""","""True""","""False""","""1""","""BestMapq""","""0""","""0""",0,Araly1,cached,20472185,"""LENIENT""",32.0,,24225756,1437555924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.126.0,1.126.0,,133,bam,2015-07-22 09:09:08.754247,66571,219.0
132,bam,131,bam,,,2015-07-22 17:49:00.744100,slurm_normal_16gb,1437587371.0,0,1.0,main_w1_handler0,2385359,9944896,False,,4229957.roundup,slurm,,132112168.0,corral-repl,,"""True""",0,"[{'__index__': 0, 'aligned_bam': 20483622}, {'__index__': 1, 'aligned_bam': 20483623}]",paired_one_file,"""False""","""False""",[],[],"""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""True""","""hg19""","""True""","""False""","""1""","""BestMapq""","""0""","""0""",0,hg19,cached,20483603,"""LENIENT""",32.0,,24142228,1437587364.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.126.0,1.126.0,,132,bam,2015-07-22 17:49:32.828519,66146,7.0
137,bam,135,bam,135.0,bam,2015-08-18 20:56:52.871547,slurm_normal_16gb,1439931488.0,0,1.0,main_w1_handler2,2410548,10143941,False,,4414850.roundup,slurm,,132112168.0,corral-repl,,"""True""",0,"[{'__index__': 0, 'aligned_bam': 20815297}, {'__index__': 1, 'aligned_bam': 20815299}, {'__index__': 2, 'aligned_bam': 20815301}]",paired_one_file,"""False""","""False""",[],[],"""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""True""","""hg19""","""True""","""False""","""1""","""BestMapq""","""0""","""0""",0,hg19,cached,20815428,"""LENIENT""",32.0,,24653774,1439931467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.126.0,1.126.0,,135,bam,2015-08-18 20:58:23.111075,67696,21.0
137,bam,135,bam,135.0,bam,2015-08-18 20:56:48.645976,slurm_normal_16gb,1439931448.0,0,1.0,main_w1_handler1,2410548,10143939,False,,4414848.roundup,slurm,,132112168.0,corral-repl,,"""True""",0,"[{'__index__': 0, 'aligned_bam': 20815297}, {'__index__': 1, 'aligned_bam': 20815299}, {'__index__': 2, 'aligned_bam': 20815301}]",paired_one_file,"""False""","""False""",[],[],"""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""True""","""hg19""","""True""","""False""","""1""","""BestMapq""","""0""","""0""",0,hg19,cached,20815427,"""LENIENT""",32.0,,24653774,1439931442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.126.0,1.126.0,,137,bam,2015-08-18 20:57:33.476408,67696,6.0
137,bam,135,bam,135.0,bam,2015-08-18 20:56:55.310091,slurm_normal_16gb,1439931517.0,0,1.0,main_w1_handler0,2410548,10143942,False,,4414857.roundup,slurm,,132112168.0,corral-repl,,"""True""",0,"[{'__index__': 0, 'aligned_bam': 20815297}, {'__index__': 1, 'aligned_bam': 20815299}, {'__index__': 2, 'aligned_bam': 20815301}]",paired_one_file,"""False""","""False""",[],[],"""/galaxy-repl/localdata/chrom/hg19.len""","""True""","""True""","""hg19""","""True""","""False""","""1""","""BestMapq""","""0""","""0""",0,hg19,cached,20815429,"""LENIENT""",32.0,,24653774,1439931512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_MergeBamAlignment/1.126.0,1.126.0,,135,bam,2015-08-18 20:58:43.272602,67696,5.0
