create_time,destination_id,end_epoch,exit_code,file,file_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.adv.alignments,parameters.adv.clip,parameters.adv.matepairDist,parameters.adv.maxID,parameters.adv.minID,parameters.adv.minlen,parameters.adv.readfilter,parameters.adv.region,parameters.adv.skip_technical,parameters.adv.split,parameters.adv.spotgroups,parameters.chromInfo,parameters.dbkey,parameters.input.__current_case__,parameters.input.accession,parameters.input.file.values,parameters.input.input_select,parameters.outputformat,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-11-01 15:44:28.798311,slurm_normal,1478015770.0,0,657968379.0,sra,1.0,main_w4_handler1,2799332,14225602,False,,8435666.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b519eb81e710bce69d'}]",file,"""fastqsanger""",32.0,,33257250.0,1478015405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-01 15:56:16.578385,88883.0,365.0
2016-11-01 15:44:51.704230,slurm_normal,1478015710.0,0,585421849.0,sra,1.0,main_w4_handler1,2799332,14225608,False,,8435665.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5777570ff6bd6500b'}]",file,"""fastqsanger""",32.0,,33257250.0,1478015399.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-01 15:55:15.738493,88883.0,311.0
2016-11-03 20:56:37.771832,slurm_normal,1478208695.0,0,,,1.0,main_w3_handler1,2860007,14245860,False,,8454842.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2157268,,accession_number,"""fastqsanger""",32.0,,34069974.0,1478207016.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-03 21:32:24.931294,4519.0,1679.0
2016-11-03 21:18:51.362198,slurm_normal,1478211184.0,0,,,1.0,main_w3_handler1,2871849,14246143,False,,8455298.roundup,slurm,,132112168.0,corral-repl,,"""c8b683869c6f11e69569005056a52a46""",both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1290664,,accession_number,"""fastqsanger""",32.0,,,1478209346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-03 22:13:21.978735,76865.0,1838.0
2016-11-04 00:36:45.918786,slurm_normal,1478220073.0,0,,,1.0,main_w4_handler0,2880346,14247133,False,,8456135.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1714822,,accession_number,"""fastqsanger""",32.0,,34079797.0,1478219843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-04 00:41:17.460779,2860.0,230.0
2016-11-04 04:34:28.803511,slurm_normal,1478234636.0,0,,,1.0,main_w4_handler0,2744714,14247976,False,,8457135.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3503019,,accession_number,"""fastqsanger""",32.0,,34057595.0,1478234109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-04 04:43:59.947647,86398.0,527.0
2016-11-04 04:28:50.206045,slurm_normal,1478234204.0,0,,,1.0,main_w3_handler0,2857300,14247961,False,,8457119.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2753095,,accession_number,"""fastqsanger""",32.0,,33752279.0,1478233765.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-04 04:36:45.782320,90946.0,439.0
2016-11-02 09:09:32.339729,slurm_normal,1478078186.0,0,,,1.0,main_w3_handler0,2871148,14230926,False,,8440824.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502902,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478077873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 09:16:28.872266,46530.0,313.0
2016-11-02 09:09:52.901725,slurm_normal,1478078412.0,0,,,1.0,main_w4_handler0,2871148,14230928,False,,8440822.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502912,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478077844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 09:20:15.998171,46530.0,568.0
2016-11-02 11:07:16.919429,slurm_normal,1478085178.0,0,,,1.0,main_w3_handler1,2871148,14232017,False,,8441623.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502904,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478084888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:13:01.265126,46530.0,290.0
2016-11-02 11:07:43.899503,slurm_normal,1478085251.0,0,,,1.0,main_w3_handler0,2871148,14232019,False,,8441628.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502915,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478084903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:14:15.175277,46530.0,348.0
2016-11-02 11:07:06.188942,slurm_normal,1478085362.0,0,,,1.0,main_w3_handler1,2871148,14232016,False,,8441624.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502903,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478084888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:16:04.730967,46530.0,474.0
2016-11-02 11:07:29.971555,slurm_normal,1478085363.0,0,,,1.0,main_w4_handler1,2871148,14232018,False,,8441625.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502914,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478084890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:16:05.522980,46530.0,473.0
2016-11-02 11:36:30.759988,slurm_normal,1478087104.0,0,,,1.0,main_w4_handler0,2857300,14232180,False,,8441910.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2753095,,accession_number,"""fastqsanger""",32.0,,33752279.0,1478086623.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:45:08.969611,90946.0,481.0
2016-11-02 11:35:43.896598,slurm_normal,1478087155.0,0,,,1.0,main_w3_handler0,2857300,14232172,False,,8441894.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2753110,,accession_number,"""fastqsanger""",32.0,,33752279.0,1478086581.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:45:56.698347,90946.0,574.0
2016-11-02 11:36:13.125057,slurm_normal,1478087682.0,0,,,1.0,main_w4_handler1,2857300,14232177,False,,8441907.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2753101,,accession_number,"""fastqsanger""",32.0,,33752279.0,1478086612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 11:54:47.509518,90946.0,1070.0
2016-11-02 12:32:03.722953,slurm_normal,1478090341.0,0,,,1.0,main_w3_handler0,2871148,14232635,False,,8442441.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1021730,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478089993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 12:39:05.034079,46530.0,348.0
2016-11-02 12:31:33.526066,slurm_normal,1478090357.0,0,,,1.0,main_w3_handler0,2871148,14232631,False,,8442437.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502925,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478089958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 12:39:20.851632,46530.0,399.0
2016-11-02 12:31:44.710621,slurm_normal,1478090397.0,0,,,1.0,main_w3_handler1,2871148,14232633,False,,8442439.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502926,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478089971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 12:39:59.403357,46530.0,426.0
2016-11-02 12:31:22.694062,slurm_normal,1478090683.0,0,,,1.0,main_w3_handler1,2871148,14232630,False,,8442431.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR502924,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478089948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 12:44:47.365074,46530.0,735.0
2016-11-02 12:32:31.253160,slurm_normal,1478091137.0,0,,,1.0,main_w3_handler0,2871148,14232640,False,,8442467.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1021731,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478090457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 12:52:24.727826,46530.0,680.0
2016-11-02 12:31:54.539354,slurm_normal,1478091548.0,0,,,1.0,main_w4_handler1,2871148,14232634,False,,8442429.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR595950,,accession_number,"""fastqsanger""",32.0,,33913539.0,1478089944.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 12:59:10.721749,46530.0,1604.0
2016-11-02 14:02:01.570297,slurm_normal,1478095691.0,0,,,1.0,main_w4_handler0,2878220,14233287,False,,8443180.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3535691,,accession_number,"""fastqsanger""",32.0,,34046180.0,1478095356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 14:08:14.100297,,335.0
2016-11-02 14:03:58.890359,slurm_normal,1478098877.0,0,,,1.0,main_w4_handler0,2871619,14233306,False,,8443198.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR647673,,accession_number,"""fastqsanger""",32.0,,34045915.0,1478095471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 15:01:22.105217,7936.0,3406.0
2016-11-02 14:05:36.213270,slurm_normal,1478099769.0,0,,,1.0,main_w3_handler0,2871619,14233318,False,,8443216.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR647675,,accession_number,"""fastqsanger""",32.0,,34045915.0,1478095609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 15:16:15.282780,7936.0,4160.0
2016-11-02 14:04:42.997113,slurm_normal,1478100540.0,0,,,1.0,main_w3_handler0,2871619,14233314,False,,8443208.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR647674,,accession_number,"""fastqsanger""",32.0,,34045915.0,1478095565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 15:29:02.620952,7936.0,4975.0
2016-11-02 18:50:21.062359,slurm_normal,1478120351.0,0,,,1.0,main_w4_handler1,2878483,14235906,False,,8445092.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3309256,,accession_number,"""fastqsanger""",32.0,,34051096.0,1478120057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 20:59:18.645865,,294.0
2016-11-02 14:49:29.085474,slurm_normal,1478131155.0,0,,,1.0,main_w3_handler0,2878251,14233572,False,,8443486.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1262656,,accession_number,"""fastqsanger""",32.0,,34046763.0,1478099012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-02 23:59:32.430893,,32143.0
2016-11-03 02:48:28.258055,slurm_normal,1478143561.0,0,,,1.0,main_w3_handler0,2744714,14237865,False,,8446739.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,ERR1254338,,accession_number,"""fastqsanger""",32.0,,34057595.0,1478143295.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-03 03:26:07.782460,86398.0,266.0
2016-11-03 10:26:48.606503,slurm_normal,1478169961.0,0,,,1.0,main_w3_handler1,2879320,14239716,False,,8449251.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,DRR000036,,accession_number,"""fastqsanger""",32.0,,34063360.0,1478169883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-03 10:46:06.024765,,78.0
2016-11-03 14:55:18.190857,slurm_normal,1478187604.0,0,,,1.0,main_w4_handler0,2879705,14241616,False,,8450620.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR055298,,accession_number,"""fastqsanger""",32.0,,34069659.0,1478187353.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-03 15:40:13.745168,,251.0
2016-11-04 21:29:01.180218,slurm_normal,1478296525.0,0,,,1.0,main_w3_handler1,2023504,14257053,False,,8465194.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1822117,,accession_number,"""fastqsanger""",32.0,,33917154.0,1478295176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-04 21:55:34.021958,38593.0,1349.0
2016-11-07 01:52:01.169794,slurm_normal,1478483667.0,0,,,1.0,main_w3_handler0,2883401,14268133,False,,8476712.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1105672,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:54:30.190142,93998.0,93.0
2016-11-07 05:30:41.225638,slurm_normal,1478497448.0,0,1915855901.0,sra,1.0,main_w4_handler1,2883378,14268962,False,,8477539.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5240fd7d41ea40a64'}]",file,"""fastqsanger""",32.0,,34114954.0,1478496668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 05:44:11.315254,93993.0,780.0
2016-11-07 01:53:20.931869,slurm_normal,1478483680.0,0,,,1.0,main_w3_handler1,2883401,14268144,False,,8476716.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1636575,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:54:42.169395,93998.0,37.0
2016-11-07 01:53:36.391149,slurm_normal,1478483717.0,0,,,1.0,main_w4_handler1,2883401,14268145,False,,8476717.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1346266,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:55:19.414913,93998.0,65.0
2016-11-07 01:54:11.882859,slurm_normal,1478483702.0,0,,,1.0,main_w4_handler1,2883401,14268147,False,,8476720.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1544288,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:55:03.838770,93998.0,13.0
2016-11-07 01:53:52.233638,slurm_normal,1478483723.0,0,,,1.0,main_w4_handler1,2883401,14268146,False,,8476719.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1411172,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:55:25.903730,93998.0,48.0
2016-11-07 01:55:14.504362,slurm_normal,1478483773.0,0,,,1.0,main_w4_handler1,2883401,14268150,False,,8476723.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1544388,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:56:15.509143,93998.0,22.0
2016-11-07 01:55:30.998686,slurm_normal,1478483802.0,0,,,1.0,main_w3_handler1,2883401,14268151,False,,8476724.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1685380,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:56:43.481504,93998.0,23.0
2016-11-07 01:56:14.922817,slurm_normal,1478483869.0,0,,,1.0,main_w4_handler1,2883401,14268155,False,,8476727.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2585446,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:57:50.811634,93998.0,60.0
2016-11-07 01:56:26.331529,slurm_normal,1478483889.0,0,,,1.0,main_w4_handler0,2883401,14268157,False,,8476729.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2751242,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:58:11.967421,93998.0,66.0
2016-11-07 01:55:58.537336,slurm_normal,1478483892.0,0,,,1.0,main_w3_handler0,2883401,14268154,False,,8476726.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR2174026,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:58:15.160954,93998.0,88.0
2016-11-07 01:56:56.587480,slurm_normal,1478483914.0,0,,,1.0,main_w4_handler0,2883401,14268160,False,,8476731.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3173537,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:58:37.037216,93998.0,67.0
2016-11-07 01:56:41.738225,slurm_normal,1478483933.0,0,,,1.0,main_w3_handler0,2883401,14268158,False,,8476730.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3046420,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:58:54.486002,93998.0,89.0
2016-11-07 01:57:43.084916,slurm_normal,1478484026.0,0,,,1.0,main_w3_handler0,2883401,14268164,False,,8476750.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3199413,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478484000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 02:00:29.663427,93998.0,26.0
2016-11-07 01:57:33.852661,slurm_normal,1478483953.0,0,,,1.0,main_w4_handler0,2883401,14268162,False,,8476737.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3199412,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:59:15.440262,93998.0,43.0
2016-11-07 01:57:18.520187,slurm_normal,1478483985.0,0,,,1.0,main_w4_handler1,2883401,14268161,False,,8476738.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3173800,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:59:46.563476,93998.0,74.0
2016-11-07 01:57:54.392509,slurm_normal,1478483984.0,0,,,1.0,main_w4_handler1,2883401,14268165,False,,8476741.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3199414,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:59:46.812086,93998.0,53.0
2016-11-07 01:58:03.578434,slurm_normal,1478483994.0,0,,,1.0,main_w4_handler1,2883401,14268166,False,,8476748.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3199415,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:59:57.284418,93998.0,23.0
2016-11-07 01:55:44.046988,slurm_normal,1478483988.0,0,,,1.0,main_w3_handler1,2883401,14268153,False,,8476725.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR1980605,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483796.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 01:59:51.539648,93998.0,192.0
2016-11-07 01:58:15.059190,slurm_normal,1478484042.0,0,,,1.0,main_w3_handler1,2883401,14268169,False,,8476749.roundup,slurm,,132112168.0,corral-repl,,,both,false,,,,,,,false,true,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,SRR3199416,,accession_number,"""fastqsanger""",32.0,,34113588.0,1478483974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/sra_tools/fastq_dump/2.7.0.1,2.7.0.1,,2016-11-07 02:00:45.338669,93998.0,68.0
