create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta.values,parameters.fullheader,parameters.input.values,parameters.mc,parameters.soft,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-05 23:12:11.235203,slurm_normal,1520291543.0,0,10213,fasta,7680.0,1.0,main_w4_handler0,3437618,18616495,False,,3845,bed,12712472,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 34227044}]","""false""","[{'src': 'hda', 'id': 34227050}]","""N""","""false""",32.0,,44351112,1520291539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_maskfastabed/2.27.0.0,2.27.0.0,,2018-03-05 23:12:24.841190,123344,4.0
