bams,bams1,bams10,bams10_filetype,bams11,bams11_filetype,bams12,bams12_filetype,bams13,bams13_filetype,bams14,bams14_filetype,bams15,bams15_filetype,bams16,bams16_filetype,bams17,bams17_filetype,bams18,bams18_filetype,bams19,bams19_filetype,bams1_filetype,bams2,bams20,bams20_filetype,bams21,bams21_filetype,bams22,bams22_filetype,bams23,bams23_filetype,bams24,bams24_filetype,bams25,bams25_filetype,bams26,bams26_filetype,bams27,bams27_filetype,bams28,bams28_filetype,bams29,bams29_filetype,bams2_filetype,bams3,bams30,bams30_filetype,bams31,bams31_filetype,bams32,bams32_filetype,bams33,bams33_filetype,bams34,bams34_filetype,bams35,bams35_filetype,bams36,bams36_filetype,bams37,bams37_filetype,bams38,bams38_filetype,bams39,bams39_filetype,bams3_filetype,bams4,bams40,bams40_filetype,bams41,bams41_filetype,bams42,bams42_filetype,bams43,bams43_filetype,bams44,bams44_filetype,bams45,bams45_filetype,bams46,bams46_filetype,bams47,bams47_filetype,bams48,bams48_filetype,bams49,bams49_filetype,bams4_filetype,bams5,bams50,bams50_filetype,bams51,bams51_filetype,bams52,bams52_filetype,bams53,bams53_filetype,bams54,bams54_filetype,bams55,bams55_filetype,bams56,bams56_filetype,bams57,bams57_filetype,bams58,bams58_filetype,bams59,bams59_filetype,bams5_filetype,bams6,bams60,bams60_filetype,bams61,bams61_filetype,bams62,bams62_filetype,bams6_filetype,bams7,bams7_filetype,bams8,bams8_filetype,bams9,bams9_filetype,bams_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bams.values,parameters.chromInfo,parameters.dbkey,parameters.duplicate,parameters.failed,parameters.input.values,parameters.overlap,parameters.proper,parameters.q,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1755182199,1755182199,,,,,,,,,,,,,,,,,,,,,bam,1816576495.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-03-06 10:55:52.024760,slurm_normal,1488797762.0,0,1.0,main_w4_handler0,2932103,15218210,False,,48,bed,9367208.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27671131}, {'src': 'hda', 'id': 27671151}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 28635816}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36455887.0,1488797756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-03-06 10:56:06.368615,96983.0,6.0
331189298,331189298,,,,,,,,,,,,,,,,,,,,,bam,431803935.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-03-06 11:01:38.456789,slurm_normal,1488798726.0,0,1.0,main_w4_handler1,3019460,15218259,False,,1553885,bed,9367257.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28625168}, {'src': 'hda', 'id': 28625162}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 28635881}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36444096.0,1488798113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-03-06 11:12:09.286081,78967.0,613.0
823817036,823817036,,,,,,,,,,,,,,,,,,,,,bam,656385240.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-03-06 11:27:11.170146,slurm_normal,1488800641.0,0,1.0,main_w4_handler1,3019460,15218616,False,,1568527,bed,9367508.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28625170}, {'src': 'hda', 'id': 28625156}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 28636422}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36444096.0,1488799656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-03-06 11:44:03.439829,78967.0,985.0
656385240,656385240,,,,,,,,,,,,,,,,,,,,,bam,431803935.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-03-06 11:31:28.790948,slurm_normal,1488801233.0,0,1.0,main_w4_handler1,3019460,15218648,False,,1568527,bed,9367615.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28625156}, {'src': 'hda', 'id': 28625162}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 28636422}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,36444096.0,1488800421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-03-06 11:53:56.515737,78967.0,812.0
479451451,479451451,,,,,,,,,,,,,,,,,,,,,bam,417083191.0,,,,,,,,,,,,,,,,,,,,,bam,442684885.0,,,,,,,,,,,,,,,,,,,,,bam,467885197.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2016-10-19 19:25:43.153177,slurm_normal,1476912850.0,0,1.0,main_w4_handler1,1857900,14121495,False,,38330693,bed,8336091.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542f535f1506e8f01'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fb5c0c83c8c0755a'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a5fc036ec5bdf141'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5c55b07b90c672619'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5900e466a1cc2bd55'}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,33592823.0,1476905172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2016-10-19 21:34:18.222001,44561.0,7678.0
748460879,748460879,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-01-11 14:29:12.700593,slurm_normal,1484144961.0,0,1.0,main_w4_handler0,2952900,14740311,False,,111,bed,8905218.roundup,slurm,,132111800.0,corral-repl,,,"[{'src': 'hda', 'id': 27890934}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 27891362}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,34656448.0,1484144957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-01-11 14:29:24.501963,64938.0,4.0
748460879,748460879,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-01-11 14:36:43.674140,slurm_normal,1484145441.0,0,1.0,main_w4_handler1,2952900,14740390,False,,148,bed,8905303.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27890934}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 27891546}]","""1e-09""","""false""","""0""","""false""","""false""","""-s""",32.0,,34656448.0,1484145436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-01-11 14:37:24.184160,64938.0,5.0
3469392813,3469392813,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-01-11 14:44:10.634111,slurm_normal,1484145873.0,0,1.0,main_w3_handler0,2952900,14740447,False,,111,bed,8905355.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27891257}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""false""","[{'src': 'hda', 'id': 27891674}]","""1e-09""","""false""","""0""","""false""","""false""","""""",32.0,,34656448.0,1484145867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-01-11 14:44:36.032302,64938.0,6.0
748460879,748460879,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2017-01-11 14:26:21.718416,slurm_normal,1484144806.0,0,1.0,main_w4_handler0,2952900,14740291,False,,111,bed,8905202.roundup,slurm,,132111800.0,corral-repl,,,"[{'src': 'hda', 'id': 27890934}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""","""false""","[{'src': 'hda', 'id': 27891362}]","""0.9""","""false""","""0""","""false""","""false""","""""",32.0,,34656448.0,1484144802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2017-01-11 14:26:50.616981,64938.0,4.0
2583689893,2583689893,,,,,,,,,,,,,,,,,,,,,bam,2622520072.0,,,,,,,,,,,,,,,,,,,,,bam,2842145973.0,,,,,,,,,,,,,,,,,,,,,bam,2789460262.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,2016-10-26 17:10:14.313604,slurm_normal,1477523393.0,0,1.0,main_w3_handler0,2538207,14182314,False,,119133440,bed,8394883.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557e99b334cf756a0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5ae01009c7fec80f3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5cc9762aeae922d47'}, {'src': 'hda', 'id': 'bbd44e69cb8906b53a087d1354d43d5b'}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5680dac1f83cd8f35'}]","""0.6""","""false""","""0""","""false""","""false""","""""",32.0,,33449956.0,1477501821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_multicovtbed/2.24.0,2.24.0,,2016-10-26 23:10:01.773061,6515.0,21572.0
