create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cond,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-08 15:09:00.432792,slurm_normal,1439046593.0,0,1.0,main_w1_handler2,2404121,10083377,False,,286,tabular,4360295.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",20720532,,32.0,,24585369,1439046571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-08-08 15:09:57.465387,,22.0
2015-08-24 12:55:43.181683,slurm_normal,1440420970.0,0,1.0,main_w2_handler1,2406289,10188292,False,,286,tabular,4457492.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",20887341,,32.0,,24649651,1440420961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-08-24 12:56:12.081682,,9.0
2015-09-25 03:42:59.190340,slurm_normal,1443152600.0,0,1.0,main_w2_handler1,2449551,10417608,False,,152,tabular,4696569.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",21258512,,32.0,,25363212,1443152593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-09-25 03:43:22.334260,69922.0,7.0
2015-09-25 04:13:51.188921,slurm_normal,1443154454.0,0,1.0,main_w2_handler1,2449551,10417712,False,,208,tabular,4696715.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",21258649,,32.0,,25363212,1443154447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-09-25 04:14:16.166456,69922.0,7.0
2015-09-28 09:21:55.218237,slurm_normal,1443432138.0,0,1.0,main_w2_handler0,2450765,10448446,False,,1118,tabular,4726232.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",21304877,,32.0,,25363717,1443432128.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-09-28 09:22:22.401914,,10.0
2015-09-29 06:51:10.630608,slurm_normal,1443509494.0,0,1.0,main_w1_handler2,2450765,10456738,False,,656,tabular,4733911.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",21318667,,32.0,,25363717,1443509487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2015-09-29 06:51:35.543783,,7.0
2016-06-29 04:47:23.314194,slurm_normal,1467175711.0,0,1.0,main_w1_handler0,2407870,13283991,False,,1686,tabular,7473659.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b584141a17c291c721'}]",32.0,,30048218,1467175698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2016-06-29 04:48:33.272860,67737.0,13.0
2016-06-29 04:11:56.174270,slurm_normal,1467173571.0,0,1.0,main_w2_handler1,2407870,13283954,False,,1984,tabular,7473420.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56d54e670cf92413c'}]",32.0,,30048218,1467173560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2016-06-29 04:12:53.651206,67737.0,11.0
2014-09-23 03:13:51.622548,roundup_single,1411442051.0,0,1.0,main_w1_handler0,2062344,7834047,False,,582,tabular,1818444,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""2""","""?""",16983527,,32.0,,17142056,1411442042.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2014-09-23 03:14:13.333991,,9.0
2014-09-23 02:43:53.972652,roundup_single,1411440261.0,0,1.0,main_w2_handler1,2062344,7833852,False,,1199,tabular,1818325,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""2""","""?""",16983246,,32.0,,17142056,1411440245.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2014-09-23 02:44:23.572685,,16.0
2014-09-23 02:37:18.277407,roundup_single,1411439866.0,0,1.0,main_w2_handler0,2062344,7833835,False,,1199,tabular,1818306,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""2""","""?""",16983246,,32.0,,17142056,1411439851.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2014-09-23 02:37:48.468303,,15.0
2014-10-17 15:04:08.833249,rodeo_normal,1413558268.0,0,1.0,main_w2_handler1,2087675,7998767,False,,56914,tabular,36327.rodeo,slurm,,8059880.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",17261770,,1.0,,17682492,1413558258.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/lda_analysis/lda_analy1/1.0.1,1.0.1,,2014-10-17 15:04:30.417174,54425.0,10.0
