chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,in_file,in_file_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.in_file,parameters.in_file.values,parameters.in_file|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-05 22:33:14.418303,slurm_normal,1475706891.0,0,,1.0,main_w3_handler0,2822734,14015910,False,6536636,tabular,,8234212.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab88569806132df7'}]",,32.0,,33487238.0,1475706829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-10-05 22:34:56.044694,20478.0,62.0
,,2016-10-05 22:00:24.483727,slurm_normal,1475704922.0,0,,1.0,main_w3_handler0,2822734,14015732,False,6536636,interval,,8234052.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b567d013dd33f93169'}]",,32.0,,33487238.0,1475704859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-10-05 22:02:06.486073,20478.0,63.0
,,2016-10-05 22:15:44.832859,slurm_normal,1475705825.0,0,,1.0,main_w3_handler1,2822734,14015817,False,6536636,tabular,,8234141.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab88569806132df7'}]",,32.0,,33487238.0,1475705788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-10-05 22:17:07.835730,20478.0,37.0
,,2016-10-07 09:23:24.243277,slurm_normal,1475832270.0,0,,1.0,main_w3_handler1,2846223,14027137,False,21733720,tabular,,8244978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ca2a41641b0c66d'}]",,32.0,,33515183.0,1475832253.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-10-07 09:24:41.068561,,17.0
,,2016-11-09 10:31:42.507740,slurm_normal,1478687522.0,0,,1.0,main_w4_handler1,2882922,14293698,False,10837638,tabular,,8502006.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f3e775d312789bd5'}]",,32.0,,34108787.0,1478687505.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-11-09 10:32:05.045815,13627.0,17.0
,,2016-11-11 22:44:15.409127,slurm_normal,1478904262.0,0,,1.0,main_w4_handler0,2886461,14321756,False,0,tabular,,8529851.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b504a3dc232f2deb76'}]",,32.0,,34146090.0,1478904258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-11-11 22:44:26.567103,,4.0
,,2016-11-08 14:10:46.393754,slurm_normal,1478615114.0,0,,1.0,main_w3_handler1,2885976,14284490,False,2564,bed,,8492827.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ccf41676d81610d4'}]",,32.0,,34140803.0,1478614931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-11-08 14:25:15.528068,,183.0
,,2016-11-09 10:31:28.638329,slurm_normal,1478687503.0,0,,1.0,main_w4_handler0,2882922,14293695,False,11193487,tabular,,8502004.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5577b0316c7c8a450'}]",,32.0,,34108787.0,1478687491.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-11-09 10:31:46.990751,13627.0,12.0
,,2016-11-10 03:01:32.619774,slurm_normal,1478746915.0,0,,1.0,main_w3_handler1,2763118,14302622,False,7284176,gg,,8510619.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b570c5272977cc4125'}]",,32.0,,33944245.0,1478746900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-11-10 03:01:59.759071,27375.0,15.0
,,2016-11-10 02:50:07.514072,slurm_normal,1478746224.0,0,,1.0,main_w4_handler1,2763118,14302476,False,7284181,gg,,8510470.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5816d095bacad2d07'}]",,32.0,,33944245.0,1478746209.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/datamash_transpose/datamash_transpose/1.0.6,1.0.6,,2016-11-10 02:50:29.476407,27375.0,15.0
