chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input2,parameters.input3,parameters.input4,parameters.input5,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-15 19:46:27.642748,slurm_normal,1429127215.0,0,1.0,main_w2_handler0,2271430,9240591,False,,511573,tabular,3521316.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19301533,"""3""","""6""","""1.0""","""0""",32.0,,22045657,1429127206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-15 19:46:58.676786,19436.0,9.0
,,2015-04-16 20:22:33.613981,slurm_normal,1429215781.0,0,1.0,main_w1_handler1,2272752,9249617,False,,177286,tabular,9743.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19320706,"""3""","""6""","""1.0""","""0""",2.0,,22538083,1429215770.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 20:23:08.060708,61524.0,11.0
,,2015-04-16 20:22:32.721789,slurm_normal,1429215779.0,0,1.0,main_w2_handler1,2271430,9249616,False,,323633,tabular,3533419.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19320705,"""3""","""6""","""1.0""","""0""",32.0,,22538092,1429215774.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 20:23:03.557791,19436.0,5.0
,,2015-04-17 21:08:59.313265,slurm_normal,1429304960.0,1,1.0,main_w2_handler1,2270468,9260177,False,,929731,tabular,26786.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19333905,"""2""","""3""","""1.0""","""0""",2.0,,22475789,1429304952.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-17 21:09:22.873725,62352.0,8.0
,,2015-04-16 23:19:31.804801,slurm_normal,1429226392.0,0,1.0,main_w1_handler1,2272903,9250731,False,,464368,tabular,3535119.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322701,"""3""","""6""","""1.0""","""0""",32.0,,22055829,1429226388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:19:56.296897,61535.0,4.0
,,2015-04-16 23:19:47.869821,slurm_normal,1429226407.0,0,1.0,main_w1_handler0,2272903,9250733,False,,323633,tabular,12130.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322706,"""3""","""6""","""1.0""","""0""",2.0,,22055829,1429226401.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:20:11.787825,61535.0,6.0
,,2015-04-16 23:19:00.190899,slurm_normal,1429226368.0,0,1.0,main_w1_handler0,2272914,9250723,False,,242166,tabular,12107.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322703,"""3""","""6""","""1.0""","""0""",2.0,,22541931,1429226361.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:19:37.265479,61985.0,7.0
,,2015-04-16 23:19:16.457766,slurm_normal,1429226377.0,0,1.0,main_w1_handler0,2272903,9250729,False,,443970,tabular,12119.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322696,"""3""","""6""","""1.0""","""0""",2.0,,22055829,1429226373.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:19:43.726001,61535.0,4.0
,,2015-04-16 23:18:58.429389,slurm_normal,1429226360.0,0,1.0,main_w2_handler0,2272906,9250721,False,,323633,tabular,12098.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322704,"""3""","""6""","""1.0""","""0""",2.0,,22538092,1429226355.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:19:24.181161,19436.0,5.0
,,2015-04-16 23:19:01.204560,slurm_normal,1429226367.0,0,1.0,main_w2_handler1,2272907,9250725,False,,323633,tabular,3535104.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322702,"""3""","""6""","""1.0""","""0""",32.0,,22541606,1429226363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:19:30.849806,61529.0,4.0
,,2015-04-16 23:18:59.411560,slurm_normal,1429226364.0,0,1.0,main_w1_handler0,2272908,9250722,False,,478303,tabular,3535101.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322688,"""3""","""6""","""1.0""","""0""",32.0,,22541738,1429226360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:19:26.953336,61532.0,4.0
,,2015-04-16 23:24:07.153367,slurm_normal,1429226672.0,0,1.0,main_w2_handler1,2272911,9250755,False,,510412,tabular,12219.rodeo,slurm,,16332488.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19322754,"""3""","""6""","""1.0""","""0""",2.0,,22055857,1429226664.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-04-16 23:24:38.517225,61536.0,8.0
,,2015-06-23 13:52:36.552502,slurm_normal,1435067604.0,1,1.0,main_w2_handler1,2315320,9715629,False,,292,tabular,4022806,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19994319,"""2""","""3""","""1.0""","""0""",32.0,,23535103,1435067599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-06-23 13:53:25.224021,64016.0,5.0
,,2015-06-25 00:06:40.001130,slurm_normal,1435190885.0,1,1.0,main_w1_handler1,2334373,9728192,False,,21837833,tabular,4034742,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20124581,"""2""","""3""","""1.0""","""0""",32.0,,23132114,1435190868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-06-25 00:08:20.629438,,17.0
,,2015-05-21 02:25:05.994186,slurm_normal,1432175143.0,1,1.0,main_w1_handler0,1943920,9509140,False,,43259599,tabular,3830381.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19774496,"""2""","""3""","""1.0""","""0""",32.0,,23219028,1432175135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-05-21 02:25:47.090241,50165.0,8.0
,,2015-06-05 16:07:49.616568,slurm_normal,1433520509.0,1,1.0,main_w2_handler0,2309077,9604946,False,,73,vcf,3916458.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19907791,"""2""","""3""","""1.0""","""0""",32.0,,23132114,1433520504.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-06-05 16:08:31.427118,,5.0
,,2015-06-18 12:00:55.481584,slurm_normal,1434628996.0,1,1.0,main_w1_handler1,2347693,9681466,False,,41379,tabular,3990904.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20052333,"""2""","""3""","""1.0""","""0""",32.0,,23700311,1434628976.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-06-18 12:03:18.761312,53715.0,20.0
,,2015-07-13 12:08:55.915391,slurm_normal,1436789382.0,1,1.0,main_w1_handler0,2372506,9850682,False,,3727,tabular,4145762.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20328492,"""2""","""3""","""1.0""","""0""",32.0,,24097969,1436789375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-07-13 12:09:45.042882,65989.0,7.0
,,2015-08-04 22:52:28.796791,slurm_normal,1438728794.0,1,1.0,main_w1_handler2,2401000,10063981,False,,4097,tabular,4342801.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20688886,"""2""","""3""","""1.0""","""0""",32.0,,24470223,1438728788.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-08-04 22:53:16.378477,,6.0
,,2015-07-22 12:39:11.546059,slurm_normal,1437568809.0,1,1.0,main_w1_handler1,2382355,9940855,False,,12051355,tabular,4226336.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20477101,"""2""","""3""","""1.0""","""0""",32.0,,24236516,1437568802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-07-22 12:40:14.601753,66551.0,7.0
,,2015-08-08 16:00:31.412821,slurm_normal,1439049698.0,1,1.0,main_w1_handler0,2403840,10083467,False,,4851221,tabular,4360372.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20720652,"""2""","""3""","""1.0""","""0""",32.0,,24282913,1439049693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-08-08 16:01:39.811259,37910.0,5.0
,,2015-08-21 17:29:13.152595,slurm_normal,1440178184.0,0,1.0,main_w2_handler1,2411181,10166507,False,,1070,tabular,4435221.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20853175,"""2""","""3""","""1.0""","""0""",32.0,,24778535,1440178177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-08-21 17:29:45.865440,37910.0,7.0
,,2015-09-09 11:22:22.584469,slurm_normal,1441797788.0,1,1.0,main_w1_handler0,2412511,10284522,False,,37973092,tabular,4570043.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21054809,"""2""","""3""","""1.0""","""0""",32.0,,25058131,1441797782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-09-09 11:23:10.568962,61102.0,6.0
,,2015-10-06 21:46:51.669876,slurm_normal,1444168055.0,1,1.0,main_w1_handler0,2462577,10513850,False,,11928397,tabular,4789048.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21421862,"""2""","""3""","""1.0""","""0""",32.0,,25536196,1444168049.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-10-06 21:47:40.498999,,6.0
,,2015-10-06 21:46:18.435951,slurm_normal,1444168041.0,1,1.0,main_w2_handler0,2461965,10513842,False,,15385604,tabular,4789045.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21421854,"""2""","""3""","""1.0""","""0""",32.0,,25527216,1444168036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-10-06 21:47:23.801090,,5.0
,,2015-11-01 20:42:42.134088,slurm_normal,1446410600.0,1,1.0,main_w1_handler2,2062171,10788903,False,,7504738,tabular,5044796.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21834947,"""2""","""3""","""1.0""","""0""",32.0,,25358893,1446410593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-01 20:43:22.136007,53358.0,7.0
,,2015-12-13 17:01:52.960015,slurm_normal,1450026147.0,1,1.0,main_w1_handler2,2537117,11166786,False,,2765418,interval,5436294.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22434751,"""8""","""17""","""1.0""","""1""",32.0,,26632213,1450026143.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-13 17:02:29.286379,52479.0,4.0
,,2015-12-13 17:00:04.078625,slurm_normal,1450026043.0,1,1.0,main_w2_handler0,2537117,11166739,False,,2765418,interval,5436285.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22434751,"""8""","""17""","""1.0""","""0""",32.0,,26632213,1450026035.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-13 17:00:45.242846,52479.0,8.0
,,2015-12-13 17:20:07.897288,slurm_normal,1450027256.0,0,1.0,main_w1_handler2,2537117,11167174,False,,0,tabular,5436433.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",22434764,"""8""","""17""","""0.4""","""0""",32.0,,26632213,1450027241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-13 17:20:59.497434,52479.0,15.0
,,2015-12-14 11:40:26.294700,slurm_normal,1450093279.0,1,1.0,main_w1_handler1,2524908,11171149,False,,2217,tabular,5440418.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22440784,"""2""","""3""","""1.0""","""0""",32.0,,26520565,1450093260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-14 11:41:20.405159,,19.0
,,2015-12-14 11:44:55.843935,slurm_normal,1450093527.0,1,1.0,main_w1_handler2,2524908,11171173,False,,2208,tabular,5440442.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22440874,"""2""","""3""","""1.0""","""0""",32.0,,26520565,1450093523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-14 11:45:32.134522,,4.0
,,2015-12-14 11:48:03.614995,slurm_normal,1450093716.0,1,1.0,main_w2_handler0,2524908,11171219,False,,2900,tabular,5440486.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22440911,"""2""","""3""","""1.0""","""0""",32.0,,26520565,1450093710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-14 11:48:38.796455,,6.0
,,2015-12-14 12:01:34.323893,slurm_normal,1450094528.0,1,1.0,main_w1_handler0,2524908,11171313,False,,2972,tabular,5440596.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22440974,"""2""","""3""","""1.0""","""0""",32.0,,26520565,1450094523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-14 12:02:11.299403,,5.0
,,2015-11-23 18:20:38.672357,slurm_normal,1448303093.0,0,1.0,main_w1_handler2,2510573,10985884,False,,2682681,interval,5245853.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22123789,"""2""","""3""","""1.0""","""0""",32.0,,26329885,1448302859.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-23 18:24:55.958574,73678.0,234.0
,,2015-11-21 01:28:10.971165,slurm_normal,1448069325.0,1,1.0,main_w1_handler1,2514598,10971527,False,,5341,tabular,5233156.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22106000,"""2""","""3""","""1.0""","""0""",32.0,,26378362,1448069320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-21 01:28:47.010864,73920.0,5.0
,,2015-11-21 01:27:28.708803,slurm_normal,1448069277.0,1,1.0,main_w1_handler0,2514571,10971516,False,,218834,taxonomy,5233149.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22104759,"""2""","""3""","""1.0""","""0""",32.0,,26378402,1448069271.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-21 01:27:58.879753,73930.0,6.0
,,2015-11-21 01:27:29.927424,slurm_normal,1448069280.0,1,1.0,main_w2_handler0,2514592,10971518,False,,7322,tabular,5233151.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22105952,"""2""","""3""","""1.0""","""0""",32.0,,26378341,1448069275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-21 01:28:02.794002,39573.0,5.0
,,2015-11-27 14:56:35.721865,slurm_normal,1448636241.0,1,1.0,main_w1_handler0,2424174,11023540,False,,37406690,tabular,5281504.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22189442,"""2""","""3""","""1.0""","""0""",32.0,,26181187,1448636232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-27 14:57:23.627406,66265.0,9.0
,,2015-11-27 14:44:32.436310,slurm_normal,1448635516.0,1,1.0,main_w2_handler1,2424174,11023376,False,,67206399,tabular,5281357.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22189389,"""7""","""8""","""1.0""","""1""",32.0,,26181187,1448635507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-27 14:45:18.302111,66265.0,9.0
,,2015-11-29 04:34:41.631871,slurm_normal,1448771708.0,1,1.0,main_w1_handler2,2468860,11035450,False,,706720681,tabular,5290837.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22206957,"""2""","""3""","""1.0""","""1""",32.0,,25646375,1448771700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-29 04:35:09.787623,71032.0,8.0
,,2015-11-29 04:31:41.924939,slurm_normal,1448771570.0,1,1.0,main_w1_handler2,2468860,11035444,False,,706720681,tabular,5290834.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22206957,"""2""","""3""","""1.0""","""0""",32.0,,25646375,1448771560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-29 04:32:52.613309,71032.0,10.0
,,2015-11-29 20:23:42.146739,slurm_normal,1448828647.0,1,1.0,main_w1_handler2,2522551,11038322,False,,12558816,tabular,5293471.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",22211724,"""2""","""3""","""1.0""","""0""",32.0,,26402150,1448828642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-11-29 20:24:08.840965,74039.0,5.0
,,2015-12-01 17:31:40.384097,slurm_normal,1448991143.0,0,1.0,main_w1_handler2,2524908,11054985,False,,219704,tabular,5309243.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22239098,"""2""","""3""","""0.643""","""0""",32.0,,26520565,1448991124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2015-12-01 17:32:26.128521,,19.0
,,2014-11-14 10:55:58.933278,rodeo_normal,1415962585.0,1,1.0,main_w2_handler1,2118338,8166772,False,,2398623,tabular,2011750.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/12997.len""","""12997""",17541296,"""2""","""3""","""1.0""","""0""",32.0,,18544511,1415962582.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2014-11-14 10:56:26.612574,55898.0,3.0
,,2014-10-30 01:38:21.393254,rodeo_normal,1414633118.0,1,1.0,main_w2_handler0,2028827,8069299,False,,344,tabular,97252.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17375253,"""1""","""2""","""1.0""","""0""",2.0,,16476397,1414633112.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2014-10-30 01:38:41.655065,,6.0
,,2014-09-14 23:50:02.753719,roundup_single,1410738628.0,1,1.0,main_w2_handler0,2051751,7782019,False,,369530,tabular,1767418,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",16865807,"""2""","""3""","""1.0""","""0""",32.0,,16983254,1410738623.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/poisson2test/poisson2test/1.0.0,1.0.0,,2014-09-14 23:50:29.440204,52814.0,5.0
