count,count_filetype,create_time,destination_id,end_epoch,exit_code,fasta_in,fasta_in_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.alignment.__current_case__,parameters.alignment.source,parameters.alignment.template.values,parameters.chromInfo,parameters.count.values,parameters.dbkey,parameters.fasta_in.values,parameters.ignorechimeras,parameters.qual.__current_case__,parameters.qual.use,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,template,template_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
3357.0,mothur.count_table,2017-12-17 16:40:20.697872,slurm_normal,1513528842.0,0,28312,fasta,,1.0,main_w3_handler0,3368213,17830714,False,,11904204,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 32969451}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32972799}]","""?""","[{'src': 'hda', 'id': 32972800}]","""true""",1,no,"""""",32.0,,42702488,1513528831.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-12-17 16:40:46.209010,97420.0,11.0
3357.0,mothur.count_table,2017-12-18 20:03:07.962547,reserved_normal,1513627409.0,0,28312,fasta,,1.0,main_w3_handler1,3280912,17841274,False,,11915545.roundup,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 31618581}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32992832}]","""?""","[{'src': 'hda', 'id': 32992833}]","""true""",1,no,"""""",32.0,,42691248,1513627396.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-12-18 20:03:32.041324,5254.0,13.0
3357.0,mothur.count_table,2017-10-06 11:48:06.785391,slurm_normal,1507290507.0,0,28312,fasta,,1.0,main_w4_handler1,3277547,17038824,False,,11095962.roundup,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 31581306}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31582527}]","""?""","[{'src': 'hda', 'id': 31582528}]","""true""",1,no,"""""",32.0,,39823809,1507290499.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-10-06 11:48:38.862091,29532.0,8.0
3357.0,mothur.count_table,2017-10-06 20:20:39.572634,slurm_normal,1507321312.0,0,28312,fasta,,1.0,main_w4_handler0,3278085,17043349,False,,11100659.roundup,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 31588436}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31589825}]","""?""","[{'src': 'hda', 'id': 31589826}]","""true""",1,no,"""""",32.0,,41097146,1507321303.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-10-06 20:22:26.938525,112430.0,9.0
3038828.0,mothur.count_table,2017-10-16 09:06:01.563018,slurm_normal,1508150431.0,0,51354263,fasta,,1.0,main_w3_handler0,3269217,17109714,False,,11166761.roundup,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 31701321}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31701361}]","""?""","[{'src': 'hda', 'id': 31701362}]","""true""",1,no,"""""",32.0,,40906309,1508144768.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-10-16 10:40:35.903360,20086.0,5663.0
475465.0,mothur.count_table,2017-10-18 08:10:38.675487,slurm_normal,1508315365.0,0,10312814,fasta,,1.0,main_w4_handler0,3269217,17127480,False,,11184291,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 31701321}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 31732304}]","""?""","[{'src': 'hda', 'id': 31732305}]","""true""",1,no,"""""",32.0,,40906309,1508314250.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-10-18 08:29:35.322994,20086.0,1115.0
274059.0,mothur.count_table,2018-01-08 17:33:13.585185,slurm_normal,1515432994.0,0,1095921,fasta,,1.0,main_w3_handler1,3357006,17974746,False,,12051251,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 32797411}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 33218918}]","""?""","[{'src': 'hda', 'id': 33218916}]","""true""",1,no,"""""",32.0,,43005625,1515432800.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2018-01-08 17:36:39.877839,77009.0,194.0
99057.0,mothur.count_table,2017-11-02 07:45:50.436635,slurm_normal,1509608925.0,0,1250581,fasta,,1.0,main_w4_handler1,3307905,17295323,False,,11357628,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 32017657}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32018186}]","""?""","[{'src': 'hda', 'id': 32018187}]","""true""",1,no,"""""",32.0,,41627267,1509608765.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-11-02 07:48:50.584734,36706.0,160.0
3353.0,mothur.count_table,2017-11-04 14:43:47.376800,slurm_normal,1509806675.0,0,28307,fasta,,1.0,main_w4_handler1,3310785,17327435,False,,11388989,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 32062415}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32064735}]","""?""","[{'src': 'hda', 'id': 32064736}]","""true""",1,no,"""""",32.0,,40381825,1509806665.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-11-04 14:44:46.720687,94887.0,10.0
204404.0,mothur.count_table,2017-11-07 19:02:35.552681,slurm_normal,1510082027.0,0,2698529,fasta,,1.0,main_w4_handler1,3308920,17371862,False,,11429409,slurm,,132112168.0,corral-repl,,1,history,"[{'src': 'hda', 'id': 32034676}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","[{'src': 'hda', 'id': 32134257}]","""?""","[{'src': 'hda', 'id': 32134258}]","""true""",1,no,"""""",32.0,,41628482,1510081652.0,ok,1023996.0,17599,fasta,toolshed.g2.bx.psu.edu/repos/iuc/mothur_seq_error/mothur_seq_error/1.36.1.0,1.36.1.0,,2017-11-07 19:13:54.731996,110821.0,375.0
