chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.max_diff_rate,parameters.max_group_ratio,parameters.min_identical_bases,parameters.min_mean_quality,parameters.optical_duplicate_pixel_distance,parameters.read_name_regex,parameters.validation_stringency,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-05-04 16:05:20.974965,slurm_normal_16gb,1430755942.0,0,1.0,main_w2_handler1,2277194,9389025,False,,153356455,bam,3721939.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19501261,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22641180,1430755709.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-04 16:12:24.637270,62650.0,233.0
,,2015-05-04 16:32:48.749278,slurm_normal_16gb,1430757372.0,0,1.0,main_w1_handler1,2277194,9389230,False,,196718985,bam,3722104.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19501237,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22641180,1430757201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-04 16:36:21.595225,62650.0,171.0
,,2015-03-26 16:05:58.569384,slurm_normal_single_16gb,1427386013.0,0,1.0,main_w1_handler0,2247000,9050348,False,,32421212,bam,3335511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19008972,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22036740,1427386000.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-03-26 16:07:00.483587,48030.0,13.0
,,2015-03-26 16:08:45.819317,slurm_normal_single_16gb,1427386305.0,0,1.0,main_w1_handler0,2247000,9050447,False,,32421212,bam,3335652.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",19013135,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22036740,1427386299.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-03-26 16:11:50.065302,48030.0,6.0
,,2015-05-05 15:28:32.503348,slurm_normal_16gb,1430839764.0,0,1.0,main_w2_handler0,2294223,9400493,False,,53760788,bam,3731400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19586886,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430839735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 15:29:29.954002,62631.0,29.0
,,2015-05-05 17:06:19.689384,slurm_normal_16gb,1430845616.0,0,1.0,main_w2_handler1,2294434,9401736,False,,64054529,bam,3732519.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589850,,"""BAB014RDFTA4KAPA.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430845597.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:07:02.177437,62631.0,19.0
,,2015-05-05 17:06:25.318580,slurm_normal_16gb,1430845667.0,0,1.0,main_w1_handler0,2294434,9401740,False,,58963364,bam,3732537.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589793,,"""BAB014RDFTA1KAPA.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430845637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:08:19.327407,62631.0,30.0
,,2015-05-05 17:06:38.736975,slurm_normal_16gb,1430845669.0,0,1.0,main_w1_handler1,2294434,9401746,False,,66089034,bam,3732535.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589653,,"""BAB014RD1404354.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430845637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:08:22.692497,62631.0,32.0
,,2015-05-05 17:06:49.216090,slurm_normal_16gb,1430845732.0,0,1.0,main_w1_handler1,2294434,9401750,False,,49365163,bam,3732554.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589604,,"""BAB014RD1329850.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430845711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:10:11.404009,62631.0,21.0
,,2015-05-05 17:06:20.677779,slurm_normal_16gb,1430845853.0,0,1.0,main_w2_handler1,2294434,9401737,False,,65342294,bam,3732570.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589831,,"""BAB014RDFTA3KAPA.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430845822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:10:58.151080,62631.0,31.0
,,2015-05-05 17:06:42.396742,slurm_normal_16gb,1430846395.0,0,1.0,main_w2_handler1,2294434,9401748,False,,59005745,bam,3732652.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589630,,"""BAB014RD1336477.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:20:01.126488,62631.0,19.0
,,2015-05-05 17:06:22.423522,slurm_normal_16gb,1430846142.0,0,1.0,main_w2_handler0,2294434,9401739,False,,72900550,bam,3732623.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589816,,"""BAB014RDFTA2KAPA.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846078.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:17:10.070024,62631.0,64.0
,,2015-05-05 17:06:35.785562,slurm_normal_16gb,1430846249.0,0,1.0,main_w1_handler0,2294434,9401744,False,,49071363,bam,3732636.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589671,,"""BAB014RD1406000.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:17:30.644377,62631.0,15.0
,,2015-05-05 17:06:27.706809,slurm_normal_16gb,1430845996.0,0,1.0,main_w1_handler0,2294434,9401741,False,,71416582,bam,3732583.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589743,,"""BAB014RD1417853-50.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430845872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:13:21.544154,62631.0,124.0
,,2015-05-05 17:07:03.277098,slurm_normal_16gb,1430846276.0,0,1.0,main_w1_handler1,2294434,9401755,False,,53760788,bam,3732641.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589526,,"""BAB014RD1114611.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:18:03.088858,62631.0,12.0
,,2015-05-05 17:06:53.303302,slurm_normal_16gb,1430846368.0,0,1.0,main_w1_handler0,2294434,9401751,False,,46051798,bam,3732647.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589594,,"""BAB014RD1316182.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:19:30.866863,62631.0,35.0
,,2015-05-05 17:06:55.042160,slurm_normal_16gb,1430846516.0,0,1.0,main_w2_handler0,2294434,9401752,False,,49011499,bam,3732671.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589580,,"""BAB014RD1114629.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846487.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:21:59.501320,62631.0,29.0
,,2015-05-05 17:06:30.894624,slurm_normal_16gb,1430846417.0,0,1.0,main_w2_handler0,2294434,9401742,False,,32260907,bam,3732659.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589691,,"""BAB014RD1417853.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:20:22.926513,62631.0,8.0
,,2015-05-05 17:06:45.860282,slurm_normal_16gb,1430846468.0,0,1.0,main_w2_handler0,2294434,9401749,False,,63628581,bam,3732662.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589614,,"""BAB014RD1329850-50.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:21:14.414370,62631.0,34.0
,,2015-05-05 17:06:59.131420,slurm_normal_16gb,1430846569.0,0,1.0,main_w2_handler1,2294434,9401754,False,,12337698,bam,3732683.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589531,,"""BAB014RD1114615.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:22:51.927344,62631.0,16.0
,,2015-05-05 17:06:57.812999,slurm_normal_16gb,1430846620.0,0,1.0,main_w2_handler0,2294434,9401753,False,,64047014,bam,3732692.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19589558,,"""BAB014RD1114628.bam""","""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22890441,1430846593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-05-05 17:23:46.227579,62631.0,27.0
,,2015-04-01 21:38:56.899799,slurm_normal_64gb,1427930242.0,0,1.0,main_w1_handler0,475967,9118782,False,,25023793,bam,3404162,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19110437,,,"""0.03""","""500""","""7""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22125067,1427930234.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-01 23:17:24.521860,8264.0,8.0
,,2015-04-01 21:38:59.161803,slurm_normal_64gb,1427939120.0,0,1.0,main_w2_handler0,475967,9118783,False,Job output deleted by user before job completed.,24532263,bam,3404870,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",19110438,,,"""0.03""","""500""","""7""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,22125067,1427939113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-02 01:45:23.200264,8264.0,7.0
,,2015-04-06 18:07:02.132618,slurm_normal_64gb,1428344196.0,0,1.0,main_w2_handler0,2260532,9151250,False,,355822373,bam,3434077,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159371,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428344183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:16:40.566211,29285.0,13.0
,,2015-04-06 18:06:59.471410,slurm_normal_64gb,1428343989.0,0,1.0,main_w2_handler1,2260532,9151246,False,,274841920,bam,3434031,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159368,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428343978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:13:14.615428,29285.0,11.0
,,2015-04-06 18:06:58.824769,slurm_normal_64gb,1428344029.0,0,1.0,main_w1_handler0,2260532,9151245,False,,962737425,bam,3434056,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159367,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428343998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:13:51.664941,29285.0,31.0
,,2015-04-06 18:06:58.081759,slurm_normal_64gb,1428344063.0,0,1.0,main_w2_handler0,2260532,9151244,False,,837791876,bam,3434062,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159366,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428344038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:14:52.590249,29285.0,25.0
,,2015-04-06 18:07:00.127242,slurm_normal_64gb,1428344116.0,0,1.0,main_w1_handler0,2260532,9151248,False,,649503907,bam,3434068,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159369,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428344094.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:15:18.758411,29285.0,22.0
,,2015-04-06 18:07:00.822510,slurm_normal_64gb,1428344142.0,0,1.0,main_w1_handler0,2260532,9151249,False,,524022001,bam,3434071,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159370,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428344124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:15:44.352928,29285.0,18.0
,,2015-04-06 18:07:03.109098,slurm_normal_64gb,1428344172.0,0,1.0,main_w1_handler0,2260532,9151251,False,,1010774579,bam,3434072,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159372,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428344146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:16:14.834983,29285.0,26.0
,,2015-04-06 18:07:03.792874,slurm_normal_64gb,1428344227.0,0,1.0,main_w1_handler0,2260532,9151252,False,,817040758,bam,3434078,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19159373,,,"""0.03""","""500""","""5""","""20""","""100""","""[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*.""","""LENIENT""",32.0,,20583824,1428344204.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_EstimateLibraryComplexity/1.126.0,1.126.0,,2015-04-06 18:17:09.414203,29285.0,23.0
