chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage,parameters.dbkey,parameters.format_type.__current_case__,parameters.format_type.base_column,parameters.format_type.cvrg_column,parameters.format_type.format,parameters.format_type.loc_column,parameters.format_type.seq_column,parameters.format_type.which_base,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-01 10:24:19.324447,slurm_normal,1519900166.0,0,7680.0,1.0,main_w3_handler0,3434644,18561632,False,,7939635089,tabular,12658602,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""3""","""hg38""",1,,,ten,,,first,,"[{'src': 'hda', 'id': 34138835}]",32.0,,44001394.0,1519900051.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2018-03-01 10:29:28.432572,122228.0,115.0
,,2017-03-18 22:35:57.812351,slurm_normal,1489876658.0,0,,1.0,main_w4_handler1,3025031,15333256,False,,362820,tabular,9473538.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,ten,,,second,,"[{'src': 'hda', 'id': 28821454}]",32.0,,36530844.0,1489876654.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-03-18 22:38:38.109399,75552.0,4.0
,,2017-07-14 17:25:27.990582,slurm_normal,1500053155.0,0,,1.0,main_w4_handler0,3062620,16346937,False,,10508089,tabular,10412517.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""3""","""hg19""",0,,,six,,,,,"[{'src': 'hda', 'id': 30495911}]",32.0,,37409982.0,1500053149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-07-14 17:25:57.030658,4421.0,6.0
,,2017-03-18 22:35:58.153429,slurm_normal,1489876669.0,0,,1.0,main_w4_handler1,3025031,15333257,False,,267829,tabular,9473540.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,ten,,,second,,"[{'src': 'hda', 'id': 28821455}]",32.0,,36530844.0,1489876665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-03-18 22:38:43.332145,75552.0,4.0
,,2017-03-18 22:35:58.471040,slurm_normal,1489876657.0,0,,1.0,main_w4_handler0,3025031,15333258,False,,413356,tabular,9473539.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,ten,,,second,,"[{'src': 'hda', 'id': 28821456}]",32.0,,36530844.0,1489876653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2017-03-18 22:38:40.811864,75552.0,4.0
,,2016-10-11 20:26:07.652639,slurm_normal,1476217954.0,0,,1.0,main_w4_handler1,2847695,14057726,False,,3460206207,tabular,8275123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""1""","""?""",0,,,six,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fcc2bfff7dfa4ca8'}]",32.0,,33543614.0,1476217571.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-10-11 20:32:38.215762,91834.0,383.0
,,2016-10-12 04:26:57.737465,slurm_normal,1476246498.0,0,,1.0,main_w3_handler1,2851606,14060321,False,,860238154,pileup,8277218.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""20""","""?""",1,,,ten,,,first,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5034ebbf3854f7c18'}]",32.0,,33621136.0,1476246420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-10-12 04:28:20.218403,92064.0,78.0
,,2016-02-03 12:49:06.466262,slurm_normal,1454503777.0,0,,1.0,main_w2_handler1,2580457,11699915,False,,19684407,tabular,5952952.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",1,,,ten,,,second,23157176,,32.0,,27844171.0,1454503767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-03 12:49:44.442533,58799.0,10.0
,,2015-12-24 03:58:44.099229,slurm_normal,1450929573.0,0,,1.0,main_w2_handler1,2545347,11320829,False,,47341279,tabular,5598536.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,22639427,,32.0,,26980180.0,1450929562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2015-12-24 03:59:35.926732,75680.0,11.0
,,2015-12-28 13:04:28.021366,slurm_normal,1451307910.0,0,,1.0,main_w1_handler1,2129288,11341485,False,,169911869,tabular,5617153.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,22675427,,32.0,,27039828.0,1451307893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2015-12-28 13:05:13.100146,21745.0,17.0
,,2015-12-25 18:48:44.240596,slurm_normal,1451069381.0,0,,1.0,main_w2_handler0,2546517,11326055,False,,1064746,tabular,5603501.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,22651447,,32.0,,26987466.0,1451069373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2015-12-25 18:49:43.821628,75680.0,8.0
,,2016-02-03 17:16:53.421561,slurm_normal,1454527550.0,0,,1.0,main_w1_handler2,2587812,11703311,False,,616044,tabular,5960403.roundup,slurm,,132112168.0,corral-repl,,"""decc31aaca9911e5a37b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23170997,,32.0,,27533358.0,1454527465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-03 19:26:01.513892,75886.0,85.0
,,2016-01-06 09:21:52.829230,slurm_normal,1452072133.0,0,,1.0,main_w1_handler1,2556510,11389811,False,,340738,pileup,5660923.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,six,,,,22756126,,32.0,,27230087.0,1452072127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-06 09:22:16.646184,76222.0,6.0
69326.0,len,2016-01-07 15:20:41.033634,slurm_normal,1452180480.0,0,,1.0,main_w1_handler0,2413488,11406325,False,,13679380309,tabular,5672949.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/221/dataset_12221554.dat""","""3""","""?""",0,,,six,,,,22777130,,32.0,,26049007.0,1452180072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-07 15:28:06.802313,67002.0,408.0
,,2016-01-11 22:01:17.566097,slurm_normal,1452549817.0,0,,1.0,main_w1_handler1,2542323,11465331,False,,1877248954,tabular,5730985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,22850318,,32.0,,26876454.0,1452549700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-11 22:03:41.066473,75552.0,117.0
,,2016-01-14 14:11:28.102581,slurm_normal,1452780790.0,0,,1.0,main_w2_handler0,2540476,11502183,False,,1148998302,tabular,5770256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/705/dataset_12705174.dat""","""3""","""Mt4""",1,,,ten,,,first,22881468,,32.0,,27199189.0,1452780704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-14 14:13:14.108524,61115.0,86.0
,,2016-01-14 14:11:28.778410,slurm_normal,1452780794.0,0,,1.0,main_w1_handler0,2540476,11502184,False,,1148998302,tabular,5770257.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/705/dataset_12705174.dat""","""3""","""Mt4""",1,,,ten,,,first,22881951,,32.0,,27199189.0,1452780706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-14 14:13:18.188371,61115.0,88.0
,,2016-01-13 21:37:07.242895,slurm_normal,1452721065.0,0,,1.0,main_w1_handler2,2564923,11496164,False,,14367989,tabular,5762054.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,six,,,,22889220,,32.0,,27417517.0,1452721052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-13 21:37:46.815825,,13.0
,,2016-01-13 21:37:09.980160,slurm_normal,1452721102.0,0,,1.0,main_w1_handler2,2564923,11496168,False,,7714406,tabular,5762060.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,six,,,,22889222,,32.0,,27417517.0,1452721074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-13 21:38:30.122823,,28.0
,,2016-01-13 21:37:08.673447,slurm_normal,1452721052.0,0,,1.0,main_w2_handler1,2564923,11496167,False,,9755778,tabular,5762052.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,six,,,,22889221,,32.0,,27417517.0,1452721045.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-13 21:37:37.439009,,7.0
,,2016-01-13 21:37:10.825536,slurm_normal,1452721129.0,0,,1.0,main_w2_handler1,2564923,11496169,False,,7298067,tabular,5762071.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",0,,,six,,,,22889223,,32.0,,27417517.0,1452721124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-13 21:38:56.980291,,5.0
,,2016-01-15 09:28:19.260198,slurm_normal,1452852241.0,0,,1.0,main_w1_handler2,2540476,11510371,False,,991383055,tabular,5779114.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/705/dataset_12705174.dat""","""3""","""Mt4""",1,,,ten,,,first,22910070,,32.0,,27383822.0,1452852167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-15 10:04:04.360518,61115.0,74.0
,,2016-01-16 22:58:06.128153,slurm_normal,1452985730.0,0,,1.0,main_w1_handler1,1422250,11525438,False,,18464891769,tabular,5793687.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,ten,,,first,22929170,,32.0,,27420533.0,1452985103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-16 23:08:53.237409,26900.0,627.0
,,2016-01-17 01:28:46.929673,slurm_normal,1452995240.0,0,,1.0,main_w1_handler0,1422250,11525740,False,,16639571311,pileup,5793962.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,22929546,,32.0,,27420533.0,1452994494.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-17 01:47:23.957763,26900.0,746.0
,,2016-01-17 01:32:32.751758,slurm_normal,1452995087.0,0,,1.0,main_w1_handler2,1422250,11525742,False,,16639571311,pileup,5793960.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,22929546,,32.0,,27420533.0,1452994375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-17 01:44:51.765457,26900.0,712.0
,,2016-01-22 18:04:28.975088,slurm_normal,1453497576.0,0,,1.0,main_w1_handler0,2550205,11582384,False,,1115878,tabular,5849164.roundup,slurm,,132112168.0,corral-repl,,"""8d1ab392c13211e596b0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23009751,,32.0,,27533358.0,1453497563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-22 21:19:39.448431,75886.0,13.0
,,2016-01-19 15:34:54.729618,slurm_normal,1453228402.0,0,,1.0,main_w1_handler0,2550205,11550790,False,,77557,tabular,5816508.roundup,slurm,,132112168.0,corral-repl,,"""24ca202ebec211e5bee0005056a51846""","""/galaxy-repl/localdata/chrom/16374.len""","""3""","""16374""",0,,,six,,,,22961798,,32.0,,27533358.0,1453228398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-19 18:33:30.834632,75886.0,4.0
,,2016-01-22 18:04:44.861488,slurm_normal,1453499621.0,0,,1.0,main_w1_handler2,2550205,11582401,False,,1076488,tabular,5849359.roundup,slurm,,132112168.0,corral-repl,,"""953ccc9ac13211e596b0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23009775,,32.0,,27533358.0,1453499615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-22 21:53:44.819699,75886.0,6.0
,,2016-01-25 09:38:42.789813,slurm_normal,1453714870.0,0,,1.0,main_w2_handler1,2576806,11594741,False,,1483878835,tabular,5859788.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1""","""hg19""",1,,,ten,,,second,23029164,,32.0,,26968954.0,1453714733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-25 09:41:11.565801,,137.0
,,2016-01-27 17:48:10.820129,slurm_normal,1453925750.0,0,,1.0,main_w1_handler1,2580090,11616261,False,,755322,tabular,5881785.roundup,slurm,,132112168.0,corral-repl,,"""0bc41d98c51e11e5b765005056a52a46""","""/galaxy-repl/localdata/chrom/salmTyph.len""","""3""","""salmTyph""",0,,,six,,,,23059709,,32.0,,27533358.0,1453925746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-27 20:15:56.511693,75886.0,4.0
,,2016-01-27 17:48:46.604335,slurm_normal,1453928638.0,0,,1.0,main_w2_handler0,2580091,11616284,False,,765201,tabular,5882052.roundup,slurm,,132112168.0,corral-repl,,"""23445e42c51e11e5b765005056a52a46""","""/galaxy-repl/localdata/chrom/salmTyph.len""","""3""","""salmTyph""",0,,,six,,,,23059744,,32.0,,27533358.0,1453928627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-01-27 21:04:03.444561,75886.0,11.0
,,2016-02-16 13:36:22.127628,slurm_normal,1455630630.0,0,,1.0,main_w2_handler0,2601077,11844028,False,,6994986,tabular,6091421.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1""","""hg38""",0,,,six,,,,23370555,,32.0,,28257359.0,1455630598.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-16 13:50:36.608850,72632.0,32.0
,,2016-02-16 16:03:18.364785,slurm_normal,1455638718.0,0,,1.0,main_w1_handler2,2601077,11845593,False,,29985941,tabular,6092499.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",0,,,six,,,,23373740,,32.0,,28257359.0,1455638708.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-16 16:05:22.216564,72632.0,10.0
,,2016-02-16 16:03:17.056214,slurm_normal,1455638840.0,0,,1.0,main_w1_handler2,2601077,11845592,False,,12138779,tabular,6092501.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",0,,,six,,,,23373736,,32.0,,28257359.0,1455638732.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-16 16:07:23.452896,72632.0,108.0
,,2016-02-16 16:03:20.628056,slurm_normal,1455638762.0,0,,1.0,main_w1_handler0,2601077,11845594,False,,58880503,tabular,6092487.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",0,,,six,,,,23373742,,32.0,,28257359.0,1455638651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-16 16:06:12.186009,72632.0,111.0
,,2016-02-16 16:03:21.653827,slurm_normal,1455638829.0,0,,1.0,main_w2_handler1,2601077,11845595,False,,47940917,tabular,6092526.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",0,,,six,,,,23373755,,32.0,,28257359.0,1455638819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-16 16:07:13.732897,72632.0,10.0
,,2016-02-17 17:03:18.794177,slurm_normal,1455734240.0,0,,1.0,main_w1_handler1,2602514,11858984,False,,28076025402,tabular,6100575.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3""","""mm10""",0,,,six,,,,23392972,,32.0,,28425910.0,1455731471.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-17 18:37:24.378743,46530.0,2769.0
,,2016-02-17 22:54:32.546082,slurm_normal,1455751046.0,0,,1.0,main_w1_handler2,2459142,11861830,False,,80533912,tabular,6102987.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1""","""mm10""",0,,,six,,,,23397344,,32.0,,28461153.0,1455750626.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-17 23:17:29.606538,4421.0,420.0
,,2016-02-17 22:54:50.755092,slurm_normal,1455751565.0,0,,1.0,main_w1_handler2,2459142,11861831,False,,40668537,tabular,6103040.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3""","""mm10""",0,,,six,,,,23397363,,32.0,,28461153.0,1455751506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-17 23:26:11.261796,4421.0,59.0
,,2016-02-17 22:55:07.155311,slurm_normal,1455751605.0,0,,1.0,main_w1_handler2,2459142,11861835,False,,96716838,tabular,6103043.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3""","""mm10""",0,,,six,,,,23397455,,32.0,,28461153.0,1455751511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-17 23:26:47.851129,4421.0,94.0
,,2016-02-17 22:55:00.120847,slurm_normal,1455751809.0,0,,1.0,main_w2_handler0,2459142,11861833,False,,401358940,tabular,6103057.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""3""","""mm10""",0,,,six,,,,23397368,,32.0,,28461153.0,1455751612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-17 23:30:14.466484,4421.0,197.0
,,2016-02-17 21:21:29.437790,slurm_normal,1455754360.0,0,,1.0,main_w2_handler1,2603400,11861139,False,,2754891,tabular,6103259.roundup,slurm,,132112168.0,corral-repl,,"""5b39fb1ed5bc11e5b39f005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23396499,,32.0,,27577288.0,1455754351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-18 00:12:46.423971,75680.0,9.0
,,2016-02-18 12:41:01.242677,slurm_normal,1455806851.0,0,,1.0,main_w1_handler1,2604124,11867083,False,,2754891,tabular,6109285.roundup,slurm,,132112168.0,corral-repl,,"""d53a76e8d63c11e59b3a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23404282,,32.0,,27577288.0,1455806846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-18 14:47:35.564647,75680.0,5.0
,,2016-02-24 11:53:45.630815,slurm_normal,1456314918.0,0,,1.0,main_w1_handler2,2593537,11927150,False,,910584980,tabular,6156774.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",1,,,ten,,,first,23484450,,32.0,,26689588.0,1456314871.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-24 11:55:23.026335,60032.0,47.0
,,2016-02-24 15:36:37.813474,slurm_normal,1456328329.0,0,,1.0,main_w1_handler0,2593537,11929976,False,,806320349,interval,6158661.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""5""","""?""",2,4,5,manual,2,1,,23498148,,32.0,,26689588.0,1456328242.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-24 15:39:00.483613,60032.0,87.0
,,2016-02-25 11:54:27.092560,slurm_normal,1456401298.0,0,,1.0,main_w1_handler0,2458900,11938449,False,,42608899,tabular,6168978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23475227,,32.0,,27326984.0,1456401294.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-25 11:55:03.030925,70405.0,4.0
,,2016-02-25 11:57:22.415584,slurm_normal,1456401896.0,0,,1.0,main_w1_handler2,2612143,11938480,False,,2962815568,tabular,6169034.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""3""","""hg38""",0,,,six,,,,23511243,,32.0,,28606493.0,1456401575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-25 12:05:01.439100,31848.0,321.0
,,2016-02-26 16:29:50.312752,slurm_normal,1456504339.0,0,,1.0,main_w1_handler1,2459142,11952142,False,,401358940,tabular,6185498.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1""","""mm10""",0,,,six,,,,23397368,,32.0,,28478149.0,1456504262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-26 16:32:24.082643,4421.0,77.0
,,2016-02-26 16:29:35.282854,slurm_normal,1456504280.0,0,,1.0,main_w2_handler1,2459142,11952141,False,,40668537,tabular,6185499.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1""","""mm10""",0,,,six,,,,23397363,,32.0,,28478149.0,1456504267.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-26 16:31:26.757276,4421.0,13.0
,,2016-02-26 16:30:05.009180,slurm_normal,1456504344.0,0,,1.0,main_w2_handler1,2459142,11952143,False,,96716838,tabular,6185505.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1""","""mm10""",0,,,six,,,,23397455,,32.0,,28478149.0,1456504314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-26 16:32:27.495148,4421.0,30.0
50.0,len,2016-02-26 19:55:52.934202,slurm_normal,1456516777.0,0,,1.0,main_w1_handler0,2611696,11954058,False,,4924171,pileup,6187330.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/014/522/dataset_14522202.dat""","""3""","""?""",0,,,six,,,,23532688,,32.0,,28622576.0,1456516582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-26 19:59:43.033859,79276.0,195.0
,,2016-02-29 22:08:30.623613,slurm_normal,1456783851.0,0,,1.0,main_w1_handler0,2616532,11975981,False,,533139,sam,6204548.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",0,,,six,,,,23564603,,32.0,,28709410.0,1456783843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-02-29 22:10:57.782829,67313.0,8.0
,,2016-06-21 13:35:00.128289,slurm_normal,1466516116.0,0,,1.0,main_w2_handler1,2694219,13224918,False,,55790,tabular,7409778.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""3""","""?""",1,,,ten,,,second,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3b2eb4dc08d80be'}]",32.0,,30051095.0,1466516111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/pileup_interval/pileup_interval/1.0.2,1.0.2,,2016-06-21 13:35:18.717037,75552.0,5.0
