bamInput,bamInput_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamInput.values,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.fragmentLength,parameters.image_format,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1693273984,bam,,,2017-03-23 03:00:42.629355,slurm_multi,1490418187.0,0,6.0,main_w3_handler2,2676334,15372151,False,,,,9522923,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 24419756}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,2150570000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,35538995,1490368365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-25 05:03:09.005155,47842,49822.0
1228632520,bam,,,2017-03-24 17:19:01.205136,slurm_multi,1490507312.0,0,6.0,main_w4_handler2,3043569,15389483,False,Job output deleted by user before job completed.,,,9528676,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28903689}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,36844517,1490412328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-26 05:48:34.263013,102529,94984.0
223555536,bam,,,2017-03-25 04:11:39.154146,slurm_multi,1490603232.0,0,6.0,main_w3_handler2,3043569,15392976,False,,,,9533192,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28903691}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,36864538,1490507566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-27 08:27:14.868629,102529,95666.0
226283889,bam,,,2017-03-27 19:56:47.065235,slurm_multi,1490773223.0,0,6.0,main_w3_handler2,3043569,15409338,False,Job output deleted by user before job completed.,,,9542754,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28903754}]","""/galaxy-repl/localdata/chrom/?.len""","""?""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/hg19/seq/hg19.2bit,cached,32.0,,36915633,1490673358.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-29 07:40:24.958132,102529,99865.0
2063048058,bam,,,2017-02-20 13:52:22.740575,slurm_multi,1487689419.0,0,6.0,main_w3_handler2,2840246,15086460,False,,,,9241627,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28429165}]","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",2,,2451960000,"""300""","""png""","""""",0,,Homo_sapiens_nuHg19_mtrCRS,cached,32.0,,36171925,1487598900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-02-21 15:03:41.639133,35609,90519.0
1649298830,bam,,,2017-02-23 23:36:40.265534,slurm_multi,1487893114.0,0,6.0,main_w3_handler2,2776915,15124803,False,,,,9278793,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28419332}]","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",0,1450000000,specific,"""300""","""png""","""""",0,,Araly1,cached,32.0,,35748526,1487893097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-02-23 23:38:36.261121,65128,17.0
2898997403,bam,,,2017-02-23 23:36:42.348712,slurm_multi,1487893420.0,0,6.0,main_w3_handler2,2776915,15124806,False,,,,9278818,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28419365}]","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",0,1450000000,specific,"""300""","""png""","""""",0,,Araly1,cached,32.0,,35748526,1487893405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-02-23 23:43:41.662453,65128,15.0
1704085488,bam,,,2017-02-23 23:36:41.051646,slurm_multi,1487893213.0,0,6.0,main_w4_handler2,2776915,15124804,False,,,,9278805,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28419352}]","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",0,1450000000,specific,"""300""","""png""","""""",0,,Araly1,cached,32.0,,35748526,1487893201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-02-23 23:40:15.607374,65128,12.0
2397097360,bam,,,2017-02-23 23:36:41.713160,slurm_multi,1487893316.0,0,6.0,main_w3_handler2,2776915,15124805,False,,,,9278812,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28419360}]","""/galaxy-repl/localdata/chrom/danRer7.len""","""danRer7""",0,1450000000,specific,"""300""","""png""","""""",0,,Araly1,cached,32.0,,35748526,1487893300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-02-23 23:41:58.939526,65128,16.0
868154960,bam,,,2017-03-06 17:52:34.718943,slurm_multi,1488823105.0,0,6.0,main_w3_handler2,3020191,15222153,False,,,,9370862,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28635908}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,36456152,1488823089.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-06 17:58:26.370406,90519,16.0
696006983,bam,,,2017-03-06 17:52:35.833624,slurm_multi,1488823758.0,0,6.0,main_w4_handler2,3020191,15222154,False,,,,9370948,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28635909}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,36456152,1488823739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-06 18:09:19.584222,90519,19.0
618858770,bam,,,2017-03-06 17:52:33.790640,slurm_multi,1488822987.0,0,6.0,main_w4_handler2,3020191,15222152,False,,,,9370842,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28635907}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",2,,2451960000,"""300""","""png""","""""",0,,Araly1,cached,32.0,,36456152,1488822971.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-06 17:56:29.288598,90519,16.0
618858770,bam,,,2017-03-06 17:57:24.797791,slurm_multi,1488879124.0,0,6.0,main_w4_handler2,3020191,15222248,False,,,,9370959,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28635907}]","""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",2,,2451960000,"""300""","""png""","""""",0,,/galaxy/data/mm9/seq/mm9.2bit,cached,32.0,,36456152,1488823899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-07 09:32:06.234393,90519,55225.0
395825260,bam,320.0,len,2017-03-17 14:01:42.918918,slurm_multi,1489766279.0,0,6.0,main_w4_handler2,2910771,15324626,False,,3595453.0,twobit,9465807,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27514930}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489762023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-17 15:58:03.776029,95902,4256.0
556401466,bam,320.0,len,2017-03-17 14:01:41.722722,slurm_multi,1489774336.0,0,6.0,main_w3_handler2,2910771,15324625,False,,3595453.0,twobit,9466556,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27495617}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489766448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-17 18:12:17.585198,95902,7888.0
308655855,bam,320.0,len,2017-03-17 14:01:43.932890,slurm_multi,1489779995.0,0,6.0,main_w4_handler2,2910771,15324627,False,,3595453.0,twobit,9467830,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27526859}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489775731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-17 19:46:38.013661,95902,4264.0
399799066,bam,320.0,len,2017-03-18 06:57:40.821630,slurm_multi,1489827501.0,0,6.0,main_w3_handler2,2910771,15329668,False,,3595453.0,twobit,9470354,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27511347}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489823495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 08:58:24.823016,95902,4006.0
136460384,bam,320.0,len,2017-03-18 06:55:19.720823,slurm_multi,1489823352.0,0,6.0,main_w3_handler2,2910771,15329659,False,,3595453.0,twobit,9470301,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28810658}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489820737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 07:49:14.416253,95902,2615.0
114738898,bam,320.0,len,2017-03-18 07:00:22.085845,slurm_multi,1489838052.0,0,6.0,main_w4_handler2,2910771,15329672,False,,3595453.0,twobit,9470773,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28811992}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489835044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 11:54:13.936456,95902,3008.0
146155107,bam,320.0,len,2017-03-18 06:59:30.244565,slurm_multi,1489830687.0,0,6.0,main_w4_handler2,2910771,15329671,False,,3595453.0,twobit,9470467,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 28808586}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489827920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 09:51:28.330018,95902,2767.0
399799066,bam,320.0,len,2017-03-18 09:35:24.909496,slurm_multi,1489834844.0,0,6.0,main_w4_handler2,2910771,15329930,False,,3595453.0,twobit,9470576,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27511347}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489830820.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 11:00:47.690213,95902,4024.0
447539431,bam,320.0,len,2017-03-18 09:36:20.638220,slurm_multi,1489843370.0,0,6.0,main_w4_handler2,2910771,15329933,False,,3595453.0,twobit,9470999,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27527207}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489838275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 13:22:51.533741,95902,5095.0
348746636,bam,320.0,len,2017-03-18 09:37:06.486224,slurm_multi,1489847893.0,0,6.0,main_w4_handler2,2910771,15329936,False,,3595453.0,twobit,9471320,slurm,,132111800.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27535696}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489843673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 14:38:14.850453,95902,4220.0
635149546,bam,320.0,len,2017-03-18 06:58:29.442812,slurm_multi,1489853097.0,0,6.0,main_w3_handler2,2910771,15329669,False,,3595453.0,twobit,9471559,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27511256}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489848228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 16:04:58.017949,95902,4869.0
334599143,bam,320.0,len,2017-03-18 09:38:45.727416,slurm_multi,1489859009.0,0,6.0,main_w4_handler2,2910771,15329939,False,,3595453.0,twobit,9472143,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27535684}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489855087.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 17:43:30.534169,95902,3922.0
383144274,bam,320.0,len,2017-03-18 09:37:54.531216,slurm_multi,1489863115.0,0,6.0,main_w3_handler2,2910771,15329937,False,,3595453.0,twobit,9472413,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27511332}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489859153.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 18:51:58.972615,95902,3962.0
599998203,bam,320.0,len,2017-03-18 09:40:16.769290,slurm_multi,1489868437.0,0,6.0,main_w3_handler2,2910771,15329944,False,,3595453.0,twobit,9472604,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27527228}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489863615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 20:20:38.213401,95902,4822.0
438223263,bam,320.0,len,2017-03-18 09:39:37.588607,slurm_multi,1489873216.0,0,6.0,main_w4_handler2,2910771,15329942,False,,3595453.0,twobit,9472965,slurm,,132112168.0,corral-repl,,0,no,,0.0,no,"[{'src': 'hda', 'id': 27454219}]","""/galaxy-repl/main/files/019/006/dataset_19006042.dat""","""?""",0,14280191,specific,"""50""","""png""","""""",1,"[{'src': 'hda', 'id': 28806287}]",,history,32.0,,36667515,1489869182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_gc_bias/deeptools_compute_gc_bias/2.3.6.0,2.3.6.0,,2017-03-18 21:40:19.142354,95902,4034.0
