chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_sam,input_sam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clipping_action,parameters.clipping_attribute,parameters.dbkey,parameters.include_non_pf_reads,parameters.include_non_primary_alignments,parameters.input_sam,parameters.input_sam.values,parameters.input_sam|__identifier__,parameters.interleave,parameters.output_per_read_group_selector,parameters.output_per_rg,parameters.re_reverse,parameters.read1_max_bases_to_write,parameters.read1_trim,parameters.read2_max_bases_to_write,parameters.read2_trim,parameters.single_paired_end_type.__current_case__,parameters.single_paired_end_type.read2_max_bases_to_write,parameters.single_paired_end_type.read2_trim,parameters.single_paired_end_type.single_paired_end_type_selector,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-03-14 16:55:00.577078,slurm_normal,1489517146.0,0,,1.0,main_w4_handler0,3030059,15293675,False,,41369953118,sam,9436845.roundup,slurm,,132112168.0,corral-repl,,"""f247597c08d611e7a4f8005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""true""","""true""",,"[{'src': 'hda', 'id': 28754861}]",,,"""per_sam_file""",,"""true""","""""","""""",,,1,,,paired,32.0,,,1489511594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-03-14 19:04:48.063383,19796.0,5552.0
,,2014-11-17 17:44:05.442720,slurm_normal_single_16gb,1416248160.0,0,,1.0,main_w1_handler1,2121085,8185846,False,,5958554979,sam,2034734.roundup,slurm,,132112068.0,corral-repl,,"""5246c8646e8111e4a309005056a51846""","""/galaxy-repl/localdata/chrom/mm10.len""","""""","""""","""mm10""","""True""","""True""",17576466,,,,"""per_sam_file""",,"""True""","""""","""""",,,1,,,paired,32.0,,18452035.0,1416247064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2014-11-17 18:16:04.196636,19796.0,1096.0
,,2015-03-18 15:25:40.395279,slurm_normal_single_16gb,1426692470.0,0,,1.0,main_w1_handler0,2241102,8978784,False,Job output deleted by user before job completed.,717934268,bam,3223197.roundup,slurm,,132112168.0,corral-repl,,"""05c3e65acd8311e4915e005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""False""","""False""",18900736,,,,"""per_sam_file""",,"""True""","""""","""""",,,0,,,single,32.0,,21879237.0,1426692411.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-03-18 15:27:53.106832,58724.0,59.0
,,2015-06-20 02:53:27.959582,slurm_normal_16gb,1434775720.0,0,,1.0,main_w1_handler1,2348825,9697485,False,,446239164,bam,4006649.roundup,slurm,,132112168.0,corral-repl,,"""820358dc16f711e5a2cb005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""False""","""False""",20076474,,,,"""per_sam_file""",,"""True""","""""","""""",,,0,,,single,32.0,,22292052.0,1434775430.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2015-06-20 04:48:42.285470,53665.0,290.0
,,2017-08-08 18:08:05.895418,slurm_normal,1502215724.0,0,,1.0,main_w3_handler1,3216222,16531909,False,,227198671,bam,10602219.roundup,slurm,,132112168.0,corral-repl,,"""84c367c27c6411e7b54b005056ba55fb""","""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 30796506}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1502215696.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-08-08 18:08:47.373774,109754.0,28.0
,,2017-08-09 03:30:08.987687,slurm_normal,1502249458.0,0,,1.0,main_w3_handler0,3216222,16535429,False,,510171628,bam,10606157.roundup,slurm,,132112168.0,corral-repl,,"""085b97dc7cb311e79507005056ba2773""","""/galaxy-repl/localdata/chrom/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 30798127}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1502249422.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-08-09 03:31:00.691015,109754.0,36.0
,,2017-09-08 15:52:05.759007,slurm_normal,1504887087.0,0,,1.0,main_w4_handler1,3246181,16773825,False,,439172785,bam,10841674.roundup,slurm,,132112168.0,corral-repl,,"""a86adb6894ad11e7a054005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 31154038}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1504887025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-09-08 16:11:37.367070,109754.0,62.0
,,2017-09-08 15:59:32.048048,slurm_normal,1504886429.0,0,,1.0,main_w3_handler0,3246181,16773951,False,,120937851,bam,10841510.roundup,slurm,,132112168.0,corral-repl,,"""9356239494ae11e7886f005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 31154052}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1504886400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-09-08 16:00:37.298117,109754.0,29.0
,,2017-09-08 15:30:39.874168,slurm_normal,1504884662.0,0,,1.0,main_w3_handler1,3246181,16773391,False,,48841556,bam,10840994.roundup,slurm,,132112168.0,corral-repl,,"""a98e767e94aa11e7ae2a005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 31153999}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1504884651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-09-08 15:31:03.807113,109754.0,11.0
,,2017-09-08 15:38:46.438993,slurm_normal,1504886319.0,0,,1.0,main_w4_handler1,3246181,16773628,False,,192494096,bam,10841478.roundup,slurm,,132112168.0,corral-repl,,"""ca129f8294ab11e7b944005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 31154015}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1504886288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-09-08 15:58:47.971480,109754.0,31.0
,,2017-09-08 14:42:23.214193,slurm_normal,1504881936.0,0,,1.0,main_w4_handler1,3246120,16772658,False,,246959609,bam,10840166.roundup,slurm,,132112168.0,corral-repl,,"""e9dff3c694a311e7b628005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""""","""""","""?""","""false""","""false""",,"[{'src': 'hda', 'id': 31152939}]",,,"""per_sam_file""",,"""true""","""""","""""",,,0,,,single,32.0,,,1504881914.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_SamToFastq/1.56.1,1.56.1,,2017-09-08 14:45:49.662076,111139.0,22.0
