chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs39,inputs39_filetype,inputs3_filetype,inputs4,inputs40,inputs40_filetype,inputs41,inputs41_filetype,inputs42,inputs42_filetype,inputs43,inputs43_filetype,inputs44,inputs44_filetype,inputs45,inputs45_filetype,inputs46,inputs46_filetype,inputs47,inputs47_filetype,inputs48,inputs48_filetype,inputs49,inputs49_filetype,inputs4_filetype,inputs5,inputs50,inputs50_filetype,inputs51,inputs51_filetype,inputs52,inputs52_filetype,inputs53,inputs53_filetype,inputs54,inputs54_filetype,inputs55,inputs55_filetype,inputs56,inputs56_filetype,inputs57,inputs57_filetype,inputs58,inputs58_filetype,inputs59,inputs59_filetype,inputs5_filetype,inputs6,inputs60,inputs60_filetype,inputs61,inputs61_filetype,inputs62,inputs62_filetype,inputs63,inputs63_filetype,inputs64,inputs64_filetype,inputs65,inputs65_filetype,inputs66,inputs66_filetype,inputs67,inputs67_filetype,inputs68,inputs68_filetype,inputs69,inputs69_filetype,inputs6_filetype,inputs7,inputs70,inputs70_filetype,inputs71,inputs71_filetype,inputs72,inputs72_filetype,inputs73,inputs73_filetype,inputs74,inputs74_filetype,inputs75,inputs75_filetype,inputs76,inputs76_filetype,inputs77,inputs77_filetype,inputs78,inputs78_filetype,inputs7_filetype,inputs8,inputs8_filetype,inputs9,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation.__current_case__,parameters.annotation.ignore_nonoverlapping_reference,parameters.annotation.ignore_nonoverlapping_transfrags,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.discard_intron_redundant_transfrags,parameters.discard_single_exon,parameters.inputs.values,parameters.max_dist_exon,parameters.max_dist_group,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,processor_count,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-07-20 21:13:12.827263,slurm_normal,1500591542.0,0,,1.0,main_w3_handler0,3197830,16379277,False,,179213978,179213978,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10444826.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30545435}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30545447}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,775254226.0,gtf,,,,39004338.0,1500591376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-20 22:59:08.027778,108377.0,166.0
,,2017-07-21 18:51:55.968240,slurm_normal,1500663285.0,0,,1.0,main_w4_handler0,3197830,16390642,False,,164917267,164917267,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10454736.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30545435}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30566472}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,775254226.0,gtf,,,,39004338.0,1500663127.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-21 18:54:48.123731,108377.0,158.0
,,2017-12-15 10:32:20.333432,slurm_normal,1513334147.0,0,,1.0,main_w3_handler1,3113100,17816134,False,,209354708,209354708,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11884770,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29620479}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 32331712}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,238695801.0,gtf,,,,42678347.0,1513333950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-12-15 10:35:50.974570,37746.0,197.0
,,2017-07-24 09:32:00.439128,slurm_normal,1500888848.0,0,,1.0,main_w3_handler0,3196918,16403231,False,,84059578,84059578,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10467360.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30550028}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30585723}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,109525328.0,gtf,,,,39458194.0,1500888730.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-24 09:34:11.517076,103604.0,118.0
,,2017-07-24 15:13:42.046641,slurm_normal,1500909425.0,0,,1.0,main_w4_handler0,3199037,16405747,False,,182585392,182585392,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10470503.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30565385}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30592373}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,775254226.0,gtf,,,,39004338.0,1500909230.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-24 15:17:10.581018,108377.0,195.0
,,2017-07-24 14:05:42.210587,slurm_normal,1500929444.0,0,,1.0,main_w3_handler1,3176636,16405137,False,,67350982,67350982,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10472974.roundup,slurm,,132112168.0,corral-repl,,"""2a645c10707911e7ad06005056ba2773""",0,false,false,"[{'src': 'hda', 'id': 30520298}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30591507}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,191107141.0,gtf,,,,,1500929314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-24 20:50:47.250963,107184.0,130.0
,,2017-07-25 01:09:05.509618,slurm_normal,1500964867.0,0,,1.0,main_w3_handler0,3190528,16409307,False,,71382310,71382310,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10475296.roundup,slurm,,132112168.0,corral-repl,,"""d69c3adc70d511e7bd87005056ba55fb""",0,false,false,"[{'src': 'hda', 'id': 30597689}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30597766}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,191107141.0,gtf,,,,,1500964738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-25 06:41:11.696615,107184.0,129.0
,,2017-07-25 01:23:12.224876,slurm_normal,1500987172.0,0,,1.0,main_w4_handler1,3193005,16409351,False,,70829684,70829684,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10477511.roundup,slurm,,132112168.0,corral-repl,,"""cf5f559a70d711e7a5f0005056ba55fb""",0,false,false,"[{'src': 'hda', 'id': 30597839}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30597867}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,191107141.0,gtf,,,,,1500987038.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-25 12:52:56.766033,107184.0,134.0
,,2017-12-15 10:09:15.198574,slurm_normal,1513332748.0,0,,1.0,main_w4_handler1,3189968,17815920,False,,92537290,92537290,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11884580,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30451140}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""""","[{'src': 'hda', 'id': 31920644}]","""100""","""100""",1,0.0,hg19,cached,,Yes,32.0,158314123.0,gtf,,,,42678347.0,1513332568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-12-15 10:12:33.027765,37746.0,180.0
,,2017-12-15 10:21:53.235142,slurm_normal,1513333505.0,0,,1.0,main_w3_handler0,3089000,17816031,False,,170726822,170726822,,,,,,,,,,,,,,,,,,,,,gtf,96807580.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11884695,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29378814}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""""","[{'src': 'hda', 'id': 29433408}, {'src': 'hda', 'id': 31920589}]","""100""","""100""",1,0.0,hg19,cached,,Yes,32.0,158314123.0,gtf,,,,42678347.0,1513333326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-12-15 10:25:07.324966,37746.0,179.0
,,2017-07-25 15:35:18.647204,slurm_normal,1500997305.0,0,,1.0,main_w3_handler0,3193005,16414802,False,,70829684,70829684,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10479707.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30605560}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30597867}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,213909504.0,gtf,,,,38479432.0,1500997061.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-25 15:41:53.953061,107184.0,244.0
,,2017-07-25 15:28:21.332780,slurm_normal,1500997240.0,0,,1.0,main_w3_handler1,3176636,16414640,False,,67350982,67350982,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10479696.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30605284}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30591507}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,213909504.0,gtf,,,,38479432.0,1500997024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-25 15:40:44.280780,107184.0,216.0
,,2017-10-30 20:33:32.275392,slurm_normal,1509395720.0,0,,1.0,main_w4_handler0,3292986,17269045,False,Job output deleted by user before job completed.,3546,3546,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11328781,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 31765528}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""","""""","[{'src': 'hda', 'id': 31970342}]","""100""","""100""",1,1.0,,history,"[{'src': 'hda', 'id': 31971485}]",Yes,32.0,871146350.0,gtf,,871146350.0,fasta,41623685.0,1509395661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-10-30 20:35:30.358301,111817.0,59.0
,,2017-07-26 06:27:51.737195,slurm_normal,1501050595.0,0,,1.0,main_w3_handler0,3189906,16420346,False,,104827454,104827454,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10485943.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30615331}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30615441}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,76028578.0,gtf,,,,39519159.0,1501050480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 06:29:57.063970,102353.0,115.0
,,2017-07-26 07:01:35.222080,slurm_normal,1501053300.0,0,,1.0,main_w4_handler1,3196958,16420471,False,,110615635,110615635,,,,,,,,,,,,,,,,,,,,,gtf,146004550.0,,,,,,,,,,,,,,,,,,,,,gtf,163283124.0,,,,,,,,,,,,,,,,,,,,,gtf,141942479.0,,,,,,,,,,,,,,,,,,,,,gtf,160410664.0,,,,,,,,,,,,,,,,,,,,,gtf,144409563.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10486056.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30533787}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30585013}, {'src': 'hda', 'id': 30585020}, {'src': 'hda', 'id': 30585027}, {'src': 'hda', 'id': 30585034}, {'src': 'hda', 'id': 30585041}, {'src': 'hda', 'id': 30585049}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,238695801.0,gtf,,,,39469527.0,1501052501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 07:15:03.139442,86979.0,799.0
,,2017-07-26 07:26:08.158459,slurm_normal,1501054129.0,0,,1.0,main_w3_handler1,3060047,16420641,False,,101162500,101162500,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10486251.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30615692}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30615790}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,76028578.0,gtf,,,,39520255.0,1501053975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 07:28:52.998713,102419.0,154.0
,,2017-07-26 07:03:52.523800,slurm_normal,1501052831.0,0,,1.0,main_w4_handler1,3196958,16420478,False,,110615635,110615635,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10486062.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30533787}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30585013}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,238695801.0,gtf,,,,39469527.0,1501052644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 07:07:14.183333,86979.0,187.0
,,2017-07-26 08:49:09.519643,slurm_normal,1501058961.0,0,,1.0,main_w3_handler1,3203047,16421242,False,,4040,4040,,,,,,,,,,,,,,,,,,,,,gtf,1265.0,,,,,,,,,,,,,,,,,,,,,gtf,2357.0,,,,,,,,,,,,,,,,,,,,,gtf,3482.0,,,,,,,,,,,,,,,,,,,,,gtf,4301.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10486965.roundup,slurm,,132112168.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","""""","[{'src': 'hda', 'id': 30616764}, {'src': 'hda', 'id': 30616765}, {'src': 'hda', 'id': 30616766}, {'src': 'hda', 'id': 30616767}, {'src': 'hda', 'id': 30616768}]","""100""","""100""",1,1.0,,history,"[{'src': 'hda', 'id': 30616355}]",Yes,32.0,,,,24905.0,fasta,39470955.0,1501058956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 08:49:22.801892,109308.0,5.0
,,2017-07-26 07:52:25.767940,slurm_normal,1501055683.0,0,,1.0,main_w3_handler1,3196918,16420817,False,,58912508,58912508,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10486436.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30615900}]",Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""false""","""""","[{'src': 'hda', 'id': 30616109}]","""100""","""100""",1,0.0,mm10,cached,,Yes,32.0,76028578.0,gtf,,,,39520451.0,1501055553.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 07:54:44.630275,103604.0,130.0
,,2017-07-26 14:11:21.301089,slurm_normal,1501078625.0,0,,1.0,main_w4_handler1,3190528,16423916,False,,71382310,71382310,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10489930.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30621520}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30597766}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,213909504.0,gtf,,,,38479432.0,1501078289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 14:17:09.656593,107184.0,336.0
,,2017-07-26 13:58:02.666543,slurm_normal,1501077687.0,0,,1.0,main_w3_handler1,3182702,16423764,False,,78811829,78811829,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10489795.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30621016}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30603801}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,213909504.0,gtf,,,,38479432.0,1501077490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 14:01:31.364909,107184.0,197.0
,,2017-07-26 14:00:22.297044,slurm_normal,1501077886.0,0,,1.0,main_w4_handler1,3177929,16423799,False,,76276518,76276518,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,10489828.roundup,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 30621215}]",Yes,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 30603681}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,213909504.0,gtf,,,,38479432.0,1501077633.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-07-26 14:04:51.294242,107184.0,253.0
,,2017-12-15 09:36:25.149746,slurm_normal,1513330830.0,0,,1.0,main_w3_handler0,3126583,17815640,False,,170785435,170785435,,,,,,,,,,,,,,,,,,,,,gtf,170772135.0,,,,,,,,,,,,,,,,,,,,,gtf,170741661.0,,,,,,,,,,,,,,,,,,,,,gtf,170676271.0,,,,,,,,,,,,,,,,,,,,,gtf,170759963.0,,,,,,,,,,,,,,,,,,,,,gtf,170791433.0,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11884251,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29766470}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""false""","""""","[{'src': 'hda', 'id': 29766489}, {'src': 'hda', 'id': 29766500}, {'src': 'hda', 'id': 29766505}, {'src': 'hda', 'id': 29766510}, {'src': 'hda', 'id': 29766520}, {'src': 'hda', 'id': 29766525}]","""100""","""100""",1,0.0,hg19,cached,,Yes,32.0,158314123.0,gtf,,,,42677718.0,1513330593.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-12-15 09:40:34.503495,50962.0,237.0
,,2017-12-15 10:40:57.825980,slurm_normal,1513334628.0,0,,1.0,main_w4_handler0,3113100,17816195,False,,238695801,238695801,,,,,,,,,,,,,,,,,,,,,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gtf,11884823,slurm,,132112168.0,corral-repl,,,0,false,false,"[{'src': 'hda', 'id': 29620479}]",Yes,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""false""","""""","[{'src': 'hda', 'id': 29620479}]","""100""","""100""",1,0.0,hg38,cached,,Yes,32.0,238695801.0,gtf,,,,42678347.0,1513334473.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.9.8,0.9.8,,2017-12-15 10:43:52.717223,37746.0,155.0
