chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,intervals,intervals_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotations,parameters.chr,parameters.chromInfo,parameters.dbkey,parameters.filter.__current_case__,parameters.filter.effects,parameters.filter.specificEffects,parameters.filterHomHet,parameters.filterIn,parameters.filterOut,parameters.generate_stats,parameters.input,parameters.input.values,parameters.inputFormat,parameters.input|__identifier__,parameters.intervals,parameters.noLog,parameters.offset,parameters.outputConditional.__current_case__,parameters.outputConditional.gatk_v1,parameters.outputConditional.outputFormat,parameters.snpDb.__current_case__,parameters.snpDb.extra_annotations,parameters.snpDb.genomeSrc,parameters.snpDb.genomeVersion,parameters.snpDb.genome_version,parameters.snpDb.regulation,parameters.spliceSiteSize,parameters.transcripts.values,parameters.transcripts|__identifier__,parameters.udLength,processor_count,runner_name,session_id,snpeff_db,snpeff_db_filetype,start_epoch,state,swaptotal,tool_id,tool_version,traceback,transcripts,transcripts_filetype,update_time,user_id,runtime
,,2016-06-16 21:02:03.057588,slurm_normal,1466110992.0,0,,1.0,main_w1_handler0,2620181,13187604,False,,44719333,vcf,,,7372457.roundup,slurm,,132112168.0,corral-repl,,,"[""-geneId"", ""-lof"", ""-oicr"", ""-classic"", ""-hgvs"", ""-sequenceOntology""]","""""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0.0,,no,,,"[""-no-downstream"", ""-no-intergenic"", ""-no-upstream""]","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59bccbedba7d14f42'}]","""vcf""",,,"""true""","""default""",0,,vcf,2.0,,named,,athalianaTair10,,"""2""",,,"""0""",32.0,,30915243.0,,,1466110938.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2016-06-16 21:03:14.385966,78276.0,54.0
,,2016-04-26 09:00:16.709202,slurm_normal,1461661231.0,0,,1.0,main_w1_handler2,2626697,12620320,False,,794308,vcf,,,6823636.roundup,slurm,,132112168.0,corral-repl,,,[],"""""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0.0,,no,,,[],"""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52b7ee921e74f374c'}]","""vcf""",,,"""true""","""default""",0,,vcf,2.0,,named,,m_tuberculosis,,"""2""",,,"""5000""",32.0,,29192865.0,,,1461661224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2016-04-26 09:00:33.560569,80072.0,7.0
,,2016-06-16 21:05:34.453491,slurm_normal,1466111167.0,0,,1.0,main_w1_handler0,2620181,13187620,False,,31589055,vcf,,,7372473.roundup,slurm,,132112168.0,corral-repl,,,"[""-geneId"", ""-lof"", ""-oicr"", ""-onlyReg"", ""-classic"", ""-hgvs"", ""-sequenceOntology""]","""""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0.0,,no,,,"[""-no-downstream"", ""-no-intergenic"", ""-no-upstream""]","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e2fa3a1efb8349d'}]","""vcf""",,,"""true""","""default""",0,,vcf,2.0,,named,,athalianaTair10,,"""2""",,,"""0""",32.0,,30915243.0,,,1466111150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2016-06-16 21:06:12.109016,78276.0,17.0
,,2016-06-16 21:08:50.470659,slurm_normal,1466111392.0,0,,1.0,main_w2_handler0,2620181,13187642,False,,31589055,vcf,,,7372497.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0.0,,no,,,"[""-no-downstream"", ""-no-intergenic"", ""-no-upstream""]","""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e2fa3a1efb8349d'}]","""vcf""",,,"""true""","""default""",0,,vcf,2.0,,named,,athalianaTair10,,"""2""",,,"""0""",32.0,,30915243.0,,,1466111345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2016-06-16 21:09:57.945683,78276.0,47.0
,,2017-02-24 16:32:15.900996,slurm_normal,1487954078.0,0,,1.0,main_w4_handler0,2995492,15132280,False,,478827,vcf,,,9285856.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,no,,,,"""true""",,"[{'src': 'hda', 'id': 28499208}]","""vcf""",,,"""true""","""default""",0,,vcf,,,,,,,"""2""",,,"""5000""",32.0,,36266584.0,,,1487953940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2017-02-24 16:34:41.465063,100158.0,138.0
,,2017-04-07 19:03:30.354044,slurm_normal,1491593367.0,0,,1.0,main_w3_handler1,3062015,15525573,False,,349083878,vcf,,,9652118.roundup,slurm,,132112168.0,corral-repl,,,"[""-cancer"", ""-canon"", ""-geneId"", ""-lof"", ""-oicr"", ""-onlyReg"", ""-classic"", ""-hgvs"", ""-sequenceOntology""]","""""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",0.0,,no,,,"[""-no-downstream"", ""-no-intergenic"", ""-no-intron"", ""-no-upstream"", ""-no-utr""]","""true""",,"[{'src': 'hda', 'id': 29125449}]","""vcf""",,,"""true""","""default""",0,,vcf,0.0,"['-motif', '-nextprot']",cached,GRCh37.75,,"['CD4', 'GM06990', 'GM12878', 'H1ESC', 'HeLa-S3', 'HepG2', 'HMEC', 'HSMM', 'HUVEC', 'IMR90', 'K562b', 'K562', 'NH-A', 'NHEK']","""2""",,,"""5000""",32.0,,37166715.0,,,1491591868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2017-04-07 19:30:19.306222,66345.0,1499.0
,,2016-04-26 13:52:00.051925,slurm_normal,1461678929.0,0,,1.0,main_w1_handler1,1104862,12623378,False,,973629,vcf,,,6826769.roundup,slurm,,132112168.0,corral-repl,,,"[""-lof""]","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,no,,,[],"""true""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e87c88facf1a952'}]","""vcf""",,,"""true""","""default""",0,,vcf,0.0,"['-motif', '-nextprot']",cached,GRCh37.74,,"['CD4', 'GM06990', 'GM12878', 'H1ESC', 'HeLa-S3', 'HepG2', 'HMEC', 'HSMM', 'HUVEC', 'IMR90', 'K562b', 'K562', 'NH-A', 'NHEK']","""2""",,,"""5000""",32.0,,29662048.0,,,1461678731.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2016-04-26 13:55:33.888712,25699.0,198.0
,,2017-02-21 22:57:23.568478,slurm_normal,1487718153.0,0,,1.0,main_w3_handler0,2996956,15100487,False,,889877,interval,,,9255728.roundup,slurm,,132112168.0,corral-repl,,,"[""-canon"", ""-lof""]","""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,no,,,,"""true""",,"[{'src': 'hda', 'id': 28452529}]","""vcf""",,,"""true""","""default""",0,,vcf,,,,,,,"""2""",,,"""200""",32.0,,35300133.0,,,1487717912.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2017-02-21 23:02:37.713293,93750.0,241.0
,,2017-04-10 07:23:58.856253,slurm_normal,1491809130.0,0,,1.0,main_w3_handler0,3067007,15538481,False,,26569,vcf,,,9663938.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0.0,,no,,,,"""true""",,"[{'src': 'hda', 'id': 29146375}]","""vcf""",,,"""true""","""default""",0,,vcf,,,,,,,"""2""",,,"""5000""",32.0,,37243172.0,,,1491809044.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2017-04-10 07:25:34.260642,103544.0,86.0
,,2016-01-29 00:59:01.534433,slurm_normal,1454029192.0,0,,1.0,main_w1_handler0,2581773,11627314,False,,1193685,vcf,,,5891344.roundup,slurm,,132112168.0,corral-repl,,,,"""""","""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,,,"""no_filter""","""no_filter""",,"""True""",23074852,,"""vcf""",,,"""True""","""default""",0,,vcf,2.0,,named,,athalianaTair10,,"""3""",,,"""500""",32.0,,27887552.0,,,1454029158.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/snpeff/snpEff/4.0.0,4.0.0,,,,2016-01-29 00:59:55.856762,,34.0
