create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input1_dbkey,parameters.input1_species,parameters.input1|__identifier__,parameters.max_size,parameters.min_size,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-19 14:54:24.220667,slurm_normal,1461077773.0,0.0,,1.0,main_w1_handler2,1988605,12524737,False,,198337605,maf,6710856.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc788bfad45e66b5'}]",,,,"""0""","""500""",32.0,,29682008,1461077712.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-04-19 14:56:17.651000,51468.0,61.0
2016-04-20 15:49:00.775644,slurm_normal,1461167537.0,0.0,,1.0,main_w1_handler1,1988605,12538375,False,,209052724,maf,6724653.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5936b3730a9a71028'}]",,,,"""0""","""500""",32.0,,29683207,1461167472.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-04-20 15:52:21.252574,51468.0,65.0
2016-04-24 15:49:30.667573,slurm_normal,1461512987.0,0.0,,1.0,main_w1_handler1,2678062,12588239,False,,142682839,maf,6791024.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb980a33ddf77e7f'}]",,,,"""0""","""1000""",32.0,,29716596,1461512978.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-04-24 15:49:49.183322,,9.0
2017-01-10 22:16:07.421797,slurm_normal,1484086657.0,0.0,,1.0,main_w3_handler0,2950917,14734608,False,,109592868,maf,8899147.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 27882966}]",,,,"""0""","""1000""",32.0,,35276629,1484086634.0,ok,1023996.0,maf_limit_size1,1.0.1,,2017-01-10 22:17:43.838940,,23.0
2016-10-20 14:39:45.031012,slurm_normal,1476974709.0,0.0,,1.0,main_w4_handler0,2862383,14131327,False,,294103630,maf,8345555.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c0920479a494d52'}]",,,,"""0""","""500""",32.0,,33824148,1476974389.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-10-20 14:45:18.239313,,320.0
2016-08-11 18:10:08.115385,slurm_normal,1470939121.0,0.0,,1.0,main_w2_handler1,2746280,13645928,False,,150483349,maf,7860350.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b530cb518dd44b96e5'}]",,,,"""0""","""500""",32.0,,31010930,1470939101.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-08-11 18:12:04.828643,,20.0
2016-08-17 16:19:21.870957,slurm_normal,1471450793.0,0.0,,1.0,main_w4_handler1,2746280,13677659,False,,278841470,maf,7895355.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d66a8655f3517bc4'}]",,,,"""0""","""500""",32.0,,31010930,1471450772.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-08-17 16:19:54.372348,,21.0
2016-08-22 19:35:32.881331,slurm_normal,1471894654.0,0.0,,1.0,main_w4_handler0,2795178,13700256,False,,210878148,maf,7916185.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d80dc567ce4f1b4'}]",,,,"""0""","""500""",32.0,,32341760,1471894561.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-08-22 19:37:35.880376,,93.0
2016-08-26 23:20:23.499659,slurm_normal,1472253644.0,0.0,,1.0,main_w3_handler0,2746280,13729486,False,,5989263,maf,7947543.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b05b2ed5ccd5e812'}]",,,,"""0""","""500""",32.0,,31010930,1472253638.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-08-26 23:20:46.500549,,6.0
2016-09-01 17:08:19.190415,slurm_normal,1472749789.0,0.0,,1.0,main_w3_handler0,2746280,13764105,False,,205196061,maf,7985403.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5061a30dbdf02b4aa'}]",,,,"""0""","""500""",32.0,,31010930,1472749710.0,ok,1023996.0,maf_limit_size1,1.0.1,,2016-09-01 17:09:53.015998,,79.0
