create_time,design,design_filetype,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.design.values,parameters.otu.values,parameters.seed,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-12-21 01:44:59.398957,230,mothur.design,reserved_normal,1513820742.0,0,1.0,main_w3_handler0,3280912,17866061,False,,11938107.roundup,slurm,,132112168.0,corral-repl,15949,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31618538}]","[{'src': 'hda', 'id': 33025302}]","""""",32.0,,42691248,1513820736.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_rf/mothur_classify_rf/1.36.1.0,1.36.1.0,,2017-12-21 01:45:55.118669,5254,6.0
2018-01-18 06:31:19.428822,230,mothur.design,slurm_normal,1516257088.0,0,1.0,main_w4_handler1,3395242,18068752,False,,12147277,slurm,,132112168.0,corral-repl,15542,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33350072}]","[{'src': 'hda', 'id': 33364206}]","""""",32.0,,43244112,1516257083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_classify_rf/mothur_classify_rf/1.36.1.0,1.36.1.0,,2018-01-18 06:31:30.834551,120071,5.0
