create_time,destination_id,end_epoch,exit_code,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,list,list_filetype,memtotal,object_store_id,param_filename,parameters.as_datasets,parameters.chromInfo,parameters.dbkey,parameters.group.values,parameters.list.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-04-19 15:20:39.224515,slurm_normal,1492615276.0,0,1.0,21344604,tabular,main_w3_handler1,3079208,15626502,False,,9745153.roundup,slurm,,6004217,list,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29279217}]","[{'src': 'hda', 'id': 29279309}]",32.0,,37404525,1492615252.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_shared/1.23.0,1.23.0,,2017-04-19 15:21:22.347777,104295.0,24.0
2017-05-08 09:01:54.066143,slurm_normal,1494234421.0,0,1.0,246,tabular,main_w4_handler0,3102232,15777810,False,,9884284.roundup,slurm,,103838,interval,132112168.0,corral-repl,,"""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29513916}]","[{'src': 'hda', 'id': 29513868}]",32.0,,36746733,1494234416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_make_shared/1.23.0,1.23.0,,2017-05-08 09:07:11.926026,,5.0
