create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.predictor_cols,parameters.response_col,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-29 22:19:57.211043,slurm_normal,1430346177.0,0,,1.0,main_w2_handler1,588436,9363788,False,,293731569,tabular,3699899.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19517788,,"[""2"", ""3"", ""4""]","""1""",32.0,,22792064,1430346036.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-04-29 22:23:01.273148,12816.0,141.0
2015-04-29 22:37:58.459509,slurm_normal,1430353722.0,0,,1.0,main_w1_handler0,588436,9363832,False,,293731569,tabular,3700024.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19517788,,"[""6"", ""7"", ""9"", ""11"", ""13"", ""15"", ""16"", ""17"", ""23""]","""1""",32.0,,22792064,1430347103.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-04-30 00:28:45.703621,12816.0,6619.0
2015-04-29 22:52:12.348583,slurm_normal,1430360551.0,0,,1.0,main_w1_handler1,588436,9363885,False,,293731569,tabular,3700508.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19517788,,"[""6"", ""7"", ""9"", ""11"", ""13"", ""15"", ""16"", ""17"", ""23""]","""2""",32.0,,22792064,1430353740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-04-30 02:22:33.848577,12816.0,6811.0
2015-07-02 05:07:44.359851,slurm_normal,1435813707.0,0,,1.0,main_w2_handler0,2361775,9778623,False,,34793,tabular,4081107.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",20209526,,"[""2"", ""4"", ""5"", ""6""]","""1""",32.0,,23933838,1435813701.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-07-02 05:08:29.956550,61869.0,6.0
2015-07-03 16:15:24.873501,slurm_normal,1435940156.0,0,,1.0,main_w2_handler1,2362651,9787901,False,,89429,tabular,4089975.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",20215070,,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""10""]","""1""",32.0,,23973032,1435940148.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-07-03 16:16:00.429487,61869.0,8.0
2015-10-18 02:48:19.163747,slurm_normal,1445136520.0,0,,1.0,main_w2_handler1,2474765,10616276,False,,54004,vcf,4885874.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21585526,,"[""3""]","""2""",32.0,,25752346,1445136511.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-10-18 02:48:43.260315,63574.0,9.0
2015-10-18 02:48:18.257254,slurm_normal,1445136514.0,0,,1.0,main_w1_handler0,2474765,10616275,False,,54660,vcf,4885873.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",21585525,,"[""3""]","""2""",32.0,,25752346,1445136506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-10-18 02:48:36.888376,63574.0,8.0
2016-04-27 05:57:13.147875,slurm_normal,1461736672.0,0,,1.0,main_w2_handler1,2656819,12638483,False,,12590,tabular,6842105.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53cb55e424ff1d272'}]","[""2"", ""3"", ""4""]","""1""",32.0,,29405067,1461736661.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2016-04-27 05:57:59.681942,,11.0
2016-05-12 09:08:44.354250,slurm_normal,1463044157.0,0,,1.0,main_w1_handler0,2656819,12865623,False,,2224,tabular,7066286.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d44729f1e1e1ff8'}]","[""1"", ""2""]","""3""",32.0,,29405067,1463044152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2016-05-12 09:09:20.298514,,5.0
2014-10-14 12:13:49.337408,rodeo_normal,1413288854.0,0,,1.0,main_w1_handler0,2084234,7978926,False,,1084083,tabular,19840.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17220814,,"[""2"", ""4"", ""9"", ""10"", ""11"", ""13"", ""16"", ""18""]","""1""",2.0,,17577554,1413288837.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2014-10-14 12:14:18.461623,54236.0,17.0
2014-10-16 15:58:28.924299,rodeo_normal,1413475147.0,0,,1.0,main_w2_handler1,2084234,7993035,False,,562590,tabular,32491.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17252300,,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10""]","""1""",2.0,,17651600,1413475117.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2014-10-16 15:59:11.855404,54236.0,30.0
2014-12-12 22:13:42.994878,rodeo_normal,1418422451.0,0,,1.0,main_w1_handler1,2143350,8408430,False,,12130987,tabular,549904.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17888375,,"[""1""]","""2""",2.0,,19982666,1418422428.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2014-12-12 22:14:14.548951,,23.0
2014-12-19 21:08:27.927968,rodeo_normal,1419023338.0,0,,1.0,main_w2_handler1,2154054,8446915,False,,31097,interval,2351085.roundup,slurm,,132112264.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18033663,,"[""5""]","""6""",32.0,,20120765,1419023328.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2014-12-19 21:09:03.762917,6102.0,10.0
2014-12-19 21:10:04.128324,rodeo_normal,1419023426.0,0,,1.0,main_w1_handler1,2154054,8446921,False,,31097,interval,606205.rodeo,slurm,,16332532.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18033663,,"[""6""]","""2""",2.0,,20120765,1419023418.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2014-12-19 21:10:28.658869,6102.0,8.0
2015-03-12 19:21:19.054250,rodeo_normal,1426188127.0,0,,1.0,main_w1_handler0,2233301,8935493,False,,112,tabular,3144604.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18840127,,"[""2""]","""1""",32.0,,21753575,1426188100.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/rcve/rcve1/1.0.0,1.0.0,,2015-03-12 19:22:08.964165,60832.0,27.0
