chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.kraken_database,parameters.threshold,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-25 01:47:18.003802,slurm_normal,1508896432.0,0,,1.0,main_w3_handler1,3298857,17204841,False,,187775,tabular,11264696,slurm,,132112168.0,corral-repl,,"""6456881cb92611e7a623005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31865869}]",,"""bacteria""","""0.0""",32.0,,,1508896359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-10-25 01:53:57.284531,92488.0,73.0
,,2017-10-27 15:26:17.286685,slurm_normal,1509120356.0,0,,1.0,main_w3_handler0,3293908,17241195,False,,0,tabular,11302273,slurm,,132112168.0,corral-repl,,"""f81cef2cbb2a11e79589005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31925724}]",,"""bacteria""","""0.0""",32.0,,,1509120333.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-10-27 16:06:01.099198,106402.0,23.0
,,2017-10-28 00:30:06.201480,slurm_normal,1509151068.0,0,,1.0,main_w4_handler0,3302385,17247648,False,,196056,tabular,11306984,slurm,,132112168.0,corral-repl,,"""1415f236bb7711e7babe005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31935591}]",,"""bacteria""","""0.0""",32.0,,,1509151017.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-10-28 00:37:51.778487,106402.0,51.0
,,2017-10-28 00:54:08.848330,slurm_normal,1509152335.0,0,,1.0,main_w4_handler0,3302385,17247735,False,,212128,tabular,11307089,slurm,,132112168.0,corral-repl,,"""6d4a9d72bb7a11e796b1005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31935713}]",,"""bacteria""","""0.0""",32.0,,,1509152326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-10-28 00:58:59.149045,106402.0,9.0
,,2017-10-29 21:12:31.973140,slurm_normal,1509311929.0,0,,1.0,main_w4_handler0,3303876,17259266,False,,187775,tabular,11317604,slurm,,132112168.0,corral-repl,,"""be623958bced11e79e41005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31955794}]",,"""bacteria""","""0.0""",32.0,,,1509311898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-10-29 21:18:56.303650,81303.0,31.0
,,2017-11-04 21:00:20.910827,slurm_normal,1509829711.0,0,,1.0,main_w4_handler0,3311498,17330072,False,,198863,tabular,11391857,slurm,,132112168.0,corral-repl,,"""255898dcc1a311e7a562005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32068614}]",,"""bacteria""","""0.0""",32.0,,,1509829699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:08:35.708600,107681.0,12.0
,,2017-11-04 20:59:34.494510,slurm_normal,1509829845.0,0,,1.0,main_w4_handler0,3311498,17330055,False,,187775,tabular,11391868,slurm,,132112168.0,corral-repl,,"""0945c67ec1a311e7a6ac005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32068590}]",,"""bacteria""","""0.0""",32.0,,,1509829836.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:10:50.512026,107681.0,9.0
,,2017-11-04 21:40:53.798738,slurm_normal,1509832318.0,0,,1.0,main_w3_handler1,3311548,17330709,False,,187775,tabular,11392592,slurm,,132112168.0,corral-repl,,"""bdb4dbd6c1a811e79ee2005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069641}]",,"""bacteria""","""0.0""",32.0,,,1509832308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:52:01.712497,115194.0,10.0
,,2017-11-04 21:26:53.396585,slurm_normal,1509831323.0,0,,1.0,main_w3_handler0,3311521,17330268,False,,187775,tabular,11392143,slurm,,132112168.0,corral-repl,,"""d9b2b602c1a611e784c8005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32068934}]",,"""bacteria""","""0.0""",32.0,,,1509831236.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:35:25.682535,114271.0,87.0
,,2017-11-04 21:32:52.134413,slurm_normal,1509831582.0,0,,1.0,main_w4_handler1,3311514,17330410,False,,187775,tabular,11392305,slurm,,132112168.0,corral-repl,,"""7a5085f8c1a711e79fd6005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069119}]",,"""bacteria""","""0.3""",32.0,,,1509831563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:40:57.128763,49835.0,19.0
,,2017-11-04 21:35:18.448651,slurm_normal,1509831896.0,0,,1.0,main_w4_handler0,3310606,17330486,False,,187775,tabular,11392460,slurm,,132112168.0,corral-repl,,"""965fc89ec1a711e7b008005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069297}]",,"""bacteria""","""0.0""",32.0,,,1509831888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:45:11.621513,115225.0,8.0
,,2017-11-04 21:32:26.847434,slurm_normal,1509831385.0,0,,1.0,main_w3_handler0,3311521,17330393,False,,198863,tabular,11392207,slurm,,132112168.0,corral-repl,,"""9e173298c1a711e7b008005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069099}]",,"""bacteria""","""0.0""",32.0,,,1509831377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:36:29.647829,114271.0,8.0
,,2017-11-04 21:31:51.614803,slurm_normal,1509831466.0,0,,1.0,main_w4_handler1,3311322,17330361,False,,187775,tabular,11392251,slurm,,132112168.0,corral-repl,,"""740109f2c1a711e79351005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069051}]",,"""bacteria""","""0.0""",32.0,,,1509831457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:37:58.635763,115254.0,9.0
,,2017-11-04 21:34:00.962971,slurm_normal,1509831663.0,0,,1.0,main_w4_handler1,3311526,17330447,False,,187775,tabular,11392346,slurm,,132112168.0,corral-repl,,"""9259aec2c1a711e7a6dd005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069185}]",,"""bacteria""","""0.0""",32.0,,,1509831655.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:41:48.071532,114891.0,8.0
,,2017-11-04 21:32:26.886018,slurm_normal,1509831511.0,0,,1.0,main_w3_handler0,3311512,17330394,False,,187775,tabular,11392275,slurm,,132112168.0,corral-repl,,"""86f810b4c1a711e78684005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069097}]",,"""bacteria""","""0.0""",32.0,,,1509831503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:38:38.215406,104897.0,8.0
,,2017-11-04 21:31:07.720852,slurm_normal,1509831628.0,0,,1.0,main_w3_handler1,3311333,17330335,False,,187775,tabular,11392327,slurm,,132112168.0,corral-repl,,"""733c8a96c1a711e7a847005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069012}]",,"""bacteria""","""0.0""",32.0,,,1509831619.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:40:35.707564,92488.0,9.0
,,2017-11-04 21:34:25.254807,slurm_normal,1509832086.0,0,,1.0,main_w4_handler1,3311517,17330466,False,,187775,tabular,11392537,slurm,,132112168.0,corral-repl,,"""e7db397ec1a711e79ee2005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069221}]",,"""bacteria""","""0.0""",32.0,,,1509832077.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:48:27.109675,114625.0,9.0
,,2017-11-04 21:33:44.006670,slurm_normal,1509831727.0,0,,1.0,main_w4_handler1,3311523,17330439,False,,187775,tabular,11392378,slurm,,132112168.0,corral-repl,,"""b60f4764c1a711e79e69005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069172}]",,"""bacteria""","""0.0""",32.0,,,1509831717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:43:06.815436,115046.0,10.0
,,2017-11-04 21:42:13.581608,slurm_normal,1509832203.0,0,,1.0,main_w3_handler0,3311561,17330768,False,,187775,tabular,11392557,slurm,,132112168.0,corral-repl,,"""b91f76f8c1a811e7af48005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069712}]",,"""bacteria""","""0.0""",32.0,,,1509832192.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:50:07.558703,115221.0,11.0
,,2017-11-04 21:39:02.196152,slurm_normal,1509832143.0,0,,1.0,main_w3_handler0,3311568,17330634,False,,198863,tabular,11392546,slurm,,132112168.0,corral-repl,,"""6238e054c1a811e78d84005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069527}]",,"""bacteria""","""0.0""",32.0,,,1509832134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:49:07.131408,114760.0,9.0
,,2017-11-04 21:36:24.513418,slurm_normal,1509832042.0,0,,1.0,main_w4_handler1,3311514,17330511,False,,198863,tabular,11392522,slurm,,132112168.0,corral-repl,,"""f335dc20c1a711e796bb005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069345}]",,"""bacteria""","""0.3""",32.0,,,1509832033.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:47:38.802879,49835.0,9.0
,,2017-11-04 21:37:17.708921,slurm_normal,1509832184.0,0,,1.0,main_w4_handler0,3257098,17330544,False,,187775,tabular,11392554,slurm,,132112168.0,corral-repl,,"""1db848d4c1a811e78d84005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069395}]",,"""bacteria""","""0.0""",32.0,,,1509832174.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:49:51.629922,111708.0,10.0
,,2017-11-04 21:42:08.007831,slurm_normal,1509832390.0,0,,1.0,main_w3_handler0,3311563,17330758,False,,187775,tabular,11392610,slurm,,132112168.0,corral-repl,,"""de59fcb8c1a811e78ff9005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069710}]",,"""bacteria""","""0.0""",32.0,,,1509832378.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:53:12.251478,114227.0,12.0
,,2017-11-04 21:37:40.516823,slurm_normal,1509832344.0,0,,1.0,main_w4_handler0,3311516,17330569,False,,187775,tabular,11392596,slurm,,132112168.0,corral-repl,,"""541871bac1a811e79351005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069433}]",,"""bacteria""","""0.0""",32.0,,,1509832331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:52:31.509840,115273.0,13.0
,,2017-11-04 21:38:15.252112,slurm_normal,1509832285.0,0,,1.0,main_w3_handler0,3311524,17330599,False,,187775,tabular,11392587,slurm,,132112168.0,corral-repl,,"""57ec8092c1a811e7a6dd005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069475}]",,"""bacteria""","""0.0""",32.0,,,1509832277.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:51:27.812126,114895.0,8.0
,,2017-11-04 21:53:53.888164,slurm_normal,1509832967.0,0,,1.0,main_w4_handler0,3311557,17330895,False,,315046,tabular,11392715,slurm,,132112168.0,corral-repl,,"""9701b052c1aa11e7a051005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069892}]",,"""bacteria""","""0.0""",32.0,,,1509832957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 22:02:50.576340,114934.0,10.0
,,2017-11-04 21:41:01.567233,slurm_normal,1509832551.0,0,,1.0,main_w4_handler1,3311565,17330721,False,,187775,tabular,11392654,slurm,,132112168.0,corral-repl,,"""af0c8daec1a811e7b146005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069649}]",,"""bacteria""","""0.0""",32.0,,,1509832542.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:57:41.804671,114760.0,9.0
,,2017-11-04 21:39:51.229815,slurm_normal,1509832370.0,0,,1.0,main_w4_handler1,3311525,17330653,False,,187775,tabular,11392603,slurm,,132112168.0,corral-repl,,"""9f8fbe3cc1a811e78c6a005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069558}]",,"""bacteria""","""0.0""",32.0,,,1509832361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:55:29.814730,115295.0,9.0
,,2017-11-04 21:42:33.582400,slurm_normal,1509832354.0,0,,1.0,main_w4_handler0,3311522,17330788,False,,219421,tabular,11392598,slurm,,132112168.0,corral-repl,,"""e83c1860c1a811e7b014005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069739}]",,"""bacteria""","""0.2""",32.0,,,1509832345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:52:40.760679,115300.0,9.0
,,2017-11-04 21:40:13.003285,slurm_normal,1509832209.0,0,,1.0,main_w3_handler1,3311513,17330672,False,,187775,tabular,11392560,slurm,,132112168.0,corral-repl,,"""a034cbcac1a811e78684005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069584}]",,"""bacteria""","""0.0""",32.0,,,1509832200.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:50:15.575925,114821.0,9.0
,,2017-11-04 21:38:55.065490,slurm_normal,1509832315.0,0,,1.0,main_w4_handler1,3311515,17330627,False,,187775,tabular,11392589,slurm,,132112168.0,corral-repl,,"""6ab68c18c1a811e79a7d005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069520}]",,"""bacteria""","""0.0""",32.0,,,1509832285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:54:52.792400,114888.0,30.0
,,2017-11-04 21:44:29.825451,slurm_normal,1509832394.0,0,,1.0,main_w3_handler1,3311572,17330822,False,,187775,tabular,11392614,slurm,,132112168.0,corral-repl,,"""35ef8880c1a911e79fd6005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069788}]",,"""bacteria""","""0.0""",32.0,,,1509832385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:53:17.525478,115124.0,9.0
,,2017-11-04 21:41:00.431140,slurm_normal,1509832372.0,0,,1.0,main_w4_handler1,3311550,17330720,False,,185424,tabular,11392602,slurm,,132112168.0,corral-repl,,"""b791cda4c1a811e7a6ec005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069648}]",,"""bacteria""","""0.0""",32.0,,,1509832361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 21:55:30.491791,115303.0,11.0
,,2017-11-04 21:45:41.895670,slurm_normal,1509832916.0,0,,1.0,main_w4_handler0,3311557,17330839,False,,192649,tabular,11392706,slurm,,132112168.0,corral-repl,,"""6eeb54d4c1a911e784c8005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32069812}]",,"""bacteria""","""0.0""",32.0,,,1509832907.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-04 22:01:58.728024,114934.0,9.0
,,2017-11-05 03:45:06.197765,slurm_normal,1509853879.0,0,,1.0,main_w3_handler0,3311333,17332744,False,,198863,tabular,11394881,slurm,,132112168.0,corral-repl,,"""9a1772dcc1db11e7ac67005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32073086}]",,"""bacteria""","""0.0""",32.0,,,1509853849.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-05 03:51:22.932879,92488.0,30.0
,,2017-11-05 05:17:11.991311,slurm_normal,1509859425.0,0,,1.0,main_w4_handler0,3311565,17333142,False,,198863,tabular,11395385,slurm,,132112168.0,corral-repl,,"""7d6d21b0c1e811e79ff0005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32073673}]",,"""bacteria""","""0.0""",32.0,,,1509859416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2017-11-05 05:23:47.208836,114760.0,9.0
,,2018-03-06 05:05:33.946855,slurm_normal,1520313061.0,0,7680.0,1.0,main_w4_handler1,3311547,18618556,False,,187775,tabular,12714843,slurm,,132112168.0,corral-repl,,"""fa3506e620fb11e88c9c005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 34230593}]",,"""bacteria""","""0.0""",32.0,,,1520313023.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kraken_filter/kraken-filter/1.2.1,1.2.1,,2018-03-06 05:11:04.130818,92488.0,38.0
