create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.features,parameters.input1,parameters.input1.values,parameters.kernelChoice.__current_case__,parameters.kernelChoice.degree,parameters.kernelChoice.kernel,parameters.kernelChoice.offset,parameters.kernelChoice.scale,parameters.kernelChoice.sigma,parameters.var_cols,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-15 17:59:43.466841,slurm_normal,1494871193.0,0,1.0,main_w3_handler0,2981145,15840937,False,,15323,tabular,9941749.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 29606614}]",2,,rbfdot,,,1.0,"[""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25""]",32.0,,36909340,1494871187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-05-15 17:59:57.550728,79753.0,6.0
2017-07-13 14:53:50.445395,slurm_normal,1499957673.0,0,1.0,main_w4_handler0,3179056,16332690,False,,155518,mothur.axes,10399168.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 30474293}]",2,,rbfdot,,,1.0,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37""]",32.0,,38632913,1499957656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-07-13 14:54:38.711348,87241.0,17.0
2017-07-13 14:57:51.777035,slurm_normal,1499957910.0,0,1.0,main_w4_handler0,3179056,16332829,False,,155518,mothur.axes,10399263.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 30474293}]",0,,vanilladot,,,,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37""]",32.0,,38632913,1499957900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-07-13 14:58:34.737114,87241.0,10.0
2017-07-13 14:57:31.768830,slurm_normal,1499957885.0,0,1.0,main_w3_handler0,3179056,16332824,False,,155518,mothur.axes,10399255.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 30474293}]",4,1,polydot,1,1,,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28"", ""29"", ""30"", ""31"", ""32"", ""33"", ""34"", ""35"", ""36"", ""37""]",32.0,,38632913,1499957866.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-07-13 14:58:07.203809,87241.0,19.0
2017-10-05 17:04:06.969730,slurm_normal,1507223093.0,0,1.0,main_w4_handler1,3158581,17032816,False,,215831,tabular,11089413.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 31572685}]",2,,rbfdot,,,1.0,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25""]",32.0,,41019813,1507223052.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-10-05 17:04:56.933539,107537.0,41.0
2017-11-03 08:48:55.935459,slurm_normal,1509698965.0,0,1.0,main_w3_handler1,3309692,17314083,False,,55555,tabular,11374069,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 32045497}]",2,,rbfdot,,,1.0,"[""1""]",32.0,,39858873,1509698959.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-11-03 08:49:28.467687,80739.0,6.0
2017-11-14 22:30:10.155555,slurm_normal,1510698639.0,0,1.0,main_w3_handler1,3305723,17460590,False,,3127,tabular,11518515,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 31986910}]",2,,rbfdot,,,1.0,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]",32.0,,41633849,1510698632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-11-14 22:30:48.389641,87393.0,7.0
2017-11-14 23:02:06.095478,slurm_normal,1510700539.0,0,1.0,main_w3_handler0,3305723,17461171,False,,3127,tabular,11519270,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""2""",,"[{'src': 'hda', 'id': 31986910}]",2,,rbfdot,,,1.0,"[""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15""]",32.0,,40891338,1510700533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-11-14 23:02:21.060123,87393.0,6.0
2018-01-14 18:37:23.740310,slurm_normal,1515955110.0,0,1.0,main_w3_handler1,3240029,18031636,False,,72420,tabular,12108724,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""0""",,"[{'src': 'hda', 'id': 33308006}]",2,,rbfdot,,,1.0,"[""2"", ""3"", ""4"", ""5"", ""6"", ""7"", ""8"", ""9"", ""10"", ""11"", ""12"", ""13""]",32.0,,43193397,1515955048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2018-01-14 18:38:33.762545,78487.0,62.0
2017-12-01 14:12:32.812909,slurm_normal,1512156005.0,0,1.0,main_w3_handler1,2107480,17662935,False,,365103,tabular,11723121,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""2""",,"[{'src': 'hda', 'id': 32669115}]",2,,rbfdot,,,1.0,"[""2"", ""3"", ""4"", ""5""]",32.0,,41634261,1512137564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/kernel_principal_component_analysis/kpca1/1.0.0,1.0.0,,2017-12-01 19:20:07.443962,55442.0,18441.0
