chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.action.__current_case__,parameters.action.action_select,parameters.action.number,parameters.action.step_size,parameters.action.step_size.__current_case__,parameters.action.step_size.step_size,parameters.action.step_size.step_size_select,parameters.action.windowsize,parameters.chromInfo,parameters.dbkey,parameters.sourcename,parameters.type.__current_case__,parameters.type.genome,parameters.type.genome.values,parameters.type.input,parameters.type.input.values,parameters.type.type_select,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-01-28 07:01:08.494672,slurm_normal,1453964515.0,0,1.0,,,main_w1_handler2,2580813,11620637,False,,19662231.0,bed,5885075.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,1000,yes,7,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i winnum""",0,,,23065300.0,,bed,32.0,,27334316,1453964508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-28 07:01:57.926011,47655.0,7.0
,,2016-02-04 14:47:46.517496,slurm_normal,1454597293.0,0,1.0,,,main_w2_handler0,1104769,11710705,False,,21.0,bed,5968615.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,100,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,,23186246.0,,bed,32.0,,28098558,1454597287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-02-04 14:48:19.798710,25695.0,6.0
,,2016-04-27 15:00:53.457611,slurm_normal,1461769288.0,0,1.0,543666593.0,tabular,main_w1_handler1,2485499,12646338,False,,,,6851744.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,20,yes,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59f23bf09a0507bd8'}]",,,genome,32.0,,29869637,1461769278.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-04-27 15:01:29.647515,72131.0,10.0
,,2016-01-07 09:39:04.879693,slurm_normal,1452159579.0,0,1.0,,,main_w2_handler1,2549611,11401298,False,,1525171.0,gff3,5670046.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,100,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-i src""",0,,,22737057.0,,bed,32.0,,27046423,1452159573.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-07 09:39:43.186777,75857.0,6.0
,,2016-01-05 01:51:51.701410,slurm_normal,1451958743.0,0,1.0,,,main_w1_handler0,1724766,11375266,False,,33497.0,bed,5647672.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,100,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-i srcwinnum""",0,,,22736738.0,,bed,32.0,,27179616,1451958738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-05 01:52:27.932889,42716.0,5.0
,,2016-01-08 10:14:51.840694,slurm_normal,1452248150.0,0,1.0,4042948.0,tabular,main_w1_handler2,2549611,11414245,False,,,,5681215.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,10,yes,100,"""/galaxy-repl/localdata/chrom/caulCres.len""","""caulCres""","""""",1,22788476.0,,,,genome,32.0,,27046423,1452248145.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-08 10:15:51.726930,75857.0,5.0
,,2016-01-08 10:57:07.055498,slurm_normal,1452250662.0,0,1.0,,,main_w1_handler0,2549611,11414461,False,,6240864.0,gff,5681554.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,20,yes,80,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,,22773603.0,,bed,32.0,,27046423,1452250652.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-08 10:57:49.488325,75857.0,10.0
,,2016-01-08 10:24:31.661507,slurm_normal,1452248715.0,0,1.0,,,main_w1_handler0,2549611,11414316,False,,6240864.0,gtf,5681291.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,10,yes,100,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,,22773689.0,,bed,32.0,,27046423,1452248699.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-08 10:25:19.588155,75857.0,16.0
,,2016-01-19 10:16:31.959983,slurm_normal,1453198620.0,0,1.0,,,main_w1_handler2,2568831,11541976,False,,9040763.0,vcf,5808859.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,1.0,,no,1,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,,22942526.0,,bed,32.0,,26915837,1453198610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-19 10:17:08.955621,67460.0,10.0
,,2016-01-19 10:24:08.520945,slurm_normal,1453199073.0,0,1.0,,,main_w2_handler0,2556596,11542089,False,,3457446.0,vcf,5808924.roundup,slurm,,132112168.0,corral-repl,,,0,windowsize,,,0.0,100,yes,10,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""""",0,,,22769699.0,,bed,32.0,,26915837,1453199065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_makewindowsbed/2.22.0,2.22.0,,2016-01-19 10:24:38.235140,67460.0,8.0
