create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-10 20:02:11.442982,slurm_normal,1447185838.0,0.0,1.0,main_w1_handler0,2443724,10869299,False,,14504947,fasta,2426,txt,5122789.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21950528,,21950652,,32.0,,25252713,1447185745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2015-11-10 20:04:01.335882,69633.0,93.0
2015-11-12 11:35:49.342899,slurm_normal,1447328187.0,0.0,1.0,main_w2_handler1,2443724,10884256,False,,14504947,fasta,2426,cusp,5137787.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21950528,,21974801,,32.0,,25252713,1447328178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2015-11-12 11:36:31.435943,69633.0,9.0
2017-05-09 04:37:39.653013,slurm_normal,1494304679.0,0.0,1.0,main_w3_handler1,3093119,15786334,False,,7165778,fasta,2442,txt,9892474.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29527242}]",,"[{'src': 'hda', 'id': 29527243}]",32.0,,37677628,1494304665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2017-05-09 04:38:01.717107,,14.0
2016-03-01 04:35:51.439288,slurm_normal,1456807065.0,0.0,1.0,main_w2_handler1,2616408,11977648,False,,47674,fasta,2426,cusp,6208005.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23567150,,23567137,,32.0,,28704046,1456806969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-01 04:37:48.557145,,96.0
2016-03-01 04:27:57.771036,slurm_normal,1456806505.0,0.0,1.0,main_w2_handler1,2616408,11977629,False,,42311,fasta,2444,cusp,6207944.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23562701,,23562720,,32.0,,28704046,1456806499.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-01 04:28:31.055480,,6.0
2016-03-01 04:30:35.078422,slurm_normal,1456806770.0,0.0,1.0,main_w1_handler1,2616408,11977635,False,,1931,fasta,2426,cusp,6207975.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23565079,,23567137,,32.0,,28704046,1456806760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-01 04:32:55.068496,,10.0
2016-03-01 04:28:58.442472,slurm_normal,1456806562.0,0.0,1.0,main_w1_handler2,2616408,11977633,False,,70954,fasta,2444,cusp,6207961.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23562705,,23562720,,32.0,,28704046,1456806557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-01 04:29:24.044928,,5.0
2016-03-01 04:41:31.598353,slurm_normal,1456807358.0,0.0,1.0,main_w1_handler0,2616408,11977692,False,,47674,fasta,2444,cusp,6208028.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23567150,,23562720,,32.0,,28704046,1456807306.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-01 04:42:42.303183,,52.0
2016-03-02 02:21:49.683416,slurm_normal,1456885343.0,0.0,1.0,main_w1_handler2,2616408,11985779,False,,49711,fasta,2444,cusp,6216779.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23577885,,23562720,,32.0,,28704046,1456885340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-02 02:22:27.827949,,3.0
2016-03-02 01:56:44.421897,slurm_normal,1456883827.0,0.0,1.0,main_w2_handler0,2616408,11985619,False,,42311,fasta,2426,cusp,6216514.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23562701,,23567137,,32.0,,28704046,1456883823.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: cai_custom6/5.0.0,5.0.0,,2016-03-02 01:57:10.136616,,4.0
