accepted_hits,accepted_hits_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,fusions,fusions_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.accepted_hits,parameters.accepted_hits.values,parameters.chromInfo,parameters.dbkey,parameters.fusion_multireads,parameters.fusion_read_mismatches,parameters.fusions,parameters.fusions.values,parameters.is_human,parameters.num_fusion_both,parameters.num_fusion_pairs,parameters.num_fusion_reads,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1521429060,bam,,,2015-03-30 12:17:51.082193,rodeo_normal,1427717890.0,1,3540697,tabular,1.0,main_w2_handler1,2225671,9085241,False,,3370722.roundup,slurm,,132112168.0,corral-repl,,,18762725,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""10""","""2""",18949863,,"""Yes""","""0""","""2""","""3""",32.0,,22115974.0,1427717886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-03-30 12:18:16.779921,54022.0,4.0
918925005,bam,,,2015-04-02 06:36:48.365854,slurm_normal,1427956624.0,2,1293721,gtf,1.0,main_w1_handler1,2251840,9121924,False,,3406808.roundup,slurm,,132112168.0,corral-repl,,,19114957,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",19118579,,"""Yes""","""0""","""2""","""3""",32.0,,22072684.0,1427956620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-02 06:37:08.057272,59644.0,4.0
918925005,bam,,,2015-04-02 07:00:54.301346,slurm_normal,1427958074.0,2,1293721,gtf,1.0,main_w2_handler1,2251840,9121997,False,,3406909.roundup,slurm,,132112168.0,corral-repl,,,19114957,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",19118579,,"""Yes""","""0""","""2""","""3""",32.0,,22072684.0,1427958071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-02 07:01:16.457343,59644.0,3.0
743028624,bam,,,2015-04-02 13:38:12.059658,slurm_normal,1427982017.0,1,1388312,bed,1.0,main_w1_handler0,1272682,9124119,False,,3409042.roundup,slurm,,132112168.0,corral-repl,,,18414887,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""","""2""","""2""",18414886,,"""No""","""0""","""2""","""1""",32.0,,22202028.0,1427982014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-02 13:40:20.543271,30250.0,3.0
2558714,bam,,,2015-04-06 17:25:13.444420,slurm_normal,1428341128.0,1,4464461,tabular,1.0,main_w1_handler0,2260958,9151011,False,,3433792.roundup,slurm,,132112168.0,corral-repl,,,19160348,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19161470,,"""Yes""","""0""","""2""","""3""",32.0,,22272298.0,1428341122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-06 17:25:30.579578,,6.0
9514740413,bam,,,2015-04-10 12:58:23.489870,slurm_normal,1428670745.0,1,12839676,tabular,1.0,main_w2_handler1,1006497,9192881,False,,3474735.roundup,slurm,,132112168.0,corral-repl,,,19212625,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19212442,,"""Yes""","""0""","""2""","""3""",32.0,,22322995.0,1428670742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-10 12:59:09.266492,23164.0,3.0
2311664222,bam,,,2015-04-08 11:27:26.529220,slurm_normal,1428524188.0,1,526274499,gtf,1.0,main_w1_handler0,2248331,9170267,False,,3454036.roundup,slurm,,132112168.0,corral-repl,,,19188103,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","""2""","""2""",19180534,,"""Yes""","""0""","""2""","""3""",32.0,,22010904.0,1428524184.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-08 20:16:30.463231,32104.0,4.0
9514740413,bam,,,2015-04-10 14:31:50.744185,slurm_normal,1428676326.0,1,45923200,tabular,1.0,main_w1_handler0,1006497,9193895,False,,3475756.roundup,slurm,,132112168.0,corral-repl,,,19212625,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19212435,,"""Yes""","""0""","""2""","""3""",32.0,,22322995.0,1428676322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-10 14:32:10.812511,23164.0,4.0
9324604285,bam,,,2015-04-09 16:50:21.155440,slurm_normal,1428598238.0,1,23393129688,tabular,1.0,main_w1_handler0,1006497,9182237,False,,3461883.roundup,slurm,,132112168.0,corral-repl,,,19197209,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2""","""2""",19207399,,"""Yes""","""0""","""2""","""3""",32.0,,22322995.0,1428598232.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-09 16:50:40.970319,23164.0,6.0
293426885,bam,,,2015-06-19 20:01:36.995910,slurm_normal,1434744129.0,2,35620,bed,1.0,main_w1_handler1,2326924,9695105,False,,4004007.roundup,slurm,,132112168.0,corral-repl,,,19883682,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",19883681,,"""No""","""0""","""1""","""3""",32.0,,23260930.0,1434744125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-19 20:02:11.398521,29148.0,4.0
293426885,bam,,,2015-06-19 20:03:55.988459,slurm_normal,1434744277.0,2,35620,bed,1.0,main_w2_handler0,2326924,9695118,False,,4004024.roundup,slurm,,132112168.0,corral-repl,,,19883682,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",19883681,,"""No""","""0""","""1""","""1""",32.0,,23260930.0,1434744272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-19 20:04:40.020748,29148.0,5.0
9514740477,bam,,,2015-04-10 16:06:17.888487,slurm_normal,1428687619.0,1,45923200,tabular,1.0,main_w1_handler1,1006497,9195569,False,,3478480.roundup,slurm,,132112168.0,corral-repl,,,19229727,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19212435,,"""Yes""","""0""","""2""","""3""",32.0,,22322995.0,1428687615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-10 17:40:21.111391,23164.0,4.0
41731312,bam,,,2015-07-27 18:37:16.385453,slurm_normal,1438022340.0,0,1679337,tabular,1.0,main_w1_handler2,2388876,10009515,False,,4291753.roundup,slurm,,132112168.0,corral-repl,,,20582533,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2""","""2""",20582529,,"""Yes""","""0""","""2""","""3""",32.0,,24341129.0,1438022250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 18:39:03.104715,66846.0,90.0
172221007,bam,,,2015-06-20 04:39:55.117288,slurm_normal,1434775242.0,2,1841622,tabular,1.0,main_w2_handler1,2317879,9697906,False,,4006638.roundup,slurm,,132112168.0,corral-repl,,,20076793,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","""2""",20076789,,"""No""","""0""","""2""","""3""",32.0,,23260930.0,1434775228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-20 04:40:45.148408,29148.0,14.0
38665628,bam,,,2015-07-27 18:35:46.815581,slurm_normal,1438022364.0,0,1544774,tabular,1.0,main_w1_handler0,2388876,10009505,False,,4291742.roundup,slurm,,132112168.0,corral-repl,,,20582543,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2""","""2""",20582539,,"""Yes""","""0""","""2""","""3""",32.0,,24341129.0,1438022169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 18:39:27.049918,66846.0,195.0
3065708101,bam,,,2015-06-20 11:41:29.597737,slurm_normal,1434800523.0,1,11193200,bed,1.0,main_w1_handler1,2288868,9699157,False,,4007662.roundup,slurm,,132112168.0,corral-repl,,,19644034,,"""/galaxy-repl/localdata/chrom/susScr3.len""","""susScr3""","""2""","""2""",19644033,,"""No""","""0""","""2""","""3""",32.0,,23026810.0,1434800515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-20 11:42:04.301798,62515.0,8.0
14834456539,bam,,,2015-04-14 17:25:33.972075,slurm_normal,1429032349.0,1,883720,bed,1.0,main_w2_handler1,1585139,9230127,False,,3511408.roundup,slurm,,132112168.0,corral-repl,,,19209450,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""2""","""2""",19209449,,"""No""","""0""","""2""","""2""",32.0,,22348185.0,1429032346.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-14 17:25:54.164555,27471.0,3.0
14834456539,bam,,,2015-04-14 17:55:35.709877,slurm_normal,1429034161.0,0,57948056,tabular,1.0,main_w1_handler1,1585139,9230475,False,,3511763.roundup,slurm,,132112168.0,corral-repl,,,19209450,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""2""","""2""",19209445,,"""No""","""4""","""2""","""2""",32.0,,22348185.0,1429034147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-14 17:56:03.168223,27471.0,14.0
14834456539,bam,,,2015-04-14 17:35:47.493470,slurm_normal,1429032975.0,0,57948056,tabular,1.0,main_w1_handler1,1585139,9230280,False,,3511571.roundup,slurm,,132112168.0,corral-repl,,,19209450,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""2""","""2""",19209445,,"""No""","""0""","""2""","""2""",32.0,,22348185.0,1429032962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-14 17:36:17.930109,27471.0,13.0
6963519,bam,,,2015-07-27 19:17:44.989907,slurm_normal,1438024700.0,0,1544774,tabular,1.0,main_w2_handler1,2388876,10009926,False,,4292144.roundup,slurm,,132112168.0,corral-repl,,,20582544,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2""","""2""",20582539,,"""Yes""","""0""","""2""","""3""",32.0,,24342160.0,1438024682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 19:18:26.653311,66846.0,18.0
7764490,bam,,,2015-07-27 19:17:23.358156,slurm_normal,1438024761.0,0,1679337,tabular,1.0,main_w2_handler1,2388876,10009924,False,,4292142.roundup,slurm,,132112168.0,corral-repl,,,20582534,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2""","""2""",20582529,,"""Yes""","""0""","""2""","""3""",32.0,,24342160.0,1438024659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 19:19:27.294202,66846.0,102.0
9908619052,bam,,,2015-04-17 02:36:05.065086,slurm_normal,1429245913.0,1,20479078,tabular,1.0,main_w1_handler1,2271230,9251714,False,,15304.rodeo,slurm,,16332488.0,corral-repl,,,19324700,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19324698,,"""Yes""","""0""","""2""","""3""",2.0,,22515334.0,1429245909.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-17 04:45:18.057854,23164.0,4.0
163119359,bam,,,2015-07-27 20:41:52.495151,slurm_normal,1438029770.0,2,289491015,tabular,1.0,main_w1_handler0,2265418,10010844,False,,4293039.roundup,slurm,,132112168.0,corral-repl,,,20070074,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""10""",20584663,,"""Yes""","""1""","""1""","""1""",32.0,,24192633.0,1438029766.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 20:42:53.928774,2893.0,4.0
1194743996,bam,,,2015-04-20 23:55:40.365934,slurm_normal,1429574161.0,2,47180608,interval,1.0,main_w2_handler1,2272972,9282926,False,,3587890.roundup,slurm,,132112168.0,corral-repl,,,19378230,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",19374297,,"""Yes""","""5""","""2""","""1""",32.0,,22545909.0,1429574157.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-20 23:56:04.696663,62451.0,4.0
306572196,bam,,,2015-07-27 20:33:47.838799,slurm_normal,1438029268.0,2,642433,tabular,1.0,main_w2_handler0,2265418,10010725,False,,4292921.roundup,slurm,,132112168.0,corral-repl,,,20063587,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""20""","""5""",20063583,,"""Yes""","""0""","""1""","""1""",32.0,,24192633.0,1438029251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 20:34:32.163614,2893.0,17.0
1194743996,bam,,,2015-04-21 08:17:16.895226,slurm_normal,1429604258.0,2,47180608,interval,1.0,main_w1_handler1,2272972,9286566,False,,3594704.roundup,slurm,,132112168.0,corral-repl,,,19378230,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",19374297,,"""Yes""","""0""","""2""","""3""",32.0,,22545909.0,1429604255.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-21 08:17:42.188845,62451.0,3.0
226040323,bam,,,2015-07-27 20:37:13.984497,slurm_normal,1438029486.0,2,315066934,tabular,1.0,main_w2_handler1,2265418,10010759,False,,4292961.roundup,slurm,,132112168.0,corral-repl,,,20063593,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20584565,,"""Yes""","""0""","""2""","""3""",32.0,,24192633.0,1438029482.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-07-27 20:38:10.802796,2893.0,4.0
2132499498,bam,,,2015-04-17 02:36:51.141060,slurm_normal,1429242035.0,1,20479078,tabular,1.0,main_w1_handler0,2271230,9251717,False,,14422.rodeo,slurm,,16332488.0,corral-repl,,,19324716,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2""","""2""",19324698,,"""Yes""","""0""","""2""","""3""",2.0,,22515334.0,1429242029.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-04-17 03:40:40.600300,23164.0,6.0
1712978933,bam,,,2015-05-15 09:31:26.230399,slurm_normal,1431682326.0,1,9634401,tabular,1.0,main_w2_handler0,2249437,9477509,False,,3801498.roundup,slurm,,132112168.0,corral-repl,,,19690636,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""2""","""2""",19718592,,"""Yes""","""0""","""2""","""3""",32.0,,23046675.0,1431682322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-05-15 09:32:11.971480,61467.0,4.0
143374929,bam,,,2015-06-25 02:34:48.618573,slurm_normal,1435199756.0,2,470833,tabular,1.0,main_w2_handler1,2265418,9728681,False,,4035300,slurm,,132112168.0,corral-repl,,,20063619,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063615,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:35:58.556027,2893.0,5.0
145071482,bam,,,2015-06-25 02:34:50.049682,slurm_normal,1435199739.0,2,387523,tabular,1.0,main_w2_handler0,2265418,9728682,False,,4035299,slurm,,132112168.0,corral-repl,,,20063625,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063621,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:35:41.720094,2893.0,5.0
86971612,bam,,,2015-06-25 02:35:07.510945,slurm_normal,1435199932.0,2,176706,tabular,1.0,main_w1_handler1,2265418,9728692,False,,4035313,slurm,,132112168.0,corral-repl,,,20063685,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063681,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:38:55.786841,2893.0,5.0
83225019,bam,,,2015-06-25 02:35:08.880210,slurm_normal,1435200070.0,2,178428,tabular,1.0,main_w2_handler0,2265418,9728693,False,,4035323,slurm,,132112168.0,corral-repl,,,20063691,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063687,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435200064.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:41:12.307278,2893.0,6.0
68452838,bam,,,2015-06-25 02:34:59.939455,slurm_normal,1435199775.0,2,159320,tabular,1.0,main_w1_handler2,2265418,9728688,False,,4035301,slurm,,132112168.0,corral-repl,,,20063661,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063657,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:36:38.139386,2893.0,5.0
146458434,bam,,,2015-06-25 02:34:51.415329,slurm_normal,1435199930.0,2,495977,tabular,1.0,main_w1_handler0,2265418,9728683,False,,4035311,slurm,,132112168.0,corral-repl,,,20063631,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063627,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:39:34.990751,2893.0,6.0
306572196,bam,,,2015-06-25 02:34:44.001134,slurm_normal,1435199732.0,2,642433,tabular,1.0,main_w2_handler1,2265418,9728678,False,,4035298,slurm,,132112168.0,corral-repl,,,20063587,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063583,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199726.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:35:53.432756,2893.0,6.0
163119359,bam,,,2015-06-25 02:35:13.273562,slurm_normal,1435199800.0,2,462012,tabular,1.0,main_w1_handler2,2265418,9728696,False,,4035304,slurm,,132112168.0,corral-repl,,,20070074,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20070069,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199795.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:36:41.046390,2893.0,5.0
265665438,bam,,,2015-06-25 02:34:46.943967,slurm_normal,1435199798.0,2,552651,tabular,1.0,main_w1_handler0,2265418,9728680,False,,4035302,slurm,,132112168.0,corral-repl,,,20063599,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""2""",20063595,,"""Yes""","""0""","""2""","""1""",32.0,,22358933.0,1435199792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat_fusion_post/tophat_fusion_post/0.1,0.1,,2015-06-25 02:37:27.324592,2893.0,6.0
