create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.descr_columns,parameters.input_file.values,parameters.input_file|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-26 13:08:39.042739,slurm_normal,1509023335.0,0,,1.0,main_w4_handler0,3300710,17226932,False,,132,fastqsanger,11288328,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31898969}]",,32.0,,41538609.0,1509023330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2017-10-26 13:08:57.178729,,5.0
2018-01-24 21:13:59.640157,slurm_normal,1516828519.0,0,,1.0,main_w4_handler0,3335769,18148485,False,,1461932224,fastqsanger,12229127,slurm,,132112168.0,corral-repl,,"""78543626014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486312}]",,32.0,,,1516828448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:15:21.675739,116870.0,71.0
2018-01-24 21:14:25.693809,slurm_normal,1516828677.0,0,,1.0,main_w4_handler1,3335769,18148535,False,,1462071783,fastqsanger,12229175,slurm,,132112168.0,corral-repl,,"""7d8c0e84014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486372}]",,32.0,,,1516828605.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:17:58.450627,116870.0,72.0
2018-01-24 21:14:36.908240,slurm_normal,1516828745.0,0,,1.0,main_w4_handler0,3335769,18148557,False,,1461955364,fastqsanger,12229190,slurm,,132112168.0,corral-repl,,"""7ff5811e014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486393}]",,32.0,,,1516828673.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:19:06.870982,116870.0,72.0
2018-01-24 21:14:31.235570,slurm_normal,1516828792.0,0,,1.0,main_w4_handler1,3335769,18148548,False,,1462005951,fastqsanger,12229200,slurm,,132112168.0,corral-repl,,"""7efa63ce014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486388}]",,32.0,,,1516828717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:19:54.535933,116870.0,75.0
2018-01-24 21:14:10.667228,slurm_normal,1516828742.0,0,,1.0,main_w4_handler0,3335769,18148505,False,,1461934372,fastqsanger,12229186,slurm,,132112168.0,corral-repl,,"""7a2b3936014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486332}]",,32.0,,,1516828669.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:19:04.708520,116870.0,73.0
2018-01-24 21:14:33.980432,slurm_normal,1516828901.0,0,,1.0,main_w3_handler0,3335769,18148553,False,,1461847261,fastqsanger,12229242,slurm,,132112168.0,corral-repl,,"""7f7fdcfc014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486391}]",,32.0,,,1516828825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:21:44.330916,116870.0,76.0
2018-01-24 21:14:44.341545,slurm_normal,1516829035.0,0,,1.0,main_w3_handler0,3335769,18148567,False,,1461830741,fastqsanger,12229290,slurm,,132112168.0,corral-repl,,"""80c72098014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486400}]",,32.0,,,1516828963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:23:56.592400,116870.0,72.0
2018-01-24 21:14:46.526460,slurm_normal,1516829061.0,0,,1.0,main_w3_handler0,3335769,18148572,False,,1461953957,fastqsanger,12229296,slurm,,132112168.0,corral-repl,,"""81320bce014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486404}]",,32.0,,,1516828984.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:24:22.626492,116870.0,77.0
2018-01-24 21:14:22.407836,slurm_normal,1516829126.0,0,,1.0,main_w3_handler1,3335769,18148527,False,,1461995810,fastqsanger,12229322,slurm,,132112168.0,corral-repl,,"""7c1bc346014b11e89ab4005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""1""","[{'src': 'hda', 'id': 33486360}]",,32.0,,,1516829053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/fastq_to_tabular/fastq_to_tabular/1.1.1,1.1.1,,2018-01-24 21:25:27.633153,116870.0,73.0
