create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.dist,parameters.input.values,parameters.mapq,parameters.phone,parameters.pos,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-05 07:23:33.096078,slurm_normal,1504596534.0,0,1.0,main_w3_handler0,3241873,16735210,False,,56925986,tabular,10803796.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31107665}]","""20""","""false""","""2""",32.0,,40266881,1504596450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7.6,0.7.6,,2017-09-05 07:28:56.500452,96391,84.0
2017-09-07 05:51:30.614148,slurm_normal,1504763732.0,0,1.0,main_w3_handler1,3223594,16758077,False,,3848043,interval,10824424.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","[{'src': 'hda', 'id': 31123586}]","""20""","""false""","""2""",32.0,,40150205,1504763715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/dunovo/correct_barcodes/0.7.6,0.7.6,,2017-09-07 05:55:37.540877,73248,17.0
