create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-01-10 04:40:13.713999,slurm_normal,1484023224.0,127,1.0,main_w3_handler0,2951324,14721627,False,,6365212,xls,8890441.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27862665}]",32.0,,35283307,1484023219.0,ok,1023996.0,CONVERTER_sdf_to_mol2,1.0.0,,2017-01-10 04:40:27.600039,79443,5.0
