chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fq2,parameters.input.values,parameters.input|__identifier__,parameters.tags,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-12-04 15:20:37.993705,slurm_normal,1512403997.0,0,1.0,main_w4_handler0,3352424,17691119,False,,2633294683,bam,11755960,slurm,,132112168.0,corral-repl,,"""ab12ccacd90611e7b9ba005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32718716}]",,"""false""",32.0,,,1512403785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2017-12-04 16:13:20.270781,61346.0,212.0
,,2017-12-04 15:20:38.427553,slurm_normal,1512402845.0,0,1.0,main_w3_handler1,3352424,17691120,False,,462623008,bam,11755836,slurm,,132112168.0,corral-repl,,"""ab12ccacd90611e7b9ba005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32718719}]",,"""false""",32.0,,,1512402802.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2017-12-04 15:54:06.637172,61346.0,43.0
,,2017-12-04 15:20:37.701334,slurm_normal,1512403416.0,0,1.0,main_w3_handler1,3352424,17691118,False,,1596996731,bam,11755901,slurm,,132112168.0,corral-repl,,"""ab12ccacd90611e7b9ba005056ba55fb""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""true""","[{'src': 'hda', 'id': 32718709}]",,"""false""",32.0,,,1512403289.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2017-12-04 16:03:40.128412,61346.0,127.0
,,2017-03-09 17:16:45.838728,slurm_normal,1489082912.0,0,1.0,main_w4_handler0,2746248,15255791,False,,546453003,bam,9401844.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""false""","[{'src': 'hda', 'id': 25518141}]",,"""false""",32.0,,36486247.0,1489082818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2017-03-09 18:30:40.133566,62141.0,94.0
,,2016-10-12 16:53:22.080083,slurm_normal,1476291903.0,0,1.0,main_w4_handler1,2834085,14065680,False,,1754149050,bam,8282508.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5522129d8e621656c'}]",,"""false""",32.0,,33255881.0,1476291215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2016-10-12 17:05:06.886388,66016.0,688.0
,,2016-06-19 21:06:02.327820,slurm_normal,1466370376.0,0,1.0,main_w1_handler1,2543864,13204801,False,,38580,bam,7389305.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/baciSubt2.len""","""baciSubt2""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b504571f322a70fe6d'}]",,"""false""",32.0,,30747208.0,1466370372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2016-06-19 21:06:19.093708,77297.0,4.0
,,2016-06-20 18:26:36.307508,slurm_normal,1466447314.0,0,1.0,main_w1_handler0,2741383,13213766,False,,735661549,bam,7398307.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb98df57356274fc'}]",,"""false""",32.0,,30252834.0,1466447206.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2016-06-20 18:28:37.844834,77928.0,108.0
,,2016-06-21 16:35:19.719292,slurm_normal,1466526943.0,0,1.0,main_w1_handler0,2745553,13226584,False,,61538001,bam,7411349.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f7dca22ccb1431a3'}]",,"""false""",32.0,,30986225.0,1466526935.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2016-06-21 16:35:46.839216,86432.0,8.0
,,2016-09-09 19:37:16.395255,slurm_normal,1473467203.0,0,1.0,main_w3_handler0,2663686,13818033,False,,1230403528,bam,8041042.roundup,slurm,,132112168.0,corral-repl,,"""cbcd02a076c411e6b21c005056a51846""","""/galaxy-repl/localdata/chrom/Schizosaccharomyces_pombe_1.1.len""","""Schizosaccharomyces_pombe_1.1""","""false""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57ca5726499194cba'}]",,"""false""",32.0,,32835113.0,1473466918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2016-09-10 00:26:44.910599,72456.0,285.0
,,2016-10-13 10:35:06.513660,slurm_normal,1476356254.0,0,1.0,main_w4_handler1,2853243,14072059,False,,4877088587,bam,8288984.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""true""","[{'src': 'hda', 'id': 'bbd44e69cb8906b552e9d222c2ff96d8'}]",,"""false""",32.0,,33650827.0,1476354918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtofastq/2.24.0,2.24.0,,2016-10-13 10:57:36.645060,82468.0,1336.0
