axes,axes_filetype,create_time,destination_id,dist,dist_filetype,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.axes.values,parameters.chromInfo,parameters.dbkey,parameters.dist.values,parameters.epsilon,parameters.iters,parameters.maxdim,parameters.maxiters,parameters.mindim,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
19532.0,tabular,2017-03-10 04:49:00.141372,slurm_normal,36074,mothur.shared,1489121349.0,0,1.0,main_w4_handler1,3026093,15259929,False,,9406180.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 28703646}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28703017}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,36543954,1489121343.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-10 04:49:10.537539,37766.0,6.0
,,2017-03-12 16:37:52.444682,slurm_normal,1902,html,1489337007.0,0,1.0,main_w4_handler0,3026093,15274851,False,,9419742.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28726057}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,36550514,1489336874.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-12 16:43:36.863850,37766.0,133.0
,,2017-03-12 16:48:53.099648,slurm_normal,16358,txt,1489337352.0,0,1.0,main_w4_handler1,3026093,15274870,False,,9419770.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28726255}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,36550514,1489337338.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-12 16:49:18.574520,37766.0,14.0
,,2017-03-12 16:50:10.933521,slurm_normal,16358,txt,1489337433.0,0,1.0,main_w3_handler0,3026093,15274875,False,,9419775.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28726255}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,36550514,1489337419.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-12 16:50:36.070092,37766.0,14.0
,,2017-03-12 18:27:49.671431,slurm_normal,16358,txt,1489343278.0,0,1.0,main_w4_handler0,3026093,15275290,False,,9420219.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28726255}]","""1e-12""","""10""","""3""","""500""","""3""",32.0,,36550514,1489343273.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-12 18:28:00.797831,37766.0,5.0
,,2017-03-12 18:31:35.227391,slurm_normal,16358,txt,1489343504.0,0,1.0,main_w3_handler1,3026093,15275307,False,,9420232.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28726355}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,36550514,1489343500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-12 18:31:48.538948,37766.0,4.0
,,2017-03-12 18:36:11.587350,slurm_normal,16358,txt,1489343783.0,0,1.0,main_w3_handler1,3026093,15275323,False,,9420247.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28726355}]","""1e-12""","""10""","""3""","""500""","""3""",32.0,,36550514,1489343776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-03-12 18:36:26.758896,37766.0,7.0
,,2017-04-17 07:28:23.151713,slurm_normal,2191027,fasta,1492414122.0,0,1.0,main_w4_handler0,2975839,15603711,False,,9723832.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29243453}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,35709050,1492414116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-17 07:28:44.365552,,6.0
,,2017-04-20 15:40:50.481390,slurm_normal,6897,mothur.shared,1492702871.0,0,1.0,main_w3_handler1,3078150,15636599,False,,9754566.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29294544}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,37457910,1492702863.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-20 15:41:13.333661,37766.0,8.0
,,2017-04-23 15:59:13.935126,slurm_normal,465,txt,1492963172.0,0,1.0,main_w3_handler0,3078150,15654928,False,,9771561.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29325617}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,37457910,1492963165.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-23 15:59:34.451465,37766.0,7.0
,,2017-04-23 19:05:46.614106,slurm_normal,230,txt,1492974373.0,0,1.0,main_w3_handler0,3078150,15655845,False,,9772307.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29326891}]","""1e-12""","""10""","""3""","""500""","""3""",32.0,,37457910,1492974367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-23 19:06:15.790260,37766.0,6.0
,,2017-04-23 19:08:52.678070,slurm_normal,230,txt,1492974551.0,0,1.0,main_w3_handler0,3078150,15655856,False,,9772317.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29326891}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,37457910,1492974545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-23 19:09:13.440836,37766.0,6.0
6897.0,mothur.shared,2017-04-24 21:05:03.293983,slurm_normal,230,txt,1493067993.0,0,1.0,main_w4_handler1,3078150,15666437,False,,9782390.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 29294544}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29343184}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,37531771,1493067987.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-24 21:06:36.147486,37766.0,6.0
,,2017-04-24 21:07:44.058499,slurm_normal,230,txt,1493068080.0,0,1.0,main_w3_handler1,3078150,15666454,False,,9782412.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29343184}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,37531771,1493068074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-24 21:08:07.764747,37766.0,6.0
,,2017-04-26 20:38:11.830930,slurm_normal,651,txt,1493239101.0,0,1.0,main_w4_handler0,3078150,15684802,False,,9798819.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29372779}]","""1e-12""","""10""","""2""","""500""","""2""",32.0,,37531771,1493239097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_nmds/1.20.0,1.20.0,,2017-04-26 20:38:26.309804,37766.0,4.0
