axes,axes_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.axes.values,parameters.chromInfo,parameters.dbkey,parameters.method,parameters.numaxes,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2165,axes,2017-03-15 21:31:02.069458,slurm_normal,1489613472.0,0,1.0,main_w4_handler1,3026093,15307340,False,,9449416.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"[{'src': 'hda', 'id': 28727075}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pearson""","""3""",32.0,,36648494,1489613467.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_corr_axes/1.21.0,1.21.0,,2017-03-15 21:31:13.259534,37766,5.0
2165,axes,2017-03-15 21:38:05.599972,slurm_normal,1489613962.0,0,1.0,main_w3_handler1,3026093,15307396,False,,9449521.roundup,slurm,,132112168.0,corral-repl,26652,shared,,"[{'src': 'hda', 'id': 28727075}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pearson""","""2""",32.0,,36648494,1489613894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_corr_axes/1.21.0,1.21.0,,2017-03-15 21:39:28.140684,37766,68.0
187,axes,2017-04-24 20:52:18.637414,slurm_normal,1493067303.0,0,1.0,main_w4_handler1,3078150,15666364,False,,9782312.roundup,slurm,,132112168.0,corral-repl,4883,shared,,"[{'src': 'hda', 'id': 29326970}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pearson""","""3""",32.0,,37531771,1493067298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_corr_axes/1.21.0,1.21.0,,2017-04-24 20:56:58.946876,37766,5.0
4883,shared,2017-04-24 20:37:33.356372,slurm_normal,1493066560.0,0,1.0,main_w4_handler0,3078150,15666303,False,,9782216.roundup,slurm,,132112168.0,corral-repl,230,txt,,"[{'src': 'hda', 'id': 29325770}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pearson""","""3""",32.0,,37531771,1493066330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_corr_axes/1.21.0,1.21.0,,2017-04-24 20:45:12.964527,37766,230.0
186,axes,2017-04-24 21:13:50.255625,slurm_normal,1493068447.0,0,1.0,main_w3_handler0,3078150,15666528,False,,9782475.roundup,slurm,,132112168.0,corral-repl,4883,shared,,"[{'src': 'hda', 'id': 29343485}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pearson""","""3""",32.0,,37531771,1493068442.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_corr_axes/1.21.0,1.21.0,,2017-04-24 21:14:08.969551,37766,5.0
298,axes,2017-04-26 20:47:59.626487,slurm_normal,1493239689.0,0,1.0,main_w3_handler1,3078150,15684916,False,,9798907.roundup,slurm,,132112168.0,corral-repl,1657,shared,,"[{'src': 'hda', 'id': 29372915}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pearson""","""3""",32.0,,37531771,1493239684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/jjohnson/mothur_toolsuite/mothur_corr_axes/1.21.0,1.21.0,,2017-04-26 20:48:12.101152,37766,5.0
