create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.format,parameters.pdf,parameters.samples,processor_count,runner_name,samples_0|bamcontrol,samples_0|bamcontrol_filetype,samples_0|bamreads,samples_0|bamreads_filetype,samples_0|peaks,samples_0|peaks_filetype,samples_1|bamcontrol,samples_1|bamcontrol_filetype,samples_1|bamreads,samples_1|bamreads_filetype,samples_1|peaks,samples_1|peaks_filetype,samples_2|bamcontrol,samples_2|bamcontrol_filetype,samples_2|bamreads,samples_2|bamreads_filetype,samples_2|peaks,samples_2|peaks_filetype,samples_3|bamcontrol,samples_3|bamcontrol_filetype,samples_3|bamreads,samples_3|bamreads_filetype,samples_3|peaks,samples_3|peaks_filetype,samples_4|bamcontrol,samples_4|bamcontrol_filetype,samples_4|bamreads,samples_4|bamreads_filetype,samples_4|peaks,samples_4|peaks_filetype,samples_5|bamcontrol,samples_5|bamcontrol_filetype,samples_5|bamreads,samples_5|bamreads_filetype,samples_5|peaks,samples_5|peaks_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-26 10:15:55.947260,slurm_normal,1461665783.0,1,1.0,main_w1_handler0,2675351,12621544,False,,6824383.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5db79b9b67f3dc627""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d40e9d6cfd0444c9""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5db79b9b67f3dc627""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5db79b9b67f3dc627""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d40e9d6cfd0444c9""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5db79b9b67f3dc627""}]}}]",32.0,,418211487,bam,418211487,bam,0,bed,418211487,bam,418211487,bam,0,bed,,,,,,,,,,,,,,,,,,,,,,,,,29679217,1461665770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-04-26 10:16:24.670372,82835,13.0
2016-04-26 13:51:57.410089,slurm_normal,1461680075.0,1,1.0,main_w1_handler2,2673763,12623376,False,,6826970.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d5e1619fb31c24c2""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5cdb114a47b51729b""}]}, ""sample_id"": ""1"", ""tissue"": ""Tissue"", ""replicate"": ""2"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""KO"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b526fcd2a208f9d380""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d5e1619fb31c24c2""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d6eae22b1f23ef26""}]}, ""sample_id"": ""2"", ""tissue"": ""Tissue"", ""replicate"": ""2"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""WT"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b51dfdc48dd0448836""}]}}]",32.0,,417480798,bam,720567159,bam,1914299686,bed,417480798,bam,683764976,bam,1452806315,bed,,,,,,,,,,,,,,,,,,,,,,,,,29659645,1461679968.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-04-26 14:14:38.084662,82711,107.0
2016-04-26 13:51:56.686249,slurm_normal,1461680012.0,1,1.0,main_w2_handler1,2673763,12623375,False,,6826974.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d5e1619fb31c24c2""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5cdb114a47b51729b""}]}, ""sample_id"": ""1"", ""tissue"": ""Tissue"", ""replicate"": ""2"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""KO"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5f107b65c9e3cfb52""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d5e1619fb31c24c2""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5d6eae22b1f23ef26""}]}, ""sample_id"": ""2"", ""tissue"": ""Tissue"", ""replicate"": ""2"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""WT"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b53d2155d0f44a8021""}]}}]",32.0,,417480798,bam,696438038,bam,1914299686,bed,417480798,bam,552231871,bam,1452806315,bed,,,,,,,,,,,,,,,,,,,,,,,,,29659645,1461679993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-04-26 14:13:46.577345,82711,19.0
2016-02-10 01:04:20.595305,reserved,1455066338.0,0,1.0,main_w1_handler0,2572400,11768207,False,,6023991.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""gff""","""True""","[{""bamcontrol"": 22980913, ""peaks"": 22980914, ""sample_id"": ""CA-1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K3me3"", ""__index__"": 0, ""condition"": ""allopatric"", ""bamreads"": 22980912}, {""bamcontrol"": 22980913, ""peaks"": 22980914, ""sample_id"": ""CA-2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K3me3"", ""__index__"": 1, ""condition"": ""allopatric"", ""bamreads"": 22980912}, {""bamcontrol"": 22980911, ""peaks"": 22980918, ""sample_id"": ""CC-1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K3me3"", ""__index__"": 2, ""condition"": ""sympatric"", ""bamreads"": 22980910}, {""bamcontrol"": 22980911, ""peaks"": 22980918, ""sample_id"": ""CC-2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K3me3"", ""__index__"": 3, ""condition"": ""sympatric"", ""bamreads"": 22980910}]",32.0,,435348227,bam,285596189,bam,222516,bed,435348227,bam,285596189,bam,222516,bed,370597995.0,bam,258028829.0,bam,201567.0,bed,370597995.0,bam,258028829.0,bam,201567.0,bed,,,,,,,,,,,,,28049795,1455066285.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-02-10 01:05:40.819586,5254,53.0
2016-01-26 18:42:49.460023,slurm_normal,1453833848.0,0,1.0,main_w1_handler2,2578814,11609562,False,,5874327.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bed""","""True""","[{""bamcontrol"": 23049631, ""peaks"": 23049639, ""sample_id"": ""CA.1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K4me3"", ""__index__"": 0, ""condition"": ""allopatric"", ""bamreads"": 23049632}, {""bamcontrol"": 23049631, ""peaks"": 23049639, ""sample_id"": ""CA.2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K4me3"", ""__index__"": 1, ""condition"": ""allopatric"", ""bamreads"": 23049632}, {""bamcontrol"": 23049633, ""peaks"": 23049635, ""sample_id"": ""CC.1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K4me3"", ""__index__"": 2, ""condition"": ""sympatric"", ""bamreads"": 23049634}, {""bamcontrol"": 23049633, ""peaks"": 23049635, ""sample_id"": ""CC.2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K4me3"", ""__index__"": 3, ""condition"": ""sympatric"", ""bamreads"": 23049634}]",32.0,,435331936,bam,285606134,bam,222516,bed,435331936,bam,285606134,bam,222516,bed,370586429.0,bam,258045402.0,bam,201567.0,bed,370586429.0,bam,258045402.0,bam,201567.0,bed,,,,,,,,,,,,,27345593,1453833787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-01-26 18:44:17.044557,1224,61.0
2016-01-27 16:34:45.598683,reserved,1453912566.0,0,1.0,main_w1_handler0,2572400,11615772,False,,5880370.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""bed""","""True""","[{""bamcontrol"": 22980913, ""peaks"": 22980914, ""sample_id"": ""CA-1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K3me3"", ""__index__"": 0, ""condition"": ""allopatric"", ""bamreads"": 22980912}, {""bamcontrol"": 22980913, ""peaks"": 22980914, ""sample_id"": ""CA-2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K3me3"", ""__index__"": 1, ""condition"": ""allopatric"", ""bamreads"": 22980912}, {""bamcontrol"": 22980911, ""peaks"": 22980918, ""sample_id"": ""CC-1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K3me3"", ""__index__"": 2, ""condition"": ""sympatric"", ""bamreads"": 22980910}, {""bamcontrol"": 22980911, ""peaks"": 22980918, ""sample_id"": ""CC-2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K3me3"", ""__index__"": 3, ""condition"": ""sympatric"", ""bamreads"": 22980910}]",32.0,,435348227,bam,285596189,bam,222516,bed,435348227,bam,285596189,bam,222516,bed,370597995.0,bam,258028829.0,bam,201567.0,bed,370597995.0,bam,258028829.0,bam,201567.0,bed,,,,,,,,,,,,,27673374,1453912501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-01-27 16:36:22.989858,5254,65.0
2016-02-12 20:41:20.513093,reserved,1455309763.0,0,1.0,main_w2_handler0,2572400,11813827,False,,6062209.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""gff""","""True""","[{""bamcontrol"": 22980913, ""peaks"": 22980914, ""sample_id"": ""CA-1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K3me3"", ""__index__"": 0, ""condition"": ""allopatric"", ""bamreads"": 22980912}, {""bamcontrol"": 22980913, ""peaks"": 22980914, ""sample_id"": ""CA-2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K3me3"", ""__index__"": 1, ""condition"": ""allopatric"", ""bamreads"": 22980912}, {""bamcontrol"": 22980911, ""peaks"": 22980918, ""sample_id"": ""CC-1"", ""tissue"": ""fly"", ""replicate"": ""1"", ""factor"": ""H3K3me3"", ""__index__"": 2, ""condition"": ""sympatric"", ""bamreads"": 22980910}, {""bamcontrol"": 22980911, ""peaks"": 22980918, ""sample_id"": ""CC-2"", ""tissue"": ""fly"", ""replicate"": ""2"", ""factor"": ""H3K3me3"", ""__index__"": 3, ""condition"": ""sympatric"", ""bamreads"": 22980910}]",32.0,,435348227,bam,285596189,bam,222516,bed,435348227,bam,285596189,bam,222516,bed,370597995.0,bam,258028829.0,bam,201567.0,bed,370597995.0,bam,258028829.0,bam,201567.0,bed,,,,,,,,,,,,,28049795,1455309711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-02-12 20:42:47.932202,5254,52.0
2016-05-03 04:29:05.518901,slurm_normal,1462249802.0,1,1.0,main_w1_handler0,2692540,12743167,False,,6946474.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b56b5b88f3b9a614ca""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b57aa34c13d6ed1a5f""}]}, ""sample_id"": ""Sample 1"", ""tissue"": ""Tissue 1"", ""replicate"": ""1"", ""factor"": ""Factor 1"", ""__index__"": 0, ""condition"": ""Condition 1"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b56321ce0ee4a5a85d""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b51d08d2426e8aabd8""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52cb8af5e6b9495fa""}]}, ""sample_id"": ""Sample 2"", ""tissue"": ""Tissue 2"", ""replicate"": ""1"", ""factor"": ""Factor 2"", ""__index__"": 1, ""condition"": ""Condition 2"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b594643f2b91cc5af1""}]}}]",32.0,,8576051,bam,13554741,bam,36713,bed,14010297,bam,13509600,bam,29354,bed,,,,,,,,,,,,,,,,,,,,,,,,,30005287,1462249790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-05-03 04:30:04.507011,34202,12.0
2016-05-03 16:21:49.013567,slurm_normal,1462292617.0,1,1.0,main_w2_handler0,2692255,12759570,False,,6956074.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52840fd51ce358b9a""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5c89701b5d42cd8cf""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 0, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e2103c20c729a0fb""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52840fd51ce358b9a""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5b6e421c8c4ba7c81""}]}, ""sample_id"": ""Sample ID"", ""tissue"": ""Tissue"", ""replicate"": ""1"", ""factor"": ""Factor Name"", ""__index__"": 1, ""condition"": ""Condition"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5db5b52b6ce08bdbe""}]}}]",32.0,,2455752006,bam,2232376827,bam,1754939,bed,2455752006,bam,1951124214,bam,166851,bed,,,,,,,,,,,,,,,,,,,,,,,,,29998563,1462292546.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-05-03 16:23:40.633029,53803,71.0
2016-05-03 16:46:32.097211,slurm_normal,1462294481.0,1,1.0,main_w2_handler0,2692255,12759875,False,,6956513.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""bed""","""true""","[{""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52840fd51ce358b9a""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5dbad0c56243925b8""}]}, ""sample_id"": ""GF9A"", ""tissue"": ""Jej"", ""replicate"": ""1"", ""factor"": ""hnf4a"", ""__index__"": 0, ""condition"": ""Germfree"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5e2103c20c729a0fb""}]}}, {""bamcontrol"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b52840fd51ce358b9a""}]}, ""peaks"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b50f678ffd2f9251e7""}]}, ""sample_id"": ""CV10A"", ""tissue"": ""Jej"", ""replicate"": ""1"", ""factor"": ""hnf4a"", ""__index__"": 1, ""condition"": ""colonized"", ""bamreads"": {""values"": [{""src"": ""hda"", ""id"": ""bbd44e69cb8906b5db5b52b6ce08bdbe""}]}}]",32.0,,2455752006,bam,2232376827,bam,2696716,bed,2455752006,bam,1951124214,bam,252952,bed,,,,,,,,,,,,,,,,,,,,,,,,,29998563,1462294070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/diffbind/diffbind/2.0.2,2.0.2,,2016-05-03 16:54:44.288079,53803,411.0
