create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB1,inputB10,inputB10_filetype,inputB11,inputB11_filetype,inputB12,inputB12_filetype,inputB13,inputB13_filetype,inputB14,inputB14_filetype,inputB15,inputB15_filetype,inputB16,inputB16_filetype,inputB17,inputB17_filetype,inputB18,inputB18_filetype,inputB19,inputB19_filetype,inputB1_filetype,inputB2,inputB2_filetype,inputB3,inputB3_filetype,inputB4,inputB4_filetype,inputB5,inputB5_filetype,inputB6,inputB6_filetype,inputB7,inputB7_filetype,inputB8,inputB8_filetype,inputB9,inputB9_filetype,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.addition,parameters.addition2.__current_case__,parameters.addition2.addition2_select,parameters.addition2.id,parameters.addition2.iu,parameters.chromInfo,parameters.dbkey,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.io,parameters.mdb,parameters.strand,parameters.ties,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-24 18:17:21.305563,slurm_normal,1466792501.0,0,1.0,main_w1_handler0,2749169,13256099,False,,111033,bed,163750,163750,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7443138.roundup,slurm,,132112168.0,corral-repl,,"""e1bf844e3a3711e6b4d8005056a52a46""","""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51ccd174e1f2142e1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac53616afd237df4'}]","""true""","""each""","""""","""all""",32.0,,30438799.0,1466792498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-06-24 18:21:43.697463,81119.0,3.0
2016-09-11 21:49:45.448822,slurm_normal,1473630604.0,0,1.0,main_w4_handler1,2806818,13826958,False,,13362,bed,144194,144194,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048872.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510824999ee092bf0'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473630600.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 21:50:05.527559,89286.0,4.0
2016-03-17 02:08:34.769304,slurm_normal,1458180580.0,0,1.0,main_w1_handler0,2631032,12161564,False,,3264222,bed,104524,104524,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6378650.roundup,slurm,,132112168.0,corral-repl,,,"""True""",0,ref,False,False,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23805598,,"""23812391""",,"""False""","""each""","""""","""all""",32.0,,28486945.0,1458180572.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-03-17 02:09:42.637870,64512.0,8.0
2016-09-11 22:00:32.940799,slurm_normal,1473631252.0,0,1.0,main_w4_handler1,2806818,13827006,False,,13362,bed,2958228,2958228,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048907.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581754b394a008e62'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473631248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 22:00:54.772199,89286.0,4.0
2016-09-11 21:59:06.534343,slurm_normal,1473631165.0,0,1.0,main_w3_handler0,2806818,13826994,False,,2958228,bed,13362,13362,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048894.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581754b394a008e62'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473631159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 21:59:28.154141,89286.0,6.0
2016-09-11 21:26:41.528119,slurm_normal,1473629223.0,0,1.0,main_w3_handler1,2806818,13826877,False,,13362,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048791.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b1c7f74163ba3'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473629219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 21:27:06.509130,89286.0,4.0
2016-09-11 21:26:31.632916,slurm_normal,1473629245.0,0,1.0,main_w4_handler0,2806818,13826876,False,,12058080,bed,13362,13362,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048792.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b1c7f74163ba3'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473629219.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 21:27:26.523033,89286.0,26.0
2016-09-11 21:58:42.584118,slurm_normal,1473631136.0,0,1.0,main_w3_handler0,2806818,13826993,False,,13362,bed,2958228,2958228,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048893.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581754b394a008e62'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473631133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 21:58:58.330263,89286.0,3.0
2016-09-11 21:52:52.247322,slurm_normal,1473630793.0,0,1.0,main_w3_handler0,2806818,13826978,False,,13362,bed,144194,144194,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8048878.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510824999ee092bf0'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473630789.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 21:53:14.049813,89286.0,4.0
2016-09-11 17:02:09.073085,slurm_normal,1473613373.0,0,1.0,main_w4_handler1,2478539,13824903,False,,169569,bed,158338,158338,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8046705.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a9bc8827449f051b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b71d51835901e112'}]","""false""","""each""","""""","""all""",32.0,,32893144.0,1473613365.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-11 17:02:54.240668,70907.0,8.0
2016-09-12 08:13:48.599794,slurm_normal,1473668057.0,0,1.0,main_w4_handler1,2760965,13829086,False,,6723818,bed,1261726,1261726,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8051046.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516e794f713bfca97'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5047f178ad7465947'}]","""false""","""each""","""""","""all""",32.0,,31342144.0,1473668042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-12 08:14:19.091075,,15.0
2016-09-12 08:18:12.152655,slurm_normal,1473668330.0,0,1.0,main_w3_handler1,2806818,13829130,False,,13368,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8051087.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d64cc3120f7062f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b1c7f74163ba3'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473668312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-12 08:18:52.534092,89286.0,18.0
2016-09-12 08:17:50.124301,slurm_normal,1473668328.0,0,1.0,main_w3_handler0,2806818,13829128,False,,13368,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8051089.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d64cc3120f7062f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b1c7f74163ba3'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473668314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-12 08:18:52.563536,89286.0,14.0
2016-09-12 08:19:42.022326,slurm_normal,1473668429.0,0,1.0,main_w3_handler1,2760965,13829132,False,,6723818,bed,862757,862757,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8051096.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b516e794f713bfca97'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c215789c6daa8624'}]","""false""","""each""","""""","""all""",32.0,,31342144.0,1473668401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-12 08:20:31.650778,,28.0
2016-09-12 08:31:56.130134,slurm_normal,1473669129.0,0,1.0,main_w3_handler1,2806818,13829175,False,,13368,bed,2958228,2958228,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8051136.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d64cc3120f7062f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b581754b394a008e62'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473669125.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-12 08:32:12.110554,89286.0,4.0
2016-09-12 08:40:25.661039,slurm_normal,1473669650.0,0,1.0,main_w3_handler1,2806818,13829254,False,,13362,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,8051177.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5787113985d8a8bca'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55c5b1c7f74163ba3'}]","""false""","""each""","""""","""all""",32.0,,32895453.0,1473669644.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-09-12 08:40:51.525880,89286.0,6.0
2016-06-27 11:46:31.949519,slurm_normal,1467028016.0,0,1.0,main_w2_handler0,2708747,13266366,False,,60297,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7454649.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e5571092e8333d2'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5747f4ae58a6dc4e7'}]","""false""","""each""","""""","""first""",32.0,,31096865.0,1467028011.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-06-27 11:46:58.985206,29502.0,5.0
2016-05-09 15:24:08.926122,slurm_normal,1462807478.0,0,1.0,main_w1_handler0,2644281,12833056,False,,564218,bed,620900,620900,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7034275.roundup,slurm,,132112168.0,corral-repl,,,"""true""",0,ref,false,false,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5690ce5bad283d487'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b0e09b139ee56af2'}]","""false""","""each""","""""","""all""",32.0,,29968599.0,1462807474.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-09 15:24:41.018553,71722.0,4.0
2016-03-05 23:09:41.298305,slurm_normal,1457219410.0,0,1.0,main_w1_handler2,2618822,12035095,False,,112768,bed,428384,428384,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6261729.roundup,slurm,,132112168.0,corral-repl,,,"""False""",3,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23688657,,"""23625435""",,"""False""","""each""","""""","""all""",32.0,,28800437.0,1457219404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-03-05 23:10:11.403306,30313.0,6.0
2016-03-05 23:31:13.798726,slurm_normal,1457220703.0,0,1.0,main_w2_handler0,2618822,12035178,False,,112768,bed,428384,428384,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6261873.roundup,slurm,,132112168.0,corral-repl,,,"""False""",0,ref,False,False,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23688657,,"""23625435""",,"""False""","""each""","""""","""all""",32.0,,28800437.0,1457220698.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-03-05 23:31:45.728642,30313.0,5.0
2016-03-05 23:48:23.668033,slurm_normal,1457221727.0,0,1.0,main_w2_handler1,2618822,12035619,False,,112768,bed,428384,428384,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6262004.roundup,slurm,,132112168.0,corral-repl,,,"""False""",0,ref,False,False,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23688657,,"""23625435""",,"""False""","""each""","""""","""first""",32.0,,28800437.0,1457221722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-03-05 23:48:51.460846,30313.0,5.0
2016-05-09 13:55:06.157735,slurm_normal,1462802154.0,0,1.0,main_w1_handler1,2644281,12832294,False,,6671928,bed,12076427,12076427,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7033268.roundup,slurm,,132112168.0,corral-repl,,,"""true""",0,ref,false,false,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56046b58bb89f3f29'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f11177298ea13bca'}]","""false""","""each""","""""","""all""",32.0,,29968599.0,1462802149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-09 13:55:57.974992,71722.0,5.0
2016-03-06 05:17:19.368820,slurm_normal,1457241467.0,0,1.0,main_w1_handler1,2618822,12037642,False,,112768,bed,548587,548587,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6264973.roundup,slurm,,132112168.0,corral-repl,,,"""False""",0,ref,False,False,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",23688657,,"""23693300""",,"""False""","""each""","""""","""first""",32.0,,28800437.0,1457241464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-03-06 05:17:49.534065,30313.0,3.0
2016-03-06 17:27:51.960842,slurm_normal,1457285370.0,0,1.0,main_w1_handler0,2622875,12042287,False,,505729,bed,577198,577198,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,6269582.roundup,slurm,,132112168.0,corral-repl,,,"""False""",0,ref,False,False,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",23700443,,"""23700380""",,"""False""","""each""","""""","""all""",32.0,,28841373.0,1457285367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-03-06 17:29:33.490454,79892.0,3.0
2016-05-10 09:08:18.817411,slurm_normal,1462871392.0,0,1.0,main_w1_handler1,2478539,12842778,False,,3914,bed,125173,125173,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043216.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb9506c2c522656f'}]","""true""","""each""","""""","""all""",32.0,,30109181.0,1462871386.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 09:09:54.266548,70907.0,6.0
2016-05-10 09:25:12.635545,slurm_normal,1462872359.0,0,1.0,main_w1_handler2,2478539,12842886,False,,3914,bed,10761,10761,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043336.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5608fbb7d5755988c'}]","""true""","""each""","""""","""all""",32.0,,30109181.0,1462872356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 09:26:03.000481,70907.0,3.0
2016-05-10 09:33:14.353985,slurm_normal,1462872884.0,0,1.0,main_w1_handler2,2478539,12843014,False,,3914,bed,50414,50414,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043410.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51922f49af3fc3fbe'}]","""true""","""each""","""""","""all""",32.0,,30109181.0,1462872876.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 09:34:47.045317,70907.0,8.0
2016-06-29 08:59:07.647114,slurm_normal,1467190857.0,0,1.0,main_w2_handler0,2708747,13285439,False,,6219,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7479521.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e29c5dc5a143efc1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5747f4ae58a6dc4e7'}]","""false""","""each""","""""","""first""",32.0,,31164327.0,1467190852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-06-29 09:00:59.584380,29502.0,5.0
2016-05-10 09:47:22.216931,slurm_normal,1462873714.0,0,1.0,main_w2_handler1,2478539,12843128,False,,3914,bed,40731,40731,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043521.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5add0a22c35bba1db'}]","""false""","""each""","""""","""all""",32.0,,30109181.0,1462873710.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 09:48:36.724561,70907.0,4.0
2016-05-10 09:53:47.130206,slurm_normal,1462874073.0,0,1.0,main_w1_handler0,2478539,12843157,False,,3914,bed,50414,50414,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043574.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51922f49af3fc3fbe'}]","""true""","""each""","""""","""all""",32.0,,30109181.0,1462874069.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 09:54:37.309320,70907.0,4.0
2016-05-10 10:01:10.565144,slurm_normal,1462874518.0,0,1.0,main_w1_handler1,2478539,12843180,False,,50414,bed,3914,3914,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043604.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51922f49af3fc3fbe'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]","""true""","""each""","""""","""all""",32.0,,30109181.0,1462874515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 10:01:59.324336,70907.0,3.0
2016-05-10 10:08:01.889634,slurm_normal,1462874914.0,0,1.0,main_w2_handler1,2478539,12843260,False,,105359,bed,3914,3914,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043645.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50eac8e75cdbbb410'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]","""false""","""each""","""""","""all""",32.0,,30109181.0,1462874911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 10:08:36.609001,70907.0,3.0
2016-05-10 10:14:07.199487,slurm_normal,1462875278.0,0,1.0,main_w2_handler1,2478539,12843300,False,,40731,bed,3914,3914,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7043674.roundup,slurm,,132112168.0,corral-repl,,,"""true""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5add0a22c35bba1db'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e70fdc86123f737'}]","""false""","""each""","""""","""all""",32.0,,30109181.0,1462875275.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 10:14:39.532030,70907.0,3.0
2016-05-10 21:42:27.051951,slurm_normal,1462916596.0,0,1.0,main_w2_handler0,2644281,12848735,False,,889578,bed,1038910,1038910,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7048823.roundup,slurm,,132112168.0,corral-repl,,,"""true""",0,ref,false,false,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a5b017de113d3d31'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55ebbb28263fdc5be'}]","""false""","""each""","""""","""all""",32.0,,29968599.0,1462916592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-05-10 21:43:21.607599,71722.0,4.0
2016-06-29 14:35:37.182608,slurm_normal,1467210972.0,0,1.0,main_w1_handler0,2708747,13287765,False,,56835,bed,12058080,12058080,,,,,,,,,,,,,,,,,,,,,bed,,,,,,,,,,,,,,,,,bed,7483715.roundup,slurm,,132112168.0,corral-repl,,,"""false""",3,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbc6d169af4c7bf6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5747f4ae58a6dc4e7'}]","""false""","""each""","""""","""first""",32.0,,31164327.0,1467210966.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_closestbed/2.22.0,2.22.0,,2016-06-29 14:36:14.377601,29502.0,6.0
