chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bam,input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input_bam,parameters.input_bam.values,parameters.option_set.__current_case__,parameters.option_set.change_identical,parameters.option_set.compute_cap,parameters.option_set.extended_baq,parameters.option_set.modify_quality,parameters.option_set.option_sets,parameters.reference_source.__current_case__,parameters.reference_source.ref_fasta,parameters.reference_source.ref_fasta.values,parameters.reference_source.reference_source_selector,processor_count,ref_fasta,ref_fasta_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
6.0,len,2016-04-26 17:15:12.621005,slurm_normal,1461691052.0,0,1.0,main_w2_handler0,2649803,12625530,False,,346591447,bam,6828878.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d0c8646dcb0f41c7'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d520b3a64aaa3b97'}]",history,32.0,247.0,fasta,,29260271.0,1461690927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-04-26 17:17:39.325424,81580.0,125.0
6.0,len,2016-04-26 19:13:43.802036,slurm_normal,1461698060.0,0,1.0,main_w2_handler0,2649803,12627452,False,,30868602,bam,6830698.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/440/dataset_15440263.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed142bec6c60a9bb'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d520b3a64aaa3b97'}]",history,32.0,247.0,fasta,,29260271.0,1461698041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-04-26 19:14:23.980047,81580.0,19.0
,,2015-12-15 14:55:29.629722,slurm_normal,1450191495.0,0,1.0,main_w2_handler1,2534247,11186271,False,,580264683,bam,5454421.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22459770,,0,,,,,default,1,22385335,,history,32.0,7873397.0,fasta,,26723850.0,1450191355.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2015-12-15 14:58:19.866189,75119.0,140.0
,,2016-01-23 22:31:34.674555,slurm_normal,1453588672.0,0,1.0,main_w1_handler2,2517665,11587614,False,,74759486,bam,5853115.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",23018764,,1,True,False,False,False,advanced,0,hg19,,cached,32.0,,,,26785092.0,1453588421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-01-23 22:37:56.060860,74111.0,251.0
,,2016-10-13 08:11:17.595994,slurm_normal,1476347210.0,0,1.0,main_w4_handler1,2853117,14070957,False,,67461341,bam,8288061.roundup,slurm,,132112168.0,corral-repl,,"""9a845992911c11e6a1ba005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54191810ac144acb9'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a49d0a16fe466da'}]",history,32.0,16456.0,fasta,,33647986.0,1476347176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-13 08:26:54.085547,53244.0,34.0
,,2016-10-13 07:32:23.719199,slurm_normal,1476343984.0,0,1.0,main_w4_handler0,2850392,14070559,False,,67461344,bam,8287581.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c52277ff48b71c4'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59a49d0a16fe466da'}]",history,32.0,16456.0,fasta,,33647986.0,1476343956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-13 07:33:06.951064,53244.0,28.0
,,2016-03-22 12:52:25.286536,slurm_normal,1458652034.0,0,1.0,main_w1_handler2,2304170,12225309,False,,3296525823,bam,6438977.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23971943,,0,,,,,default,0,hg38,,cached,32.0,,,,28717459.0,1458651183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-03-22 13:07:20.999223,63442.0,851.0
,,2016-03-22 12:52:12.845374,slurm_normal,1458652319.0,0,1.0,main_w1_handler2,2304170,12225305,False,,4507168367,bam,6438976.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23971956,,0,,,,,default,0,hg38,,cached,32.0,,,,28717459.0,1458651179.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-03-22 13:12:03.417944,63442.0,1140.0
,,2016-03-22 13:58:20.917615,slurm_normal,1458660552.0,0,1.0,main_w1_handler0,2304170,12226376,False,,3296525823,bam,6439734.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23971943,,1,True,True,False,True,advanced,0,hg38,,cached,32.0,,,,28717459.0,1458655194.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-03-22 15:29:15.509493,63442.0,5358.0
,,2016-03-22 13:58:39.611267,slurm_normal,1458665050.0,0,1.0,main_w1_handler2,2304170,12226379,False,,4507168367,bam,6439731.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",23971956,,1,True,True,False,True,advanced,0,hg38,,cached,32.0,,,,28717459.0,1458655166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-03-22 16:44:17.517974,63442.0,9884.0
,,2016-04-08 09:42:37.983994,slurm_normal,1460108584.0,0,1.0,main_w1_handler0,2614952,12383320,False,,3792350,bam,6581171.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",24164550,,0,,,,,default,0,hg19,,cached,32.0,,,,28495136.0,1460108579.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-04-08 09:43:05.909624,77194.0,5.0
,,2016-06-02 05:35:02.016726,slurm_normal,1464845917.0,0,1.0,main_w2_handler1,1809446,13046301,False,,867614302,bam,7231801.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f8fc89460f33d1a'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5636d645b840c9c3f'}]",history,32.0,52216651.0,fasta,,30568938.0,1464845739.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-06-02 05:38:40.806880,44128.0,178.0
,,2016-07-28 16:02:24.856481,slurm_normal,1469721867.0,0,1.0,main_w2_handler1,2773166,13517047,False,,50415,bam,7732377.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/154/dataset_15154665.dat""","""hg19mod""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1b20f3c9e1e3257'}]",1,false,true,false,true,advanced,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5990204d19bb94df9'}]",history,32.0,3153506871.0,fasta,,31638805.0,1469721777.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-07-28 16:04:29.191739,77194.0,90.0
,,2016-10-22 14:52:59.531227,slurm_normal,1477148064.0,0,1.0,main_w3_handler1,2853138,14147232,False,,129109551,bam,8359866.roundup,slurm,,132112168.0,corral-repl,,"""3951507e986711e6b48f005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a73327bc78fd6c43'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52571773c3738c455'}]",history,32.0,16456.0,fasta,,33668136.0,1477148013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-22 14:54:28.364276,53244.0,51.0
,,2016-08-18 11:35:28.845396,slurm_normal,1471525187.0,0,1.0,main_w4_handler1,2196193,13681736,False,,17418265363,bam,7898645.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b525160d320faf42b3'}]",0,,,,,default,0,hg38,,cached,32.0,,,,32361130.0,1471520146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-08-18 12:59:49.167495,37892.0,5041.0
,,2016-10-23 03:59:02.107343,slurm_normal,1477195243.0,0,1.0,main_w4_handler1,2853197,14149438,False,,163191588,bam,8361738.roundup,slurm,,132112168.0,corral-repl,,"""0857392a98d511e698cb005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ef807a8698b5b33'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5483a6ffed32083ba'}]",history,32.0,16457.0,fasta,,33668136.0,1477195161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-23 04:00:45.927398,53244.0,82.0
428327.0,len,2016-10-24 09:55:55.538158,slurm_normal,1477303052.0,0,1.0,main_w4_handler0,2850634,14156718,False,,140137987,bam,8367679.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/017/331/dataset_17331942.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eed79cc99aab317e'}]",1,false,false,false,false,advanced,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50119c9a71c68fd0f'}]",history,32.0,29436600.0,fasta,,33869798.0,1477303018.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-24 09:57:35.423436,91998.0,34.0
,,2016-10-25 03:49:34.111373,slurm_normal,1477367402.0,0,1.0,main_w4_handler0,2866879,14164324,False,,73233657,bam,8376821.roundup,slurm,,132112168.0,corral-repl,,"""0ab5dfcc9a6611e6b2a9005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b547d3b209c4ac1f4e'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0394b6b89707482'}]",history,32.0,5703.0,fasta,,33887232.0,1477367377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-25 03:50:04.637018,53244.0,25.0
,,2016-10-25 05:18:41.328869,slurm_normal,1477372768.0,0,1.0,main_w4_handler0,2867659,14164687,False,,139320194,bam,8377215.roundup,slurm,,132112168.0,corral-repl,,"""7dcb46089a7211e688af005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a8f5bd1f56e1852'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54fa5efad862146c5'}]",history,32.0,5705.0,fasta,,33887232.0,1477372723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-25 05:19:30.745572,53244.0,45.0
,,2016-10-25 07:06:27.434382,slurm_normal,1477379254.0,0,1.0,main_w4_handler0,2867693,14165121,False,,176848917,bam,8377643.roundup,slurm,,132112168.0,corral-repl,,"""8beb1f609a8111e680e6005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551e1e38f132e70c4'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f98eb7e4a5b10f4c'}]",history,32.0,5705.0,fasta,,33887232.0,1477379189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-25 07:07:37.306581,53244.0,65.0
,,2016-10-27 04:25:21.780463,slurm_normal,1477542345.0,0,1.0,main_w4_handler0,2870728,14186369,False,,67432940,bam,8399092.roundup,slurm,,132112168.0,corral-repl,,"""5f8a0f589bfd11e6a9c4005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e0ceea01e116cac'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533ea4e08fccff4a2'}]",history,32.0,16449.0,fasta,,33647986.0,1477542324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-27 04:25:47.770308,53244.0,21.0
,,2016-10-27 05:33:13.611295,slurm_normal,1477546426.0,0,1.0,main_w4_handler0,2870728,14186650,False,,70958178,bam,8399344.roundup,slurm,,132112168.0,corral-repl,,"""da9754b89c0611e6be53005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b566b2888acd511dd7'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56eb62f1db513df86'}]",history,32.0,5705.0,fasta,,33647986.0,1477546400.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-27 05:33:56.940865,53244.0,26.0
,,2016-10-27 05:24:47.973596,slurm_normal,1477545924.0,0,1.0,main_w4_handler0,2870728,14186604,False,,69767046,bam,8399305.roundup,slurm,,132112168.0,corral-repl,,"""ad37f5d29c0511e69946005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f67a8a9cc7f6975d'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52765a0b33ae517a4'}]",history,32.0,16450.0,fasta,,33647986.0,1477545890.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-27 05:25:28.641616,53244.0,34.0
,,2016-10-27 05:43:06.118146,slurm_normal,1477547027.0,0,1.0,main_w4_handler0,2870728,14186692,False,,73233664,bam,8399396.roundup,slurm,,132112168.0,corral-repl,,"""3bde15629c0811e6a65c005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540aaf8ddcd92fa25'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ef922b45e5f0a8d'}]",history,32.0,5712.0,fasta,,33647986.0,1477546989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-27 05:43:48.754350,53244.0,38.0
,,2016-10-31 17:17:46.174917,slurm_normal,1477937026.0,0,1.0,main_w3_handler0,2875472,14219166,False,,54691985,bam,8429280.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53390ceed7d0cb7cc'}]",1,false,true,false,true,advanced,0,ce10,,cached,32.0,,,,33805673.0,1477936881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-31 18:03:52.679338,91788.0,145.0
,,2016-10-30 06:19:13.580934,slurm_normal,1477808381.0,0,1.0,main_w4_handler1,2872617,14208161,False,,77993031,bam,8419467.roundup,slurm,,132112168.0,corral-repl,,"""c6eb65949e6811e6b0fd005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58eb47de284e53531'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7cb45b1731a6d42'}]",history,32.0,5712.0,fasta,,33943098.0,1477808356.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-30 06:19:43.291495,53244.0,25.0
,,2016-10-30 07:13:10.003209,slurm_normal,1477811615.0,0,1.0,main_w3_handler0,2873591,14208290,False,,70713509,bam,8419573.roundup,slurm,,132112168.0,corral-repl,,"""50003fd89e7011e69223005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9fb63a865d42c4d'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5740767110dc08216'}]",history,32.0,5712.0,fasta,,33943098.0,1477811592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-30 07:13:36.484142,53244.0,23.0
,,2016-10-30 06:51:55.623423,slurm_normal,1477810359.0,0,1.0,main_w3_handler0,2873589,14208227,False,,61030374,bam,8419527.roundup,slurm,,132112168.0,corral-repl,,"""585c3f409e6d11e6bee1005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540a3b2e2d9344c14'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5669bdf6ae053f684'}]",history,32.0,5712.0,fasta,,33943098.0,1477810334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-30 06:52:40.754987,53244.0,25.0
,,2016-10-30 06:44:18.548712,slurm_normal,1477809875.0,0,1.0,main_w4_handler0,2872618,14208213,False,,36485262,bam,8419512.roundup,slurm,,132112168.0,corral-repl,,"""4802ee6a9e6c11e6b0fd005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52cbbf9c4c826c4df'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57314fcef809cd08e'}]",history,32.0,5712.0,fasta,,33943098.0,1477809861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-30 06:44:37.231511,53244.0,14.0
,,2016-10-28 08:24:27.367468,slurm_normal,1477643121.0,0,1.0,main_w4_handler0,2872371,14198172,False,,139320195,bam,8409860.roundup,slurm,,132112168.0,corral-repl,,"""f0bfbcc69ce711e69946005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b550a7c0f692d28ebf'}]",0,,,,,default,1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539c5a44196b17cbc'}]",history,32.0,5714.0,fasta,,33958179.0,1477643076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_calmd/samtools_calmd/2.0,2.0,,2016-10-28 08:25:24.360403,53244.0,45.0
