chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.clps,parameters.dbkey,parameters.img,parameters.input.values,parameters.name,parameters.slop,parameters.sort,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
18297.0,len,2018-03-06 15:20:30.911095,slurm_normal,1520349647.0,0,7680.0,1.0,main_w3_handler1,3446901,18624851,False,,37528,gff3,12721167,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/023/935/dataset_23935057.dat""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34219268}]","""false""","""0""","""""",32.0,,44274012,1520349642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-06 15:20:48.695253,121031,5.0
,,2018-03-07 10:02:50.350632,slurm_normal,1520417010.0,0,7680.0,1.0,main_w4_handler0,3455069,18637036,False,,1257565,bed,12733345,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261297}]","""false""","""0""","""""",32.0,,44411421,1520417005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:32.158144,117289,5.0
,,2018-03-07 10:02:43.818271,slurm_normal,1520416994.0,0,7680.0,1.0,main_w4_handler0,3455069,18637030,False,,343665,bed,12733341,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261291}]","""false""","""0""","""""",32.0,,44411421,1520416991.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:17.328555,117289,3.0
,,2018-03-07 10:02:47.263262,slurm_normal,1520416994.0,0,7680.0,1.0,main_w4_handler1,3455069,18637034,False,,1302506,bed,12733340,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261295}]","""false""","""0""","""""",32.0,,44411421,1520416990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:17.489856,117289,4.0
,,2018-03-07 10:02:42.634862,slurm_normal,1520416991.0,0,7680.0,1.0,main_w3_handler1,3455069,18637028,False,,1311853,bed,12733337,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261289}]","""false""","""0""","""""",32.0,,44411421,1520416986.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:12.366072,117289,5.0
,,2018-03-07 10:02:45.533820,slurm_normal,1520417001.0,0,7680.0,1.0,main_w4_handler0,3455069,18637032,False,,254498,bed,12733343,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261293}]","""false""","""0""","""""",32.0,,44411421,1520416997.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:22.488399,117289,4.0
,,2018-03-07 10:02:51.319663,slurm_normal,1520417010.0,0,7680.0,1.0,main_w4_handler0,3455069,18637038,False,,1228808,bed,12733346,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261299}]","""false""","""0""","""""",32.0,,44411421,1520417005.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:32.346610,117289,5.0
,,2018-03-07 10:02:52.300561,slurm_normal,1520417029.0,0,7680.0,1.0,main_w4_handler1,3455069,18637040,False,,945428,bed,12733349,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34261301}]","""false""","""0""","""""",32.0,,44411421,1520417026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 10:03:51.921806,117289,3.0
,,2018-03-07 13:19:30.495569,slurm_normal,1520428791.0,0,7680.0,1.0,main_w3_handler1,3437326,18639155,False,,21811069,bed,12735336,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34264985}]","""false""","""0""","""""",32.0,,43073052,1520428782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-07 13:19:53.236583,109973,9.0
,,2018-03-09 05:07:50.698883,slurm_normal,1520572084.0,0,7680.0,1.0,main_w3_handler0,3457202,18667686,False,,1825137,gtf,12763839,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34313253}]","""false""","""0""","""""",32.0,,44135651,1520572081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-03-09 05:08:07.379013,114267,3.0
,,2018-02-23 12:43:19.678914,slurm_normal,1519389829.0,0,7680.0,1.0,main_w4_handler0,3439818,18495847,False,,20373,bed,12591438,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34031624}]","""false""","""0""","""""",32.0,,44116871,1519389825.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-02-23 12:43:50.673010,122661,4.0
,,2018-02-23 20:05:15.755241,slurm_normal,1519416398.0,0,7680.0,1.0,main_w4_handler1,3440648,18501912,False,,4046590,bed,12597517,slurm,,132111800.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""png""","[{'src': 'hda', 'id': 34040115}]","""false""","""0""","""""",32.0,,44126944,1519416329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-02-23 20:06:44.344225,87711,69.0
,,2018-02-23 20:05:15.583982,slurm_normal,1519416333.0,0,7680.0,1.0,main_w3_handler0,3440648,18501911,False,,1269230,bed,12597515,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""png""","[{'src': 'hda', 'id': 34040114}]","""false""","""0""","""""",32.0,,44126944,1519416326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-02-23 20:05:35.049745,87711,7.0
,,2018-02-23 20:05:15.052716,slurm_normal,1519416327.0,0,7680.0,1.0,main_w4_handler1,3440648,18501910,False,,846561,bed,12597514,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""false""","""hg38""","""png""","[{'src': 'hda', 'id': 34040112}]","""false""","""0""","""""",32.0,,44126944,1519416322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-02-23 20:05:29.828556,87711,5.0
,,2018-02-27 00:24:30.655313,slurm_normal,1519691379.0,0,7680.0,1.0,main_w3_handler0,3421514,18529625,False,,12997340,bed,12625995,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""false""","""?""","""png""","[{'src': 'hda', 'id': 34084906}]","""false""","""0""","""""",32.0,,43925964,1519691372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-02-27 00:29:41.665436,41721,7.0
,,2018-02-27 03:31:01.234851,slurm_normal,1519702674.0,0,7680.0,1.0,main_w4_handler0,3437752,18530982,False,,707312156,bed,12627393,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""false""","""hg_g1k_v37""","""png""","[{'src': 'hda', 'id': 34087531}]","""false""","""0""","""""",32.0,,43719061,1519702269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bedtoigv/2.27.0.0,2.27.0.0,,2018-02-27 03:37:56.241020,80380,405.0
