create_time,destination_id,end_epoch,exit_code,galaxy_slots,genome,genome_filetype,handler,history_id,id,imported,info,inputs,inputs1,inputs10,inputs10_filetype,inputs11,inputs11_filetype,inputs12,inputs12_filetype,inputs13,inputs13_filetype,inputs14,inputs14_filetype,inputs15,inputs15_filetype,inputs16,inputs16_filetype,inputs17,inputs17_filetype,inputs18,inputs18_filetype,inputs19,inputs19_filetype,inputs1_filetype,inputs2,inputs20,inputs20_filetype,inputs21,inputs21_filetype,inputs22,inputs22_filetype,inputs23,inputs23_filetype,inputs24,inputs24_filetype,inputs25,inputs25_filetype,inputs26,inputs26_filetype,inputs27,inputs27_filetype,inputs28,inputs28_filetype,inputs29,inputs29_filetype,inputs2_filetype,inputs3,inputs30,inputs30_filetype,inputs31,inputs31_filetype,inputs32,inputs32_filetype,inputs33,inputs33_filetype,inputs34,inputs34_filetype,inputs35,inputs35_filetype,inputs36,inputs36_filetype,inputs37,inputs37_filetype,inputs38,inputs38_filetype,inputs39,inputs39_filetype,inputs3_filetype,inputs4,inputs40,inputs40_filetype,inputs41,inputs41_filetype,inputs42,inputs42_filetype,inputs43,inputs43_filetype,inputs44,inputs44_filetype,inputs45,inputs45_filetype,inputs46,inputs46_filetype,inputs47,inputs47_filetype,inputs48,inputs48_filetype,inputs49,inputs49_filetype,inputs4_filetype,inputs5,inputs50,inputs50_filetype,inputs51,inputs51_filetype,inputs52,inputs52_filetype,inputs53,inputs53_filetype,inputs54,inputs54_filetype,inputs55,inputs55_filetype,inputs56,inputs56_filetype,inputs57,inputs57_filetype,inputs58,inputs58_filetype,inputs59,inputs59_filetype,inputs5_filetype,inputs6,inputs60,inputs60_filetype,inputs61,inputs61_filetype,inputs62,inputs62_filetype,inputs63,inputs63_filetype,inputs64,inputs64_filetype,inputs65,inputs65_filetype,inputs66,inputs66_filetype,inputs67,inputs67_filetype,inputs68,inputs68_filetype,inputs69,inputs69_filetype,inputs6_filetype,inputs7,inputs70,inputs70_filetype,inputs71,inputs71_filetype,inputs72,inputs72_filetype,inputs73,inputs73_filetype,inputs74,inputs74_filetype,inputs75,inputs75_filetype,inputs76,inputs76_filetype,inputs77,inputs77_filetype,inputs78,inputs78_filetype,inputs79,inputs79_filetype,inputs7_filetype,inputs8,inputs80,inputs80_filetype,inputs81,inputs81_filetype,inputs82,inputs82_filetype,inputs83,inputs83_filetype,inputs84,inputs84_filetype,inputs85,inputs85_filetype,inputs86,inputs86_filetype,inputs87,inputs87_filetype,inputs88,inputs88_filetype,inputs89,inputs89_filetype,inputs8_filetype,inputs9,inputs90,inputs90_filetype,inputs91,inputs91_filetype,inputs92,inputs92_filetype,inputs93,inputs93_filetype,inputs94,inputs94_filetype,inputs95,inputs95_filetype,inputs96,inputs96_filetype,inputs9_filetype,inputs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.filler,parameters.genome.values,parameters.header,parameters.tag.__current_case__,parameters.tag.bedgraphs,parameters.tag.inputs.values,parameters.tag.tag_select,parameters.zero,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tag|bedgraphs_0|input,tag|bedgraphs_0|input1,tag|bedgraphs_0|input1_filetype,tag|bedgraphs_0|input_filetype,tag|bedgraphs_1|input,tag|bedgraphs_1|input1,tag|bedgraphs_1|input1_filetype,tag|bedgraphs_1|input_filetype,tag|bedgraphs_2|input,tag|bedgraphs_2|input1,tag|bedgraphs_2|input1_filetype,tag|bedgraphs_2|input_filetype,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-16 14:28:35.688127,slurm_normal,1510843362.0,0,1.0,14323634,tabular,main_w3_handler1,3307171,17482734,False,,143003016.0,143003016.0,,,,,,,,,,,,,,,,,,,,,bedgraph,142047114.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540584,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32352065}]","""false""",0,,"[{'src': 'hda', 'id': 32354270}, {'src': 'hda', 'id': 32354272}]",tag,"""true""",32.0,,42015630.0,1510843316.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:42:47.700869,77683.0,46.0
2017-11-16 14:11:11.514562,slurm_normal,1510843040.0,0,1.0,14323634,tabular,main_w4_handler1,3327535,17482571,False,,140295815.0,140295815.0,,,,,,,,,,,,,,,,,,,,,bedgraph,141348729.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540512,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32354011}, {'src': 'hda', 'id': 32354014}]",tag,"""true""",32.0,,42015630.0,1510843003.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:39:32.343209,77683.0,37.0
2017-11-16 14:28:10.561759,slurm_normal,1510843329.0,0,1.0,14323634,tabular,main_w4_handler0,3307171,17482729,False,,139522601.0,139522601.0,,,,,,,,,,,,,,,,,,,,,bedgraph,139364311.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540576,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32352065}]","""false""",0,,"[{'src': 'hda', 'id': 32354215}, {'src': 'hda', 'id': 32354219}]",tag,"""true""",32.0,,42015630.0,1510843290.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:42:13.119635,77683.0,39.0
2017-11-16 14:11:00.736598,slurm_normal,1510842093.0,0,1.0,14323634,tabular,main_w3_handler0,3327535,17482570,False,,140835080.0,140835080.0,,,,,,,,,,,,,,,,,,,,,bedgraph,140698327.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540379,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32354006}, {'src': 'hda', 'id': 32354009}]",tag,"""true""",32.0,,42015630.0,1510842044.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:21:40.046449,77683.0,49.0
2017-11-16 14:27:59.583782,slurm_normal,1510843111.0,0,1.0,14323634,tabular,main_w3_handler0,3307171,17482727,False,,136645400.0,136645400.0,,,,,,,,,,,,,,,,,,,,,bedgraph,139792204.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540524,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32352065}]","""false""",0,,"[{'src': 'hda', 'id': 32354189}, {'src': 'hda', 'id': 32354209}]",tag,"""true""",32.0,,42015630.0,1510843070.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:38:34.421341,77683.0,41.0
2017-11-16 15:30:05.436129,slurm_normal,1510846751.0,0,1.0,14323634,tabular,main_w4_handler1,3327535,17483194,False,,136692123.0,136692123.0,,,,,,,,,,,,,,,,,,,,,bedgraph,136462885.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11541096,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32355267}, {'src': 'hda', 'id': 32355289}]",tag,"""true""",32.0,,42015630.0,1510846711.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 15:39:19.207982,77683.0,40.0
2017-11-16 14:09:30.905733,slurm_normal,1510843170.0,0,1.0,14323634,tabular,main_w4_handler0,3327535,17482548,False,,131181469.0,131181469.0,,,,,,,,,,,,,,,,,,,,,bedgraph,133303514.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540538,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32353983}, {'src': 'hda', 'id': 32353990}]",tag,"""true""",32.0,,42015630.0,1510843129.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:39:38.168340,77683.0,41.0
2017-11-16 14:28:22.808991,slurm_normal,1510843295.0,0,1.0,14323634,tabular,main_w3_handler1,3307171,17482732,False,,141013887.0,141013887.0,,,,,,,,,,,,,,,,,,,,,bedgraph,138607669.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540569,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32352065}]","""false""",0,,"[{'src': 'hda', 'id': 32354231}, {'src': 'hda', 'id': 32354267}]",tag,"""true""",32.0,,42015630.0,1510843256.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:41:41.632099,77683.0,39.0
2017-11-16 14:28:56.858776,slurm_normal,1510843734.0,0,1.0,14323634,tabular,main_w3_handler1,3307171,17482738,False,,141512542.0,141512542.0,,,,,,,,,,,,,,,,,,,,,bedgraph,142821394.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11540653,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32352065}]","""false""",0,,"[{'src': 'hda', 'id': 32354275}, {'src': 'hda', 'id': 32354278}]",tag,"""true""",32.0,,42015630.0,1510843695.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 14:48:59.658906,77683.0,39.0
2017-11-16 15:30:14.918522,slurm_normal,1510846988.0,0,1.0,14323634,tabular,main_w3_handler1,3327535,17483195,False,,138518478.0,138518478.0,,,,,,,,,,,,,,,,,,,,,bedgraph,136199561.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11541167,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32355311}, {'src': 'hda', 'id': 32355332}]",tag,"""true""",32.0,,42015630.0,1510846949.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 15:43:31.241392,77683.0,39.0
2017-11-16 15:30:25.302787,slurm_normal,1510847151.0,0,1.0,14323634,tabular,main_w3_handler0,3327535,17483196,False,,139869094.0,139869094.0,,,,,,,,,,,,,,,,,,,,,bedgraph,139537149.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11541199,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32355354}, {'src': 'hda', 'id': 32355376}]",tag,"""true""",32.0,,42015630.0,1510847109.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 15:45:56.646523,77683.0,42.0
2017-11-16 15:30:36.875717,slurm_normal,1510847431.0,0,1.0,14323634,tabular,main_w3_handler1,3327535,17483197,False,,139200269.0,139200269.0,,,,,,,,,,,,,,,,,,,,,bedgraph,140272775.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11541286,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/020/179/dataset_20179293.dat""","""Ca22""","""0.0""","[{'src': 'hda', 'id': 32354052}]","""false""",0,,"[{'src': 'hda', 'id': 32355393}, {'src': 'hda', 'id': 32355416}]",tag,"""true""",32.0,,42015630.0,1510847372.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-16 15:50:35.729575,77683.0,59.0
2017-11-21 15:45:32.920437,slurm_normal,1511279988.0,0,1.0,12158767,tabular,main_w3_handler0,3318577,17538030,False,,69138979.0,69138979.0,,,,,,,,,,,,,,,,,,,,,bedgraph,68970237.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11597350,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","""0.0""","[{'src': 'hda', 'id': 32194889}]","""false""",0,,"[{'src': 'hda', 'id': 32453982}, {'src': 'hda', 'id': 32453983}]",tag,"""true""",32.0,,42033313.0,1511279950.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-21 15:59:51.316403,71567.0,38.0
2017-11-21 15:50:01.373031,slurm_normal,1511281491.0,0,1.0,12158767,tabular,main_w3_handler0,3316543,17538090,False,,69131507.0,69131507.0,,,,,,,,,,,,,,,,,,,,,bedgraph,68980158.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11597497,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""","""0.0""","[{'src': 'hda', 'id': 32153825}]","""false""",0,,"[{'src': 'hda', 'id': 32454060}, {'src': 'hda', 'id': 32454061}]",tag,"""true""",32.0,,42033313.0,1511281453.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-21 16:24:54.238235,71567.0,38.0
2017-11-27 09:23:31.866688,slurm_normal,1511774621.0,0,1.0,74866,bedgraph,main_w4_handler1,3340907,17601100,False,,72177.0,72177.0,,,,,,,,,,,,,,,,,,,,,bedgraph,75213.0,,,,,,,,,,,,,,,,,,,,,bedgraph,74475.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11660284,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 32557589}]","""false""",0,,"[{'src': 'hda', 'id': 32556357}, {'src': 'hda', 'id': 32556358}, {'src': 'hda', 'id': 32556362}]",tag,"""false""",32.0,,41352377.0,1511774617.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-27 09:23:42.930253,62135.0,4.0
2017-11-27 09:18:42.712101,slurm_normal,1511774340.0,0,1.0,74866,bedgraph,main_w3_handler0,3340907,17601061,False,,72483.0,72483.0,,,,,,,,,,,,,,,,,,,,,bedgraph,72262.0,,,,,,,,,,,,,,,,,,,,,bedgraph,71466.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11660202,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 32557589}]","""false""",0,,"[{'src': 'hda', 'id': 32556354}, {'src': 'hda', 'id': 32556355}, {'src': 'hda', 'id': 32556356}]",tag,"""false""",32.0,,41352377.0,1511774336.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-27 09:19:04.009173,62135.0,4.0
2017-11-27 08:31:02.400199,slurm_normal,1511771472.0,0,1.0,74737,bedgraph,main_w3_handler0,3340907,17600076,False,,68198.0,68198.0,,,,,,,,,,,,,,,,,,,,,bedgraph,64204.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11659111,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 32556363}]","""false""",0,,"[{'src': 'hda', 'id': 32556364}, {'src': 'hda', 'id': 32556365}]",tag,"""true""",32.0,,41352377.0,1511771468.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-27 08:31:14.424622,62135.0,4.0
2017-11-27 09:23:49.275096,slurm_normal,1511774639.0,0,1.0,72483,bedgraph,main_w3_handler1,3340907,17601101,False,,72483.0,72483.0,,,,,,,,,,,,,,,,,,,,,bedgraph,72262.0,,,,,,,,,,,,,,,,,,,,,bedgraph,71466.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11660287,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 32556354}]","""false""",0,,"[{'src': 'hda', 'id': 32556354}, {'src': 'hda', 'id': 32556355}, {'src': 'hda', 'id': 32556356}]",tag,"""false""",32.0,,41352377.0,1511774634.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-27 09:24:01.150257,62135.0,5.0
2017-11-27 09:16:12.158974,slurm_normal,1511774182.0,0,1.0,74866,bedgraph,main_w4_handler0,3340907,17601037,False,,72483.0,72483.0,,,,,,,,,,,,,,,,,,,,,bedgraph,72262.0,,,,,,,,,,,,,,,,,,,,,bedgraph,71466.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11660141,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""0""","[{'src': 'hda', 'id': 32557589}]","""false""",0,,"[{'src': 'hda', 'id': 32556354}, {'src': 'hda', 'id': 32556355}, {'src': 'hda', 'id': 32556356}]",tag,"""true""",32.0,,41352377.0,1511774178.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-27 09:16:23.518526,62135.0,4.0
2017-11-28 14:05:16.166310,slurm_normal,1511877973.0,0,1.0,6836364,bedgraph,main_w4_handler0,2635406,17619302,False,,6836364.0,6836364.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7142856.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7289466.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7163492.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7270409.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11680175,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""N/A""","[{'src': 'hda', 'id': 31927089}]","""false""",0,,"[{'src': 'hda', 'id': 31927089}, {'src': 'hda', 'id': 32584977}, {'src': 'hda', 'id': 32585009}, {'src': 'hda', 'id': 32585157}, {'src': 'hda', 'id': 32585222}]",tag,"""false""",32.0,,42301746.0,1511877953.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-28 14:06:15.290802,67898.0,20.0
2017-11-28 15:17:50.702735,slurm_normal,1511882298.0,0,1.0,6836364,bedgraph,main_w4_handler0,2635406,17620565,False,,7142856.0,7142856.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7289466.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7163492.0,,,,,,,,,,,,,,,,,,,,,bedgraph,7270409.0,,,,,,,,,,,,,,,,,,,,,bedgraph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bedgraph,11681466,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm9.len""","""mm9""","""N/A""","[{'src': 'hda', 'id': 31927089}]","""false""",0,,"[{'src': 'hda', 'id': 32584977}, {'src': 'hda', 'id': 32585009}, {'src': 'hda', 'id': 32585157}, {'src': 'hda', 'id': 32585222}]",tag,"""false""",32.0,,42301746.0,1511882283.0,ok,1023996.0,,,,,,,,,,,,,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_unionbedgraph/2.26.0.0,2.26.0.0,,2017-11-28 15:18:23.145102,67898.0,15.0
