create_time,destination_id,end_epoch,exit_code,fastq_in,fastq_in_filetype,fastq_pair1,fastq_pair1_filetype,fastq_pair2,fastq_pair2_filetype,fastq_r1_in,fastq_r1_in_filetype,fastq_r2_in,fastq_r2_in_filetype,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.illuminaclip.__current_case__,parameters.illuminaclip.adapter_fasta,parameters.illuminaclip.do_illuminaclip,parameters.illuminaclip.palindrome_clip_threshold,parameters.illuminaclip.seed_mismatches,parameters.illuminaclip.simple_clip_threshold,parameters.operations,parameters.readtype.__current_case__,parameters.readtype.fastq_in.values,parameters.readtype.fastq_pair.values,parameters.readtype.fastq_r1_in.values,parameters.readtype.fastq_r2_in.values,parameters.readtype.single_or_paired,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-03-21 00:07:53.812908,reserved,1490054884.0,0,,,0.0,fastqsanger,0.0,fastqsanger,,,,,1.0,main_w3_handler1,3038972,15348627,False,,9488173.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,false,,,,"[{""__index__"": 0, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",2,,"[{'src': 'dce', 'id': 640145}]",,,collection,32.0,,36046187.0,1490054878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 00:08:06.146233,621.0,6.0
2017-03-21 00:07:54.589667,reserved,1490054885.0,0,,,0.0,fastqsanger,0.0,fastqsanger,,,,,1.0,main_w3_handler1,3038972,15348628,False,,9488174.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,false,,,,"[{""__index__"": 0, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",2,,"[{'src': 'dce', 'id': 640146}]",,,collection,32.0,,36046187.0,1490054880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 00:08:06.396740,621.0,5.0
2017-03-21 01:04:16.185655,slurm_normal,1490058267.0,0,,,,,,,3222097.0,fastqsanger,3224409.0,fastqsanger,1.0,main_w4_handler0,3039110,15348913,False,,9488474.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,TruSeq3-PE.fa,true,30,2,10,"[{""__index__"": 0, ""operation"": {""headcrop"": ""20"", ""name"": ""HEADCROP"", ""__current_case__"": 5}}, {""__index__"": 1, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28850396}]","[{'src': 'hda', 'id': 28850397}]",pair_of_files,32.0,,35781827.0,1490058261.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 01:04:42.539499,85203.0,6.0
2017-03-21 01:04:15.288113,slurm_normal,1490058267.0,0,,,,,,,75135849.0,fastqsanger,75128059.0,fastqsanger,1.0,main_w3_handler0,3039110,15348912,False,,9488473.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,TruSeq3-PE.fa,true,30,2,10,"[{""__index__"": 0, ""operation"": {""headcrop"": ""20"", ""name"": ""HEADCROP"", ""__current_case__"": 5}}, {""__index__"": 1, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28850394}]","[{'src': 'hda', 'id': 28850395}]",pair_of_files,32.0,,35781827.0,1490058258.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 01:04:31.746407,85203.0,9.0
2017-03-21 01:04:17.965465,slurm_normal,1490058269.0,0,,,,,,,6254757.0,fastqsanger,6257487.0,fastqsanger,1.0,main_w4_handler0,3039110,15348914,False,,9488475.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,TruSeq3-PE.fa,true,30,2,10,"[{""__index__"": 0, ""operation"": {""headcrop"": ""20"", ""name"": ""HEADCROP"", ""__current_case__"": 5}}, {""__index__"": 1, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28850398}]","[{'src': 'hda', 'id': 28850399}]",pair_of_files,32.0,,35781827.0,1490058262.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 01:04:42.639625,85203.0,7.0
2017-03-21 05:55:15.237947,slurm_normal,1490075736.0,0,,,,,,,315846000.0,fastqsanger,315846000.0,fastqsanger,1.0,main_w3_handler1,3039248,15350069,False,,9489608.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,false,,,,"[{""__index__"": 0, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28852248}]","[{'src': 'hda', 'id': 28852230}]",pair_of_files,32.0,,36367583.0,1490075719.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 05:55:39.472138,66876.0,17.0
2017-03-21 07:52:49.161427,slurm_normal,1490082781.0,0,,,,,,,9171498.0,fastqsanger,9174618.0,fastqsanger,1.0,main_w3_handler1,3039352,15350723,False,,9490095.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,TruSeq3-PE.fa,true,30,2,10,"[{""__index__"": 0, ""operation"": {""headcrop"": ""20"", ""name"": ""HEADCROP"", ""__current_case__"": 5}}, {""__index__"": 1, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28853178}]","[{'src': 'hda', 'id': 28853179}]",pair_of_files,32.0,,35781827.0,1490082776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 07:53:04.350833,85203.0,5.0
2017-03-21 06:30:01.144459,slurm_normal,1490077810.0,0,,,,,,,22861373.0,fastqsanger,23027857.0,fastqsanger,1.0,main_w3_handler0,3039280,15350172,False,,9489731.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,,false,,,,"[{""__index__"": 0, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}, {""__index__"": 1, ""operation"": {""avgqual"": ""20"", ""name"": ""AVGQUAL"", ""__current_case__"": 6}}, {""__index__"": 2, ""operation"": {""name"": ""MINLEN"", ""__current_case__"": 1, ""minlen"": ""25""}}]",1,,,"[{'src': 'hda', 'id': 28852531}]","[{'src': 'hda', 'id': 28852536}]",pair_of_files,32.0,,36745157.0,1490077804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 06:30:13.617264,75271.0,6.0
2017-03-21 07:52:48.615530,slurm_normal,1490082777.0,0,,,,,,,7668514.0,fastqsanger,7675390.0,fastqsanger,1.0,main_w4_handler0,3039352,15350721,False,,9490093.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,TruSeq3-PE.fa,true,30,2,10,"[{""__index__"": 0, ""operation"": {""headcrop"": ""20"", ""name"": ""HEADCROP"", ""__current_case__"": 5}}, {""__index__"": 1, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28853176}]","[{'src': 'hda', 'id': 28853177}]",pair_of_files,32.0,,35781827.0,1490082772.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 07:53:01.828335,85203.0,5.0
2017-03-21 07:52:49.572004,slurm_normal,1490082782.0,0,,,,,,,4710141.0,fastqsanger,4714219.0,fastqsanger,1.0,main_w4_handler0,3039352,15350724,False,,9490094.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,TruSeq3-PE.fa,true,30,2,10,"[{""__index__"": 0, ""operation"": {""headcrop"": ""20"", ""name"": ""HEADCROP"", ""__current_case__"": 5}}, {""__index__"": 1, ""operation"": {""window_size"": ""4"", ""name"": ""SLIDINGWINDOW"", ""__current_case__"": 0, ""required_quality"": ""20""}}]",1,,,"[{'src': 'hda', 'id': 28853180}]","[{'src': 'hda', 'id': 28853181}]",pair_of_files,32.0,,35781827.0,1490082773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/pjbriggs/trimmomatic/trimmomatic/0.36.2,0.36.2,,2017-03-21 07:53:04.679334,85203.0,9.0
