create_time,destination_id,end_epoch,exit_code,fasta,fasta_filetype,galaxy_slots,group,group_filetype,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,otu,otu_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.infile.__current_case__,parameters.infile.intype,parameters.infile.label,parameters.infile.otu.values,parameters.infile.seqsfrom.__current_case__,parameters.infile.seqsfrom.selection,parameters.output,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-11-30 16:14:49.703567,slurm_normal,1512058504.0,0,15588806.0,fasta,1.0,33677095.0,mothur.groups,main_w3_handler1,3307905,17652098,False,,11710993,slurm,,132112168.0,corral-repl,8109678,mothur.list,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,,,,,,"""""",32.0,,41627267,1512058495.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_sharedseqs/mothur_get_sharedseqs/1.36.1.0,1.36.1.0,,2017-11-30 16:15:05.726246,36706,9.0
2017-11-30 16:11:57.501053,slurm_normal,1512058329.0,0,,,1.0,,,main_w4_handler0,3307905,17652086,False,,11710945,slurm,,132112168.0,corral-repl,102410,mothur.shared,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0.0,in_shared,['0.03'],"[{'src': 'hda', 'id': 32028813}]",2.0,all,"""""",32.0,,41627267,1512058323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/mothur_get_sharedseqs/mothur_get_sharedseqs/1.36.1.0,1.36.1.0,,2017-11-30 16:12:11.567597,36706,6.0
