chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.clip,parameters.dbkey,parameters.fastq_output,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-16 23:50:23.230042,slurm_normal,1429228265.0,1.0,,1.0,main_w2_handler1,2272417,9250950,False,,329803022,sff,12556.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""True""",19319597,,2.0,,22375953.0,1429228237.0,ok,0.0,Sff_extractor,1.0.1,,2015-04-16 23:51:10.928122,,28.0
,,2015-04-16 23:50:24.417288,slurm_normal,1429228307.0,1.0,,1.0,main_w2_handler1,2272417,9250951,False,,387117222,sff,12563.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""True""",19319634,,2.0,,22375953.0,1429228275.0,ok,0.0,Sff_extractor,1.0.1,,2015-04-16 23:51:53.296740,,32.0
,,2015-04-16 23:50:25.408314,slurm_normal,1429228355.0,1.0,,1.0,main_w1_handler1,2272417,9250952,False,,376306162,sff,12575.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""True""",19319672,,2.0,,22375953.0,1429228324.0,ok,0.0,Sff_extractor,1.0.1,,2015-04-16 23:52:39.691328,,31.0
,,2015-04-21 19:02:14.639083,slurm_normal,1429643726.0,1.0,,1.0,main_w1_handler0,2273985,9292540,False,,902429366,sff,3604720.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""True""",19405610,,32.0,,22375953.0,1429643644.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-04-21 19:15:34.496538,,82.0
,,2015-04-21 19:07:07.733132,slurm_normal,1429644232.0,1.0,,1.0,main_w1_handler0,2273985,9292593,False,,939729834,sff,3604937.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""True""",19405746,,32.0,,22375953.0,1429644125.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-04-21 19:24:28.829596,,107.0
,,2015-05-02 19:57:06.451331,slurm_normal,1430596657.0,1.0,,1.0,main_w2_handler0,2282763,9380581,False,,125080726,sff,3715673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""--clip""","""?""","""False""",19544469,,32.0,,22708628.0,1430596646.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-02 19:57:40.439412,62784.0,11.0
,,2015-05-03 13:52:56.217274,slurm_normal,1430661230.0,1.0,,1.0,main_w2_handler1,2289424,9382638,False,,13601608,sff,3717173.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529147,,32.0,,22810113.0,1430661199.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:53:53.974787,42438.0,31.0
,,2015-05-03 13:54:40.228972,slurm_normal,1430661333.0,1.0,,1.0,main_w1_handler1,2289424,9382644,False,,21345880,sff,3717180.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529153,,32.0,,22810113.0,1430661295.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:55:37.322977,42438.0,38.0
,,2015-05-03 13:33:52.395876,slurm_normal,1430660053.0,1.0,,1.0,main_w1_handler1,2289424,9382605,False,,17852568,sff,3717147.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529003,,32.0,,22810113.0,1430660048.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:34:16.406194,42438.0,5.0
,,2015-05-03 13:50:48.531675,slurm_normal,1430661072.0,1.0,,1.0,main_w1_handler1,2289424,9382629,False,,24165336,sff,3717165.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529094,,32.0,,22810113.0,1430661065.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:51:16.003787,42438.0,7.0
,,2015-05-03 13:39:39.728277,slurm_normal,1430660405.0,1.0,,1.0,main_w1_handler0,2289424,9382610,False,,25061360,sff,3717151.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529026,,32.0,,22810113.0,1430660399.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:40:08.068528,42438.0,6.0
,,2015-05-03 14:17:22.641703,slurm_normal,1430662669.0,1.0,,1.0,main_w1_handler0,2289424,9382664,False,,25754160,sff,3717190.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529724,,32.0,,22810113.0,1430662659.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 14:17:53.951351,42438.0,10.0
,,2015-05-03 15:36:02.333596,slurm_normal,1430667390.0,1.0,,1.0,main_w1_handler0,2289424,9382882,False,,8656536,sff,3717345.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19535977,,32.0,,22810113.0,1430667385.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 15:36:32.482831,42438.0,5.0
,,2015-05-03 13:50:39.240056,slurm_normal,1430661062.0,1.0,,1.0,main_w1_handler0,2289424,9382628,False,,55791608,sff,3717164.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529082,,32.0,,22810113.0,1430661054.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:51:05.918793,42438.0,8.0
,,2015-05-03 13:47:27.356593,slurm_normal,1430660876.0,1.0,,1.0,main_w1_handler0,2289424,9382621,False,,14858760,sff,3717159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529066,,32.0,,22810113.0,1430660870.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 13:48:01.326787,42438.0,6.0
,,2015-05-03 14:46:12.362601,slurm_normal,1430664401.0,1.0,,1.0,main_w1_handler0,2289424,9382698,False,,28700456,sff,3717210.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""""","""?""","""False""",19529748,,32.0,,22810113.0,1430664393.0,ok,1023996.0,Sff_extractor,1.0.1,,2015-05-03 14:46:44.532330,42438.0,8.0
