BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED5,BED5_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.BED.values,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
331513,331513,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 10:40:12.937676,slurm_normal,1477566662.0,0,1.0,main_w4_handler0,2854578,14189156,False,,8401682.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecea402146bc5862'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477565152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 11:11:06.111662,77683,1510.0
8749,8749,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:23:59.206951,slurm_normal,1477579740.0,0,1.0,main_w4_handler0,2854578,14191598,False,,8403977.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5632e9ccef0d117b5'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477578507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 14:49:04.480522,77683,1233.0
750,750,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:23:13.960956,slurm_normal,1477579666.0,0,1.0,main_w3_handler0,2854578,14191592,False,,8404000.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d7c2d31f86a189a'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477578662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 14:47:50.891536,77683,1004.0
2560,2560,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:25:30.785535,slurm_normal,1477579640.0,0,1.0,main_w3_handler0,2854578,14191607,False,,8404001.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563cb3e0144c26550'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477578662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 14:47:24.462875,77683,978.0
544,544,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:24:42.076882,slurm_normal,1477579740.0,0,1.0,main_w3_handler1,2854578,14191602,False,,8403997.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c94d5405c9f94739'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477578662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 14:49:05.703630,77683,1078.0
462,462,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:25:02.707098,slurm_normal,1477579586.0,0,1.0,main_w3_handler1,2854578,14191604,False,,8403999.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56865ed97c3b2a69f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477578662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 14:46:30.234845,77683,924.0
4059,4059,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:24:20.634435,slurm_normal,1477579611.0,0,1.0,main_w3_handler0,2854578,14191601,False,,8403998.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce92e91b3b95aa7d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477578662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 14:46:52.835666,77683,949.0
302,302,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:27:42.615038,slurm_normal,1477580760.0,0,1.0,main_w3_handler1,2854578,14191617,False,,8404134.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec89d71112d7aacc'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477579880.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:06:05.542720,77683,880.0
68778,68778,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:26:49.890059,slurm_normal,1477580859.0,0,1.0,main_w4_handler0,2854578,14191616,False,,8404142.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521d484f272f92197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477579927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:07:43.824141,77683,932.0
331513,331513,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:31:29.788440,slurm_normal,1477580839.0,0,1.0,main_w4_handler0,2854578,14191645,False,,8404149.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecea402146bc5862'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477579950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:07:23.431373,77683,889.0
413708,413708,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:26:20.786752,slurm_normal,1477580864.0,0,1.0,main_w4_handler1,2854578,14191612,False,,8404141.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d594f7fae58f6dd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477579927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:07:48.652896,77683,937.0
4059,4059,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:32:37.903754,slurm_normal,1477581826.0,0,1.0,main_w4_handler0,2854578,14191661,False,,8404282.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce92e91b3b95aa7d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477581097.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:23:49.900509,77683,729.0
44,44,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:28:07.140125,slurm_normal,1477582561.0,0,1.0,main_w3_handler0,2854578,14191628,False,,8404377.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574799fc63ba988d8'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477581620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:36:03.450308,77683,941.0
422,422,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:29:12.980752,slurm_normal,1477580891.0,0,1.0,main_w4_handler1,2854578,14191634,False,,8404148.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520ee7a05f825594f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477579950.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:08:17.797857,77683,941.0
6542,6542,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-27 14:25:53.451866,slurm_normal,1477580825.0,0,1.0,main_w4_handler0,2854578,14191610,False,,8404143.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f4dd98c61a58197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477579927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:07:09.633633,77683,898.0
750,750,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:31:57.165647,slurm_normal,1477581879.0,0,1.0,main_w3_handler1,2854578,14191653,False,,8404246.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d7c2d31f86a189a'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477580969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:24:42.569317,77683,910.0
462,462,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:33:18.688904,slurm_normal,1477582365.0,0,1.0,main_w3_handler1,2854578,14191665,False,,8404384.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56865ed97c3b2a69f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477581672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:32:49.527277,77683,693.0
44,44,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:36:14.560550,slurm_normal,1477581823.0,0,1.0,main_w4_handler1,2854578,14191688,False,,8404277.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b574799fc63ba988d8'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477581071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:23:46.862129,77683,752.0
544,544,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:32:58.964710,slurm_normal,1477581852.0,0,1.0,main_w4_handler1,2854578,14191662,False,,8404242.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c94d5405c9f94739'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477580949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:24:17.366558,77683,903.0
8749,8749,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:32:16.452413,slurm_normal,1477582807.0,0,1.0,main_w3_handler0,2854578,14191656,False,,8404471.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5632e9ccef0d117b5'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477582135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:40:10.650636,77683,672.0
413708,413708,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-27 14:35:06.676741,slurm_normal,1477583126.0,0,1.0,main_w3_handler0,2854578,14191680,False,,8404472.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d594f7fae58f6dd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""true""","""""",32.0,,33824132,1477582135.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-27 15:48:03.907690,77683,991.0
