create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_file1,input_file1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cond,parameters.dbkey,parameters.feature_name,parameters.feature_name.__class__,parameters.feature_name.value,parameters.input_file1,parameters.input_file1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-02-01 13:31:26.465398,slurm_normal,1517491907.0,0.0,1.0,main_w4_handler0,3413050,18222538,False,,14877354,gff3,12303090,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 33608587}]",32.0,,43603100,1517491893.0,ok,1023996.0,gff_filter_by_feature_count,0.1.1,,2018-02-01 13:31:47.936488,,14.0
2015-03-18 02:10:27.519262,rodeo_normal,1426644680.0,0.0,1.0,main_w2_handler1,2240164,8974423,False,,53834218,gtf,3215009.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""",""">=2""","""mm10""","""exon""",,,18894629,,32.0,,21151664,1426644641.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2015-03-18 02:11:25.939627,51464.0,39.0
2015-05-12 11:52:20.982349,slurm_normal,1431431738.0,0.0,1.0,main_w1_handler1,2302713,9452647,False,,855890832,gff3,3777941.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""transcript""",,,19675064,,32.0,,23029327,1431431576.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2015-05-12 11:55:40.018827,24008.0,162.0
2016-05-06 07:44:59.639073,slurm_normal,1462520736.0,0.0,1.0,main_w2_handler1,2660861,12802126,False,,14331933,gtf,7002801.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">50""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013c4e0ea1d06d8b'}]",32.0,,30064963,1462520727.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-06 07:45:38.537400,80535.0,9.0
2016-05-06 07:39:04.170959,slurm_normal,1462520411.0,0.0,1.0,main_w1_handler0,2660861,12802105,False,,66764311,gtf,7002711.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">500""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc3072d304bb8fb8'}]",32.0,,30064963,1462520384.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-06 07:40:13.949782,80535.0,27.0
2016-05-06 07:49:47.577230,slurm_normal,1462521044.0,0.0,1.0,main_w1_handler0,2660861,12802168,False,,14331933,gtf,7002822.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">5""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5013c4e0ea1d06d8b'}]",32.0,,30064963,1462521033.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-06 07:50:46.219176,80535.0,11.0
2016-05-09 05:39:54.793795,slurm_normal,1462772450.0,0.0,1.0,main_w1_handler1,2660861,12827865,False,,7582196,gtf,7028874.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db209e00c1314659'}]",32.0,,30095127,1462772438.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-09 05:40:52.878310,80535.0,12.0
2016-05-11 18:43:48.276790,slurm_normal,1462992273.0,0.0,1.0,main_w1_handler2,2702750,12859770,False,,14331933,gtf,7060478.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e4dede59d14665a9'}]",32.0,,30159226,1462992260.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-11 18:44:36.055739,80535.0,13.0
2016-05-12 04:30:39.978718,slurm_normal,1463027485.0,0.0,1.0,main_w1_handler0,2701049,12864124,False,,2776336,gtf,7064874.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561e49bcaaf744d33'}]",32.0,,30174296,1463027481.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-12 04:31:28.988469,78711.0,4.0
2016-05-12 04:33:55.988103,slurm_normal,1463027665.0,0.0,1.0,main_w2_handler1,2701477,12864130,False,,312,gtf,7064879.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c84d8872e09e1fee'}]",32.0,,30174296,1463027661.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-12 04:34:27.438689,78711.0,4.0
2016-05-13 03:40:09.456644,slurm_normal,1463110863.0,0.0,1.0,main_w1_handler1,2703368,12880589,False,,5621122,gtf,7079672.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b95339f0c9a602e9'}]",32.0,,30174296,1463110850.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-13 03:41:04.591374,78711.0,13.0
2016-05-15 07:40:43.204528,slurm_normal,1463298101.0,0.0,1.0,main_w1_handler1,2704853,12901642,False,,18081421,gtf,7097068.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b87391e2fced2ce5'}]",32.0,,30245659,1463298084.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-15 07:41:43.137584,80535.0,17.0
2016-05-17 09:54:45.897868,slurm_normal,1463478970.0,0.0,1.0,main_w1_handler1,2706397,12916639,False,,8378232,gtf,7111447.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5613f43e6b6a10b2d'}]",32.0,,30279535,1463478960.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-17 09:56:12.896621,81800.0,10.0
2016-05-18 08:44:00.255566,slurm_normal,1463561082.0,0.0,1.0,main_w2_handler1,2708529,12926624,False,,832150,gtf,7120891.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b78a58d6f6474f9'}]",32.0,,30301656,1463561076.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-18 08:44:45.458336,81800.0,6.0
2016-05-20 09:17:18.600343,slurm_normal,1463735921.0,0.0,1.0,main_w2_handler1,2712256,12947214,False,,16237120,gtf,7141305.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""",""">1""","""?""","""exon""",,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b576a82fad5b46feb2'}]",32.0,,30322667,1463735872.0,ok,1023996.0,gff_filter_by_feature_count,0.1,,2016-05-20 09:18:45.378945,78711.0,49.0
