chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-06-20 18:18:15.841247,slurm_multi,1466448148.0,0.0,6.0,main_w2_handler2,2743471,13213644,False,,2289833,tabular,7398605,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52bb0aa2b4f21c249'}]",32.0,,30952259.0,1466448102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:42:31.418538,86313,46.0
,,2016-06-20 18:18:05.151980,slurm_multi,1466446823.0,0.0,6.0,main_w1_handler2,2743471,13213619,False,,3056093,tabular,7398209,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58e0935371904f24d'}]",32.0,,30952259.0,1466446759.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:20:24.905732,86313,64.0
,,2016-06-20 18:18:09.840693,slurm_multi,1466447158.0,0.0,6.0,main_w1_handler2,2743471,13213629,False,,2248474,tabular,7398254,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52aaf58a1d0ced1a4'}]",32.0,,30952259.0,1466447099.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:26:01.717231,86313,59.0
,,2016-06-20 18:18:04.233705,slurm_multi,1466446751.0,0.0,6.0,main_w2_handler2,2743471,13213617,False,,2333312,tabular,7398200,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b505d4867e4d3d12a4'}]",32.0,,30952259.0,1466446697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:19:14.523627,86313,54.0
,,2016-06-20 18:18:11.624900,slurm_multi,1466447586.0,0.0,6.0,main_w1_handler2,2743471,13213634,False,,2551700,tabular,7398483,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53b571880775fec58'}]",32.0,,30952259.0,1466447557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:33:07.656118,86313,29.0
,,2016-06-20 18:18:05.745659,slurm_multi,1466447491.0,0.0,6.0,main_w2_handler2,2743471,13213621,False,,2484915,tabular,7398403,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e807fd857b396b52'}]",32.0,,30952259.0,1466447368.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:31:33.698733,86313,123.0
,,2016-06-20 18:18:12.821274,slurm_multi,1466447914.0,0.0,6.0,main_w2_handler2,2743471,13213637,False,,1773212,tabular,7398570,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a3b9bf6f35f4112'}]",32.0,,30952259.0,1466447891.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:38:37.294410,86313,23.0
,,2016-06-20 18:18:05.462424,slurm_multi,1466447357.0,0.0,6.0,main_w2_handler2,2743471,13213620,False,,3247214,tabular,7398287,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ea885a3ca5eb2977'}]",32.0,,30952259.0,1466447167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:29:20.015435,86313,190.0
,,2016-06-20 18:18:07.839630,slurm_multi,1466447723.0,0.0,6.0,main_w2_handler2,2743471,13213625,False,,2907600,tabular,7398520,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b65f620a4e2a97bb'}]",32.0,,30952259.0,1466447681.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:35:25.800097,86313,42.0
,,2016-06-20 18:18:08.941833,slurm_multi,1466447796.0,0.0,6.0,main_w2_handler2,2743471,13213627,False,,2723592,tabular,7398551,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59ae019d9b591f255'}]",32.0,,30952259.0,1466447756.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:36:37.875726,86313,40.0
,,2016-06-20 18:18:10.171289,slurm_multi,1466447353.0,0.0,6.0,main_w1_handler2,2743471,13213630,False,,2723592,tabular,7398283,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9a0c45f411d8599'}]",32.0,,30952259.0,1466447164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:29:15.667914,86313,189.0
,,2016-06-20 18:18:10.798058,slurm_multi,1466447510.0,0.0,6.0,main_w1_handler2,2743471,13213631,False,,2723604,tabular,7398402,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a335c576757ed21c'}]",32.0,,30952259.0,1466447366.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:31:52.294060,86313,144.0
,,2016-06-20 18:18:12.341835,slurm_multi,1466447632.0,0.0,6.0,main_w1_handler2,2743471,13213636,False,,3203628,tabular,7398490,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51010d047aa2b5c1b'}]",32.0,,30952259.0,1466447591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:33:53.500812,86313,41.0
,,2016-06-20 18:18:17.573442,slurm_multi,1466447748.0,0.0,6.0,main_w1_handler2,2743471,13213646,False,,2994513,tabular,7398522,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cc1455504d971d1a'}]",32.0,,30952259.0,1466447683.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:35:50.674139,86313,65.0
,,2016-06-20 18:18:11.216328,slurm_multi,1466447549.0,0.0,6.0,main_w1_handler2,2743471,13213632,False,,2551703,tabular,7398460,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58fd6f2537311422a'}]",32.0,,30952259.0,1466447518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:32:31.346126,86313,31.0
,,2016-06-20 18:18:15.311957,slurm_multi,1466447662.0,0.0,6.0,main_w1_handler2,2743471,13213643,False,,1977450,tabular,7398497,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58f315fca9658f428'}]",32.0,,30952259.0,1466447639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:34:23.531408,86313,23.0
,,2016-06-20 18:18:05.989250,slurm_multi,1466447614.0,0.0,6.0,main_w2_handler2,2743471,13213622,False,,2484917,tabular,7398491,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b511a19b9353d03bea'}]",32.0,,30952259.0,1466447591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:33:35.791432,86313,23.0
,,2016-06-20 18:18:06.936039,slurm_multi,1466447673.0,0.0,6.0,main_w2_handler2,2743471,13213624,False,,2907536,tabular,7398499,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510f1d4a127686570'}]",32.0,,30952259.0,1466447642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:34:35.975595,86313,31.0
,,2016-06-20 18:18:09.418615,slurm_multi,1466447829.0,0.0,6.0,main_w2_handler2,2743471,13213628,False,,2248434,tabular,7398561,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52a7a0d5ec0fb6bf1'}]",32.0,,30952259.0,1466447804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:37:11.754193,86313,25.0
,,2016-06-20 18:18:13.142863,slurm_multi,1466447946.0,0.0,6.0,main_w2_handler2,2743471,13213638,False,,1773237,tabular,7398573,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52246b78e37dcbed2'}]",32.0,,30952259.0,1466447920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:39:08.861937,86313,26.0
,,2016-06-20 18:18:13.981512,slurm_multi,1466448039.0,0.0,6.0,main_w2_handler2,2743471,13213641,False,,2092700,tabular,7398588,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ca76d3a4612c0c2d'}]",32.0,,30952259.0,1466447992.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:40:41.643512,86313,47.0
,,2016-06-20 18:18:13.464462,slurm_multi,1466447984.0,0.0,6.0,main_w2_handler2,2743471,13213639,False,,2092693,tabular,7398580,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5213caf652977d1f8'}]",32.0,,30952259.0,1466447956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:39:45.935595,86313,28.0
,,2016-06-20 18:18:14.684892,slurm_multi,1466448093.0,0.0,6.0,main_w2_handler2,2743471,13213642,False,,1977407,tabular,7398595,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5beec6b325dcd1c86'}]",32.0,,30952259.0,1466448048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:41:34.248881,86313,45.0
,,2016-06-20 18:18:11.956557,slurm_multi,1466447882.0,0.0,6.0,main_w2_handler2,2743471,13213635,False,,3370509,tabular,7398565,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575a8e9909fbdbdbd'}]",32.0,,30952259.0,1466447834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:38:04.576899,86313,48.0
,,2016-06-20 18:18:16.759382,slurm_multi,1466448202.0,0.0,6.0,main_w2_handler2,2743471,13213645,False,,2289764,tabular,7398614,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56513c3538ef76850'}]",32.0,,30952259.0,1466448160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:43:23.935508,86313,42.0
,,2016-06-20 18:18:18.232761,slurm_multi,1466448258.0,0.0,6.0,main_w2_handler2,2743471,13213647,False,,2333316,tabular,7398626,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51331eef3179a8bd4'}]",32.0,,30952259.0,1466448212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 18:44:20.553672,86313,46.0
,,2016-05-02 05:01:45.962833,slurm_multi,1462168012.0,0.0,6.0,main_w2_handler2,2691382,12719532,False,,48266630,tabular,6925959,slurm,,132112168.0,corral-repl,,0,no,,"""f75bd0b2102211e68af9005056a52a46""","""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5116d003289ec36a1'}]",32.0,,29967161.0,1462165398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-05-02 05:46:53.954853,75824,2614.0
,,2016-03-14 21:35:54.992882,slurm_multi,1458023607.0,0.0,6.0,main_w2_handler2,2633552,12131996,False,,884305884,tabular,6351107,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23835426,,32.0,,28920883.0,1457991554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-03-15 06:33:31.367133,80372,32053.0
,,2016-06-20 20:14:43.276938,slurm_multi,1466453808.0,0.0,6.0,main_w1_handler2,2743471,13215126,False,,3056054,tabular,7399794,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f537383ba1093f72'}]",32.0,,30952259.0,1466453767.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:16:54.216076,86313,41.0
,,2016-06-20 20:14:41.969697,slurm_multi,1466453761.0,0.0,6.0,main_w2_handler2,2743471,13215122,False,,2333272,tabular,7399778,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59abce4313bac732f'}]",32.0,,30952259.0,1466453700.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:16:04.187665,86313,61.0
,,2016-06-20 20:14:44.347160,slurm_multi,1466453894.0,0.0,6.0,main_w1_handler2,2743471,13215130,False,,3247210,tabular,7399807,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57d5f19a31503de75'}]",32.0,,30952259.0,1466453861.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:18:16.744382,86313,33.0
,,2016-06-20 20:14:42.522084,slurm_multi,1466453939.0,0.0,6.0,main_w2_handler2,2743471,13215124,False,,3448444,tabular,7399810,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b508e53c43019a5501'}]",32.0,,30952259.0,1466453903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:19:02.194283,86313,36.0
,,2016-06-20 20:14:43.864699,slurm_multi,1466453851.0,0.0,6.0,main_w1_handler2,2743471,13215128,False,,3729506,tabular,7399800,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fd49a9460d5cd5fb'}]",32.0,,30952259.0,1466453817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:17:34.788115,86313,34.0
,,2016-06-20 20:14:47.082745,slurm_multi,1466453979.0,0.0,6.0,main_w1_handler2,2743471,13215140,False,,2248532,tabular,7399820,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538b39481df27f72e'}]",32.0,,30952259.0,1466453945.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:19:40.984741,86313,34.0
,,2016-06-20 20:14:45.192405,slurm_multi,1466454269.0,0.0,6.0,main_w2_handler2,2743471,13215133,False,,3432274,tabular,7399841,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55de57a7fe43e264e'}]",32.0,,30952259.0,1466454221.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:24:31.607821,86313,48.0
,,2016-06-20 20:14:50.477678,slurm_multi,1466454578.0,0.0,6.0,main_w2_handler2,2743471,13215147,False,,3203656,tabular,7399875,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b542b6079ada0d6b4b'}]",32.0,,30952259.0,1466454545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:29:39.118740,86313,33.0
,,2016-06-20 20:14:49.803735,slurm_multi,1466454543.0,0.0,6.0,main_w2_handler2,2743471,13215146,False,,3827452,tabular,7399873,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef9a2fe666063102'}]",32.0,,30952259.0,1466454510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:29:03.936088,86313,33.0
,,2016-06-20 20:14:44.785112,slurm_multi,1466454019.0,0.0,6.0,main_w1_handler2,2743471,13215131,False,,2484900,tabular,7399824,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54b690979d439aca9'}]",32.0,,30952259.0,1466453985.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:23:33.797079,86313,34.0
,,2016-06-20 20:14:47.772219,slurm_multi,1466454372.0,0.0,6.0,main_w2_handler2,2743471,13215142,False,,2723628,tabular,7399853,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c52a671b39d57552'}]",32.0,,30952259.0,1466454326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:26:16.024889,86313,46.0
,,2016-06-20 20:14:53.084819,slurm_multi,1466454735.0,0.0,6.0,main_w2_handler2,2743471,13215151,False,,3736540,tabular,7399890,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b530e76f2b2e4864ce'}]",32.0,,30952259.0,1466454692.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:32:17.935082,86313,43.0
,,2016-06-20 20:14:49.431829,slurm_multi,1466454500.0,0.0,6.0,main_w2_handler2,2743471,13215145,False,,3370592,tabular,7399867,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57117abe89c4bacd1'}]",32.0,,30952259.0,1466454462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:28:22.389925,86313,38.0
,,2016-06-20 20:14:54.755886,slurm_multi,1466454863.0,0.0,6.0,main_w2_handler2,2743471,13215155,False,,2289780,tabular,7399912,slurm,,132112168.0,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ab0bd8f732ff9a63'}]",32.0,,30952259.0,1466454819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/nick/duplex/align_families/0.3,0.3,,2016-06-20 20:34:24.572858,86313,44.0
