chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputSequences,inputSequences_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.adjustdirection,parameters.chromInfo,parameters.cond_flavour.__current_case__,parameters.cond_flavour.distance_method,parameters.cond_flavour.flavourType,parameters.cond_flavour.iterations,parameters.cond_flavour.retree,parameters.datatype,parameters.dbkey,parameters.ep,parameters.getTree,parameters.inputSequences.values,parameters.inputSequences|__identifier__,parameters.matrix_condition.BLOSUM,parameters.matrix_condition.PAM,parameters.matrix_condition.__current_case__,parameters.matrix_condition.matrix,parameters.op,parameters.outputFormat,parameters.reorder,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-12-22 15:52:50.848141,slurm_normal,1482421984.0,0,,1.0,main_w3_handler0,2882823,14632736,False,,13566,fasta,8808497.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27720632}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482421974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-22 15:53:06.446488,93822.0,10.0
,,2016-12-22 16:21:53.733007,slurm_normal,1482423721.0,0,,1.0,main_w3_handler0,2882823,14632875,False,,3356,fasta,8808632.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27720931}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482423717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-22 16:22:03.342162,93822.0,4.0
,,2016-12-22 17:25:15.703182,slurm_normal,1482427533.0,0,,1.0,main_w4_handler0,2882823,14633329,False,,32268,fasta,8809031.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27721819}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482427517.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-22 17:25:34.793681,93822.0,16.0
,,2016-12-22 18:13:40.097689,slurm_normal,1482430490.0,0,,1.0,main_w4_handler1,2882823,14633518,False,,19168,fasta,8809177.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27722069}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482430478.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-22 18:16:42.749117,93822.0,12.0
,,2016-12-22 20:12:37.934490,slurm_normal,1482437596.0,0,,1.0,main_w3_handler1,2882823,14634038,False,,59793,fasta,8809767.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27723098}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482437562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-22 20:13:18.143592,93822.0,34.0
,,2017-03-23 20:49:57.116700,slurm_normal,1490302204.0,0,,1.0,main_w3_handler1,3037574,15380356,False,,16929,fasta,9517894.roundup,slurm,,132112168.0,corral-repl,,,,,,"""--adjustdirection""","""/galaxy-repl/localdata/chrom/mm10.len""",0,,mafft-fftns,,,"""""","""mm10""","""0.123""","""false""","[{'src': 'hda', 'id': 28900686}]",,,,0,,"""1.53""","""""","""false""",32.0,,36690463.0,1490302199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-03-23 20:50:07.135101,102295.0,5.0
,,2017-01-01 21:07:06.782745,slurm_normal,1483304852.0,0,,1.0,main_w3_handler1,2882823,14672756,False,,31629,fasta,8844086.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27785763}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483304830.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-01 21:07:34.725386,93822.0,22.0
,,2017-01-24 00:35:52.860612,slurm_normal,1485265650.0,0,,1.0,main_w3_handler0,2966091,14852681,False,,13813959,fasta,9012829.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 28056390}]",,,,0,,"""1.53""","""""","""false""",32.0,,35549180.0,1485218156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-24 13:47:33.929765,,47494.0
,,2017-01-24 00:38:13.434082,slurm_normal,1485218305.0,0,,1.0,main_w3_handler0,2962919,14852691,False,,351542,fasta,9012844.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 28056396}]",,,,0,,"""1.53""","""""","""false""",32.0,,35501802.0,1485218298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-24 00:38:28.401372,,7.0
,,2017-05-31 13:37:48.675241,slurm_normal,1496239239.0,0,,1.0,main_w4_handler1,2950793,15978712,False,,12829094,fasta,10074519.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 29832541}]",,,,0,,"""1.53""","""""","""false""",32.0,,38004995.0,1496238881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-05-31 14:00:44.265887,97814.0,358.0
,,2016-12-28 12:16:38.708561,slurm_normal,1482927409.0,0,,1.0,main_w4_handler1,2882823,14656984,False,,11260,fasta,8830339.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27759357}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482927401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 12:16:50.858200,93822.0,8.0
,,2016-12-25 07:58:54.820393,slurm_normal,1482652743.0,0,,1.0,main_w3_handler0,2933819,14644422,False,,23148,fasta,8819325.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27740074}]",,,,0,,"""1.53""","""""","""false""",32.0,,35066054.0,1482652737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-25 07:59:04.404035,97083.0,6.0
,,2016-12-29 16:52:39.443101,slurm_normal,1483030372.0,0,,1.0,main_w4_handler1,2882823,14663279,False,,26298,fasta,8836109.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27769153}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483030362.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-29 16:52:55.534615,93822.0,10.0
,,2016-12-26 12:13:00.019175,slurm_normal,1482754389.0,0,,1.0,main_w3_handler0,2936494,14647228,False,,906,fasta,8821538.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27744557}]",,,,0,,"""1.53""","""""","""false""",32.0,,34745964.0,1482754383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-26 12:13:10.223914,75722.0,6.0
,,2017-01-05 02:22:53.227153,slurm_normal,1483582990.0,0,,1.0,main_w4_handler1,2911604,14693321,False,,476585,fasta,8863211.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27817997}]",,,,0,,"""1.53""","""""","""false""",32.0,,35090723.0,1483582979.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-05 02:23:16.096626,95694.0,11.0
,,2016-12-27 11:34:11.971823,slurm_normal,1482838461.0,0,,1.0,main_w4_handler1,2882823,14651461,False,,14608,fasta,8825440.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27751467}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482838454.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 11:34:24.172244,93822.0,7.0
,,2016-12-27 11:33:31.061525,slurm_normal,1482838443.0,0,,1.0,main_w4_handler0,2882823,14651458,False,,42738,fasta,8825437.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27751468}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482838413.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 11:34:04.234516,93822.0,30.0
,,2016-12-27 13:38:45.613750,slurm_normal,1482845945.0,0,,1.0,main_w3_handler0,2882823,14651828,False,,29155,fasta,8825771.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27752061}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482845931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 13:39:07.553593,93822.0,14.0
,,2016-12-27 17:37:40.896604,slurm_normal,1482860270.0,0,,1.0,main_w4_handler0,2882823,14652745,False,,9542,fasta,8826597.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27753471}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482860263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 17:37:51.297351,93822.0,7.0
,,2016-12-27 16:14:28.053766,slurm_normal,1482855280.0,0,,1.0,main_w3_handler0,2882823,14652504,False,,24521,fasta,8826372.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27753078}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482855269.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 16:14:41.470287,93822.0,11.0
,,2016-12-27 17:28:00.006999,slurm_normal,1482859687.0,0,,1.0,main_w3_handler1,2940498,14652716,False,,2253,fasta,8826565.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27753401}]",,,,0,,"""1.53""","""""","""false""",32.0,,35086170.0,1482859682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 17:28:09.656048,,5.0
,,2016-12-27 19:28:15.715511,slurm_normal,1482866908.0,0,,1.0,main_w4_handler0,2882823,14653115,False,,9374,fasta,8826930.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27754106}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482866898.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 19:28:31.007012,93822.0,10.0
,,2016-12-27 19:43:31.768831,slurm_normal,1482867822.0,0,,1.0,main_w4_handler1,2882823,14653182,False,,10494,fasta,8826996.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27754216}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482867815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 19:43:44.754250,93822.0,7.0
,,2016-12-27 22:10:15.864149,slurm_normal,1482876624.0,0,,1.0,main_w3_handler0,2882823,14653928,False,,6589,fasta,8827607.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27755275}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482876618.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-27 22:10:27.097193,93822.0,6.0
,,2016-12-28 04:23:21.187890,slurm_normal,1482899008.0,0,,1.0,main_w4_handler1,2911604,14655510,False,,151645,fasta,8829039.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""--nuc""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27757284}]",,,,0,,"""1.53""","""""","""false""",32.0,,35090723.0,1482899003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 04:23:31.615962,95694.0,5.0
,,2016-12-29 19:04:43.905670,slurm_normal,1483038326.0,0,,1.0,main_w3_handler1,2882823,14663745,False,,34790,fasta,8836556.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27769885}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483038287.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-29 19:05:28.373686,93822.0,39.0
,,2017-01-03 20:07:55.654677,slurm_normal,1483474253.0,0,,1.0,main_w4_handler0,2911604,14683042,False,,2299214,fasta,8853126.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27802313}]",,,,0,,"""1.53""","""""","""false""",32.0,,35090723.0,1483474081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-03 20:10:57.016756,95694.0,172.0
,,2016-12-28 13:36:34.631249,slurm_normal,1482932207.0,0,,1.0,main_w4_handler1,2882823,14657291,False,,8136,fasta,8830593.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27759752}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482932199.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 13:36:50.139463,93822.0,8.0
,,2016-12-28 15:24:04.001565,slurm_normal,1482938659.0,0,,1.0,main_w3_handler1,2882823,14657927,False,,21506,fasta,8831194.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27760696}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482938648.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 15:24:23.027818,93822.0,11.0
,,2016-12-28 17:56:23.176625,slurm_normal,1482947795.0,0,,1.0,main_w3_handler0,2882823,14658784,False,,19082,fasta,8832027.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27762180}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482947787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 17:56:36.899139,93822.0,8.0
,,2016-12-28 18:00:08.670985,slurm_normal,1482948025.0,0,,1.0,main_w4_handler1,2882823,14658798,False,,24605,fasta,8832045.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27762217}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482948012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 18:00:28.845514,93822.0,13.0
,,2016-12-28 18:57:56.638631,slurm_normal,1482951489.0,0,,1.0,main_w3_handler1,2882823,14659049,False,,24237,fasta,8832321.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27762224}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1482951480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-28 18:58:11.952959,93822.0,9.0
,,2016-12-29 11:49:05.839370,slurm_normal,1483012161.0,0,,1.0,main_w4_handler1,2882823,14662021,False,,26947,fasta,8835026.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27767176}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483012149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-29 11:49:22.957305,93822.0,12.0
,,2016-12-29 13:52:07.338978,slurm_normal,1483019552.0,0,,1.0,main_w3_handler0,2882823,14662410,False,,29709,fasta,8835364.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27767872}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483019530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-29 13:52:35.010987,93822.0,22.0
,,2016-12-29 21:56:35.853166,slurm_normal,1483048637.0,0,,1.0,main_w3_handler1,2882823,14664465,False,,45943,fasta,8837178.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27770994}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483048599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-29 21:57:18.981491,93822.0,38.0
,,2017-01-05 02:30:55.742785,slurm_normal,1483583468.0,0,,1.0,main_w3_handler1,2911604,14693347,False,,167717,fasta,8863238.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27818032}]",,,,0,,"""1.53""","""""","""false""",32.0,,35090723.0,1483583462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-05 02:31:12.207098,95694.0,6.0
,,2017-01-05 02:22:26.831222,slurm_normal,1483582969.0,0,,1.0,main_w4_handler1,2911604,14693315,False,,655617,fasta,8863206.roundup,slurm,,132111800.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",0,,mafft-fftns,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27817993}]",,,,0,,"""1.53""","""""","""false""",32.0,,35090723.0,1483582952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-05 02:22:54.622281,95694.0,17.0
,,2017-01-08 20:19:50.252379,slurm_normal,1483906854.0,0,,1.0,main_w4_handler0,2882823,14713781,False,,43436,fasta,8882719.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27849159}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483906797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-01-08 20:20:57.614313,93822.0,57.0
,,2016-12-30 12:20:54.494640,slurm_normal,1483100486.0,0,,1.0,main_w3_handler0,2882823,14666347,False,,52009,fasta,8838763.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27774767}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483100457.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-30 12:21:26.981542,93822.0,29.0
,,2016-12-30 13:12:39.256560,slurm_normal,1483103585.0,0,,1.0,main_w3_handler0,2882823,14666479,False,,29352,fasta,8838879.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27774933}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483103563.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-30 13:13:09.935034,93822.0,22.0
,,2017-02-21 21:56:21.276467,slurm_normal,1487714337.0,0,,1.0,main_w3_handler1,1885689,15099833,False,,51955,fasta,9255126.roundup,slurm,,132112168.0,corral-repl,,,,,,"""--adjustdirection""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 28451224}]",,,,0,,"""1.53""","""""","""false""",32.0,,35810686.0,1487714189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2017-02-21 21:59:02.929001,40567.0,148.0
,,2016-12-30 17:04:07.117948,slurm_normal,1483117553.0,0,,1.0,main_w4_handler1,2882823,14667206,False,,100635,fasta,8839469.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27776117}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483117450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-30 17:05:54.948749,93822.0,103.0
,,2016-12-30 22:54:45.388816,slurm_normal,1483138510.0,0,,1.0,main_w4_handler0,2882823,14668448,False,,39873,fasta,8840546.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27778450}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483138489.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-30 22:55:11.836092,93822.0,21.0
,,2016-12-30 22:43:00.270170,slurm_normal,1483138072.0,0,,1.0,main_w3_handler0,2882823,14668422,False,,140508,fasta,8840518.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",7,,mafft-linsi,,,"""""","""?""","""0.123""","""true""","[{'src': 'hda', 'id': 27778312}]",,,,0,,"""1.53""","""""","""true""",32.0,,34600644.0,1483137785.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-30 22:47:54.288082,93822.0,287.0
,,2016-12-31 01:27:55.276942,slurm_normal,1483148004.0,0,,1.0,main_w3_handler1,2911604,14668733,False,,7850365,fasta,8840814.roundup,slurm,,132112168.0,corral-repl,,,,,,""" ""","""/galaxy-repl/localdata/chrom/?.len""",1,,mafft --auto,,,"""--nuc""","""?""","""0.123""","""false""","[{'src': 'hda', 'id': 27778951}]",,,,0,,"""1.53""","""""","""false""",32.0,,35090723.0,1483147677.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.221.3,7.221.3,,2016-12-31 01:33:25.856568,95694.0,327.0
