create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.URL,parameters.URL_method,parameters.chromInfo,parameters.columnheaders,parameters.data_type,parameters.dbkey,parameters.exportOptions,parameters.extension,parameters.format,parameters.info,parameters.name,parameters.organism,parameters.query,parameters.sequencePath,parameters.size,parameters.start,parameters.submit,parameters.token,parameters.view,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-08-05 21:00:29.245688,slurm_normal,1438808471.0,0.0,1.0,main_w1_handler2,2401782,10069439,False,,4347682.roundup,slurm,,132112168.0,corral-repl,,"""http://yeastmine.yeastgenome.org/yeastmine/service/query/results""","""post""","""/galaxy-repl/localdata/chrom/?.len""","""1""","""tabular""","""?""",,,"""tab""","""undefined data from http://yeastmine.yeastgenome.org/yeastmine/service/.\r\nUploaded from http://yeastmine.yeastgenome.org/yeastmine/results.do.\r\n\r\n organisms: S. cerevisiae""","""S. cerevisiae genomic data""","""S. cerevisiae""","""<query model=\""genomic\"" view=\""Gene.primaryIdentifier Gene.secondaryIdentifier Gene.symbol Gene.name Gene.sgdAlias Gene.organism.shortName Gene.expressionScores.score Gene.expressionScores.expressioncondition.conditionname Gene.expressionScores.expressioncondition.expressiondataset.name Gene.expressionScores.expressioncondition.expressiondataset.author Gene.expressionScores.expressioncondition.expressiondataset.title\"" sortOrder=\""Gene.primaryIdentifier ASC\"" constraintLogic=\""A and B and C and D\"" name=\""Gene_SpellExpressionScores\"" ><constraint path=\""Gene.organism.shortName\"" op=\""=\"" value=\""S. cerevisiae\"" code=\""D\"" /><constraint path=\""Gene\"" op=\""LOOKUP\"" value=\""cup1\"" code=\""C\"" /><constraint path=\""Gene.expressionScores.score\"" op=\""&gt;=\"" value=\""2.0\"" code=\""A\"" /></query>""",,,"""0""",,"""S1U4PehfLfi9W460Daqb""",,32.0,,24517953,1438808450.0,ok,1023996.0,yeastmine,1.0.0,,2015-08-05 21:01:13.776008,67432.0,21.0
2015-07-21 14:30:17.696894,slurm_normal,1437489055.0,0.0,1.0,main_w2_handler1,2313762,9927391,False,,4214773.roundup,slurm,,132112168.0,corral-repl,,"""http://yeastmine.yeastgenome.org/yeastmine/service/query/results/fasta""","""post""","""/galaxy-repl/localdata/chrom/?.len""",,"""fasta""","""?""",,"""""","""fasta""","""undefined data from http://yeastmine.yeastgenome.org/yeastmine/service/.\r\nUploaded from http://yeastmine.yeastgenome.org/yeastmine/results.do.\r\n\r\n organisms: S. cerevisiae""","""S. cerevisiae Gene Flanking Region data""","""S. cerevisiae""","""<query model=\""genomic\"" view=\""TRNAGene.flankingRegions.id\"" ><constraint path=\""TRNAGene.flankingRegions.direction\"" op=\""=\"" value=\""both\"" code=\""A\"" /><constraint path=\""TRNAGene.chromosomeLocation.locatedOn.id\"" op=\""IS NOT NULL\"" /><constraint path=\""TRNAGene.sequence.id\"" op=\""IS NOT NULL\"" /><constraint path=\""TRNAGene.flankingRegions.sequence.id\"" op=\""IS NOT NULL\"" /></query>""",,,"""0""",,"""R1w42eTbt0pf55OdD1zd""","""TRNAGene.secondaryIdentifier""",32.0,,23208463,1437489037.0,ok,1023996.0,yeastmine,1.0.0,,2015-07-21 14:30:56.331508,,18.0
