create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.boxit,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.overlaps,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-29 23:05:54.016988,slurm_normal,1509318381.0,1.0,1.0,main_w4_handler1,3274625,17259645,False,,459,fasta,594,fasta,11317994,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 31955966}]",,"[{'src': 'hda', 'id': 31956002}]","""no""","""4""",32.0,,41027873,1509318377.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-10-29 23:06:23.996821,112722.0,4.0
2017-11-01 16:55:21.908637,slurm_normal,1509555349.0,1.0,1.0,main_w3_handler0,3307212,17287614,False,,13025,fasta,2712,fasta,11349306,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32006030}]",,"[{'src': 'hda', 'id': 32006024}]","""no""","""4""",32.0,,41673906,1509555345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-01 16:55:55.399747,111618.0,4.0
2017-11-02 15:14:55.227004,slurm_normal,1509635789.0,1.0,1.0,main_w3_handler0,3308232,17302939,False,,13025,fasta,2712,fasta,11363470,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32029297}]",,"[{'src': 'hda', 'id': 32029309}]","""no""","""4""",32.0,,41695636,1509635784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-02 15:16:33.275823,,5.0
2017-11-05 14:26:05.698802,slurm_normal,1509891980.0,1.0,1.0,main_w3_handler1,3277655,17335478,False,,10191,fasta,2589,fasta,11397848,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32076786}]",,"[{'src': 'hda', 'id': 32076789}]","""no""","""4""",32.0,,41750027,1509891977.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-05 14:26:22.802255,111625.0,3.0
2017-11-05 16:59:12.407940,slurm_normal,1509901174.0,1.0,1.0,main_w4_handler1,3254416,17336696,False,,2712,fasta,2712,fasta,11399116,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32079198}]",,"[{'src': 'hda', 'id': 32079198}]","""no""","""4""",32.0,,41750967,1509901161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-05 16:59:36.900464,111610.0,13.0
2017-11-06 14:59:52.656533,slurm_normal,1509980459.0,1.0,1.0,main_w3_handler0,3254416,17346194,False,,13025,fasta,2712,fasta,11409517,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32093295}]",,"[{'src': 'hda', 'id': 32093297}]","""no""","""4""",32.0,,41750967,1509980455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-06 15:01:51.458164,111610.0,4.0
2017-11-07 19:23:51.035660,slurm_normal,1510082953.0,1.0,1.0,main_w3_handler1,3315353,17372067,False,,293,fasta,293,fasta,11429829,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32135037}]",,"[{'src': 'hda', 'id': 32135037}]","""no""","""4""",32.0,,41817237,1510082949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-07 19:29:49.451619,111620.0,4.0
2017-11-07 18:31:19.317845,slurm_normal,1510080228.0,1.0,1.0,main_w4_handler1,3315353,17371565,False,,2712,fasta,13025,fasta,11429119,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32134278}]",,"[{'src': 'hda', 'id': 32134276}]","""no""","""4""",32.0,,41817237,1510080224.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-07 18:44:02.237106,111620.0,4.0
2017-11-11 21:34:21.075882,slurm_normal,1510436070.0,1.0,1.0,main_w4_handler1,3321476,17419902,False,,13654,fasta,13654,fasta,11482092,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32250303}]",,"[{'src': 'hda', 'id': 32250303}]","""no""","""10""",32.0,,41558665,1510436065.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-11 21:34:31.898307,114625.0,5.0
2017-11-20 05:06:18.053305,slurm_normal,1511154386.0,1.0,1.0,main_w3_handler0,3331495,17512999,False,,1555,fasta,1519,fasta,11572853,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",,"[{'src': 'hda', 'id': 32408615}]",,"[{'src': 'hda', 'id': 32408614}]","""yes""","""4""",32.0,,42108370,1511154382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: dotpath25/5.0.0,5.0.0,,2017-11-20 05:06:27.547909,110725.0,4.0
