chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-05-10 05:24:00.010535,slurm_normal,1462857892.0,0,,1.0,main_w2_handler1,2130644,12840450,False,,3115403285,fastq,7041226.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52222a74054b2b5fe'}]",32.0,,29942223.0,1462857873.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-10 05:24:54.953867,56535.0,19.0
,,2016-09-12 17:11:58.139179,slurm_normal,1473700350.0,0,,1.0,main_w4_handler1,2807420,13833455,False,,827751397,fastqsanger,8055651.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c594532974b3bad'}]",32.0,,32694016.0,1473700330.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-12 17:12:33.259855,75603.0,20.0
,,2016-06-29 12:43:15.916482,slurm_normal,1467204261.0,0,,1.0,main_w1_handler1,2753004,13286942,False,,3782320081,fastqcssanger,7482238.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55b2f9c56a86d24c0'}]",32.0,,31171145.0,1467204233.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-06-29 12:44:36.307068,86772.0,28.0
,,2016-05-10 15:10:30.433286,slurm_normal,1462893080.0,0,,1.0,main_w2_handler1,1309833,12845316,False,Job output deleted by user before job completed.,347528122,fastqsanger,7045310.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5804fe20b8959b644'}]",32.0,,29749307.0,1462893075.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-10 15:11:22.608058,31182.0,5.0
,,2016-03-18 14:55:27.343866,slurm_normal,1458313079.0,0,,1.0,main_w1_handler0,2412434,12180202,False,,3888407479,fastq,6396041.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23907488,,32.0,,29059452.0,1458313033.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-18 14:58:02.979145,67943.0,46.0
,,2016-03-06 10:12:07.875357,slurm_normal,1457259159.0,0,,1.0,main_w2_handler0,2622566,12040111,False,,1524801794,fastqsanger,6266452.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/013/195/dataset_13195165.dat""","""Arabidopsis_v1""",23693311,,32.0,,27646062.0,1457259146.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-06 10:12:42.036863,73455.0,13.0
,,2016-06-28 20:11:57.839431,slurm_normal,1467144771.0,0,,1.0,main_w2_handler1,1470603,13280829,False,,85170392,fastq,7470474.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d984b87df34e8180'}]",32.0,,31149088.0,1467144767.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-06-28 20:12:53.180406,16815.0,4.0
,,2016-05-10 19:44:32.288765,slurm_normal,1462909533.0,0,,1.0,main_w1_handler2,2701104,12847993,False,,36670845,fastq,7047458.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d010d0e65304fb4e'}]",32.0,,30142256.0,1462909529.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-10 19:45:35.890416,,4.0
,,2016-05-11 01:49:14.588049,slurm_normal,1462931403.0,0,,1.0,main_w2_handler0,2701356,12850954,False,,9689124,fastq,7050702.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b58518aeddf85cc2'}]",32.0,,30153856.0,1462931399.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-11 01:50:06.310498,,4.0
,,2016-05-11 01:48:31.476882,slurm_normal,1462931339.0,0,,1.0,main_w1_handler1,2701356,12850928,False,,9689124,fastq,7050697.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b58518aeddf85cc2'}]",32.0,,30153856.0,1462931334.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-11 01:49:00.274575,,5.0
,,2016-06-30 10:04:43.164141,slurm_normal,1467281101.0,0,,1.0,main_w2_handler0,2750938,13295147,False,,4169432,fastq,7496764.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/012/917/dataset_12917689.dat""","""Ara_m""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55e77cb0631b00f48'}]",32.0,,30928674.0,1467281095.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-06-30 10:05:05.892098,70530.0,6.0
,,2016-05-11 08:45:58.424565,slurm_normal,1462956467.0,0,,1.0,main_w1_handler1,2700666,12853358,False,,2903313125,fastqcssanger,7053825.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1234e26c87a0d1d'}]",32.0,,30159369.0,1462956388.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-11 08:47:50.861398,45299.0,79.0
,,2016-05-11 09:56:04.272046,slurm_normal,1462960713.0,0,,1.0,main_w2_handler0,2700666,12853814,False,,2903313125,fastqcssanger,7054262.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d1234e26c87a0d1d'}]",32.0,,30159369.0,1462960589.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-11 09:58:35.398349,45299.0,124.0
,,2016-10-14 15:39:43.531957,slurm_normal,1476459593.0,0,,1.0,main_w3_handler1,2855104,14083053,False,,59792794,fastqillumina,8299930.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/20079.len""","""20079""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ecdb12ebf06f4da5'}]",32.0,,33690707.0,1476459588.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-10-14 15:39:55.848753,92228.0,5.0
,,2016-06-30 01:49:43.321759,slurm_normal,1467253472.0,0,,1.0,main_w1_handler0,2753494,13292140,False,,5508955701,fastq,7493074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/ce10.len""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54a869c2448c159de'}]",32.0,,31183977.0,1467253445.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-06-30 02:24:33.827157,86791.0,27.0
,,2016-05-13 05:17:12.881622,slurm_normal,1463116710.0,0,,1.0,main_w1_handler1,2698688,12881082,False,,5209148576,fastq,7080180.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a1ec54a630f7d50'}]",32.0,,30094951.0,1463116678.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-13 05:18:31.737296,,32.0
,,2017-05-29 14:41:12.886325,slurm_normal,1496068914.0,0,,1.0,main_w4_handler0,1991423,15961209,False,,8929864129,fastqsanger,10058186.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29805710}]",32.0,,37835250.0,1496068883.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2017-05-29 14:41:56.097740,32351.0,31.0
,,2017-04-13 00:18:19.626615,reserved,1498467881.0,0,,1.0,main_w3_handler0,2471183,15571043,False,,8202597,fastqsanger,10262991.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 21518400}]",32.0,,36196859.0,1498467877.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2017-06-26 09:05:25.310926,5254.0,4.0
,,2016-03-07 23:41:33.347761,slurm_normal,1457394440.0,0,,1.0,main_w2_handler0,2624069,12062611,False,,111,fasta,6285006.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23723506,,32.0,,28648575.0,1457394435.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-07 23:47:25.109833,78699.0,5.0
,,2016-03-20 11:29:22.940461,slurm_normal,1458473606.0,0,,1.0,main_w1_handler2,2640093,12200704,False,,4778424020,fastq,6413891.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23935265,,32.0,,29086165.0,1458473422.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-20 11:33:28.037053,,184.0
,,2016-09-13 09:47:28.904281,slurm_normal,1473760067.0,0,,1.0,main_w3_handler0,2818833,13840071,False,,20455,fastqcssanger,8062677.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56e23d21856aee927'}]",32.0,,32930534.0,1473760061.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-13 09:47:49.389606,89765.0,6.0
,,2016-10-14 20:18:33.534800,slurm_normal,1476476323.0,0,,1.0,main_w3_handler1,2844445,14085109,False,,30424987,fastq,8301881.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c7a5ca412c21fb53'}]",32.0,,33490847.0,1476476317.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-10-14 20:18:45.103361,91694.0,6.0
987374.0,len,2016-05-14 03:12:10.680180,slurm_normal,1463195652.0,0,,1.0,main_w1_handler1,2705497,12894855,False,,20097365258,fastqsanger,7090801.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/015/832/dataset_15832840.dat""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5696d88a576fbffcc'}]",32.0,,30231555.0,1463195566.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-14 03:14:13.563911,84420.0,86.0
,,2016-10-14 21:38:11.653907,slurm_normal,1476481142.0,0,,1.0,main_w4_handler1,2855268,14085770,False,,0,fastqsanger,8302530.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b540b8bad0090f3938'}]",32.0,,33692487.0,1476481093.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-10-14 21:39:05.073414,92236.0,49.0
,,2016-03-20 10:17:34.183385,slurm_normal,1458469323.0,0,,1.0,main_w2_handler1,2616285,12198039,False,,28300281851,fastq,6413594.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",23932727,,32.0,,28741019.0,1458469097.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-20 10:22:04.666660,79607.0,226.0
,,2016-09-14 12:08:07.558596,slurm_normal,1473854941.0,0,,1.0,main_w3_handler1,2811568,13848465,False,,81759271,fastqsanger,8071584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb2158bc01b080b5'}]",32.0,,32909113.0,1473854907.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-14 12:09:05.841451,89556.0,34.0
,,2016-09-14 12:04:19.449663,slurm_normal,1473854682.0,0,,1.0,main_w4_handler0,2811568,13848416,False,,81579297,fastqsanger,8071552.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee135c769ef78f29'}]",32.0,,32909113.0,1473854677.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-14 12:04:45.092430,89556.0,5.0
,,2016-09-14 12:05:42.217407,slurm_normal,1473854765.0,0,,1.0,main_w3_handler1,2811568,13848433,False,,81579297,fastqsanger,8071562.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee135c769ef78f29'}]",32.0,,32909113.0,1473854759.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-14 12:06:09.626340,89556.0,6.0
,,2016-09-14 12:06:11.995492,slurm_normal,1473854792.0,0,,1.0,main_w4_handler1,2811568,13848449,False,,81579297,fastqsanger,8071567.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee135c769ef78f29'}]",32.0,,32909113.0,1473854787.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-14 12:06:34.369110,89556.0,5.0
,,2016-03-08 19:44:42.459245,slurm_normal,1457467145.0,0,,1.0,main_w1_handler0,2624640,12073717,False,,714422992,fastqillumina,6297082.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",23742198,,32.0,,28880909.0,1457467132.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-08 19:59:11.113649,53691.0,13.0
,,2016-03-21 04:22:55.349457,slurm_normal,1458534224.0,0,,1.0,main_w2_handler1,2635620,12207000,False,,6569533,fastqsanger,6420854.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23944819,,32.0,,29096983.0,1458534219.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-21 04:23:47.106205,80880.0,5.0
