chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-09-13 23:26:28.808302,slurm_normal,1473809203.0,0,,1.0,main_w4_handler1,2809811,13846040,False,,180418079,fastq,8068934.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cf529f86e2f4563b'}]",32.0,,32476181.0,1473809199.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-13 23:26:47.367346,88912.0,4.0
,,2016-07-04 02:16:33.055347,slurm_normal,1467598619.0,0,,1.0,main_w1_handler0,2756644,13321589,False,,652238,fastq,7526622.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5152c3f7e285ed733'}]",32.0,,31256864.0,1467598616.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-04 02:17:01.264892,,3.0
,,2016-07-04 02:16:33.968389,slurm_normal,1467598645.0,0,,1.0,main_w2_handler1,2756644,13321590,False,Job output deleted by user before job completed.,652238,fastq,7526624.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5152c3f7e285ed733'}]",32.0,,31256864.0,1467598641.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-04 02:17:28.728946,,4.0
,,2016-05-17 01:20:44.399172,slurm_normal,1463448094.0,0,,1.0,main_w2_handler1,2692345,12912722,False,Job output deleted by user before job completed.,245565995,fastq,7107337.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b7f9d00fdb2214fe'}]",32.0,,30001689.0,1463448090.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-17 01:21:36.385893,,4.0
,,2016-07-04 06:50:39.012306,slurm_normal,1467615070.0,0,,1.0,main_w1_handler1,2756741,13323126,False,,652238,fastq,7528389.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eeb35a0007c9ab1a'}]",32.0,,31259420.0,1467615067.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-04 06:51:13.478919,,3.0
,,2016-07-04 07:15:35.370578,slurm_normal,1467616569.0,0,,1.0,main_w1_handler1,2756741,13323409,False,,260,fastq,7528681.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db8fe47946157082'}]",32.0,,31259420.0,1467616563.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-04 07:16:11.638841,,6.0
,,2017-05-29 14:40:59.375486,slurm_normal,1496068901.0,0,,1.0,main_w4_handler1,1991423,15961206,False,,8929864129,fastqsanger,10058183.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 29806652}]",32.0,,37835250.0,1496068871.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2017-05-29 14:41:44.806241,32351.0,30.0
,,2016-03-09 00:59:35.727389,slurm_normal,1457485278.0,0,,1.0,main_w1_handler0,2589144,12077516,False,,1163783684,tabular,6301837.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23301592,,32.0,,28105233.0,1457485215.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-09 01:01:19.627071,78064.0,63.0
,,2016-03-09 03:03:15.481339,slurm_normal,1457492642.0,0,,1.0,main_w2_handler1,2626505,12078728,False,,1999,fastqsanger,6303193.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",23749350,,32.0,,27643328.0,1457492637.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-03-09 03:04:06.267698,69462.0,5.0
,,2016-07-05 15:29:31.370081,slurm_normal,1467732622.0,0,,1.0,main_w2_handler1,1428150,13335672,False,,18335083,fastq,7543541.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e73371f3304fbc2'}]",32.0,,31263166.0,1467732617.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-05 15:30:24.191855,18647.0,5.0
,,2016-07-05 15:30:14.031973,slurm_normal,1467732662.0,0,,1.0,main_w2_handler1,1428150,13335673,False,,18335083,fastq,7543543.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59e73371f3304fbc2'}]",32.0,,31263166.0,1467732649.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-05 15:31:05.544741,18647.0,13.0
,,2016-07-04 16:01:19.345282,slurm_normal,1467648120.0,0,,1.0,main_w1_handler0,2757237,13327777,False,,32247479,fastqillumina,7534839.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b536f02b5d944b5baa'}]",32.0,,30818510.0,1467648115.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-04 16:02:02.267393,85990.0,5.0
,,2016-07-05 08:00:04.490826,slurm_normal,1467705662.0,0,,1.0,main_w2_handler0,2757716,13332278,False,Job output deleted by user before job completed.,68585297,fastq,7539673.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5321b0abea6e00b2e'}]",32.0,,31281437.0,1467705658.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-05 08:01:04.749042,,4.0
,,2016-09-15 15:28:04.240926,slurm_normal,1473953340.0,0,,1.0,main_w3_handler0,2821220,13857648,False,,1557543015,fastq,8080748.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54422e7431c8f0d99'}]",32.0,,32974962.0,1473953293.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-15 15:29:02.203575,,47.0
,,2016-07-06 14:44:18.827480,slurm_normal,1467816310.0,0,,1.0,main_w1_handler1,2758884,13344568,False,,0,fastq,7553605.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c1777579a006499'}]",32.0,,30544648.0,1467816308.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-06 14:45:14.757744,76755.0,2.0
,,2016-10-17 03:49:55.972373,slurm_normal,1476676221.0,0,,1.0,main_w4_handler0,2856723,14094707,False,Job output deleted by user before job completed.,1590638649,fastq,8310399.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b556d8145c62c170b6'}]",32.0,,33743336.0,1476676213.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-10-17 03:50:22.925041,92278.0,8.0
,,2016-07-07 11:14:27.272205,slurm_normal,1467890106.0,0,,1.0,main_w1_handler1,2758758,13352021,False,Job output deleted by user before job completed.,348788047,fastq,7561597.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d8408c23a8509b09'}]",32.0,,31307514.0,1467890100.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-07 11:15:09.954609,87038.0,6.0
,,2016-09-15 19:30:34.836584,slurm_normal,1473967853.0,0,,1.0,main_w3_handler1,2821220,13859975,False,,172002919,fastqsanger,8083026.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58ad89114c8951b7a'}]",32.0,,32974962.0,1473967846.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-15 19:30:55.626424,,7.0
,,2016-07-07 08:12:34.812022,slurm_normal,1467879198.0,0,,1.0,main_w2_handler1,2759793,13350644,False,,732302699,fastqsanger,7560168.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/eschColi_K12.len""","""eschColi_K12""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d9ae48c76e4738f8'}]",32.0,,31319748.0,1467879191.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-07 08:13:21.190821,34863.0,7.0
,,2016-07-07 07:52:26.025336,slurm_normal,1467877988.0,0,,1.0,main_w1_handler0,2759662,13350555,False,,1232182065,fastqsanger,7560087.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5788ed8727db7f212'}]",32.0,,31317864.0,1467877980.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-07 07:53:10.166109,74143.0,8.0
,,2016-07-07 09:39:23.294584,slurm_normal,1467884416.0,0,,1.0,main_w1_handler0,2759781,13351529,False,,850890028,fastq,7561074.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53a7afd3ca6ac0d38'}]",32.0,,31322214.0,1467884410.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-07 09:40:18.249129,47568.0,6.0
,,2016-05-16 10:33:44.887923,slurm_normal,1463394876.0,0,,1.0,main_w2_handler0,2707258,12907148,False,,33223514,fastq,7101580.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f1db3a4640ac2c6a'}]",32.0,,30257616.0,1463394872.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-05-16 10:34:39.631267,84483.0,4.0
,,2016-07-09 02:29:45.592867,slurm_normal,1468031416.0,0,,1.0,main_w1_handler0,2761449,13365660,False,,0,fastq,7575716.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fb975cf279a33e8d'}]",32.0,,31356725.0,1468031412.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-07-09 02:30:18.279886,87157.0,4.0
,,2016-09-16 13:54:46.246912,slurm_normal,1474034179.0,0,,1.0,main_w3_handler1,2820471,13865220,False,,3864804968,fastq,8088547.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fe58639ea8247133'}]",32.0,,32964433.0,1474034095.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-16 13:56:20.848085,87231.0,84.0
,,2016-09-16 15:07:07.032047,slurm_normal,1474038461.0,0,,1.0,main_w4_handler0,2822333,13866196,False,,152867792,fastqsanger,8089548.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d6226eecc034ac9c'}]",32.0,,32992695.0,1474038449.0,ok,1023996.0,CONVERTER_fastq_to_fqtoc0,1.0.0,,2016-09-16 15:07:44.187896,,12.0
