create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.column,parameters.dbkey,parameters.delimiter,parameters.infile.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2018-03-03 19:56:32.484323,slurm_normal,1520107012.0,0,7680.0,1.0,main_w4_handler1,3444986,18594052,False,509,tabular,,12688832,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""2""","""hg19""",""" ""","[{'src': 'hda', 'id': 34189708}]",32.0,,44166221,1520107004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:56:55.037867,122793.0,8.0
2018-03-03 19:53:27.963505,slurm_normal,1520106820.0,0,7680.0,1.0,main_w3_handler1,3444986,18594029,False,509,tabular,,12688811,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""2""","""hg19""",""",""","[{'src': 'hda', 'id': 34189708}]",32.0,,44166221,1520106817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:53:42.435385,122793.0,3.0
2018-03-03 19:59:36.777930,slurm_normal,1520107190.0,0,7680.0,1.0,main_w4_handler0,3444986,18594102,False,509,tabular,,12688873,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",""",""","[{'src': 'hda', 'id': 34189708}]",32.0,,44166221,1520107187.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:59:53.155422,122793.0,3.0
2018-03-03 19:58:08.802855,slurm_normal,1520107111.0,0,7680.0,1.0,main_w3_handler0,3444986,18594072,False,1697,tabular,,12688852,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",""",""","[{'src': 'hda', 'id': 34189790}]",32.0,,44166221,1520107108.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:58:34.198395,122793.0,3.0
2018-03-03 19:53:38.825122,slurm_normal,1520106832.0,0,7680.0,1.0,main_w4_handler0,3444986,18594030,False,1697,tabular,,12688812,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",""" ""","[{'src': 'hda', 'id': 34189736}]",32.0,,44166221,1520106829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:53:54.548959,122793.0,3.0
2018-03-03 19:56:43.353451,slurm_normal,1520107013.0,0,7680.0,1.0,main_w4_handler0,3444986,18594053,False,509,tabular,,12688833,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",""" ""","[{'src': 'hda', 'id': 34189708}]",32.0,,44166221,1520107009.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:56:55.773861,122793.0,4.0
2018-03-03 19:58:00.448448,slurm_normal,1520107097.0,0,7680.0,1.0,main_w4_handler1,3444986,18594068,False,509,tabular,,12688849,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""2""","""hg19""",""",""","[{'src': 'hda', 'id': 34189708}]",32.0,,44166221,1520107093.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:58:19.209590,122793.0,4.0
2018-03-03 19:57:46.648851,slurm_normal,1520107078.0,0,7680.0,1.0,main_w4_handler1,3444986,18594064,False,509,tabular,Job output deleted by user before job completed.,12688844,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""hg19""",""",""","[{'src': 'hda', 'id': 34189708}]",32.0,,44166221,1520107075.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 19:57:59.976894,122793.0,3.0
2018-03-03 20:02:48.527986,slurm_normal,1520107379.0,0,7680.0,1.0,main_w4_handler0,3444986,18594132,False,215,tabular,,12688910,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""hg19""",""",""","[{'src': 'hda', 'id': 34189860}]",32.0,,44166221,1520107376.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 20:03:00.730562,122793.0,3.0
2018-03-03 20:03:33.868101,slurm_normal,1520107427.0,0,7680.0,1.0,main_w4_handler0,3444986,18594136,False,215,tabular,,12688912,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""hg19""",""",""","[{'src': 'hda', 'id': 34189860}]",32.0,,44166221,1520107424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-03 20:03:49.812086,122793.0,3.0
2017-12-26 12:42:45.405816,slurm_normal,1514292253.0,0,,1.0,main_w3_handler1,3341910,17898370,False,1040885532,tabular,,11972640,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""" ""","[{'src': 'hda', 'id': 33087841}]",32.0,,42828614,1514292168.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-26 12:44:14.654202,117374.0,85.0
2017-12-26 12:52:00.362613,slurm_normal,1514292775.0,0,,1.0,main_w3_handler0,3341910,17898386,False,1040885532,tabular,,11972658,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""";""","[{'src': 'hda', 'id': 33087841}]",32.0,,42828614,1514292722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-26 12:52:56.115224,117374.0,53.0
2017-12-26 12:47:40.141947,slurm_normal,1514292521.0,0,,1.0,main_w3_handler0,3341910,17898374,False,1040885532,tabular,,11972647,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""";""","[{'src': 'hda', 'id': 33087841}]",32.0,,42828614,1514292464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-26 12:48:42.884791,117374.0,57.0
2017-12-27 09:42:47.270470,slurm_normal,1514367780.0,0,,1.0,main_w4_handler1,3192683,17902761,False,9244754,tabular,,11977270,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""",""","[{'src': 'hda', 'id': 33094785}]",32.0,,42513841,1514367771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-27 09:43:02.671610,107637.0,9.0
2017-12-27 09:14:15.175430,slurm_normal,1514366068.0,0,,1.0,main_w3_handler1,3192683,17902695,False,9667907,tabular,,11977189,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""".""","[{'src': 'hda', 'id': 33094657}]",32.0,,42513841,1514366058.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-27 09:14:30.417102,107637.0,10.0
2017-12-27 08:39:13.212753,slurm_normal,1514363969.0,0,,1.0,main_w4_handler1,3192683,17902611,False,20488847,tabular,,11977102,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""";""","[{'src': 'hda', 'id': 33094484}]",32.0,,42513841,1514363956.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-27 08:39:31.802176,107637.0,13.0
2017-12-27 09:20:50.614892,slurm_normal,1514366463.0,0,,1.0,main_w3_handler1,3192683,17902709,False,9667907,tabular,,11977207,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""".""","[{'src': 'hda', 'id': 33094657}]",32.0,,42513841,1514366453.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-27 09:21:04.887297,107637.0,10.0
2017-12-27 09:29:58.125712,slurm_normal,1514367010.0,0,,1.0,main_w3_handler1,3192683,17902720,False,9244754,tabular,,11977218,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""";""","[{'src': 'hda', 'id': 33094702}]",32.0,,42513841,1514367001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-27 09:30:11.874021,107637.0,9.0
2017-12-28 05:04:18.783369,slurm_normal,1514437473.0,0,,1.0,main_w4_handler0,3192683,17907245,False,9019060,tabular,,11982043,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""";""","[{'src': 'hda', 'id': 33102360}]",32.0,,42513841,1514437462.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-28 05:04:35.070716,107637.0,11.0
2017-12-28 06:26:18.873910,slurm_normal,1514442395.0,0,,1.0,main_w4_handler1,3192683,17907558,False,56645448,gff,,11982357,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""9""","""?""",""";""","[{'src': 'hda', 'id': 33102797}]",32.0,,42513841,1514442383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-28 06:26:37.825445,107637.0,12.0
2018-01-05 08:37:32.285859,slurm_normal,1515141466.0,0,,1.0,main_w4_handler1,3381659,17951893,False,4452736,tabular,,12028371,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""5""","""?""",""".""","[{'src': 'hda', 'id': 33181705}]",32.0,,42513841,1515141455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-05 08:37:48.190954,107637.0,11.0
2018-01-05 08:50:39.402302,slurm_normal,1515142250.0,0,,1.0,main_w3_handler1,3381659,17951981,False,4452736,tabular,,12028446,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""".""","[{'src': 'hda', 'id': 33181705}]",32.0,,42513841,1515142243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-05 08:50:51.993115,107637.0,7.0
2018-01-05 10:38:08.388188,slurm_normal,1515148697.0,0,,1.0,main_w3_handler1,3381659,17952771,False,674147,tabular,,12029289,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""".""","[{'src': 'hda', 'id': 33184927}]",32.0,,42513841,1515148691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-05 10:38:19.247868,107637.0,6.0
2018-01-05 10:39:27.899103,slurm_normal,1515148778.0,0,,1.0,main_w3_handler1,3381659,17952779,False,1510421,tabular,,12029297,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""3""","""?""",""".""","[{'src': 'hda', 'id': 33184902}]",32.0,,42513841,1515148770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-05 10:39:40.129329,107637.0,8.0
2018-03-05 09:44:02.633103,slurm_normal,1520243060.0,0,7680.0,1.0,main_w3_handler0,3451948,18607278,False,11574853,tabular,,12702644,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""1""","""mm10""",""" ""","[{'src': 'hda', 'id': 34211457}]",32.0,,44335429,1520243053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-03-05 09:44:21.901076,,7.0
2018-01-07 18:35:16.168577,slurm_normal,1515350126.0,0,,1.0,main_w4_handler0,3375497,17967313,False,512,tabular,,12043883,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1""","""hg38""",""" ""","[{'src': 'hda', 'id': 33206616}]",32.0,,42855428,1515350119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-07 18:35:28.355671,,7.0
2018-01-08 10:42:12.293629,slurm_normal,1515408142.0,0,,1.0,main_w3_handler0,3298009,17971053,False,185098,tabular,,12047629,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""1""","""hg19Patch10""",""";""","[{'src': 'hda', 'id': 33213848}]",32.0,,41488157,1515408137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-08 10:42:24.820795,,5.0
2017-12-04 19:34:14.473997,slurm_normal,1512416072.0,0,,1.0,main_w3_handler1,3229802,17694632,False,3582,bed,,11758602,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""1""","""?""",""" ""","[{'src': 'hda', 'id': 32723913}]",32.0,,41995844,1512416066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-04 19:34:36.246157,109678.0,6.0
2017-12-05 17:56:34.974924,slurm_normal,1512496647.0,0,,1.0,main_w3_handler1,3353600,17707311,False,2604,tabular,,11771933,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""2""","""hg_g1k_v37""",""" ""","[{'src': 'hda', 'id': 32750062}]",32.0,,42468063,1512496608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-05 17:57:29.460625,116338.0,39.0
2017-12-05 18:06:14.878946,slurm_normal,1512497188.0,0,,1.0,main_w3_handler0,3353600,17707375,False,2583,tabular,,11772033,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""3""","""hg19""",""",""","[{'src': 'hda', 'id': 32751261}]",32.0,,42468063,1512497182.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-05 18:06:30.311328,116338.0,6.0
2017-12-05 17:58:35.359214,slurm_normal,1512496830.0,0,,1.0,main_w3_handler0,3353600,17707341,False,2604,tabular,,11771962,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""5""","""hg_g1k_v37""",""",""","[{'src': 'hda', 'id': 32750062}]",32.0,,42468063,1512496723.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-05 18:00:32.365837,116338.0,107.0
2017-12-05 18:04:57.358559,slurm_normal,1512497127.0,0,,1.0,main_w4_handler1,3353600,17707368,False,2583,tabular,,11772022,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""1""","""hg19""",""",""","[{'src': 'hda', 'id': 32751261}]",32.0,,42468063,1512497105.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-05 18:05:29.285888,116338.0,22.0
2018-01-17 22:34:39.128526,slurm_normal,1516228491.0,0,,1.0,main_w4_handler0,3299808,18066523,False,2742473,tabular,,12144670,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""18""","""?""",""";""","[{'src': 'hda', 'id': 33360740}]",32.0,,42642128,1516228483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-17 22:34:53.535428,50870.0,8.0
2018-01-18 15:42:28.770807,slurm_normal,1516290161.0,0,,1.0,main_w4_handler0,3382153,18072939,False,528290,vcf,,12151499,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""8""","""Arabidopsis_thaliana_TAIR10""",""";""","[{'src': 'hda', 'id': 33371564}]",32.0,,43001699,1516290152.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-18 15:42:43.051920,119384.0,9.0
2017-12-12 17:42:51.807289,slurm_normal,1513103046.0,0,,1.0,main_w3_handler1,3341412,17786968,False,163191708,bed,,11855226,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""5""","""hg38""",""";""","[{'src': 'hda', 'id': 32880139}]",32.0,,42177140,1513100582.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-12 18:24:11.436484,91720.0,2464.0
2017-12-12 17:54:41.598284,slurm_normal,1513103679.0,0,,1.0,main_w3_handler1,3341412,17787386,False,163191708,bed,,11855843,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""5""","""hg38""",""",""","[{'src': 'hda', 'id': 32880139}]",32.0,,42177140,1513101291.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2017-12-12 18:34:43.920104,91720.0,2388.0
2018-01-24 18:19:11.451840,slurm_normal,1516817970.0,0,,1.0,main_w3_handler1,3216794,18146645,False,25919160,tabular,,12227254,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""" ""","[{'src': 'hda', 'id': 31925662}]",32.0,,42156511,1516817958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-24 18:19:31.634841,48807.0,12.0
2018-01-24 18:30:56.315657,slurm_normal,1516818682.0,0,,1.0,main_w4_handler0,3216794,18146764,False,25919160,tabular,,12227379,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""2""","""?""",""" ""","[{'src': 'hda', 'id': 31925662}]",32.0,,42156511,1516818666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-24 18:31:23.560163,48807.0,16.0
2018-01-26 10:55:27.225909,slurm_normal,1516964178.0,0,,1.0,main_w3_handler0,3290653,18164332,False,12761,sam,,12245673,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""12""","""hg38""",""" ""","[{'src': 'hda', 'id': 33512326}]",32.0,,43224998,1516964173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-26 10:56:25.334853,114486.0,5.0
2018-01-29 12:58:36.206359,slurm_normal,1517230734.0,0,,1.0,main_w3_handler1,3290653,18188625,False,81188161,gtf,,12269957,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""10""","""hg38Patch11""",""" ""","[{'src': 'hda', 'id': 33515525}]",32.0,,43224998,1517230724.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-01-29 12:58:56.365952,114486.0,10.0
2018-02-05 05:03:40.250552,slurm_normal,1517807033.0,0,,1.0,main_w4_handler0,3035344,18254605,False,160400,tabular,,12336442,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""14""","""?""",""",""","[{'src': 'hda', 'id': 33665843}]",32.0,,43678169,1517807027.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_unfold_column_tool/1.1.0,1.1.0,,2018-02-05 05:03:55.108046,51515.0,6.0
