create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__current_case__,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-07-07 10:08:08.577025,slurm_normal,1499422477.0,0,,1.0,main_w3_handler1,3184927,16281818,False,,1583728503,fastq.bz2,10352269.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30347092}]",32.0,,39150964,1499422158.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-07-07 10:14:45.462338,73542.0,319.0
2017-05-30 09:31:33.379071,slurm_normal,1496136932.0,0,,1.0,main_w4_handler0,3126060,15966696,False,,838461376,fastqsanger.bz2,10063576.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29814261}]",32.0,,37068737,1496136702.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-30 09:35:36.265437,100933.0,230.0
2017-05-31 11:18:54.846584,slurm_normal,1496229554.0,0,,1.0,main_w4_handler0,3134302,15977312,False,,900001,fastqsanger.bz2,10073134.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829929}]",32.0,,38308154,1496229551.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:19:16.115751,100933.0,3.0
2017-05-31 12:31:36.047806,slurm_normal,1496234389.0,0,,1.0,main_w3_handler0,3134402,15977879,False,,888134393,fastq.bz2,10073657.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29831179}]",32.0,,38308154,1496233908.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 12:39:52.082002,100933.0,481.0
2017-05-31 12:21:20.254039,slurm_normal,1496233540.0,0,,1.0,main_w3_handler0,3134402,15977838,False,,813379648,fastq.bz2,10073607.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29831150}]",32.0,,38308154,1496233299.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 12:25:41.882754,100933.0,241.0
2017-05-31 11:00:06.300845,slurm_normal,1496228420.0,0,,1.0,main_w3_handler0,3134302,15977061,False,,900001,fastqsanger.bz2,10073034.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830187}]",32.0,,38308154,1496228416.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:00:23.068870,100933.0,4.0
2017-05-31 10:59:54.956086,slurm_normal,1496228416.0,0,,1.0,main_w4_handler1,3134302,15977057,False,,900001,fastqsanger.bz2,10073033.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830086}]",32.0,,38308154,1496228410.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:00:22.337996,100933.0,6.0
2017-05-31 10:59:38.878593,slurm_normal,1496228398.0,0,,1.0,main_w4_handler0,3134302,15977055,False,,900001,fastqsanger.bz2,10073029.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829929}]",32.0,,38308154,1496228392.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 10:59:59.870677,100933.0,6.0
2017-05-31 11:13:34.533351,slurm_normal,1496229232.0,0,,1.0,main_w3_handler1,3134302,15977251,False,,900001,fastqsanger.bz2,10073099.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830187}]",32.0,,38308154,1496229228.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:13:55.055155,100933.0,4.0
2017-05-31 11:14:10.287111,slurm_normal,1496229265.0,0,,1.0,main_w3_handler1,3134302,15977253,False,,900001,fastqsanger.bz2,10073101.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830086}]",32.0,,38308154,1496229261.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:14:28.562682,100933.0,4.0
2017-05-31 10:00:27.983074,slurm_normal,1496224863.0,0,,1.0,main_w4_handler1,3132893,15976711,False,,900001,fastq.bz2,10072707.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829285}]",32.0,,38308154,1496224849.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 10:01:06.238197,100933.0,14.0
2017-05-31 09:59:56.312129,slurm_normal,1496224825.0,0,,1.0,main_w4_handler0,3132893,15976703,False,,900001,fastq.bz2,10072705.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829753}]",32.0,,38308154,1496224811.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 10:00:26.582092,100933.0,14.0
2017-05-31 10:01:26.412935,slurm_normal,1496224905.0,0,,1.0,main_w3_handler0,3132893,15976714,False,,900001,fastq.bz2,10072709.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829753}]",32.0,,38308154,1496224901.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 10:01:48.625000,100933.0,4.0
2017-05-31 10:04:08.986069,slurm_normal,1496225067.0,0,,1.0,main_w3_handler1,3132893,15976721,False,,900001,fastq.bz2,10072719.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29829407}]",32.0,,38308154,1496225064.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 10:04:29.913319,100933.0,3.0
2017-05-31 11:31:42.293228,slurm_normal,1496230320.0,0,,1.0,main_w3_handler1,3126060,15977465,False,,900001,fastq.bz2,10073269.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830653}]",32.0,,38308154,1496230316.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:32:02.453018,100933.0,4.0
2017-05-31 11:57:06.437953,slurm_normal,1496231847.0,0,,1.0,main_w4_handler0,3126060,15977643,False,,900001,fastq.bz2,10073441.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830913}]",32.0,,38308154,1496231843.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:57:29.367653,100933.0,4.0
2017-05-31 11:58:14.361211,slurm_normal,1496231917.0,0,,1.0,main_w4_handler1,3126060,15977645,False,,900001,fastq.bz2,10073448.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29830913}]",32.0,,38308154,1496231912.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 11:58:38.554751,100933.0,5.0
2017-02-24 19:50:25.709618,slurm_normal,1487966070.0,0,,1.0,main_w3_handler0,2120863,15136214,False,,1277565050,fastq.bz2,9289584.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28505957}]",32.0,,36269764,1487965835.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-24 19:54:31.577843,52578.0,235.0
2017-05-31 12:53:58.404750,slurm_normal,1496235577.0,0,,1.0,main_w3_handler1,3134402,15978233,False,,934601361,fastq.bz2,10073995.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29831518}]",32.0,,38308154,1496235301.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 12:59:38.839934,100933.0,276.0
2017-05-31 14:51:44.518341,slurm_normal,1496243054.0,0,,1.0,main_w4_handler1,3126060,15979484,False,,789740390,fastq.bz2,10075055.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29832536}]",32.0,,38308154,1496242720.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 15:06:02.428202,100933.0,334.0
2017-03-02 12:29:45.063081,slurm_normal,1488458024.0,0,,1.0,main_w4_handler1,2965272,15188080,False,,716742522,fastq.bz2,9338941.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28503481}]",32.0,,35689288,1488457792.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-03-02 12:33:46.896997,98545.0,232.0
2017-05-31 13:44:35.313333,slurm_normal,1496239015.0,0,,1.0,main_w4_handler0,3126060,15978808,False,,909677829,fastq.bz2,10074505.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29832473}]",32.0,,38308154,1496238797.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 13:56:58.670365,100933.0,218.0
2017-05-31 14:48:58.627113,slurm_normal,1496242820.0,0,,1.0,main_w3_handler1,3126060,15979457,False,,789740390,fastq.bz2,10075038.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29832536}]",32.0,,38308154,1496242611.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-05-31 15:00:31.603318,100933.0,209.0
2017-03-02 12:29:35.737923,slurm_normal,1488458122.0,0,,1.0,main_w4_handler0,2965272,15188074,False,,1320748187,fastq.bz2,9338936.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28558670}]",32.0,,35689288,1488457779.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-03-02 12:35:24.182924,98545.0,343.0
2017-01-30 07:51:56.783935,slurm_normal,1485762862.0,0,,1.0,main_w4_handler1,2971885,14902477,False,,675408782,fastq.bz2,9058700.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28134467}]",32.0,,35658181,1485762719.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-30 07:54:23.106048,99053.0,143.0
2017-01-30 07:55:49.021504,slurm_normal,1485763092.0,0,,1.0,main_w3_handler1,2971885,14902480,False,,675408782,fastq.bz2,9058703.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28134467}]",32.0,,35658181,1485762952.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-30 07:58:14.803605,99053.0,140.0
2017-03-14 09:52:10.931742,slurm_normal,1489485924.0,0,,1.0,main_w4_handler0,3021789,15289985,False,,281092,fastqsanger.bz2,9433511.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28748782}]",32.0,,36480604,1489485813.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-03-14 10:23:25.798248,101549.0,111.0
2017-01-31 11:55:12.612298,slurm_normal,1485863918.0,0,,1.0,main_w4_handler0,2965272,14914219,False,,706427484,fastq.bz2,9070031.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28141647}]",32.0,,35689288,1485863715.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 11:58:39.872692,98545.0,203.0
2017-01-31 09:58:21.753537,slurm_normal,1485856931.0,0,,1.0,main_w3_handler1,2965272,14913355,False,,706427484,fastq.bz2,9069211.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28141647}]",32.0,,35689499,1485856705.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 10:02:16.518907,98545.0,226.0
2017-01-31 09:57:31.307299,slurm_normal,1485856853.0,0,,1.0,main_w3_handler1,2965272,14913351,False,,716742522,fastq.bz2,9069208.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28144146}]",32.0,,35689499,1485856654.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 10:00:54.994404,98545.0,199.0
2017-01-31 09:58:29.599281,slurm_normal,1485857018.0,0,,1.0,main_w4_handler1,2965272,14913358,False,,716742522,fastq.bz2,9069213.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19LggInv.len""","""hg19LggInv""","[{'src': 'hda', 'id': 28141059}]",32.0,,35689499,1485856713.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 10:03:39.718194,98545.0,305.0
2017-01-31 10:49:27.505686,slurm_normal,1485859955.0,0,,1.0,main_w3_handler0,2965272,14913717,False,,742767922,fastq.bz2,9069555.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28143099}]",32.0,,35689288,1485859770.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 10:52:37.730856,98545.0,185.0
2017-01-31 11:53:35.026946,slurm_normal,1485863929.0,0,,1.0,main_w4_handler0,2965272,14914206,False,,1320748187,fastq.bz2,9070017.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28151636}]",32.0,,35689288,1485863617.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 11:58:51.545464,98545.0,312.0
2017-01-31 11:53:57.740911,slurm_normal,1485863913.0,0,,1.0,main_w3_handler0,2965272,14914210,False,,935322451,fastq.bz2,9070020.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 28151591}]",32.0,,35689288,1485863641.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-01-31 11:58:35.581293,98545.0,272.0
2017-02-27 23:08:55.657777,slurm_normal,1488237006.0,0,,1.0,main_w3_handler0,3012649,15160071,False,,279343966,fastq.bz2,9311696.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28541062}]",32.0,,36097804,1488236938.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-27 23:10:09.950883,87011.0,68.0
2017-02-02 07:07:55.446975,slurm_normal,1486019284.0,0,,1.0,main_w3_handler1,2971885,14930319,False,,900001,fastq.bz2,9086987.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28176519}]",32.0,,35658181,1486019279.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-02 07:08:06.963407,99053.0,5.0
2017-02-02 07:14:36.515100,slurm_normal,1486019684.0,0,,1.0,main_w3_handler0,2971885,14930334,False,,900001,fastq.bz2,9087004.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28176518}]",32.0,,35658181,1486019680.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-02 07:14:46.200889,99053.0,4.0
2017-02-02 01:03:53.624829,slurm_normal,1485997444.0,0,,1.0,main_w4_handler1,2977559,14929070,False,,1379,fastq.bz2,9085710.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28174582}]",32.0,,35737931,1485997439.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-02 01:04:06.244906,99243.0,5.0
2017-02-02 07:58:32.658157,slurm_normal,1486022567.0,0,,1.0,main_w3_handler1,2971885,14930478,False,,667583256,fastq.bz2,9087151.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28176863}]",32.0,,35658181,1486022316.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-02 08:02:49.780061,99053.0,251.0
2017-02-02 07:08:34.251483,slurm_normal,1486019322.0,0,,1.0,main_w3_handler0,2971885,14930321,False,,900001,fastq.bz2,9086989.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28176520}]",32.0,,35658181,1486019319.0,ok,1023996.0,CONVERTER_fastqbz2_to_fastq,1.0.0,,2017-02-02 07:08:43.746523,99053.0,3.0
