chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input1.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-10-21 02:36:08.328814,slurm_normal,1477017436.0,0,,1.0,main_w3_handler1,2196193,14136253,False,,48356454,vcf,8350286.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""","""hg_g1k_v37""","[{'src': 'hda', 'id': 'bbd44e69cb8906b566a4ef4070ee25ec'}]",32.0,,33835616,1477017387.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-21 02:37:19.380108,37892.0,49.0
428327.0,len,2016-10-26 13:42:00.123934,slurm_normal,1477489373.0,0,,1.0,main_w4_handler1,2850634,14180663,False,,8765759,vcf,8393199.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/621/dataset_17621560.dat""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed86cd2fe77d19fc'}]",32.0,,33889181,1477489340.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-26 13:43:25.492437,91998.0,33.0
,,2016-10-27 18:52:44.080381,slurm_normal,1477594397.0,0,,1.0,main_w4_handler1,2870024,14193650,False,,713376,vcf,8405891.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c70e94f780d86fc3'}]",32.0,,33921054,1477594375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-27 18:53:20.126229,93092.0,22.0
1039624.0,len,2016-10-05 20:17:46.072296,slurm_normal,1475698741.0,0,,1.0,main_w3_handler1,2829672,14014945,False,,35747235,vcf,8233257.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/336/dataset_17336911.dat""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58542384198cd5fb7'}]",32.0,,33428574,1475698715.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-05 20:19:02.573398,90806.0,26.0
,,2016-11-04 21:55:27.161459,slurm_normal,1478296772.0,0,,1.0,main_w3_handler1,2881791,14257250,False,,4362090,vcf,8465569.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b50c67998fe3bb26b7'}]",32.0,,34095560,1478296574.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-04 21:59:39.124676,,198.0
,,2016-11-21 08:39:45.342554,slurm_normal,1479717610.0,0,,1.0,main_w3_handler0,2902843,14395752,False,,2446517,vcf,8600911.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5097ff79e99444c2f'}]",32.0,,34371713,1479717603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-11-21 08:40:13.260134,,7.0
,,2017-06-19 09:09:51.574657,slurm_normal,1497863411.0,0,,1.0,main_w4_handler1,3063235,16130255,False,,351627,vcf,10210495.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 30076940}]",32.0,,38772260,1497863407.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-06-19 09:10:14.596024,97187.0,4.0
,,2017-02-22 12:23:32.311456,slurm_normal,1487766227.0,0,,1.0,main_w4_handler1,3005295,15106132,False,,4257871,vcf,9261147.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28459626}]",32.0,,36216254,1487766215.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-22 12:23:50.877737,83750.0,12.0
,,2016-12-14 22:37:44.107070,slurm_normal,1481755078.0,0,,1.0,main_w3_handler1,2930372,14579131,False,,45556,vcf,8758604.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27638642}]",32.0,,34858938,1481755074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-14 22:37:59.920264,,4.0
,,2017-01-21 14:20:52.888144,slurm_normal,1485008470.0,0,,1.0,main_w4_handler0,2963683,14835404,False,,1506921,vcf,8995710.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28027432}]",32.0,,35511861,1485008461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-01-21 14:21:10.880133,,9.0
,,2017-04-12 20:08:59.591686,slurm_normal,1492027851.0,0,,1.0,main_w4_handler1,3070695,15568447,False,,7593,vcf,9691822.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29191943}]",32.0,,37294127,1492027846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-12 20:10:58.196554,102400.0,5.0
,,2016-12-19 08:35:25.784528,slurm_normal,1482136566.0,0,,1.0,main_w4_handler1,2933479,14606192,False,,75901268,vcf,8783387.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 27680747}]",32.0,,34636083,1482136533.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-19 08:36:08.677487,60032.0,33.0
,,2016-12-22 03:03:42.879796,slurm_normal,1482375832.0,0,,1.0,main_w4_handler1,2887120,14629420,False,,125623,vcf,8805665.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 27715446}]",32.0,,34158617,1482375828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2016-12-22 03:03:54.695395,89317.0,4.0
,,2017-02-02 16:10:22.651549,slurm_normal,1486052910.0,0,,1.0,main_w4_handler1,2979403,14934941,False,,17853070,vcf,9091339.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28183067}]",32.0,,35767533,1486052828.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-02 16:28:35.974540,58185.0,82.0
,,2017-05-09 08:30:19.536859,slurm_normal,1494318645.0,0,,1.0,main_w4_handler0,3015148,15787622,False,,35751971,vcf,9893664.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/019/018/dataset_19018887.dat""","""Vicia faba""","[{'src': 'hda', 'id': 29338523}]",32.0,,36267669,1494318624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-05-09 08:30:48.669025,100852.0,21.0
,,2017-02-02 16:19:33.204262,slurm_normal,1486053979.0,0,,1.0,main_w4_handler0,2979403,14935019,False,,4117996,vcf,9091408.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28183218}]",32.0,,35767533,1486053964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-02 16:46:20.422530,58185.0,15.0
,,2017-02-15 22:59:10.838862,slurm_normal,1487199649.0,0,,1.0,main_w4_handler1,2983282,15051127,False,,343824908,vcf,9206802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/canFam3.len""","""canFam3""","[{'src': 'hda', 'id': 28286413}]",32.0,,35229338,1487199554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-15 23:00:51.159059,88481.0,95.0
,,2017-02-17 07:26:53.500476,slurm_normal,1487316736.0,0,,1.0,main_w3_handler0,2967557,15064577,False,,226525965,vcf,9220069.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac7.len""","""rheMac7""","[{'src': 'hda', 'id': 28394911}]",32.0,,35580773,1487316416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfdistance/vcfdistance/1.0.0_rc1.0,1.0.0_rc1.0,,2017-02-17 07:32:17.938276,98714.0,320.0
