create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,matrixFile,matrixFile_filetype,memtotal,object_store_id,param_filename,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageType,parameters.advancedOpt.colors,parameters.advancedOpt.outFileNameData,parameters.advancedOpt.perGroup,parameters.advancedOpt.plotHeight,parameters.advancedOpt.plotTitle,parameters.advancedOpt.plotType,parameters.advancedOpt.plotWidth,parameters.advancedOpt.regionsLabel,parameters.advancedOpt.samplesLabel,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.used_multiple_regions.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.__current_case__,parameters.advancedOpt.used_multiple_regions.clustering.clustering_options,parameters.advancedOpt.used_multiple_regions.clustering.k_kmeans,parameters.advancedOpt.used_multiple_regions.clustering.n_hclust,parameters.advancedOpt.used_multiple_regions.used_multiple_regions_options,parameters.advancedOpt.yMax,parameters.advancedOpt.yMin,parameters.chromInfo,parameters.dbkey,parameters.matrixFile,parameters.matrixFile.values,parameters.output.__current_case__,parameters.output.dpi,parameters.output.outFileFormat,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.scaleRegions.__current_case__,parameters.scaleRegions.endLabel,parameters.scaleRegions.showScaleRegionsOpt,parameters.scaleRegions.startLabel,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-10-16 22:45:09.961075,slurm_normal,1476658124.0,0,1.0,main_w3_handler1,2856899,14093896,False,,8309703.roundup,slurm,,634,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,H3K27AC,fill,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a54e3a195652fa18'}]",0,,,,no,0,,no,,32.0,,33738245,1476658112.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-16 22:48:46.208256,92286,12.0
2016-10-16 23:02:53.165318,slurm_normal,1476659209.0,0,1.0,main_w3_handler1,2776915,14093929,False,,8309729.roundup,slurm,,29359420,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf6d157ff1940794'}]",1,200,png,false,yes,0,,no,,32.0,,31745742,1476659161.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-16 23:06:51.412138,65128,48.0
2016-10-16 23:01:20.408555,slurm_normal,1476659088.0,0,1.0,main_w3_handler1,2776915,14093920,False,,8309725.roundup,slurm,,29359420,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf6d157ff1940794'}]",1,300,svg,false,yes,0,,no,,32.0,,31745742,1476659063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-16 23:04:50.293068,65128,25.0
2016-10-16 22:51:33.017780,slurm_normal,1476658505.0,0,1.0,main_w4_handler0,2776915,14093902,False,,8309712.roundup,slurm,,29359420,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,0.0,2.0,none,,,no,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf6d157ff1940794'}]",0,,,,no,0,,no,,32.0,,31745742,1476658472.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-16 22:55:06.535764,65128,33.0
2016-10-16 22:51:56.740490,slurm_normal,1476658543.0,0,1.0,main_w4_handler1,2776915,14093904,False,,8309713.roundup,slurm,,29359420,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/danRer10.len""","""danRer10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf6d157ff1940794'}]",0,,,,no,0,,no,,32.0,,31745742,1476658506.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-16 22:55:54.625019,65128,37.0
2016-10-17 13:35:16.316477,slurm_normal,1476711627.0,0,1.0,main_w4_handler1,2837731,14098523,False,,8313617.roundup,slurm,,415849,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51035cfc115fa166b'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711603.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:40:30.754627,51951,24.0
2016-10-17 13:35:19.884150,slurm_normal,1476711677.0,0,1.0,main_w3_handler0,2837731,14098527,False,,8313629.roundup,slurm,,1376603,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ee14d421c65da2d'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:41:20.484356,51951,15.0
2016-10-17 13:35:16.955053,slurm_normal,1476711606.0,0,1.0,main_w4_handler1,2837731,14098524,False,,8313619.roundup,slurm,,268354,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b531c4eda4a99b56a7'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711591.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:40:10.421865,51951,15.0
2016-10-17 13:35:18.833770,slurm_normal,1476711663.0,0,1.0,main_w4_handler1,2837731,14098526,False,,8313618.roundup,slurm,,213173,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54c3d47197a5e65d7'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711592.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:41:08.162887,51951,71.0
2016-10-17 13:35:21.509126,slurm_normal,1476712010.0,0,1.0,main_w3_handler1,2837731,14098531,False,,8313681.roundup,slurm,,199331,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b527a9315de9f6706e'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:46:53.535006,51951,12.0
2016-10-17 13:35:17.805006,slurm_normal,1476711606.0,0,1.0,main_w4_handler0,2837731,14098525,False,,8313616.roundup,slurm,,790465,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1419d78a1a4dcd3'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711588.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:40:08.898710,51951,18.0
2016-10-17 13:35:20.487116,slurm_normal,1476711978.0,0,1.0,main_w3_handler0,2837731,14098529,False,,8313678.roundup,slurm,,153650,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b533a8e15630d6b90e'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:46:21.533152,51951,11.0
2016-10-17 13:35:15.117715,slurm_normal,1476711687.0,0,1.0,main_w3_handler1,2837731,14098521,False,,8313630.roundup,slurm,,1810200,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f34d371f626b7444'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711662.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:41:39.690242,51951,25.0
2016-10-17 13:35:15.806646,slurm_normal,1476711980.0,0,1.0,main_w3_handler1,2837731,14098522,False,,8313677.roundup,slurm,,199331,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506fa34d8997d7140'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711967.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:46:22.775872,51951,13.0
2016-10-17 13:35:21.042743,slurm_normal,1476711980.0,0,1.0,main_w3_handler0,2837731,14098530,False,,8313679.roundup,slurm,,682860,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f67e33a525e58f91'}]",1,200,png,false,yes,1,TTS,yes,TSS,32.0,,33654434,1476711969.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 13:46:22.967437,51951,11.0
2016-10-17 17:52:21.154074,slurm_normal,1476727248.0,0,1.0,main_w3_handler0,1971585,14100957,False,,8315993.roundup,slurm,,11619594,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,true,5,,lines,11,,kin28as WT,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5596b49e295ee242f'}]",0,,,,no,0,,no,,32.0,,33762995,1476727225.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 18:00:51.162642,51000,23.0
2016-10-17 18:03:15.005886,slurm_normal,1476727796.0,0,1.0,main_w3_handler0,1971585,14101005,False,,8316111.roundup,slurm,,11619594,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,true,5,,lines,11,,WT kin28as,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5596b49e295ee242f'}]",0,,,,no,0,,no,,32.0,,33762995,1476727773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 18:09:59.706562,51000,23.0
2016-10-17 18:09:09.457926,slurm_normal,1476728124.0,0,1.0,main_w3_handler0,1971585,14101071,False,,8316145.roundup,slurm,,11619594,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,true,5,,fill,11,,WT kin28as,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/sacCer3.len""","""sacCer3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5596b49e295ee242f'}]",0,,,,no,0,,no,,32.0,,33762995,1476728083.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-17 18:15:25.640781,51000,41.0
2016-10-18 09:58:02.950805,slurm_normal,1476786744.0,0,1.0,main_w4_handler1,2837437,14106386,False,,8321527.roundup,slurm,,12394017,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c109d0fb92af6305'}]",0,,,,no,0,,no,,32.0,,32496435,1476786615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 10:32:31.554792,70838,129.0
2016-10-18 09:57:54.703654,slurm_normal,1476785099.0,0,1.0,main_w3_handler1,2837437,14106381,False,,8321170.roundup,slurm,,173732,deeptools_compute_matrix_archive,132112168.0,corral-repl,,0,,,,,,,,,,,no,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f53641e7e2bfe536'}]",0,,,,no,0,,no,,32.0,,32496435,1476785068.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 10:05:10.695968,70838,31.0
2016-10-18 11:07:10.805063,slurm_normal,1476789388.0,0,1.0,main_w3_handler1,2837437,14107274,False,,8321992.roundup,slurm,,12394017,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,M3,lines,11,Down No_Change Up,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c109d0fb92af6305'}]",0,,,,no,0,,no,,32.0,,32496435,1476789321.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 11:16:38.651419,70838,67.0
2016-10-18 11:07:47.855446,slurm_normal,1476791472.0,0,1.0,main_w3_handler1,2837437,14107279,False,,8322189.roundup,slurm,,11794591,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,M1,lines,11,Down No_Change Up,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b554cc8cabb8193bf0'}]",0,,,,no,0,,no,,32.0,,32496435,1476791405.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 11:51:14.745546,70838,67.0
2016-10-18 11:08:20.031651,slurm_normal,1476793097.0,0,1.0,main_w4_handler1,2837437,14107282,False,,8322325.roundup,slurm,,12454199,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,M5,lines,11,Down No_Change Up,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b546b66cca0e90a62b'}]",0,,,,no,0,,no,,32.0,,32496435,1476792943.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 12:18:21.649986,70838,154.0
2016-10-18 13:40:41.149933,slurm_normal,1476799639.0,0,1.0,main_w4_handler0,2859384,14108235,False,,8322946.roundup,slurm,,4258610,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f83031388f85107e'}]",1,200,png,false,yes,1,end,yes,start,32.0,,33519497,1476799431.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 14:07:25.284802,77683,208.0
2016-10-18 14:50:14.102252,slurm_normal,1476807845.0,0,1.0,main_w3_handler1,2859384,14108833,False,,8324488.roundup,slurm,,5111,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4322e967d6cc4c8'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476807613.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 16:28:52.556420,77683,232.0
2016-10-18 14:50:09.481857,slurm_normal,1476805177.0,0,1.0,main_w4_handler0,2859384,14108828,False,,8323952.roundup,slurm,,7512,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ceef5436f35636f'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476804853.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 15:39:47.650388,77683,324.0
2016-10-18 14:50:14.939267,slurm_normal,1476808252.0,0,1.0,main_w3_handler0,2859384,14108834,False,,8324544.roundup,slurm,,23632,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ed809ee25518c0e2'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476808136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 16:31:23.203560,77683,116.0
2016-10-18 14:50:08.521517,slurm_normal,1476805745.0,0,1.0,main_w4_handler1,2859384,14108827,False,,8324026.roundup,slurm,,3283410,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b597e7c81da6017058'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476805424.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 15:49:11.095625,77683,321.0
2016-10-18 14:50:11.378962,slurm_normal,1476806096.0,0,1.0,main_w3_handler1,2859384,14108831,False,,8324142.roundup,slurm,,25690,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eb03625d20913ae4'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476805928.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 15:57:08.587009,77683,168.0
2016-10-18 14:50:10.590371,slurm_normal,1476807067.0,0,1.0,main_w4_handler1,2859384,14108830,False,,8324300.roundup,slurm,,60591,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f00d7f38083b85ec'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476806910.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 16:12:23.088812,77683,157.0
2016-10-18 14:50:12.261959,slurm_normal,1476807067.0,0,1.0,main_w4_handler1,2859384,14108832,False,,8324349.roundup,slurm,,4806,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,215.2 215.3 20.1 20.2,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551094107cdcbdb69'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476806996.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-18 16:11:40.178705,77683,71.0
2016-10-19 08:30:40.140717,slurm_normal,1476866262.0,0,1.0,main_w3_handler0,2113047,14115027,False,,8329745.roundup,slurm,,1359760,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5260c31bccbaec1f0'}]",1,300,png,false,yes,0,,no,,32.0,,32969399,1476866240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-19 08:37:44.563807,55663,22.0
2016-10-19 08:31:03.316915,slurm_normal,1476866299.0,0,1.0,main_w3_handler1,2113047,14115030,False,,8329751.roundup,slurm,,1359760,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,0.0,0.0,kmeans,3,,no,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5260c31bccbaec1f0'}]",0,,,,no,0,,no,,32.0,,32969399,1476866263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-19 08:38:23.435497,55663,36.0
2016-10-19 08:31:17.638300,slurm_normal,1476866398.0,0,1.0,main_w3_handler0,2113047,14115033,False,,8329746.roundup,slurm,,1359760,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,false,false,5,,lines,11,,,yes,0.0,1.0,hclust,,3,no,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5260c31bccbaec1f0'}]",0,,,,no,0,,no,,32.0,,32969399,1476866240.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-19 08:40:18.724485,55663,158.0
2016-10-19 19:12:50.410210,slurm_normal,1476905043.0,0,1.0,main_w3_handler0,2859384,14121344,False,,8336067.roundup,slurm,,1721282,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54e0d27675ef851a7'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476905028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-19 19:24:06.590775,77683,15.0
2016-10-19 19:12:49.687839,slurm_normal,1476905047.0,0,1.0,main_w3_handler1,2859384,14121343,False,,8336068.roundup,slurm,,1699299,deeptools_compute_matrix_archive,132112168.0,corral-repl,,1,mean,,true,true,5,,lines,11,,,yes,1.0,,,,,yes,,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59942c44a3afd2a9d'}]",1,300,png,true,yes,1,end,yes,start,32.0,,33519497,1476905028.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_profile/deeptools_plot_profile/2.3.5.0,2.3.5.0,,2016-10-19 19:24:10.659029,77683,19.0
