chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.ed_score,parameters.input,parameters.input.values,parameters.input|__identifier__,parameters.option,parameters.split,parameters.tag,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-02-22 15:45:31.612785,slurm_normal,1487778353.0,0,,1.0,main_w4_handler1,3004659,15108453,False,,1931125,bam,9263383.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 28464406}]",,"""""","""false""","""""",32.0,,35727477.0,1487778348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-02-22 15:45:56.721348,93092.0,5.0
,,2017-02-24 14:20:58.957197,slurm_normal,1487946070.0,0,,1.0,main_w4_handler0,1825684,15130210,False,,7452,bam,9283849.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""false""",,"[{'src': 'hda', 'id': 28497375}]",,"""""","""false""","""""",32.0,,36261113.0,1487946063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-02-24 14:21:13.898186,45903.0,7.0
,,2017-02-24 14:30:54.197484,slurm_normal,1487946713.0,0,,1.0,main_w3_handler0,2998472,15130414,False,,10711225,bam,9284024.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 28495234}]",,"""""","""false""","""""",32.0,,36092942.0,1487946659.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-02-24 14:31:54.783240,100306.0,54.0
,,2017-03-01 00:39:39.666717,slurm_normal,1488328788.0,0,,1.0,main_w4_handler1,3008765,15173385,False,,86771,bam,9324149.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 28563339}]",,"""""","""false""","""""",32.0,,36344085.0,1488328782.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-01 00:39:51.630896,100746.0,6.0
,,2017-03-03 20:53:16.986834,slurm_normal,1488574422.0,0,,1.0,main_w3_handler0,1339652,15203480,False,,26368204,bam,9353755.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/019/056/dataset_19056760.dat""","""key""","""false""",,"[{'src': 'hda', 'id': 28595047}]",,"""""","""false""","""""",32.0,,35899855.0,1488574401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-03 20:53:44.828985,16797.0,21.0
,,2017-03-04 21:56:57.870600,slurm_normal,1488664634.0,0,,1.0,main_w4_handler0,3018677,15208967,False,,10857038,bam,9358644.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 28616931}]",,"""""","""false""","""""",32.0,,36438216.0,1488664624.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-04 21:57:16.832979,101394.0,10.0
,,2017-03-09 18:17:03.974029,slurm_normal,1489084839.0,0,,1.0,main_w3_handler1,2625790,15256065,False,,3697128753,bam,9401908.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/monDom5.len""","""monDom5""","""false""",,"[{'src': 'hda', 'id': 28698573}]",,"""""","""true""","""""",32.0,,36538645.0,1489083427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-09 18:40:40.967357,49138.0,1412.0
,,2017-03-09 20:19:55.903439,slurm_normal,1489090896.0,0,,1.0,main_w3_handler0,3025819,15257062,False,,1133337216,bam,9403154.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""false""",,"[{'src': 'hda', 'id': 28699814}]",,"""""","""false""","""""",32.0,,36540270.0,1489090800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-09 20:21:37.338068,101787.0,96.0
,,2017-03-14 15:57:09.324919,slurm_normal,1489507812.0,0,,1.0,main_w4_handler0,2188219,15293120,False,,2752287314,bam,9436187.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""false""",,"[{'src': 'hda', 'id': 28749267}]",,"""""","""false""","""""",32.0,,36106293.0,1489507147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-14 16:12:25.400316,40653.0,665.0
,,2017-03-17 15:00:25.286082,slurm_normal,1489770966.0,0,,1.0,main_w3_handler0,3035848,15325181,False,,1964504537,bam,9467275.roundup,slurm,,132112168.0,corral-repl,,"""6c6660340b2211e787a9005056a52a46""","""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""dm6""","""false""",,"[{'src': 'hda', 'id': 28807293}]",,"""""","""false""","""""",32.0,,,1489770838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bamtobed/2.22.0,2.22.0,,2017-03-17 17:16:09.238011,59928.0,128.0
