create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-06-23 08:48:55.896538,slurm_normal,1466671755.0,0,1.0,main_w1_handler1,2726311,13244754,False,,97,bed,7430690.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52e2e1e0814212aec'}]",32.0,,30597498,1466671751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-06-23 08:49:17.562129,25065.0,4.0
2016-06-23 08:58:46.200965,slurm_normal,1466672376.0,0,1.0,main_w2_handler0,2726311,13244814,False,,17200,bed,7430757.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57b3455a275682798'}]",32.0,,30597498,1466672359.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-06-23 08:59:38.667461,25065.0,17.0
2016-06-24 08:32:57.887107,slurm_normal,1466757214.0,0,1.0,main_w1_handler1,2726311,13253076,False,,14994,bed,7439981.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dc86af5a6d2ccfcf'}]",32.0,,30597498,1466757211.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-06-24 08:33:36.355880,25065.0,3.0
2016-10-14 03:46:51.905446,slurm_normal,1476416859.0,0,1.0,main_w3_handler0,2551762,14079111,False,,240632,bed,8295718.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57a6012a5b31289ef'}]",32.0,,32903800,1476416834.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-10-14 03:47:42.416366,75929.0,25.0
2016-07-07 14:26:35.758703,slurm_normal,1467901636.0,0,1.0,main_w2_handler1,2757584,13353509,False,,12301678,bed,7563133.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c01186403740437e'}]",32.0,,30038892,1467901627.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-07-07 14:27:18.787619,64127.0,9.0
2016-10-19 23:43:42.510580,slurm_normal,1476920747.0,0,1.0,main_w3_handler1,2742492,14124025,False,,2104651,bed,8338579.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/016/271/dataset_16271670.dat""","""Heliconius_melpomene_Hmel2""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0fdcbf79f0ddaa6'}]",32.0,,33811881,1476920647.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-10-19 23:45:52.927917,62349.0,100.0
2016-08-12 19:34:15.982623,slurm_normal,1471030470.0,0,1.0,main_w1_handler1,2782806,13653857,False,,1360297,bed,7869363.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b52c350612f0138637'}]",32.0,,32168347,1471030465.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-08-12 19:34:32.476896,88059.0,5.0
2016-08-12 19:34:08.361554,slurm_normal,1471030462.0,0,1.0,main_w1_handler1,2782806,13653856,False,,95291,bed,7869362.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b4ed7facb07b8d50'}]",32.0,,32168347,1471030459.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-08-12 19:34:23.485516,88059.0,3.0
2016-08-17 16:31:33.201436,slurm_normal,1471451517.0,0,1.0,main_w3_handler0,2794227,13677706,False,,185628,bed,7895426.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bba02e5db50627b1'}]",32.0,,32341889,1471451508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-08-17 16:31:59.155072,53352.0,9.0
2016-08-17 16:30:11.404535,slurm_normal,1471451434.0,0,1.0,main_w4_handler1,2794227,13677697,False,,185628,bed,7895415.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bba02e5db50627b1'}]",32.0,,32341889,1471451427.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_bed12tobed6/2.24.0,2.24.0,,2016-08-17 16:30:35.772305,53352.0,7.0
