create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input,parameters.input.values,parameters.size,parameters.wintype.__current_case__,parameters.wintype.choice,parameters.wintype.offset,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-20 17:21:15.580876,rodeo_normal,1426872325.0,0,,1.0,main_w1_handler1,2242458,8997630,False,,1604,interval,3258776.roundup,slurm,,132112168.0,corral-repl,,"""7c0b73d4cf2511e4adc0005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18934687,,"""120""",1,1,120,32.0,,21693623.0,1426872318.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-03-20 17:25:27.942799,5613.0,7.0
2015-03-20 17:12:48.235718,rodeo_normal,1426871597.0,0,,1.0,main_w2_handler1,2242458,8997532,False,,938,interval,3258568.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18934531,,"""120""",0,0,0,32.0,,21693623.0,1426871589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-03-20 17:13:19.905090,5613.0,8.0
2015-05-04 23:53:03.587082,slurm_normal,1430783616.0,0,,1.0,main_w1_handler1,2293408,9391906,False,,17,bed,3724460.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19571128,,"""20000""",0,0,0,32.0,,22657650.0,1430783608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-05-04 23:53:41.453545,62349.0,8.0
2015-05-05 03:38:13.374805,slurm_normal,1430797129.0,0,,1.0,main_w2_handler0,2293408,9393719,False,,472955,bed,3725894.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19575016,,"""20000""",0,0,0,32.0,,22657650.0,1430797121.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-05-05 03:38:54.309541,62349.0,8.0
2015-03-25 16:47:46.242212,rodeo_normal,1427302911.0,0,,1.0,main_w1_handler0,2248771,9035521,False,,2933153,interval,3320984.roundup,slurm,,132112168.0,corral-repl,,"""9f829792d30e11e4a6aa005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",18994037,,"""120""",1,1,120,32.0,,22017613.0,1427302862.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-03-25 17:01:54.099303,5613.0,49.0
2015-03-27 15:51:30.389099,rodeo_normal,1427472538.0,0,,1.0,main_w1_handler0,2248771,9064412,False,,576468,interval,3347744.roundup,slurm,,132112168.0,corral-repl,,"""1c4f4460d49911e48998005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19033050,,"""120""",1,1,120,32.0,,21693623.0,1427472519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-03-27 16:09:00.766402,5613.0,19.0
2015-03-30 15:32:16.772001,rodeo_normal,1427730083.0,0,,1.0,main_w2_handler1,2248771,9088249,False,,576026,interval,3373526.roundup,slurm,,132112168.0,corral-repl,,"""eb1c644ed6f111e48cce005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19065676,,"""120""",1,1,120,32.0,,21693623.0,1427730074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-03-30 15:41:33.436274,5613.0,9.0
2015-05-05 15:51:19.963218,slurm_normal,1430841117.0,0,,1.0,main_w1_handler0,2293131,9400727,False,,1024,interval,3731618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19588268,,"""120""",1,1,60,32.0,,21693623.0,1430841110.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-05-05 15:51:59.538182,5613.0,7.0
2015-03-31 15:37:44.976336,rodeo_normal,1427816822.0,0,,1.0,main_w1_handler1,2248771,9102376,False,,574939,interval,3388625.roundup,slurm,,132112168.0,corral-repl,,"""d28b62cad7bb11e4b53a005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19085580,,"""120""",1,1,120,32.0,,21693623.0,1427816811.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-03-31 15:47:04.553531,5613.0,11.0
2015-05-05 18:33:49.575829,slurm_normal,1430851220.0,0,,1.0,main_w1_handler1,2286177,9402505,False,,36782,interval,3733399.roundup,slurm,,132112168.0,corral-repl,,"""32056f20f35511e49a25005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19590864,,"""120""",1,1,120,32.0,,21693623.0,1430851207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-05-05 18:40:26.166218,5613.0,13.0
2015-04-01 17:14:42.343889,rodeo_normal,1427909303.0,0,,1.0,main_w1_handler0,2248771,9116376,False,,1205720,interval,3402336.roundup,slurm,,132112168.0,corral-repl,,"""8aeb9e26d89211e49c5d005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19107165,,"""120""",1,1,120,32.0,,21693623.0,1427909280.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-01 17:28:27.674043,5613.0,23.0
2015-04-02 10:41:37.744079,slurm_normal,1427971326.0,0,,1.0,main_w2_handler0,2257915,9123067,False,,397,bed,3407985.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19120611,,"""4000""",0,0,0,32.0,,22217026.0,1427971309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-02 10:42:09.331064,59098.0,17.0
2015-06-19 16:45:54.477760,slurm_normal,1434732671.0,0,,1.0,main_w1_handler2,2348160,9693800,False,,93,interval,4002579.roundup,slurm,,132112168.0,corral-repl,,"""9d55163416a211e5ae61005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20071591,,"""120""",1,1,120,32.0,,23531070.0,1434732664.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-06-19 16:51:17.302254,5613.0,7.0
2015-05-06 16:07:33.091679,slurm_normal,1430928786.0,0,,1.0,main_w1_handler0,2295833,9412238,False,,24464,interval,3742468.roundup,slurm,,132112168.0,corral-repl,,"""f2252066f40911e4914c005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19609898,,"""120""",1,1,120,32.0,,21693623.0,1430928763.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-05-06 16:13:11.398839,5613.0,23.0
2015-04-08 15:39:48.754918,slurm_normal,1428550653.0,0,,1.0,main_w2_handler1,2262862,9172449,False,,112676,interval,3456151.roundup,slurm,,132112168.0,corral-repl,,"""70467186de0511e4897c005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19193373,,"""120""",1,1,120,32.0,,21693623.0,1428550645.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-09 03:37:37.731016,5613.0,8.0
2015-04-09 11:59:25.434276,slurm_normal,1428580788.0,0,,1.0,main_w1_handler0,2264740,9179251,False,,397,bed,3458672.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",19205595,,"""4000""",0,0,0,32.0,,22322986.0,1428580779.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-09 11:59:50.397101,59098.0,9.0
2015-04-09 16:31:31.021342,slurm_normal,1428598201.0,0,,1.0,main_w1_handler0,2248771,9181507,False,,2933153,interval,3461836.roundup,slurm,,132112168.0,corral-repl,,"""d13589deded511e49556005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19208926,,"""120""",1,1,120,32.0,,22017613.0,1428598172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-09 16:50:04.561639,5613.0,29.0
2015-04-16 17:02:49.343738,slurm_normal,1429203887.0,0,,1.0,main_w2_handler0,2272424,9248107,False,,52823,interval,3530726.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19318324,,"""50000""",1,1,10000,32.0,,22535231.0,1429203791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 17:04:57.616389,20482.0,96.0
2015-04-16 16:58:06.481254,slurm_normal,1429203911.0,0,,1.0,main_w1_handler0,2271615,9248055,False,,56,interval,3530745.roundup,slurm,,132112168.0,corral-repl,,"""b4bb6498e45911e4b417005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19318273,,"""120""",1,1,120,32.0,,21693623.0,1429203888.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 17:05:15.811993,5613.0,23.0
2015-04-16 20:43:58.894198,slurm_normal,1429217076.0,0,,1.0,main_w1_handler1,2272424,9249777,False,,54158,interval,9993.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19318726,,"""50000""",1,1,10000,2.0,,22535966.0,1429217056.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 20:44:39.975740,20482.0,20.0
2015-04-16 20:49:40.245379,slurm_normal,1429217405.0,0,,1.0,main_w1_handler1,2272424,9249811,False,,24824,interval,3533618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19321163,,"""50000""",1,1,10000,32.0,,22535966.0,1429217395.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 20:50:07.472181,20482.0,10.0
2015-04-14 17:39:48.520850,slurm_normal,1429033207.0,0,,1.0,main_w1_handler0,1933651,9230323,False,,8337736,interval,3511613.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19287491,,"""3000""",1,1,500,32.0,,22468328.0,1429033201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-14 17:40:10.661952,19069.0,6.0
2015-04-14 17:41:53.553718,slurm_normal,1429033333.0,0,,1.0,main_w1_handler1,1933651,9230350,False,,3109599,bed,3511637.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19287498,,"""3000""",1,1,500,32.0,,22468328.0,1429033327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-14 17:42:15.141893,19069.0,6.0
2015-04-15 16:21:53.029259,slurm_normal,1429114936.0,0,,1.0,main_w2_handler0,2262865,9239204,False,,146217,interval,3519507.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19299752,,"""120""",1,1,24,32.0,,21693623.0,1429114931.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-15 16:22:19.625327,5613.0,5.0
2015-04-15 17:13:48.728510,slurm_normal,1429118048.0,0,,1.0,main_w2_handler1,2262865,9239463,False,,146217,interval,3519847.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",19299752,,"""120""",0,0,0,32.0,,21693623.0,1429118043.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-15 17:14:14.550324,5613.0,5.0
2015-04-15 21:20:22.606065,slurm_normal,1429133049.0,0,,1.0,main_w1_handler0,2271615,9241151,False,,31,interval,3522265.roundup,slurm,,132112168.0,corral-repl,,"""2df9a086e3b511e4be92005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19303263,,"""120""",1,1,12,32.0,,21693623.0,1429133041.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-15 21:24:11.122957,5613.0,8.0
2015-04-15 21:24:28.977820,slurm_normal,1429136274.0,0,,1.0,main_w2_handler0,2271615,9241205,False,,60,interval,3522669.roundup,slurm,,132112168.0,corral-repl,,"""c77ce876e3b511e4aa5b005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19303324,,"""120""",1,1,6,32.0,,21693623.0,1429136266.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-15 22:17:59.551366,5613.0,8.0
2015-04-18 00:00:13.577826,slurm_normal,1429315246.0,0,,1.0,main_w1_handler0,2273997,9260766,False,,51647,interval,3547344.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19336680,,"""50000""",1,1,10000,32.0,,22541070.0,1429315228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-18 00:00:50.101609,20482.0,18.0
2015-04-18 00:00:32.725265,slurm_normal,1429315252.0,0,,1.0,main_w1_handler0,2273997,9260767,False,,36947,interval,3547346.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19336681,,"""50000""",1,1,10000,32.0,,22541070.0,1429315246.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-18 00:00:55.420203,20482.0,6.0
2015-06-22 13:10:03.801106,slurm_normal,1434979008.0,0,,1.0,main_w1_handler1,2351771,9705907,False,,7974,interval,4014057.roundup,slurm,,132112168.0,corral-repl,,"""f020f54c18df11e59a29005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20090772,,"""3""",1,1,1,32.0,,22540155.0,1434979002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-06-22 13:16:52.359985,9791.0,6.0
2015-04-16 20:49:59.802875,slurm_normal,1429217432.0,0,,1.0,main_w2_handler0,2272424,9249813,False,,25433,interval,10049.rodeo,slurm,,16332488.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19321165,,"""50000""",1,1,10000,2.0,,22535966.0,1429217414.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 20:50:41.448173,20482.0,18.0
2015-04-16 21:08:26.048631,slurm_normal,1429218530.0,0,,1.0,main_w2_handler1,2272424,9249890,False,Job output deleted by user before job completed.,1416096,interval,3533699.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""",19321243,,"""50000""",1,1,10000,32.0,,22541070.0,1429218524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 21:08:53.059403,20482.0,6.0
2015-04-16 22:08:42.698071,slurm_normal,1429222372.0,0,,1.0,main_w1_handler1,2272679,9250218,False,,40350,interval,10638.rodeo,slurm,,16332488.0,corral-repl,,"""1560c362e48511e4a176005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19321885,,"""120""",1,1,120,2.0,,21693623.0,1429222358.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-16 22:12:56.699680,5613.0,14.0
2015-04-28 16:32:25.193681,slurm_normal,1430239232.0,0,,1.0,main_w2_handler0,2286177,9352734,False,,1452,interval,3689878.roundup,slurm,,132112168.0,corral-repl,,"""1f169dc6edc411e4abf8005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19497063,,"""120""",1,1,120,32.0,,21693623.0,1430239164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-28 16:40:38.166744,5613.0,68.0
2015-06-22 19:01:07.729639,slurm_normal,1435001301.0,0,,1.0,main_w1_handler1,2323835,9710321,False,,2554544,interval,4017669,slurm,,132112168.0,corral-repl,,"""f7b90d22191011e59b66005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20096672,,"""120""",1,1,80,32.0,,23531070.0,1435001290.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-06-22 19:28:23.969188,5613.0,11.0
2015-04-29 17:55:44.414455,slurm_normal,1430330452.0,0,,1.0,main_w1_handler1,2287847,9361584,False,,24018,interval,3698038.roundup,slurm,,132112168.0,corral-repl,,"""eb2cc5f0ee9811e4a49e005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19514645,,"""120""",1,1,60,32.0,,21693623.0,1430330429.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-29 18:00:54.934248,5613.0,23.0
2015-04-29 17:32:10.155720,slurm_normal,1430329345.0,0,,1.0,main_w2_handler1,2286177,9361427,False,,11,interval,3697894.roundup,slurm,,132112168.0,corral-repl,,"""a1c37e5cee9511e48989005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19514377,,"""120""",1,1,120,32.0,,21693623.0,1430329322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-29 17:42:30.500497,5613.0,23.0
2015-04-29 23:27:19.552168,slurm_normal,1430350378.0,0,,1.0,main_w1_handler1,2286177,9363973,False,,365683,interval,3700216.roundup,slurm,,132112168.0,corral-repl,,"""338949b2eec711e4be71005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19518236,,"""120""",1,1,120,32.0,,22793110.0,1430350361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-29 23:33:00.953385,5613.0,17.0
2015-06-23 17:10:28.934572,slurm_normal,1435079943.0,0,,1.0,main_w1_handler0,2346576,9718192,False,,224543,interval,4024384,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",20107860,,"""40""",1,1,5,32.0,,23531070.0,1435079926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-06-23 17:19:22.581145,5613.0,17.0
2015-06-22 21:57:33.713932,slurm_normal,1435010614.0,0,,1.0,main_w2_handler1,2348160,9711634,False,,12,interval,4018659,slurm,,132112168.0,corral-repl,,"""abb53626192911e5bf53005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",20098567,,"""120""",1,1,80,32.0,,23531070.0,1435010608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-06-22 22:03:37.685841,5613.0,6.0
2015-05-13 17:27:06.356146,slurm_normal,1431538503.0,0,,1.0,main_w2_handler0,2302214,9464895,False,,2137,interval,3789526.roundup,slurm,,132112168.0,corral-repl,,"""36deb196f99511e4815d005056a51846""","""/galaxy-repl/localdata/chrom/oryCun2.len""","""oryCun2""",19693816,,"""120""",1,1,120,32.0,,21693623.0,1431538498.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-05-13 17:35:05.856634,5613.0,5.0
2015-04-30 23:38:18.724578,slurm_normal,1430438039.0,0,,1.0,main_w2_handler0,2287847,9372191,False,,24018,interval,3708039.roundup,slurm,,132112168.0,corral-repl,,"""f37ec722ef9111e49b73005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19530134,,"""120""",1,1,60,32.0,,21693623.0,1430437972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-30 23:54:04.456269,5613.0,67.0
2015-04-30 22:15:44.839143,slurm_normal,1430433504.0,0,,1.0,main_w2_handler0,2287847,9371673,False,,24018,interval,3707639.roundup,slurm,,132112168.0,corral-repl,,"""62c1af16ef8611e4acf0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",19529455,,"""120""",1,1,60,32.0,,21693623.0,1430432941.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-04-30 22:38:27.946336,5613.0,563.0
2015-06-23 14:21:40.203077,slurm_normal,1435071121.0,0,,1.0,main_w1_handler1,2352931,9716381,False,,2155,interval,4023296,slurm,,132112168.0,corral-repl,,"""174de7dc19b311e5a7c9005056a52a46""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",20105559,,"""3""",1,1,1,32.0,,22875058.0,1435071115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/windowsplitter/winSplitter/1.0.0,1.0.0,,2015-06-23 14:52:04.986673,9791.0,6.0
